Date,Guggenheim CurrencyShares Euro_etf_Open_average,Guggenheim CurrencyShares Euro_etf_Open_max,Guggenheim CurrencyShares Euro_etf_Open_min,Guggenheim CurrencyShares Euro_etf_High_average,Guggenheim CurrencyShares Euro_etf_High_max,Guggenheim CurrencyShares Euro_etf_High_min,Guggenheim CurrencyShares Euro_etf_Low_average,Guggenheim CurrencyShares Euro_etf_Low_max,Guggenheim CurrencyShares Euro_etf_Low_min,Guggenheim CurrencyShares Euro_etf_Close_average,Guggenheim CurrencyShares Euro_etf_Close_max,Guggenheim CurrencyShares Euro_etf_Close_min
2018-04-08,-0.26050768641105265,-0.26050768641105265,-0.26050768641105265,-0.21900783185046072,-0.21900783185046072,-0.21900783185046072,0.05474799839496466,0.05474799839496466,0.05474799839496466,-0.02778547702242307,-0.02778547702242307,-0.02778547702242307
2018-04-15,-0.8721563128519837,-0.8721563128519837,-0.8721563128519837,-0.8456333624735027,-0.8456333624735027,-0.8456333624735027,-1.0387741811733329,-1.0387741811733329,-1.0387741811733329,-0.8855647797027268,-0.8855647797027268,-0.8855647797027268
2018-04-22,-2.4672833168995485,-2.4672833168995485,-2.4672833168995485,-2.2366781530348057,-2.2366781530348057,-2.2366781530348057,-2.5030565383477437,-2.5030565383477437,-2.5030565383477437,-2.265832201763401,-2.265832201763401,-2.265832201763401
2018-04-29,-2.6632961117589646,-2.6632961117589646,-2.6632961117589646,-2.6557585620724815,-2.6557585620724815,-2.6557585620724815,-2.6600308328601754,-2.6600308328601754,-2.6600308328601754,-2.726299991071561,-2.726299991071561,-2.726299991071561
2018-05-06,-1.84624386652084,-1.84624386652084,-1.84624386652084,-1.9839058151580786,-1.9839058151580786,-1.9839058151580786,-1.9179145680199352,-1.9179145680199352,-1.9179145680199352,-2.0801914741850474,-2.0801914741850474,-2.0801914741850474
2018-05-13,-2.218596715297575,-2.218596715297575,-2.218596715297575,-2.247072304513115,-2.247072304513115,-2.247072304513115,-2.213785061517761,-2.213785061517761,-2.213785061517761,-2.2621799389013475,-2.2621799389013475,-2.2621799389013475
2018-05-20,-2.018324899320984,-2.018324899320984,-2.018324899320984,-2.0499286771049676,-2.0499286771049676,-2.0499286771049676,-2.0143385834550394,-2.0143385834550394,-2.0143385834550394,-2.0451701876721695,-2.0451701876721695,-2.0451701876721695
2018-05-27,-1.5501352947666762,-1.5501352947666762,-1.5501352947666762,-1.6280043428656996,-1.6280043428656996,-1.6280043428656996,-1.6968959978288316,-1.6968959978288316,-1.6968959978288316,-1.6631692562324407,-1.6631692562324407,-1.6631692562324407
2018-06-03,-1.0574424255616761,-1.0574424255616761,-1.0574424255616761,-1.09664530057933,-1.09664530057933,-1.09664530057933,-1.0345544271877534,-1.0345544271877534,-1.0345544271877534,-1.0722529132951861,-1.0722529132951861,-1.0722529132951861
2018-06-10,-1.3373717132905554,-1.3373717132905554,-1.3373717132905554,-1.3700879290655887,-1.3700879290655887,-1.3700879290655887,-1.3391664513740118,-1.3391664513740118,-1.3391664513740118,-1.3537897638491772,-1.3537897638491772,-1.3537897638491772
2018-06-17,-1.032803306011458,-1.032803306011458,-1.032803306011458,-1.0699383772709194,-1.0699383772709194,-1.0699383772709194,-1.0898031406012847,-1.0898031406012847,-1.0898031406012847,-1.03990661840758,-1.03990661840758,-1.03990661840758
2018-06-24,-0.967068249877094,-0.967068249877094,-0.967068249877094,-0.8818637942927311,-0.8818637942927311,-0.8818637942927311,-0.9239839649304555,-0.9239839649304555,-0.9239839649304555,-0.8465308563601787,-0.8465308563601787,-0.8465308563601787
2018-07-01,-0.4304414888205617,-0.4304414888205617,-0.4304414888205617,-0.46366920692444796,-0.46366920692444796,-0.46366920692444796,-0.4328019542195887,-0.4328019542195887,-0.4328019542195887,-0.5009597159168676,-0.5009597159168676,-0.5009597159168676
2018-07-08,-0.8249818560108778,-0.8249818560108778,-0.8249818560108778,-0.71422442836497,-0.71422442836497,-0.71422442836497,-0.7266359998182881,-0.7266359998182881,-0.7266359998182881,-0.6615958144231975,-0.6615958144231975,-0.6615958144231975
2018-07-15,-0.3761820825174538,-0.3761820825174538,-0.3761820825174538,-0.3528469389659664,-0.3528469389659664,-0.3528469389659664,-0.3261614931580501,-0.3261614931580501,-0.3261614931580501,-0.33564679433014327,-0.33564679433014327,-0.33564679433014327
2018-07-22,-0.7556666306028385,-0.7556666306028385,-0.7556666306028385,-0.7962197825314776,-0.7962197825314776,-0.7962197825314776,-0.6079355716331218,-0.6079355716331218,-0.6079355716331218,-0.7493388165534122,-0.7493388165534122,-0.7493388165534122
2018-07-29,-1.3636429950694153,-1.3636429950694153,-1.3636429950694153,-1.272682431600218,-1.272682431600218,-1.272682431600218,-1.283678063144353,-1.283678063144353,-1.283678063144353,-1.4601228170218847,-1.4601228170218847,-1.4601228170218847
2018-08-05,-2.5719931882755622,-2.5719931882755622,-2.5719931882755622,-2.5758918853929442,-2.5758918853929442,-2.5758918853929442,-2.6002216487697654,-2.6002216487697654,-2.6002216487697654,-2.673854404856368,-2.673854404856368,-2.673854404856368
2018-08-12,-2.03073885402706,-2.03073885402706,-2.03073885402706,-2.0082501357378626,-2.0082501357378626,-2.0082501357378626,-1.9352476340446432,-1.9352476340446432,-1.9352476340446432,-1.8088613026184415,-1.8088613026184415,-1.8088613026184415
2018-08-19,-0.3349735269462478,-0.3349735269462478,-0.3349735269462478,-0.1865671035693833,-0.1865671035693833,-0.1865671035693833,-0.2675605526758176,-0.2675605526758176,-0.2675605526758176,-0.15539174802794165,-0.15539174802794165,-0.15539174802794165
2018-08-26,-0.04015252074896201,-0.04015252074896201,-0.04015252074896201,-0.05943149583482632,-0.05943149583482632,-0.05943149583482632,-0.24821356234759176,-0.24821356234759176,-0.24821356234759176,-0.30203071617241856,-0.30203071617241856,-0.30203071617241856
2018-09-02,-0.46735736290454166,-0.46735736290454166,-0.46735736290454166,-0.5036153807153724,-0.5036153807153724,-0.5036153807153724,-0.4566535427083823,-0.4566535427083823,-0.4566535427083823,-0.6305889834595014,-0.6305889834595014,-0.6305889834595014
2018-09-09,0.4767012619223674,0.4767012619223674,0.4767012619223674,0.25998292858114747,0.25998292858114747,0.25998292858114747,0.19656158658965153,0.19656158658965153,0.19656158658965153,0.014565267350197227,0.014565267350197227,0.014565267350197227
2018-09-16,1.0434969806704966,1.0434969806704966,1.0434969806704966,1.1013302396672333,1.1013302396672333,1.1013302396672333,1.133050774695628,1.133050774695628,1.133050774695628,1.0842762788537796,1.0842762788537796,1.0842762788537796
2018-09-23,-0.43024205655919584,-0.43024205655919584,-0.43024205655919584,-0.1960167434086015,-0.1960167434086015,-0.1960167434086015,-0.28071511348861444,-0.28071511348861444,-0.28071511348861444,-0.17030894977202582,-0.17030894977202582,-0.17030894977202582
