Date,ProShares Ultra Real Estate_Open_average,ProShares Ultra Real Estate_Open_max,ProShares Ultra Real Estate_Open_min,ProShares Ultra Real Estate_High_average,ProShares Ultra Real Estate_High_max,ProShares Ultra Real Estate_High_min,ProShares Ultra Real Estate_Low_average,ProShares Ultra Real Estate_Low_max,ProShares Ultra Real Estate_Low_min,ProShares Ultra Real Estate_Close_average,ProShares Ultra Real Estate_Close_max,ProShares Ultra Real Estate_Close_min
2018-04-08,-0.24472636452263696,-0.24472636452263696,-0.24472636452263696,-0.2875688650718929,-0.2875688650718929,-0.2875688650718929,0.06578982677178927,0.06578982677178927,0.06578982677178927,-0.08909855474707155,-0.08909855474707155,-0.08909855474707155
2018-04-15,-0.533956409357183,-0.533956409357183,-0.533956409357183,-0.7755626901316388,-0.7755626901316388,-0.7755626901316388,-0.3411447743234951,-0.3411447743234951,-0.3411447743234951,-0.6707867840399481,-0.6707867840399481,-0.6707867840399481
2018-04-22,1.0242738184417428,1.0242738184417428,1.0242738184417428,1.1405700694701963,1.1405700694701963,1.1405700694701963,1.363053498417516,1.363053498417516,1.363053498417516,1.4381318434833008,1.4381318434833008,1.4381318434833008
2018-04-29,1.699442751940595,1.699442751940595,1.699442751940595,1.9989441699833053,1.9989441699833053,1.9989441699833053,1.8160106675199703,1.8160106675199703,1.8160106675199703,2.316356036247736,2.316356036247736,2.316356036247736
2018-05-06,1.8955539009388747,1.8955539009388747,1.8955539009388747,1.9140627484492576,1.9140627484492576,1.9140627484492576,1.6254330931577647,1.6254330931577647,1.6254330931577647,1.7854095574323057,1.7854095574323057,1.7854095574323057
2018-05-13,0.3203949700162437,0.3203949700162437,0.3203949700162437,0.6653796472227158,0.6653796472227158,0.6653796472227158,0.4809499445493359,0.4809499445493359,0.4809499445493359,0.8788776209681101,0.8788776209681101,0.8788776209681101
2018-05-20,1.109369332108634,1.109369332108634,1.109369332108634,1.2145264725206375,1.2145264725206375,1.2145264725206375,1.3740631943777102,1.3740631943777102,1.3740631943777102,1.3189774708231483,1.3189774708231483,1.3189774708231483
2018-05-27,1.9110277795136823,1.9110277795136823,1.9110277795136823,2.13219024704157,2.13219024704157,2.13219024704157,2.0385647050357756,2.0385647050357756,2.0385647050357756,2.2473072542915276,2.2473072542915276,2.2473072542915276
2018-06-03,1.9739766317521965,1.9739766317521965,1.9739766317521965,1.8084824926548442,1.8084824926548442,1.8084824926548442,1.9821059182443688,1.9821059182443688,1.9821059182443688,1.8585043051335781,1.8585043051335781,1.8585043051335781
2018-06-10,1.2532445931834588,1.2532445931834588,1.2532445931834588,1.2737474901856314,1.2737474901856314,1.2737474901856314,1.2090661422403317,1.2090661422403317,1.2090661422403317,1.3352944332547427,1.3352944332547427,1.3352944332547427
2018-06-17,1.815599307903471,1.815599307903471,1.815599307903471,1.798258862556588,1.798258862556588,1.798258862556588,1.7505775495208231,1.7505775495208231,1.7505775495208231,1.6838013484315582,1.6838013484315582,1.6838013484315582
2018-06-24,1.7128087076634875,1.7128087076634875,1.7128087076634875,1.6695067402578412,1.6695067402578412,1.6695067402578412,1.409821491845701,1.409821491845701,1.409821491845701,1.5704622211607135,1.5704622211607135,1.5704622211607135
2018-07-01,1.9014040760516135,1.9014040760516135,1.9014040760516135,1.881757585055042,1.881757585055042,1.881757585055042,1.8027436178357956,1.8027436178357956,1.8027436178357956,1.7447868983383619,1.7447868983383619,1.7447868983383619
2018-07-08,1.3487967913029226,1.3487967913029226,1.3487967913029226,1.307681755580048,1.307681755580048,1.307681755580048,1.3436206714394388,1.3436206714394388,1.3436206714394388,1.2981699483568148,1.2981699483568148,1.2981699483568148
2018-07-15,0.6754863550973135,0.6754863550973135,0.6754863550973135,0.6991137854360159,0.6991137854360159,0.6991137854360159,0.7888406537426917,0.7888406537426917,0.7888406537426917,0.7991881322539862,0.7991881322539862,0.7991881322539862
2018-07-22,0.5323620036374898,0.5323620036374898,0.5323620036374898,0.4612307797879244,0.4612307797879244,0.4612307797879244,0.4786810061742812,0.4786810061742812,0.4786810061742812,0.5552152407273322,0.5552152407273322,0.5552152407273322
2018-07-29,1.3583255263293186,1.3583255263293186,1.3583255263293186,1.4823705307312751,1.4823705307312751,1.4823705307312751,1.6271959622510055,1.6271959622510055,1.6271959622510055,1.4819499610763323,1.4819499610763323,1.4819499610763323
2018-08-05,0.5732150178061376,0.5732150178061376,0.5732150178061376,0.560047575728798,0.560047575728798,0.560047575728798,0.7803216940493677,0.7803216940493677,0.7803216940493677,0.6577182622848398,0.6577182622848398,0.6577182622848398
2018-08-12,1.714677499992707,1.714677499992707,1.714677499992707,1.8146980683053107,1.8146980683053107,1.8146980683053107,1.9107598115934514,1.9107598115934514,1.9107598115934514,1.8156158459428795,1.8156158459428795,1.8156158459428795
