Date,AAM S&P EM Sector High DividendEtf_Open_average,AAM S&P EM Sector High DividendEtf_Open_max,AAM S&P EM Sector High DividendEtf_Open_min,AAM S&P EM Sector High DividendEtf_High_average,AAM S&P EM Sector High DividendEtf_High_max,AAM S&P EM Sector High DividendEtf_High_min,AAM S&P EM Sector High DividendEtf_Low_average,AAM S&P EM Sector High DividendEtf_Low_max,AAM S&P EM Sector High DividendEtf_Low_min,AAM S&P EM Sector High DividendEtf_Close_average,AAM S&P EM Sector High DividendEtf_Close_max,AAM S&P EM Sector High DividendEtf_Close_min
2018-05-27,-1.5149074322376446,-1.5149074322376446,-1.5149074322376446,-1.5238043141659614,-1.5238043141659614,-1.5238043141659614,-1.5224894751659197,-1.5224894751659197,-1.5224894751659197,-1.5297175708135167,-1.5297175708135167,-1.5297175708135167
2018-06-03,-1.2015639807163216,-1.2015639807163216,-1.2015639807163216,-1.2091824927092958,-1.2091824927092958,-1.2091824927092958,-1.2057215183731869,-1.2057215183731869,-1.2057215183731869,-1.2119880526888855,-1.2119880526888855,-1.2119880526888855
2018-06-10,-1.6842629700290008,-1.6842629700290008,-1.6842629700290008,-1.689947532210292,-1.689947532210292,-1.689947532210292,-1.9038590614567987,-1.9038590614567987,-1.9038590614567987,-1.9067057706899029,-1.9067057706899029,-1.9067057706899029
2018-06-17,-1.949883778986546,-1.949883778986546,-1.949883778986546,-1.9355981797051807,-1.9355981797051807,-1.9355981797051807,-1.9609390303164433,-1.9609390303164433,-1.9609390303164433,-1.914466032167658,-1.914466032167658,-1.914466032167658
2018-06-24,-2.071894840945844,-2.071894840945844,-2.071894840945844,-2.075384092585345,-2.075384092585345,-2.075384092585345,-2.1141434019419947,-2.1141434019419947,-2.1141434019419947,-2.1243215361857324,-2.1243215361857324,-2.1243215361857324
2018-07-01,-1.630713516715431,-1.630713516715431,-1.630713516715431,-1.6330623257708636,-1.6330623257708636,-1.6330623257708636,-1.590005696119799,-1.590005696119799,-1.590005696119799,-1.5974226110618137,-1.5974226110618137,-1.5974226110618137
2018-07-08,-1.397749180292807,-1.397749180292807,-1.397749180292807,-1.3996033279012392,-1.3996033279012392,-1.3996033279012392,-1.4090498251542982,-1.4090498251542982,-1.4090498251542982,-1.4150367290952384,-1.4150367290952384,-1.4150367290952384
2018-07-15,-1.262725984164445,-1.262725984164445,-1.262725984164445,-1.2639147235363961,-1.2639147235363961,-1.2639147235363961,-1.269350435319099,-1.269350435319099,-1.269350435319099,-1.2738816572455902,-1.2738816572455902,-1.2738816572455902
2018-07-22,-0.8104341126114404,-0.8104341126114404,-0.8104341126114404,-0.8149083127100202,-0.8149083127100202,-0.8149083127100202,-0.7675325631548063,-0.7675325631548063,-0.7675325631548063,-0.7745547799047708,-0.7745547799047708,-0.7745547799047708
2018-07-29,-0.8238439658075233,-0.8238439658075233,-0.8238439658075233,-0.7923878843008052,-0.7923878843008052,-0.7923878843008052,-0.7793554569885337,-0.7793554569885337,-0.7793554569885337,-0.7514094192846023,-0.7514094192846023,-0.7514094192846023
