Date,iShares MSCI Argentina and Global Exposure_etf_Open_average,iShares MSCI Argentina and Global Exposure_etf_Open_max,iShares MSCI Argentina and Global Exposure_etf_Open_min,iShares MSCI Argentina and Global Exposure_etf_High_average,iShares MSCI Argentina and Global Exposure_etf_High_max,iShares MSCI Argentina and Global Exposure_etf_High_min,iShares MSCI Argentina and Global Exposure_etf_Low_average,iShares MSCI Argentina and Global Exposure_etf_Low_max,iShares MSCI Argentina and Global Exposure_etf_Low_min,iShares MSCI Argentina and Global Exposure_etf_Close_average,iShares MSCI Argentina and Global Exposure_etf_Close_max,iShares MSCI Argentina and Global Exposure_etf_Close_min
2018-04-08,-0.8112930167365139,-0.8112930167365139,-0.8112930167365139,-0.750179487187503,-0.750179487187503,-0.750179487187503,-0.4994774412030642,-0.4994774412030642,-0.4994774412030642,-0.6625992961821409,-0.6625992961821409,-0.6625992961821409
2018-04-15,-0.7807436168075746,-0.7807436168075746,-0.7807436168075746,-0.9390816273819944,-0.9390816273819944,-0.9390816273819944,-0.6570191645989643,-0.6570191645989643,-0.6570191645989643,-0.7460537088494769,-0.7460537088494769,-0.7460537088494769
2018-04-22,-1.2775099825526453,-1.2775099825526453,-1.2775099825526453,-1.2366548627547385,-1.2366548627547385,-1.2366548627547385,-0.8857881885473058,-0.8857881885473058,-0.8857881885473058,-0.8798994809749828,-0.8798994809749828,-0.8798994809749828
2018-04-29,-2.1522657647496133,-2.1522657647496133,-2.1522657647496133,-2.0052530677575313,-2.0052530677575313,-2.0052530677575313,-1.8105567723389613,-1.8105567723389613,-1.8105567723389613,-1.9903619352530564,-1.9903619352530564,-1.9903619352530564
2018-05-06,-1.9767502893299393,-1.9767502893299393,-1.9767502893299393,-2.1285933213464174,-2.1285933213464174,-2.1285933213464174,-2.138186715866216,-2.138186715866216,-2.138186715866216,-2.160134155110324,-2.160134155110324,-2.160134155110324
2018-05-13,-1.8531424541897827,-1.8531424541897827,-1.8531424541897827,-1.9506724948651386,-1.9506724948651386,-1.9506724948651386,-1.7916310574375442,-1.7916310574375442,-1.7916310574375442,-1.7905381058294305,-1.7905381058294305,-1.7905381058294305
2018-05-20,-1.7077534340269211,-1.7077534340269211,-1.7077534340269211,-1.7713693514413755,-1.7713693514413755,-1.7713693514413755,-1.5632270011870544,-1.5632270011870544,-1.5632270011870544,-1.5837858997189438,-1.5837858997189438,-1.5837858997189438
2018-05-27,-1.8304952958314302,-1.8304952958314302,-1.8304952958314302,-1.8591850220970054,-1.8591850220970054,-1.8591850220970054,-1.7323974029558864,-1.7323974029558864,-1.7323974029558864,-1.7371918016346373,-1.7371918016346373,-1.7371918016346373
2018-06-03,-1.3260658267954093,-1.3260658267954093,-1.3260658267954093,-1.289208115627909,-1.289208115627909,-1.289208115627909,-1.343665800168889,-1.343665800168889,-1.343665800168889,-1.2040607020772056,-1.2040607020772056,-1.2040607020772056
2018-06-10,-1.6549316823838458,-1.6549316823838458,-1.6549316823838458,-1.6546130576135,-1.6546130576135,-1.6546130576135,-1.6641833044697725,-1.6641833044697725,-1.6641833044697725,-1.634634651128164,-1.634634651128164,-1.634634651128164
2018-06-17,-1.4192036019430927,-1.4192036019430927,-1.4192036019430927,-1.3933919583398442,-1.3933919583398442,-1.3933919583398442,-1.3782324848912006,-1.3782324848912006,-1.3782324848912006,-1.3511575765590436,-1.3511575765590436,-1.3511575765590436
2018-06-24,-1.6756903679887887,-1.6756903679887887,-1.6756903679887887,-1.6661815289584776,-1.6661815289584776,-1.6661815289584776,-1.776145973855946,-1.776145973855946,-1.776145973855946,-1.7965091009814813,-1.7965091009814813,-1.7965091009814813
2018-07-01,-1.2501548503660056,-1.2501548503660056,-1.2501548503660056,-1.2463848256165047,-1.2463848256165047,-1.2463848256165047,-1.1758924304993321,-1.1758924304993321,-1.1758924304993321,-1.1818920591531055,-1.1818920591531055,-1.1818920591531055
2018-07-08,-1.006504223729155,-1.006504223729155,-1.006504223729155,-0.9964018633554746,-0.9964018633554746,-0.9964018633554746,-0.9242312047997333,-0.9242312047997333,-0.9242312047997333,-0.9351211375031954,-0.9351211375031954,-0.9351211375031954
2018-07-15,-0.3528889861724685,-0.3528889861724685,-0.3528889861724685,-0.3781415623637344,-0.3781415623637344,-0.3781415623637344,-0.27078698329144624,-0.27078698329144624,-0.27078698329144624,-0.31559856684742377,-0.31559856684742377,-0.31559856684742377
2018-07-22,0.09034982601136407,0.09034982601136407,0.09034982601136407,0.050044501006430354,0.050044501006430354,0.050044501006430354,-0.07313997164217616,-0.07313997164217616,-0.07313997164217616,-0.07766937049360066,-0.07766937049360066,-0.07766937049360066
2018-07-29,-0.636343389651561,-0.636343389651561,-0.636343389651561,-0.4692983538120102,-0.4692983538120102,-0.4692983538120102,-0.5046275443487888,-0.5046275443487888,-0.5046275443487888,-0.3858469105166647,-0.3858469105166647,-0.3858469105166647
2018-08-05,-0.8878684871811534,-0.8878684871811534,-0.8878684871811534,-0.9318682818338111,-0.9318682818338111,-0.9318682818338111,-0.9633079244468027,-0.9633079244468027,-0.9633079244468027,-1.0352070457742222,-1.0352070457742222,-1.0352070457742222
2018-08-12,-1.855301164080339,-1.855301164080339,-1.855301164080339,-1.8795872201049884,-1.8795872201049884,-1.8795872201049884,-1.9170395322323284,-1.9170395322323284,-1.9170395322323284,-1.8979404843022292,-1.8979404843022292,-1.8979404843022292
2018-08-19,-1.2020095181039652,-1.2020095181039652,-1.2020095181039652,-1.2191886999128092,-1.2191886999128092,-1.2191886999128092,-1.0353790663347244,-1.0353790663347244,-1.0353790663347244,-1.0804035069653137,-1.0804035069653137,-1.0804035069653137
2018-08-26,-2.1990374534903174,-2.1990374534903174,-2.1990374534903174,-1.7675161523122156,-1.7675161523122156,-1.7675161523122156,-2.064114567726297,-2.064114567726297,-2.064114567726297,-1.6037008128669765,-1.6037008128669765,-1.6037008128669765
2018-09-02,-1.572828282627121,-1.572828282627121,-1.572828282627121,-1.6338508010595547,-1.6338508010595547,-1.6338508010595547,-1.4705298129372641,-1.4705298129372641,-1.4705298129372641,-1.6662065071442207,-1.6662065071442207,-1.6662065071442207
2018-09-09,-1.440314748542139,-1.440314748542139,-1.440314748542139,-1.6403248650041686,-1.6403248650041686,-1.6403248650041686,-1.436478818769752,-1.436478818769752,-1.436478818769752,-1.5260828771924804,-1.5260828771924804,-1.5260828771924804
2018-09-16,-0.04071695850159698,-0.04071695850159698,-0.04071695850159698,0.07277301579033355,0.07277301579033355,0.07277301579033355,0.002179390504162538,0.002179390504162538,0.002179390504162538,-0.012791158514356844,-0.012791158514356844,-0.012791158514356844
2018-09-23,-0.46736631068842827,-0.46736631068842827,-0.46736631068842827,-0.6117728563670543,-0.6117728563670543,-0.6117728563670543,-0.5538439683891867,-0.5538439683891867,-0.5538439683891867,-0.6492238746407454,-0.6492238746407454,-0.6492238746407454
2018-09-30,-0.7277955685884147,-0.7277955685884147,-0.7277955685884147,-0.7073811258101553,-0.7073811258101553,-0.7073811258101553,-0.7985679112196173,-0.7985679112196173,-0.7985679112196173,-0.9115886693386825,-0.9115886693386825,-0.9115886693386825
2018-10-07,-1.1562450444497023,-1.1562450444497023,-1.1562450444497023,-1.3264736201060767,-1.3264736201060767,-1.3264736201060767,-1.2072179973939323,-1.2072179973939323,-1.2072179973939323,-1.2253546614262822,-1.2253546614262822,-1.2253546614262822
2018-10-14,-1.1430840959774373,-1.1430840959774373,-1.1430840959774373,-1.2657646605954076,-1.2657646605954076,-1.2657646605954076,-1.1279588464715695,-1.1279588464715695,-1.1279588464715695,-1.226420691839832,-1.226420691839832,-1.226420691839832
2018-10-21,-1.581464347961631,-1.581464347961631,-1.581464347961631,-1.427966232888922,-1.427966232888922,-1.427966232888922,-1.520427603303353,-1.520427603303353,-1.520427603303353,-1.3494285757051272,-1.3494285757051272,-1.3494285757051272
