Date,KraneShares EM Consumer Technology_Open_average,KraneShares EM Consumer Technology_Open_max,KraneShares EM Consumer Technology_Open_min,KraneShares EM Consumer Technology_High_average,KraneShares EM Consumer Technology_High_max,KraneShares EM Consumer Technology_High_min,KraneShares EM Consumer Technology_Low_average,KraneShares EM Consumer Technology_Low_max,KraneShares EM Consumer Technology_Low_min,KraneShares EM Consumer Technology_Close_average,KraneShares EM Consumer Technology_Close_max,KraneShares EM Consumer Technology_Close_min
2018-04-08,-1.2764751891489698,-1.2764751891489698,-1.2764751891489698,-1.4398336612225797,-1.4398336612225797,-1.4398336612225797,-1.1644054671019188,-1.1644054671019188,-1.1644054671019188,-1.3436872013443664,-1.3436872013443664,-1.3436872013443664
2018-04-15,-0.7888469270134554,-0.7888469270134554,-0.7888469270134554,-0.9347667996763945,-0.9347667996763945,-0.9347667996763945,-1.0557752286319138,-1.0557752286319138,-1.0557752286319138,-1.214736603469759,-1.214736603469759,-1.214736603469759
2018-04-22,-1.4561009427912814,-1.4561009427912814,-1.4561009427912814,-1.5261594364136621,-1.5261594364136621,-1.5261594364136621,-1.512492111339383,-1.512492111339383,-1.512492111339383,-1.5262743339171467,-1.5262743339171467,-1.5262743339171467
2018-04-29,-1.3180735404274309,-1.3180735404274309,-1.3180735404274309,-1.072074216184673,-1.072074216184673,-1.072074216184673,-1.1998283482173986,-1.1998283482173986,-1.1998283482173986,-1.1245596471997954,-1.1245596471997954,-1.1245596471997954
2018-05-06,-0.9602520031927954,-0.9602520031927954,-0.9602520031927954,-1.010851246844423,-1.010851246844423,-1.010851246844423,-1.0239550178813608,-1.0239550178813608,-1.0239550178813608,-1.1304456463906785,-1.1304456463906785,-1.1304456463906785
2018-05-13,-1.3037941763521872,-1.3037941763521872,-1.3037941763521872,-1.336521985796076,-1.336521985796076,-1.336521985796076,-1.3725873034843532,-1.3725873034843532,-1.3725873034843532,-1.3710241217490475,-1.3710241217490475,-1.3710241217490475
2018-05-20,-1.1560419934737989,-1.1560419934737989,-1.1560419934737989,-1.1498820210130105,-1.1498820210130105,-1.1498820210130105,-1.0205876107794725,-1.0205876107794725,-1.0205876107794725,-1.0713713864032302,-1.0713713864032302,-1.0713713864032302
2018-05-27,-0.7068482665365403,-0.7068482665365403,-0.7068482665365403,-0.6232702662456577,-0.6232702662456577,-0.6232702662456577,-0.5784348278843008,-0.5784348278843008,-0.5784348278843008,-0.5155999033508235,-0.5155999033508235,-0.5155999033508235
2018-06-03,-0.35577402331174396,-0.35577402331174396,-0.35577402331174396,-0.25585742594677163,-0.25585742594677163,-0.25585742594677163,-0.26282170491940965,-0.26282170491940965,-0.26282170491940965,-0.2961583397692683,-0.2961583397692683,-0.2961583397692683
2018-06-10,-0.8402503559357137,-0.8402503559357137,-0.8402503559357137,-0.7874853722766658,-0.7874853722766658,-0.7874853722766658,-0.8591051020058653,-0.8591051020058653,-0.8591051020058653,-0.5916216105331755,-0.5916216105331755,-0.5916216105331755
2018-06-17,-1.8577460995409691,-1.8577460995409691,-1.8577460995409691,-2.1019421789701047,-2.1019421789701047,-2.1019421789701047,-2.3137975548646166,-2.3137975548646166,-2.3137975548646166,-2.216511992807527,-2.216511992807527,-2.216511992807527
2018-06-24,-2.2252094538282936,-2.2252094538282936,-2.2252094538282936,-2.2024914208639492,-2.2024914208639492,-2.2024914208639492,-2.0138540396568128,-2.0138540396568128,-2.0138540396568128,-1.9837358590592267,-1.9837358590592267,-1.9837358590592267
