Date,ProShares Short SmallCap600Etf_Open_average,ProShares Short SmallCap600Etf_Open_max,ProShares Short SmallCap600Etf_Open_min,ProShares Short SmallCap600Etf_High_average,ProShares Short SmallCap600Etf_High_max,ProShares Short SmallCap600Etf_High_min,ProShares Short SmallCap600Etf_Low_average,ProShares Short SmallCap600Etf_Low_max,ProShares Short SmallCap600Etf_Low_min,ProShares Short SmallCap600Etf_Close_average,ProShares Short SmallCap600Etf_Close_max,ProShares Short SmallCap600Etf_Close_min
2018-05-27,-2.3915062680737926,-2.3915062680737926,-2.3915062680737926,-2.353296074323847,-2.353296074323847,-2.353296074323847,-2.3882216094295257,-2.3882216094295257,-2.3882216094295257,-2.4121067394939923,-2.4121067394939923,-2.4121067394939923
2018-06-03,-2.077192270729691,-2.077192270729691,-2.077192270729691,-2.045386215171524,-2.045386215171524,-2.045386215171524,-2.0745561450008303,-2.0745561450008303,-2.0745561450008303,-2.0839701027681037,-2.0839701027681037,-2.0839701027681037
2018-06-10,-1.6781466062143786,-1.6781466062143786,-1.6781466062143786,-1.6543428074867923,-1.6543428074867923,-1.6543428074867923,-1.7523619103797967,-1.7523619103797967,-1.7523619103797967,-1.7485450011552626,-1.7485450011552626,-1.7485450011552626
2018-06-17,-1.6792526876419107,-1.6792526876419107,-1.6792526876419107,-1.656647992831366,-1.656647992831366,-1.656647992831366,-1.6607050427721282,-1.6607050427721282,-1.6607050427721282,-1.664871259461093,-1.664871259461093,-1.664871259461093
2018-06-24,-1.0158412803287244,-1.0158412803287244,-1.0158412803287244,-1.0160909802699818,-1.0160909802699818,-1.0160909802699818,-1.0042632362105457,-1.0042632362105457,-1.0042632362105457,-1.0082103095575616,-1.0082103095575616,-1.0082103095575616
2018-07-01,-1.4976984606399255,-1.4976984606399255,-1.4976984606399255,-1.4943423986484672,-1.4943423986484672,-1.4943423986484672,-1.4658091783858518,-1.4658091783858518,-1.4658091783858518,-1.4689651884648782,-1.4689651884648782,-1.4689651884648782
2018-07-08,-1.3848605369744793,-1.3848605369744793,-1.3848605369744793,-1.3815386729945607,-1.3815386729945607,-1.3815386729945607,-1.3584649829026405,-1.3584649829026405,-1.3584649829026405,-1.361010119825576,-1.361010119825576,-1.361010119825576
2018-07-15,-1.4552650234750193,-1.4552650234750193,-1.4552650234750193,-1.455060018448982,-1.455060018448982,-1.455060018448982,-1.4272085482539616,-1.4272085482539616,-1.4272085482539616,-1.4290299419030739,-1.4290299419030739,-1.4290299419030739
2018-07-22,-1.0279192123313325,-1.0279192123313325,-1.0279192123313325,-0.9745550565200448,-0.9745550565200448,-0.9745550565200448,-1.0052796712972103,-1.0052796712972103,-1.0052796712972103,-0.9535015993148354,-0.9535015993148354,-0.9535015993148354
2018-07-29,-1.107438704117547,-1.107438704117547,-1.107438704117547,-1.113469935222464,-1.113469935222464,-1.113469935222464,-1.155734620853256,-1.155734620853256,-1.155734620853256,-1.1630716672366268,-1.1630716672366268,-1.1630716672366268
2018-08-05,-1.2243865944268308,-1.2243865944268308,-1.2243865944268308,-1.2297641928924707,-1.2297641928924707,-1.2297641928924707,-1.196205948025655,-1.196205948025655,-1.196205948025655,-1.2027358711663334,-1.2027358711663334,-1.2027358711663334
2018-08-12,-0.9665673889741747,-0.9665673889741747,-0.9665673889741747,-0.9716481553918864,-0.9716481553918864,-0.9716481553918864,-0.9414872244476259,-0.9414872244476259,-0.9414872244476259,-0.947623075924581,-0.947623075924581,-0.947623075924581
2018-08-19,-1.4308241643464399,-1.4308241643464399,-1.4308241643464399,-1.4348745827316962,-1.4348745827316962,-1.4348745827316962,-1.4076458915541012,-1.4076458915541012,-1.4076458915541012,-1.4125838100803267,-1.4125838100803267,-1.4125838100803267
2018-08-26,-1.4357733778185289,-1.4357733778185289,-1.4357733778185289,-1.4385712272077995,-1.4385712272077995,-1.4385712272077995,-1.417711180186583,-1.417711180186583,-1.417711180186583,-1.4211460712174333,-1.4211460712174333,-1.4211460712174333
2018-09-02,-1.1768075036757943,-1.1768075036757943,-1.1768075036757943,-1.0612715361898784,-1.0612715361898784,-1.0612715361898784,-1.1616214210154543,-1.1616214210154543,-1.1616214210154543,-1.0878743309831667,-1.0878743309831667,-1.0878743309831667
2018-09-09,-0.9560171785271712,-0.9560171785271712,-0.9560171785271712,-0.9766158113549201,-0.9766158113549201,-0.9766158113549201,-0.9428302224774755,-0.9428302224774755,-0.9428302224774755,-0.9584038436687373,-0.9584038436687373,-0.9584038436687373
2018-09-16,-0.9617173256419969,-0.9617173256419969,-0.9617173256419969,-0.9851225579091876,-0.9851225579091876,-0.9851225579091876,-0.9558063614311955,-0.9558063614311955,-0.9558063614311955,-0.9729865361293765,-0.9729865361293765,-0.9729865361293765
2018-09-23,-0.29103052814033553,-0.29103052814033553,-0.29103052814033553,-0.30999587769045145,-0.30999587769045145,-0.30999587769045145,-0.4741451139038935,-0.4741451139038935,-0.4741451139038935,-0.4212563365683014,-0.4212563365683014,-0.4212563365683014
2018-09-30,0.9332358188580544,0.9332358188580544,0.9332358188580544,1.3841447725183373,1.3841447725183373,1.3841447725183373,1.04874789780484,1.04874789780484,1.04874789780484,1.3452309976137793,1.3452309976137793,1.3452309976137793
2018-10-07,2.9375438694528224,2.9375438694528224,2.9375438694528224,3.1170825624691894,3.1170825624691894,3.1170825624691894,2.8455038999190547,2.8455038999190547,2.8455038999190547,3.073317379885969,3.073317379885969,3.073317379885969
2018-10-14,2.397821975959517,2.397821975959517,2.397821975959517,2.3988681263694174,2.3988681263694174,2.3988681263694174,2.4910696221528386,2.4910696221528386,2.4910696221528386,2.4397017908047207,2.4397017908047207,2.4397017908047207
2018-10-21,2.70655335042514,2.70655335042514,2.70655335042514,2.8005660815891122,2.8005660815891122,2.8005660815891122,2.617147319116672,2.617147319116672,2.617147319116672,2.6443080579530176,2.6443080579530176,2.6443080579530176
2018-10-28,1.4863998993102066,1.4863998993102066,1.4863998993102066,1.2636095852126012,1.2636095852126012,1.2636095852126012,1.5683177355327549,1.5683177355327549,1.5683177355327549,1.3884802490419357,1.3884802490419357,1.3884802490419357
2018-11-04,1.148246390797158,1.148246390797158,1.148246390797158,0.9738273880082453,0.9738273880082453,0.9738273880082453,1.0532629138232557,1.0532629138232557,1.0532629138232557,0.9224376857515635,0.9224376857515635,0.9224376857515635
2018-11-11,1.606256426113851,1.606256426113851,1.606256426113851,1.4218831517453587,1.4218831517453587,1.4218831517453587,1.5120622142109021,1.5120622142109021,1.5120622142109021,1.389790637423698,1.389790637423698,1.389790637423698
