Date,ProShares UltraPro Short S&P500_Open_average,ProShares UltraPro Short S&P500_Open_max,ProShares UltraPro Short S&P500_Open_min,ProShares UltraPro Short S&P500_High_average,ProShares UltraPro Short S&P500_High_max,ProShares UltraPro Short S&P500_High_min,ProShares UltraPro Short S&P500_Low_average,ProShares UltraPro Short S&P500_Low_max,ProShares UltraPro Short S&P500_Low_min,ProShares UltraPro Short S&P500_Close_average,ProShares UltraPro Short S&P500_Close_max,ProShares UltraPro Short S&P500_Close_min
2018-04-08,0.16023028818903934,0.16023028818903934,0.16023028818903934,-0.08072110753365261,-0.08072110753365261,-0.08072110753365261,0.35088083313421625,0.35088083313421625,0.35088083313421625,0.018631119637998964,0.018631119637998964,0.018631119637998964
2018-04-15,0.012026738225792014,0.012026738225792014,0.012026738225792014,-0.0798969779320151,-0.0798969779320151,-0.0798969779320151,0.31312030782784944,0.31312030782784944,0.31312030782784944,0.0389698036063233,0.0389698036063233,0.0389698036063233
2018-04-22,-0.15303906911019044,-0.15303906911019044,-0.15303906911019044,-0.12178664320445187,-0.12178664320445187,-0.12178664320445187,0.15940019325428204,0.15940019325428204,0.15940019325428204,0.21061960648163028,0.21061960648163028,0.21061960648163028
2018-04-29,-0.11443248498045962,-0.11443248498045962,-0.11443248498045962,-0.3107550392016175,-0.3107550392016175,-0.3107550392016175,0.09580990635462143,0.09580990635462143,0.09580990635462143,-0.12403886928709704,-0.12403886928709704,-0.12403886928709704
2018-05-06,-1.206586389227006,-1.206586389227006,-1.206586389227006,-1.1478990908708944,-1.1478990908708944,-1.1478990908708944,-1.126533410493653,-1.126533410493653,-1.126533410493653,-1.044301715058015,-1.044301715058015,-1.044301715058015
2018-05-13,-1.0335096352957844,-1.0335096352957844,-1.0335096352957844,-1.0805385428111474,-1.0805385428111474,-1.0805385428111474,-1.0219697836123351,-1.0219697836123351,-1.0219697836123351,-0.987524860144085,-0.987524860144085,-0.987524860144085
2018-05-20,-0.8565356312984275,-0.8565356312984275,-0.8565356312984275,-0.9192009820564663,-0.9192009820564663,-0.9192009820564663,-0.802360212123702,-0.802360212123702,-0.802360212123702,-0.8510902422560049,-0.8510902422560049,-0.8510902422560049
2018-05-27,-1.1140951406674093,-1.1140951406674093,-1.1140951406674093,-1.1448345090538652,-1.1448345090538652,-1.1448345090538652,-1.1747654061367743,-1.1747654061367743,-1.1747654061367743,-1.189247663467207,-1.189247663467207,-1.189247663467207
2018-06-03,-1.6639490535645882,-1.6639490535645882,-1.6639490535645882,-1.5601286519240067,-1.5601286519240067,-1.5601286519240067,-1.819358563522607,-1.819358563522607,-1.819358563522607,-1.611576372434295,-1.611576372434295,-1.611576372434295
2018-06-10,-1.2200148290591522,-1.2200148290591522,-1.2200148290591522,-1.1154567284805608,-1.1154567284805608,-1.1154567284805608,-1.3283465831938317,-1.3283465831938317,-1.3283465831938317,-1.27316104165701,-1.27316104165701,-1.27316104165701
2018-06-17,-0.828207009287702,-0.828207009287702,-0.828207009287702,-0.3334146906523232,-0.3334146906523232,-0.3334146906523232,-0.7077809309366846,-0.7077809309366846,-0.7077809309366846,-0.4642140403193952,-0.4642140403193952,-0.4642140403193952
