Date,Guggenheim CurrencyShares British Pound Sterling_Open_average,Guggenheim CurrencyShares British Pound Sterling_Open_max,Guggenheim CurrencyShares British Pound Sterling_Open_min,Guggenheim CurrencyShares British Pound Sterling_High_average,Guggenheim CurrencyShares British Pound Sterling_High_max,Guggenheim CurrencyShares British Pound Sterling_High_min,Guggenheim CurrencyShares British Pound Sterling_Low_average,Guggenheim CurrencyShares British Pound Sterling_Low_max,Guggenheim CurrencyShares British Pound Sterling_Low_min,Guggenheim CurrencyShares British Pound Sterling_Close_average,Guggenheim CurrencyShares British Pound Sterling_Close_max,Guggenheim CurrencyShares British Pound Sterling_Close_min
2018-04-08,2.0285736334638664,2.0285736334638664,2.0285736334638664,2.0404610061111605,2.0404610061111605,2.0404610061111605,2.1197313613800133,2.1197313613800133,2.1197313613800133,2.1321095309590596,2.1321095309590596,2.1321095309590596
2018-04-15,-0.5024133159788142,-0.5024133159788142,-0.5024133159788142,-0.640409240324152,-0.640409240324152,-0.640409240324152,-0.5468362049437857,-0.5468362049437857,-0.5468362049437857,-0.6104255576456388,-0.6104255576456388,-0.6104255576456388
2018-04-22,-1.6354954077138129,-1.6354954077138129,-1.6354954077138129,-1.5876089887539713,-1.5876089887539713,-1.5876089887539713,-1.5548270915277291,-1.5548270915277291,-1.5548270915277291,-1.5167270453452737,-1.5167270453452737,-1.5167270453452737
2018-04-29,-2.0086445320279593,-2.0086445320279593,-2.0086445320279593,-2.073925834067861,-2.073925834067861,-2.073925834067861,-2.0167176784663363,-2.0167176784663363,-2.0167176784663363,-2.0707026445615244,-2.0707026445615244,-2.0707026445615244
2018-05-06,-1.5325272078951093,-1.5325272078951093,-1.5325272078951093,-1.6146790083902798,-1.6146790083902798,-1.6146790083902798,-1.6319511619994491,-1.6319511619994491,-1.6319511619994491,-1.7147354591941781,-1.7147354591941781,-1.7147354591941781
2018-05-13,-1.7597628825345177,-1.7597628825345177,-1.7597628825345177,-1.8115115502509544,-1.8115115502509544,-1.8115115502509544,-1.7724033885041754,-1.7724033885041754,-1.7724033885041754,-1.7726213737881904,-1.7726213737881904,-1.7726213737881904
2018-05-20,-1.6899291002355266,-1.6899291002355266,-1.6899291002355266,-1.7313633396545056,-1.7313633396545056,-1.7313633396545056,-1.681278806250775,-1.681278806250775,-1.681278806250775,-1.7167938414539743,-1.7167938414539743,-1.7167938414539743
2018-05-27,-1.3446563047643771,-1.3446563047643771,-1.3446563047643771,-1.3767047884027162,-1.3767047884027162,-1.3767047884027162,-1.4407724313818495,-1.4407724313818495,-1.4407724313818495,-1.4417922447276106,-1.4417922447276106,-1.4417922447276106
2018-06-03,-1.1025080766993443,-1.1025080766993443,-1.1025080766993443,-1.0895353846582645,-1.0895353846582645,-1.0895353846582645,-1.06303112129255,-1.06303112129255,-1.06303112129255,-1.0646073892989991,-1.0646073892989991,-1.0646073892989991
2018-06-10,-1.2628251452903658,-1.2628251452903658,-1.2628251452903658,-1.2556524254904062,-1.2556524254904062,-1.2556524254904062,-1.2139499851152287,-1.2139499851152287,-1.2139499851152287,-1.2239597067078487,-1.2239597067078487,-1.2239597067078487
2018-06-17,-0.9987017519853504,-0.9987017519853504,-0.9987017519853504,-1.0194753918594337,-1.0194753918594337,-1.0194753918594337,-0.9952927614722273,-0.9952927614722273,-0.9952927614722273,-0.9901434469968307,-0.9901434469968307,-0.9901434469968307
2018-06-24,-1.271179564112589,-1.271179564112589,-1.271179564112589,-1.1998143949274933,-1.1998143949274933,-1.1998143949274933,-1.220549199442761,-1.220549199442761,-1.220549199442761,-1.187717379992127,-1.187717379992127,-1.187717379992127
2018-07-01,-0.5037480413517526,-0.5037480413517526,-0.5037480413517526,-0.545225277744565,-0.545225277744565,-0.545225277744565,-0.858897586039519,-0.858897586039519,-0.858897586039519,-0.7414654450324685,-0.7414654450324685,-0.7414654450324685
2018-07-08,-0.7389689378794142,-0.7389689378794142,-0.7389689378794142,-0.7644312229906175,-0.7644312229906175,-0.7644312229906175,-0.7205131975995515,-0.7205131975995515,-0.7205131975995515,-0.7858324424191483,-0.7858324424191483,-0.7858324424191483
2018-07-15,-1.3470730907802444,-1.3470730907802444,-1.3470730907802444,-1.3896105686514264,-1.3896105686514264,-1.3896105686514264,-1.316093988737325,-1.316093988737325,-1.316093988737325,-1.32831407243624,-1.32831407243624,-1.32831407243624
2018-07-22,-1.249111268398834,-1.249111268398834,-1.249111268398834,-1.2025293249909879,-1.2025293249909879,-1.2025293249909879,-1.072400912063761,-1.072400912063761,-1.072400912063761,-1.1292385919102501,-1.1292385919102501,-1.1292385919102501
2018-07-29,-1.9596873104677206,-1.9596873104677206,-1.9596873104677206,-1.995807615056363,-1.995807615056363,-1.995807615056363,-1.9229881752042415,-1.9229881752042415,-1.9229881752042415,-1.9815792469078528,-1.9815792469078528,-1.9815792469078528
2018-08-05,-2.250662114412095,-2.250662114412095,-2.250662114412095,-2.291299305649569,-2.291299305649569,-2.291299305649569,-2.344426354804707,-2.344426354804707,-2.344426354804707,-2.375085169253287,-2.375085169253287,-2.375085169253287
2018-08-12,-1.8134618958414248,-1.8134618958414248,-1.8134618958414248,-1.82236285123982,-1.82236285123982,-1.82236285123982,-1.8069274755157716,-1.8069274755157716,-1.8069274755157716,-1.7612391843941069,-1.7612391843941069,-1.7612391843941069
2018-08-19,-1.1262020302669482,-1.1262020302669482,-1.1262020302669482,-1.1228726482710205,-1.1228726482710205,-1.1228726482710205,-1.0733106902281875,-1.0733106902281875,-1.0733106902281875,-1.0659173668288047,-1.0659173668288047,-1.0659173668288047
2018-08-26,-0.6020634332721464,-0.6020634332721464,-0.6020634332721464,-0.593907809278141,-0.593907809278141,-0.593907809278141,-0.5459700154756775,-0.5459700154756775,-0.5459700154756775,-0.6311609244122374,-0.6311609244122374,-0.6311609244122374
2018-09-02,-0.18427789743597559,-0.18427789743597559,-0.18427789743597559,-0.23677759235541826,-0.23677759235541826,-0.23677759235541826,-0.15015297854469398,-0.15015297854469398,-0.15015297854469398,-0.16249729104256772,-0.16249729104256772,-0.16249729104256772
2018-09-09,0.47877998276532485,0.47877998276532485,0.47877998276532485,0.5057063482283922,0.5057063482283922,0.5057063482283922,0.6440684892493185,0.6440684892493185,0.6440684892493185,0.6361027875761788,0.6361027875761788,0.6361027875761788
2018-09-16,0.663276285627452,0.663276285627452,0.663276285627452,0.5942930677174321,0.5942930677174321,0.5942930677174321,0.5684861169580095,0.5684861169580095,0.5684861169580095,0.4473579256271714,0.4473579256271714,0.4473579256271714
2018-09-23,0.09466395591149938,0.09466395591149938,0.09466395591149938,0.11595518514135311,0.11595518514135311,0.11595518514135311,0.15012203939524693,0.15012203939524693,0.15012203939524693,0.050089041454578626,0.050089041454578626,0.050089041454578626
2018-09-30,0.2314494128832337,0.2314494128832337,0.2314494128832337,0.20547815991108068,0.20547815991108068,0.20547815991108068,0.28480638856488405,0.28480638856488405,0.28480638856488405,0.28269069968141747,0.28269069968141747,0.28269069968141747
2018-10-07,0.8904922926986868,0.8904922926986868,0.8904922926986868,1.03495574289806,1.03495574289806,1.03495574289806,0.9654851085391053,0.9654851085391053,0.9654851085391053,1.0284619020965533,1.0284619020965533,1.0284619020965533
2018-10-14,-0.20791734873161688,-0.20791734873161688,-0.20791734873161688,-0.2575646387183773,-0.2575646387183773,-0.2575646387183773,-0.19429966160547604,-0.19429966160547604,-0.19429966160547604,-0.2546609795347696,-0.2546609795347696,-0.2546609795347696
2018-10-21,-1.1576850894889914,-1.1576850894889914,-1.1576850894889914,-1.1931510211827185,-1.1931510211827185,-1.1931510211827185,-1.2030034640097116,-1.2030034640097116,-1.2030034640097116,-1.2634216235831348,-1.2634216235831348,-1.2634216235831348
2018-10-28,0.17101143850927158,0.17101143850927158,0.17101143850927158,0.3607119816015384,0.3607119816015384,0.3607119816015384,0.29689602646363666,0.29689602646363666,0.29689602646363666,0.3921572268035814,0.3921572268035814,0.3921572268035814
2018-11-04,-0.549949065523294,-0.549949065523294,-0.549949065523294,-0.6559276263231844,-0.6559276263231844,-0.6559276263231844,-1.0432515128137523,-1.0432515128137523,-1.0432515128137523,-1.1008721656403349,-1.1008721656403349,-1.1008721656403349
2018-11-11,-1.3976984853312295,-1.3976984853312295,-1.3976984853312295,-1.269599803457045,-1.269599803457045,-1.269599803457045,-1.3309519511626697,-1.3309519511626697,-1.3309519511626697,-1.2310325839891343,-1.2310325839891343,-1.2310325839891343
2018-11-18,-1.367941535037668,-1.367941535037668,-1.367941535037668,-1.4211076003068484,-1.4211076003068484,-1.4211076003068484,-1.3926996930557445,-1.3926996930557445,-1.3926996930557445,-1.4067500349929294,-1.4067500349929294,-1.4067500349929294
2018-11-25,-1.8623388837273303,-1.8623388837273303,-1.8623388837273303,-1.7521485582063374,-1.7521485582063374,-1.7521485582063374,-1.6908202990142753,-1.6908202990142753,-1.6908202990142753,-1.6675816613151757,-1.6675816613151757,-1.6675816613151757
