Date,iShares Russell 2000_Open_average,iShares Russell 2000_Open_max,iShares Russell 2000_High_average,iShares Russell 2000_High_max,iShares Russell 2000_Low_average,iShares Russell 2000_Low_max,iShares Russell 2000_Close_average,iShares Russell 2000_Close_max
2016-03-27,1.5333484734707823,1.5333484734707823,1.4749845507022084,1.4749845507022084,1.4545847211832648,1.4545847211832648,1.3850574682632772,1.3850574682632772
2016-04-03,1.1304677719283884,1.1304677719283884,1.1469823154275298,1.1469823154275298,1.040030062292542,1.040030062292542,0.9602210867948302,0.9602210867948302
2016-04-10,1.3187656434266617,1.3187656434266617,1.4131218702165684,1.4131218702165684,1.3587704434432897,1.3587704434432897,1.5197396140103867,1.5197396140103867
2016-04-17,1.3796881813096944,1.3796881813096944,1.2693168934124588,1.2693168934124588,1.2859764755597944,1.2859764755597944,1.286245089459959,1.286245089459959
2016-04-24,1.0327320343714117,1.0327320343714117,1.0251729400207792,1.0251729400207792,1.0060804558052765,1.0060804558052765,1.1204042660484699,1.1204042660484699
2016-05-01,0.595118954621408,0.595118954621408,0.6440219262719977,0.6440219262719977,0.6472618577294229,0.6472618577294229,0.6314119916630478,0.6314119916630478
2016-05-08,0.2657674725191967,0.2657674725191967,0.48390476044086145,0.48390476044086145,0.39583875188566675,0.39583875188566675,0.5027477396963954,0.5027477396963954
2016-05-15,0.3866639045027599,0.3866639045027599,0.32330012179070206,0.32330012179070206,0.47230053458181176,0.47230053458181176,0.2715418645028807,0.2715418645028807
2016-05-22,1.402212528467205,1.402212528467205,1.5159598048477574,1.5159598048477574,1.5821974697762637,1.5821974697762637,1.6449518708078978,1.6449518708078978
2016-05-29,2.0044031060759355,2.0044031060759355,2.1124377779621044,2.1124377779621044,2.0561482638335,2.0561482638335,2.0355924750309873,2.0355924750309873
2016-06-05,1.5371733565322472,1.5371733565322472,1.3595714166669524,1.3595714166669524,1.289682439292555,1.289682439292555,1.0278758685870533,1.0278758685870533
2016-06-12,1.3371139210056426,1.3371139210056426,1.2380480511382776,1.2380480511382776,1.3110619538355095,1.3110619538355095,1.02951099550671,1.02951099550671
