Date,Guggenheim CurrencyShares Canadian Dollar_Open_average,Guggenheim CurrencyShares Canadian Dollar_Open_max,Guggenheim CurrencyShares Canadian Dollar_Open_min,Guggenheim CurrencyShares Canadian Dollar_High_average,Guggenheim CurrencyShares Canadian Dollar_High_max,Guggenheim CurrencyShares Canadian Dollar_High_min,Guggenheim CurrencyShares Canadian Dollar_Low_average,Guggenheim CurrencyShares Canadian Dollar_Low_max,Guggenheim CurrencyShares Canadian Dollar_Low_min,Guggenheim CurrencyShares Canadian Dollar_Close_average,Guggenheim CurrencyShares Canadian Dollar_Close_max,Guggenheim CurrencyShares Canadian Dollar_Close_min
2018-04-08,0.5254254316856402,0.5254254316856402,0.5254254316856402,0.4946455147829305,0.4946455147829305,0.4946455147829305,0.5922774548168455,0.5922774548168455,0.5922774548168455,0.564744908653281,0.564744908653281,0.564744908653281
2018-04-15,-0.45293986543539305,-0.45293986543539305,-0.45293986543539305,-0.5117824060184042,-0.5117824060184042,-0.5117824060184042,-0.47169447737716264,-0.47169447737716264,-0.47169447737716264,-0.5669131929032005,-0.5669131929032005,-0.5669131929032005
2018-04-22,-0.4788039310023911,-0.4788039310023911,-0.4788039310023911,-0.368981049198899,-0.368981049198899,-0.368981049198899,-0.3754831834396171,-0.3754831834396171,-0.3754831834396171,-0.42990251517750183,-0.42990251517750183,-0.42990251517750183
2018-04-29,-0.4266362112517486,-0.4266362112517486,-0.4266362112517486,-0.43982023431773637,-0.43982023431773637,-0.43982023431773637,-0.4453258078239216,-0.4453258078239216,-0.4453258078239216,-0.6098066135083727,-0.6098066135083727,-0.6098066135083727
2018-05-06,0.3350956446241826,0.3350956446241826,0.3350956446241826,0.20567453057110271,0.20567453057110271,0.20567453057110271,0.16656627324808845,0.16656627324808845,0.16656627324808845,0.011165462515794745,0.011165462515794745,0.011165462515794745
2018-05-13,-0.14377414379018255,-0.14377414379018255,-0.14377414379018255,0.11744771078621885,0.11744771078621885,0.11744771078621885,-0.025218842428444344,-0.025218842428444344,-0.025218842428444344,0.2532637308808249,0.2532637308808249,0.2532637308808249
2018-05-20,-0.9176582776572203,-0.9176582776572203,-0.9176582776572203,-1.0376548095870155,-1.0376548095870155,-1.0376548095870155,-0.8443534138865961,-0.8443534138865961,-0.8443534138865961,-0.9655333247115933,-0.9655333247115933,-0.9655333247115933
2018-05-27,-0.6713021446414972,-0.6713021446414972,-0.6713021446414972,-0.69430857654999,-0.69430857654999,-0.69430857654999,-0.5318805175973903,-0.5318805175973903,-0.5318805175973903,-0.708560858325712,-0.708560858325712,-0.708560858325712
2018-06-03,-1.1073487417760493,-1.1073487417760493,-1.1073487417760493,-1.098169614459343,-1.098169614459343,-1.098169614459343,-0.9934569309564102,-0.9934569309564102,-0.9934569309564102,-0.9933663440127033,-0.9933663440127033,-0.9933663440127033
2018-06-10,-2.1372052666126913,-2.1372052666126913,-2.1372052666126913,-2.2137725986854195,-2.2137725986854195,-2.2137725986854195,-2.2488721236636127,-2.2488721236636127,-2.2488721236636127,-2.14831158753342,-2.14831158753342,-2.14831158753342
