Date,iShares Interest Rate Hedged 10Y_Open_average,iShares Interest Rate Hedged 10Y_Open_max,iShares Interest Rate Hedged 10Y_Open_min,iShares Interest Rate Hedged 10Y_High_average,iShares Interest Rate Hedged 10Y_High_max,iShares Interest Rate Hedged 10Y_High_min,iShares Interest Rate Hedged 10Y_Low_average,iShares Interest Rate Hedged 10Y_Low_max,iShares Interest Rate Hedged 10Y_Low_min,iShares Interest Rate Hedged 10Y_Close_average,iShares Interest Rate Hedged 10Y_Close_max,iShares Interest Rate Hedged 10Y_Close_min
2018-04-08,-0.21951138905050918,-0.21951138905050918,-0.21951138905050918,-0.3696527203775548,-0.3696527203775548,-0.3696527203775548,-0.19110994086123165,-0.19110994086123165,-0.19110994086123165,-0.27288573276936307,-0.27288573276936307,-0.27288573276936307
2018-04-15,-0.7590086008553821,-0.7590086008553821,-0.7590086008553821,-0.7925227471533419,-0.7925227471533419,-0.7925227471533419,-0.6805894642333625,-0.6805894642333625,-0.6805894642333625,-0.7690630407476454,-0.7690630407476454,-0.7690630407476454
2018-04-22,-0.7392290014140787,-0.7392290014140787,-0.7392290014140787,-0.9353584691359258,-0.9353584691359258,-0.9353584691359258,-0.9766619466049247,-0.9766619466049247,-0.9766619466049247,-1.22224644152239,-1.22224644152239,-1.22224644152239
2018-04-29,-2.1365025200715504,-2.1365025200715504,-2.1365025200715504,-2.192686971428335,-2.192686971428335,-2.192686971428335,-2.077853424375537,-2.077853424375537,-2.077853424375537,-2.2339505251159513,-2.2339505251159513,-2.2339505251159513
2018-05-06,-0.4782315268780316,-0.4782315268780316,-0.4782315268780316,-0.5786454345431076,-0.5786454345431076,-0.5786454345431076,-0.4015042802389012,-0.4015042802389012,-0.4015042802389012,-0.5599188228253189,-0.5599188228253189,-0.5599188228253189
2018-05-13,-0.6200155258893132,-0.6200155258893132,-0.6200155258893132,-0.8396677997220752,-0.8396677997220752,-0.8396677997220752,-0.6998985439757318,-0.6998985439757318,-0.6998985439757318,-0.8454683018278724,-0.8454683018278724,-0.8454683018278724
2018-05-20,-1.0423091483740048,-1.0423091483740048,-1.0423091483740048,-1.0829500395369176,-1.0829500395369176,-1.0829500395369176,-1.228860256002283,-1.228860256002283,-1.228860256002283,-1.113554061970702,-1.113554061970702,-1.113554061970702
2018-05-27,-1.516179460690803,-1.516179460690803,-1.516179460690803,-1.5187955766638843,-1.5187955766638843,-1.5187955766638843,-1.3931974804220366,-1.3931974804220366,-1.3931974804220366,-1.3495118665390418,-1.3495118665390418,-1.3495118665390418
2018-06-03,-1.415184733532141,-1.415184733532141,-1.415184733532141,-1.4831170390240103,-1.4831170390240103,-1.4831170390240103,-1.3465590986236082,-1.3465590986236082,-1.3465590986236082,-1.3568346684430976,-1.3568346684430976,-1.3568346684430976
2018-06-10,-1.3748631409658159,-1.3748631409658159,-1.3748631409658159,-1.5139662931701903,-1.5139662931701903,-1.5139662931701903,-1.6441984677137849,-1.6441984677137849,-1.6441984677137849,-1.5593173677492402,-1.5593173677492402,-1.5593173677492402
2018-06-17,-1.953312310773028,-1.953312310773028,-1.953312310773028,-2.02490668621858,-2.02490668621858,-2.02490668621858,-2.3390056924907348,-2.3390056924907348,-2.3390056924907348,-2.369487876176921,-2.369487876176921,-2.369487876176921
2018-06-24,-1.5432780584833106,-1.5432780584833106,-1.5432780584833106,-1.5892359836114283,-1.5892359836114283,-1.5892359836114283,-1.3694916527500414,-1.3694916527500414,-1.3694916527500414,-1.2941446226183195,-1.2941446226183195,-1.2941446226183195
2018-07-01,-0.8237810424458168,-0.8237810424458168,-0.8237810424458168,-0.6917812792004279,-0.6917812792004279,-0.6917812792004279,-0.5933320047271082,-0.5933320047271082,-0.5933320047271082,-0.5320050752101366,-0.5320050752101366,-0.5320050752101366
2018-07-08,-0.28404845877765494,-0.28404845877765494,-0.28404845877765494,-0.36533862248888144,-0.36533862248888144,-0.36533862248888144,-0.0808059433311043,-0.0808059433311043,-0.0808059433311043,-0.1774403835016161,-0.1774403835016161,-0.1774403835016161
2018-07-15,-0.11753558112170821,-0.11753558112170821,-0.11753558112170821,-0.19677045223853976,-0.19677045223853976,-0.19677045223853976,0.08602033659249973,0.08602033659249973,0.08602033659249973,-0.0075265929194059025,-0.0075265929194059025,-0.0075265929194059025
2018-07-22,1.509930206763601,1.509930206763601,1.509930206763601,1.5050279036939578,1.5050279036939578,1.5050279036939578,1.4487395513643901,1.4487395513643901,1.4487395513643901,1.4501068725222017,1.4501068725222017,1.4501068725222017
2018-07-29,1.5768458186311447,1.5768458186311447,1.5768458186311447,1.5022930391799516,1.5022930391799516,1.5022930391799516,1.436497861470365,1.436497861470365,1.436497861470365,1.3681914368219967,1.3681914368219967,1.3681914368219967
2018-08-05,0.0972817984645227,0.0972817984645227,0.0972817984645227,0.03636692651772113,0.03636692651772113,0.03636692651772113,-0.3078432002358185,-0.3078432002358185,-0.3078432002358185,-0.18770658717051913,-0.18770658717051913,-0.18770658717051913
2018-08-12,0.5381653869076765,0.5381653869076765,0.5381653869076765,0.4713495521421942,0.4713495521421942,0.4713495521421942,0.3489851720268225,0.3489851720268225,0.3489851720268225,0.2461738422366695,0.2461738422366695,0.2461738422366695
2018-08-19,0.19408214195506873,0.19408214195506873,0.19408214195506873,0.1423642041393991,0.1423642041393991,0.1423642041393991,0.14320937532300074,0.14320937532300074,0.14320937532300074,0.05611467691184917,0.05611467691184917,0.05611467691184917
2018-08-26,0.431940243013932,0.431940243013932,0.431940243013932,0.44478777739980335,0.44478777739980335,0.44478777739980335,-0.24940711101724125,-0.24940711101724125,-0.24940711101724125,-0.018757863831145163,-0.018757863831145163,-0.018757863831145163
2018-09-02,-0.6839247797727575,-0.6839247797727575,-0.6839247797727575,-0.2688958156869424,-0.2688958156869424,-0.2688958156869424,-0.310498959808742,-0.310498959808742,-0.310498959808742,-0.3249187831376833,-0.3249187831376833,-0.3249187831376833
2018-09-09,1.3417770718098572,1.3417770718098572,1.3417770718098572,1.3076944500110204,1.3076944500110204,1.3076944500110204,0.5999338184708434,0.5999338184708434,0.5999338184708434,0.5254900004972153,0.5254900004972153,0.5254900004972153
2018-09-16,1.262215027226938,1.262215027226938,1.262215027226938,1.3754798278930562,1.3754798278930562,1.3754798278930562,1.3157938974822665,1.3157938974822665,1.3157938974822665,1.477495335023469,1.477495335023469,1.477495335023469
2018-09-23,1.7533006427556432,1.7533006427556432,1.7533006427556432,1.8038802797705293,1.8038802797705293,1.8038802797705293,1.907345574591578,1.907345574591578,1.907345574591578,1.9204764262168457,1.9204764262168457,1.9204764262168457
2018-09-30,0.6435773016229578,0.6435773016229578,0.6435773016229578,0.5945561709464783,0.5945561709464783,0.5945561709464783,0.7809391627381713,0.7809391627381713,0.7809391627381713,0.7154458020062018,0.7154458020062018,0.7154458020062018
2018-10-07,0.1082282233825564,0.1082282233825564,0.1082282233825564,0.037760782451801624,0.037760782451801624,0.037760782451801624,-0.07128065349534558,-0.07128065349534558,-0.07128065349534558,0.3033454982934781,0.3033454982934781,0.3033454982934781
2018-10-14,0.4135331000035567,0.4135331000035567,0.4135331000035567,0.35952247531470516,0.35952247531470516,0.35952247531470516,0.03424499394175725,0.03424499394175725,0.03424499394175725,0.4345559746420966,0.4345559746420966,0.4345559746420966
2018-10-21,-1.3072839676519732,-1.3072839676519732,-1.3072839676519732,-1.4363041420782066,-1.4363041420782066,-1.4363041420782066,-1.51905780987023,-1.51905780987023,-1.51905780987023,-1.5267551872767327,-1.5267551872767327,-1.5267551872767327
