Date,Cambria Sovereign Bond_Open_average,Cambria Sovereign Bond_Open_max,Cambria Sovereign Bond_Open_min,Cambria Sovereign Bond_High_average,Cambria Sovereign Bond_High_max,Cambria Sovereign Bond_High_min,Cambria Sovereign Bond_Low_average,Cambria Sovereign Bond_Low_max,Cambria Sovereign Bond_Low_min,Cambria Sovereign Bond_Close_average,Cambria Sovereign Bond_Close_max,Cambria Sovereign Bond_Close_min
2018-04-08,-1.0963215379759765,-1.0963215379759765,-1.0963215379759765,-1.3758243664340384,-1.3758243664340384,-1.3758243664340384,-0.861657068678603,-0.861657068678603,-0.861657068678603,-1.1588169797968892,-1.1588169797968892,-1.1588169797968892
2018-04-15,-1.7228473379874527,-1.7228473379874527,-1.7228473379874527,-1.738030694299111,-1.738030694299111,-1.738030694299111,-1.8986651762982814,-1.8986651762982814,-1.8986651762982814,-2.2503233903446396,-2.2503233903446396,-2.2503233903446396
2018-04-22,-1.5455739372058563,-1.5455739372058563,-1.5455739372058563,-1.8102550641211346,-1.8102550641211346,-1.8102550641211346,-1.893682717922818,-1.893682717922818,-1.893682717922818,-1.898250324059386,-1.898250324059386,-1.898250324059386
2018-04-29,-2.4939797310135075,-2.4939797310135075,-2.4939797310135075,-2.5069853125170187,-2.5069853125170187,-2.5069853125170187,-2.3731740495344558,-2.3731740495344558,-2.3731740495344558,-2.4551872944221356,-2.4551872944221356,-2.4551872944221356
2018-05-06,-1.8978528275912738,-1.8978528275912738,-1.8978528275912738,-1.9936141666720542,-1.9936141666720542,-1.9936141666720542,-1.9407874778799903,-1.9407874778799903,-1.9407874778799903,-1.9572737160610127,-1.9572737160610127,-1.9572737160610127
2018-05-13,-2.062796244400571,-2.062796244400571,-2.062796244400571,-2.1101652907939816,-2.1101652907939816,-2.1101652907939816,-2.220731293467673,-2.220731293467673,-2.220731293467673,-2.1833089865180706,-2.1833089865180706,-2.1833089865180706
2018-05-20,-1.796228098356168,-1.796228098356168,-1.796228098356168,-1.8170437413461245,-1.8170437413461245,-1.8170437413461245,-1.5910509768839651,-1.5910509768839651,-1.5910509768839651,-1.58126018509168,-1.58126018509168,-1.58126018509168
2018-05-27,-1.5591137188340651,-1.5591137188340651,-1.5591137188340651,-1.5695978730333433,-1.5695978730333433,-1.5695978730333433,-1.5654291777711613,-1.5654291777711613,-1.5654291777711613,-1.4060305116773117,-1.4060305116773117,-1.4060305116773117
2018-06-03,-1.7066751086540188,-1.7066751086540188,-1.7066751086540188,-1.4307813621742496,-1.4307813621742496,-1.4307813621742496,-1.5965687283639343,-1.5965687283639343,-1.5965687283639343,-1.4285849917236775,-1.4285849917236775,-1.4285849917236775
2018-06-10,-1.5448663282020114,-1.5448663282020114,-1.5448663282020114,-1.637854374208954,-1.637854374208954,-1.637854374208954,-1.5651037729991142,-1.5651037729991142,-1.5651037729991142,-1.5534127695988331,-1.5534127695988331,-1.5534127695988331
2018-06-17,-1.260617482883434,-1.260617482883434,-1.260617482883434,-1.3273768651422315,-1.3273768651422315,-1.3273768651422315,-1.2025210238017554,-1.2025210238017554,-1.2025210238017554,-1.2524313358632995,-1.2524313358632995,-1.2524313358632995
2018-06-24,-1.4629221423300032,-1.4629221423300032,-1.4629221423300032,-1.4340872118410102,-1.4340872118410102,-1.4340872118410102,-1.4220922312766,-1.4220922312766,-1.4220922312766,-1.401210220176831,-1.401210220176831,-1.401210220176831
