Date,First Trust STOXX European Select DividendEtf_Open_average,First Trust STOXX European Select DividendEtf_Open_max,First Trust STOXX European Select DividendEtf_Open_min,First Trust STOXX European Select DividendEtf_High_average,First Trust STOXX European Select DividendEtf_High_max,First Trust STOXX European Select DividendEtf_High_min,First Trust STOXX European Select DividendEtf_Low_average,First Trust STOXX European Select DividendEtf_Low_max,First Trust STOXX European Select DividendEtf_Low_min,First Trust STOXX European Select DividendEtf_Close_average,First Trust STOXX European Select DividendEtf_Close_max,First Trust STOXX European Select DividendEtf_Close_min
2018-05-27,-0.9183711041083281,-0.9183711041083281,-0.9183711041083281,-1.0999935986187173,-1.0999935986187173,-1.0999935986187173,-0.792816458630495,-0.792816458630495,-0.792816458630495,-0.9359491411587023,-0.9359491411587023,-0.9359491411587023
2018-06-03,-1.011654551443205,-1.011654551443205,-1.011654551443205,-1.0563762360777111,-1.0563762360777111,-1.0563762360777111,-0.7962991966954701,-0.7962991966954701,-0.7962991966954701,-0.9047980357704418,-0.9047980357704418,-0.9047980357704418
2018-06-10,-1.2845930636130436,-1.2845930636130436,-1.2845930636130436,-1.3230234276320014,-1.3230234276320014,-1.3230234276320014,-0.9901196467637136,-0.9901196467637136,-0.9901196467637136,-1.1553810505548425,-1.1553810505548425,-1.1553810505548425
2018-06-17,-2.5222488081261947,-2.5222488081261947,-2.5222488081261947,-2.4666721840871495,-2.4666721840871495,-2.4666721840871495,-2.1981146936090257,-2.1981146936090257,-2.1981146936090257,-2.331929820831549,-2.331929820831549,-2.331929820831549
2018-06-24,-2.0952105898680276,-2.0952105898680276,-2.0952105898680276,-2.1449114713479505,-2.1449114713479505,-2.1449114713479505,-2.0155983099788712,-2.0155983099788712,-2.0155983099788712,-2.097535786704715,-2.097535786704715,-2.097535786704715
2018-07-01,-1.2688508689810343,-1.2688508689810343,-1.2688508689810343,-1.238400784706864,-1.238400784706864,-1.238400784706864,-1.1205112106098862,-1.1205112106098862,-1.1205112106098862,-1.1170619957280055,-1.1170619957280055,-1.1170619957280055
2018-07-08,-1.3342039037314315,-1.3342039037314315,-1.3342039037314315,-1.3570157088381314,-1.3570157088381314,-1.3570157088381314,-1.2308551618990986,-1.2308551618990986,-1.2308551618990986,-1.2439110905501167,-1.2439110905501167,-1.2439110905501167
2018-07-15,-1.4756847435863445,-1.4756847435863445,-1.4756847435863445,-1.3357536756443942,-1.3357536756443942,-1.3357536756443942,-1.3746045378170668,-1.3746045378170668,-1.3746045378170668,-1.2323593771554686,-1.2323593771554686,-1.2323593771554686
2018-07-22,-1.0620902252249793,-1.0620902252249793,-1.0620902252249793,-1.095302502158698,-1.095302502158698,-1.095302502158698,-1.0403270974334846,-1.0403270974334846,-1.0403270974334846,-1.0521111828987624,-1.0521111828987624,-1.0521111828987624
2018-07-29,-1.274069952119295,-1.274069952119295,-1.274069952119295,-1.1966067877865796,-1.1966067877865796,-1.1966067877865796,-1.1913805970577518,-1.1913805970577518,-1.1913805970577518,-1.0721259313407285,-1.0721259313407285,-1.0721259313407285
2018-08-05,-1.5988068209894357,-1.5988068209894357,-1.5988068209894357,-1.6029322528766226,-1.6029322528766226,-1.6029322528766226,-1.6047413296766626,-1.6047413296766626,-1.6047413296766626,-1.641205723220337,-1.641205723220337,-1.641205723220337
2018-08-12,-1.6444411135110844,-1.6444411135110844,-1.6444411135110844,-1.4965098010542746,-1.4965098010542746,-1.4965098010542746,-1.6221544984483423,-1.6221544984483423,-1.6221544984483423,-1.5108090468924933,-1.5108090468924933,-1.5108090468924933
2018-08-19,-0.9693096122396468,-0.9693096122396468,-0.9693096122396468,-1.027218540791092,-1.027218540791092,-1.027218540791092,-0.9574090081109156,-0.9574090081109156,-0.9574090081109156,-0.9931023484945021,-0.9931023484945021,-0.9931023484945021
2018-08-26,-0.9145630378442772,-0.9145630378442772,-0.9145630378442772,-0.9682299989757832,-0.9682299989757832,-0.9682299989757832,-1.0544001569170873,-1.0544001569170873,-1.0544001569170873,-1.0650083230381062,-1.0650083230381062,-1.0650083230381062
2018-09-02,-1.2460768052525715,-1.2460768052525715,-1.2460768052525715,-1.2290347089441664,-1.2290347089441664,-1.2290347089441664,-1.2094766324895354,-1.2094766324895354,-1.2094766324895354,-1.2127006266213511,-1.2127006266213511,-1.2127006266213511
2018-09-09,-1.132767340461392,-1.132767340461392,-1.132767340461392,-1.2384008446788126,-1.2384008446788126,-1.2384008446788126,-1.1960088574691674,-1.1960088574691674,-1.1960088574691674,-1.2403342085144817,-1.2403342085144817,-1.2403342085144817
2018-09-16,-0.42354496378993806,-0.42354496378993806,-0.42354496378993806,-0.513455511186922,-0.513455511186922,-0.513455511186922,-0.4133561531567129,-0.4133561531567129,-0.4133561531567129,-0.5125044558031913,-0.5125044558031913,-0.5125044558031913
2018-09-23,-0.6945017881335559,-0.6945017881335559,-0.6945017881335559,-0.7820468151365699,-0.7820468151365699,-0.7820468151365699,-0.7141156856032068,-0.7141156856032068,-0.7141156856032068,-0.7442776927370993,-0.7442776927370993,-0.7442776927370993
2018-09-30,-1.2597678670521266,-1.2597678670521266,-1.2597678670521266,-1.3873721672618071,-1.3873721672618071,-1.3873721672618071,-1.3537415806005486,-1.3537415806005486,-1.3537415806005486,-1.2883640896719653,-1.2883640896719653,-1.2883640896719653
2018-10-07,-2.0168096356598735,-2.0168096356598735,-2.0168096356598735,-2.2023668651195285,-2.2023668651195285,-2.2023668651195285,-2.341748520147555,-2.341748520147555,-2.341748520147555,-2.1985490870836935,-2.1985490870836935,-2.1985490870836935
2018-10-14,-1.5826863251254757,-1.5826863251254757,-1.5826863251254757,-1.5502587855999297,-1.5502587855999297,-1.5502587855999297,-1.5326411035570533,-1.5326411035570533,-1.5326411035570533,-1.507050919149033,-1.507050919149033,-1.507050919149033
