Date,iShares MSCI BRICEtf_Open_average,iShares MSCI BRICEtf_Open_max,iShares MSCI BRICEtf_Open_min,iShares MSCI BRICEtf_High_average,iShares MSCI BRICEtf_High_max,iShares MSCI BRICEtf_High_min,iShares MSCI BRICEtf_Low_average,iShares MSCI BRICEtf_Low_max,iShares MSCI BRICEtf_Low_min,iShares MSCI BRICEtf_Close_average,iShares MSCI BRICEtf_Close_max,iShares MSCI BRICEtf_Close_min
2018-05-27,-0.9903757892212762,-0.9903757892212762,-0.9903757892212762,-0.9884362879460763,-0.9884362879460763,-0.9884362879460763,-0.7590473854719979,-0.7590473854719979,-0.7590473854719979,-0.8295476712771545,-0.8295476712771545,-0.8295476712771545
2018-06-03,-0.7803948759772535,-0.7803948759772535,-0.7803948759772535,-0.745132343211491,-0.745132343211491,-0.745132343211491,-0.60018005938938,-0.60018005938938,-0.60018005938938,-0.6344445200406692,-0.6344445200406692,-0.6344445200406692
2018-06-10,-1.2218772840540018,-1.2218772840540018,-1.2218772840540018,-1.2516740323362245,-1.2516740323362245,-1.2516740323362245,-1.0608950310242473,-1.0608950310242473,-1.0608950310242473,-1.107882832604103,-1.107882832604103,-1.107882832604103
2018-06-17,-1.7859443552462737,-1.7859443552462737,-1.7859443552462737,-1.9037849406576046,-1.9037849406576046,-1.9037849406576046,-1.6629175938170853,-1.6629175938170853,-1.6629175938170853,-1.7422285852419779,-1.7422285852419779,-1.7422285852419779
2018-06-24,-2.319744196204835,-2.319744196204835,-2.319744196204835,-2.2362889010985043,-2.2362889010985043,-2.2362889010985043,-2.168322610852984,-2.168322610852984,-2.168322610852984,-2.192177403464625,-2.192177403464625,-2.192177403464625
2018-07-01,-2.138234175107452,-2.138234175107452,-2.138234175107452,-1.9677638658792294,-1.9677638658792294,-1.9677638658792294,-2.0580480594336383,-2.0580480594336383,-2.0580480594336383,-1.8822943771121567,-1.8822943771121567,-1.8822943771121567
2018-07-08,-1.443899488555827,-1.443899488555827,-1.443899488555827,-1.521979794843291,-1.521979794843291,-1.521979794843291,-1.3906724549318923,-1.3906724549318923,-1.3906724549318923,-1.4703058514598484,-1.4703058514598484,-1.4703058514598484
2018-07-15,-1.4545862405599814,-1.4545862405599814,-1.4545862405599814,-1.4612008093385687,-1.4612008093385687,-1.4612008093385687,-1.4161921191809586,-1.4161921191809586,-1.4161921191809586,-1.4771055358153276,-1.4771055358153276,-1.4771055358153276
2018-07-22,-0.7239694434281092,-0.7239694434281092,-0.7239694434281092,-0.8735750849318047,-0.8735750849318047,-0.8735750849318047,-0.8877228357088641,-0.8877228357088641,-0.8877228357088641,-0.9729243379543283,-0.9729243379543283,-0.9729243379543283
2018-07-29,-1.4864397012858266,-1.4864397012858266,-1.4864397012858266,-1.4591855967560787,-1.4591855967560787,-1.4591855967560787,-1.4738869201484377,-1.4738869201484377,-1.4738869201484377,-1.4865264679511596,-1.4865264679511596,-1.4865264679511596
2018-08-05,-1.532869267619954,-1.532869267619954,-1.532869267619954,-1.617511865083717,-1.617511865083717,-1.617511865083717,-1.6359134419709906,-1.6359134419709906,-1.6359134419709906,-1.7123029250765127,-1.7123029250765127,-1.7123029250765127
2018-08-12,-2.23498969831247,-2.23498969831247,-2.23498969831247,-2.0336547768966966,-2.0336547768966966,-2.0336547768966966,-2.313956790162227,-2.313956790162227,-2.313956790162227,-2.113464192736013,-2.113464192736013,-2.113464192736013
2018-08-19,-1.4069556638537253,-1.4069556638537253,-1.4069556638537253,-1.5416425078528293,-1.5416425078528293,-1.5416425078528293,-1.4051749923681354,-1.4051749923681354,-1.4051749923681354,-1.5337025655493266,-1.5337025655493266,-1.5337025655493266
2018-08-26,-1.4108451055762827,-1.4108451055762827,-1.4108451055762827,-1.474589884920174,-1.474589884920174,-1.474589884920174,-1.4024906654579201,-1.4024906654579201,-1.4024906654579201,-1.4225404958092402,-1.4225404958092402,-1.4225404958092402
2018-09-02,-1.8584964460305182,-1.8584964460305182,-1.8584964460305182,-1.8671993069634536,-1.8671993069634536,-1.8671993069634536,-1.8793342039196872,-1.8793342039196872,-1.8793342039196872,-1.9799507485481649,-1.9799507485481649,-1.9799507485481649
2018-09-09,-1.4508456361620898,-1.4508456361620898,-1.4508456361620898,-1.622185137416392,-1.622185137416392,-1.622185137416392,-1.6245034154730977,-1.6245034154730977,-1.6245034154730977,-1.7041204618334238,-1.7041204618334238,-1.7041204618334238
2018-09-16,-0.8520731043525619,-0.8520731043525619,-0.8520731043525619,-0.9269591125780894,-0.9269591125780894,-0.9269591125780894,-0.8997532814535589,-0.8997532814535589,-0.8997532814535589,-0.9314825319401074,-0.9314825319401074,-0.9314825319401074
2018-09-23,-0.9392627433642475,-0.9392627433642475,-0.9392627433642475,-1.025500411667382,-1.025500411667382,-1.025500411667382,-0.9769588857562286,-0.9769588857562286,-0.9769588857562286,-1.0296228472886935,-1.0296228472886935,-1.0296228472886935
2018-09-30,-1.5234157215783017,-1.5234157215783017,-1.5234157215783017,-1.680128862474097,-1.680128862474097,-1.680128862474097,-1.7140874885479194,-1.7140874885479194,-1.7140874885479194,-1.6685481880541573,-1.6685481880541573,-1.6685481880541573
