Date,VelocityShares VIX Short Term linked to SP 500 VIX_Open_average,VelocityShares VIX Short Term linked to SP 500 VIX_Open_max,VelocityShares VIX Short Term linked to SP 500 VIX_Open_min,VelocityShares VIX Short Term linked to SP 500 VIX_High_average,VelocityShares VIX Short Term linked to SP 500 VIX_High_max,VelocityShares VIX Short Term linked to SP 500 VIX_High_min,VelocityShares VIX Short Term linked to SP 500 VIX_Low_average,VelocityShares VIX Short Term linked to SP 500 VIX_Low_max,VelocityShares VIX Short Term linked to SP 500 VIX_Low_min,VelocityShares VIX Short Term linked to SP 500 VIX_Close_average,VelocityShares VIX Short Term linked to SP 500 VIX_Close_max,VelocityShares VIX Short Term linked to SP 500 VIX_Close_min
2018-04-08,0.42859953336134954,0.42859953336134954,0.42859953336134954,0.11967096784837283,0.11967096784837283,0.11967096784837283,0.37353636277884006,0.37353636277884006,0.37353636277884006,0.12982706566620764,0.12982706566620764,0.12982706566620764
2018-04-15,-0.0704831824382897,-0.0704831824382897,-0.0704831824382897,-0.2906991301597361,-0.2906991301597361,-0.2906991301597361,-0.004609470889835406,-0.004609470889835406,-0.004609470889835406,-0.23887232681765416,-0.23887232681765416,-0.23887232681765416
2018-04-22,-0.5094835399039063,-0.5094835399039063,-0.5094835399039063,-0.8696435574317664,-0.8696435574317664,-0.8696435574317664,-0.38502748962716404,-0.38502748962716404,-0.38502748962716404,-0.6792383888128947,-0.6792383888128947,-0.6792383888128947
2018-04-29,-0.9821292245349726,-0.9821292245349726,-0.9821292245349726,-1.0748916685211065,-1.0748916685211065,-1.0748916685211065,-0.8710359980148955,-0.8710359980148955,-0.8710359980148955,-0.9707132815916848,-0.9707132815916848,-0.9707132815916848
2018-05-06,-1.767654302608333,-1.767654302608333,-1.767654302608333,-1.7203004110645153,-1.7203004110645153,-1.7203004110645153,-1.7941652831721682,-1.7941652831721682,-1.7941652831721682,-1.7855342588424468,-1.7855342588424468,-1.7855342588424468
2018-05-13,-1.6968844569805803,-1.6968844569805803,-1.6968844569805803,-1.5750611538689894,-1.5750611538689894,-1.5750611538689894,-1.6672450410944386,-1.6672450410944386,-1.6672450410944386,-1.5552083530388892,-1.5552083530388892,-1.5552083530388892
2018-05-20,-1.4121040983295405,-1.4121040983295405,-1.4121040983295405,-1.3921312875008955,-1.3921312875008955,-1.3921312875008955,-1.433444135716376,-1.433444135716376,-1.433444135716376,-1.387502531822901,-1.387502531822901,-1.387502531822901
2018-05-27,-1.1526395767569497,-1.1526395767569497,-1.1526395767569497,-1.1515421225413642,-1.1515421225413642,-1.1515421225413642,-1.164534407144208,-1.164534407144208,-1.164534407144208,-1.2136507246017485,-1.2136507246017485,-1.2136507246017485
2018-06-03,-1.3249118177103802,-1.3249118177103802,-1.3249118177103802,-1.2766812579896596,-1.2766812579896596,-1.2766812579896596,-1.3306343541947505,-1.3306343541947505,-1.3306343541947505,-1.3094765067862435,-1.3094765067862435,-1.3094765067862435
2018-06-10,-1.1583779726752967,-1.1583779726752967,-1.1583779726752967,-1.0563607395098344,-1.0563607395098344,-1.0563607395098344,-1.2366131900166277,-1.2366131900166277,-1.2366131900166277,-1.2211511261605692,-1.2211511261605692,-1.2211511261605692
2018-06-17,-0.7534313844333069,-0.7534313844333069,-0.7534313844333069,-0.022315235784200874,-0.022315235784200874,-0.022315235784200874,-0.6259544817069276,-0.6259544817069276,-0.6259544817069276,-0.12796115312991804,-0.12796115312991804,-0.12796115312991804
2018-06-24,0.16630273124146852,0.16630273124146852,0.16630273124146852,0.08813887459733369,0.08813887459733369,0.08813887459733369,-0.010905288600407587,-0.010905288600407587,-0.010905288600407587,-0.14499850407654077,-0.14499850407654077,-0.14499850407654077
2018-07-01,-0.8583437160679264,-0.8583437160679264,-0.8583437160679264,-1.0096064382501355,-1.0096064382501355,-1.0096064382501355,-0.9348375175352397,-0.9348375175352397,-0.9348375175352397,-1.0084820915143993,-1.0084820915143993,-1.0084820915143993
2018-07-08,-1.2801736049472512,-1.2801736049472512,-1.2801736049472512,-1.2519213268764091,-1.2519213268764091,-1.2519213268764091,-1.1374806232235442,-1.1374806232235442,-1.1374806232235442,-1.160605753039552,-1.160605753039552,-1.160605753039552
