Date,Hartford Emerging MarketsEtf_Open_average,Hartford Emerging MarketsEtf_Open_max,Hartford Emerging MarketsEtf_Open_min,Hartford Emerging MarketsEtf_High_average,Hartford Emerging MarketsEtf_High_max,Hartford Emerging MarketsEtf_High_min,Hartford Emerging MarketsEtf_Low_average,Hartford Emerging MarketsEtf_Low_max,Hartford Emerging MarketsEtf_Low_min,Hartford Emerging MarketsEtf_Close_average,Hartford Emerging MarketsEtf_Close_max,Hartford Emerging MarketsEtf_Close_min
2018-05-27,-1.8509943568747835,-1.8509943568747835,-1.8509943568747835,-1.7335896040220107,-1.7335896040220107,-1.7335896040220107,-1.7724601822631103,-1.7724601822631103,-1.7724601822631103,-1.659687975271965,-1.659687975271965,-1.659687975271965
2018-06-03,-1.402718283678868,-1.402718283678868,-1.402718283678868,-1.4114571524291444,-1.4114571524291444,-1.4114571524291444,-1.342694188849156,-1.342694188849156,-1.342694188849156,-1.3494415266060968,-1.3494415266060968,-1.3494415266060968
2018-06-10,-1.7765340034448884,-1.7765340034448884,-1.7765340034448884,-1.798386798668514,-1.798386798668514,-1.798386798668514,-1.8043964112119162,-1.8043964112119162,-1.8043964112119162,-1.8409846298613968,-1.8409846298613968,-1.8409846298613968
2018-06-17,-2.2226203413566097,-2.2226203413566097,-2.2226203413566097,-2.065906917231294,-2.065906917231294,-2.065906917231294,-2.187931503935736,-2.187931503935736,-2.187931503935736,-2.178266996994853,-2.178266996994853,-2.178266996994853
2018-06-24,-2.108271131719669,-2.108271131719669,-2.108271131719669,-2.06585687021308,-2.06585687021308,-2.06585687021308,-2.0915053693126953,-2.0915053693126953,-2.0915053693126953,-2.0481803069106523,-2.0481803069106523,-2.0481803069106523
2018-07-01,-1.711381250354726,-1.711381250354726,-1.711381250354726,-1.7987381359724,-1.7987381359724,-1.7987381359724,-1.7018963303159684,-1.7018963303159684,-1.7018963303159684,-1.7569860931053742,-1.7569860931053742,-1.7569860931053742
2018-07-08,-1.429486353168312,-1.429486353168312,-1.429486353168312,-1.475313965232469,-1.475313965232469,-1.475313965232469,-1.4489947000295318,-1.4489947000295318,-1.4489947000295318,-1.493903260061029,-1.493903260061029,-1.493903260061029
2018-07-15,-1.1107464750167866,-1.1107464750167866,-1.1107464750167866,-1.1780841570546785,-1.1780841570546785,-1.1780841570546785,-1.1372256317914422,-1.1372256317914422,-1.1372256317914422,-1.1802210104121056,-1.1802210104121056,-1.1802210104121056
2018-07-22,-0.5932854933091474,-0.5932854933091474,-0.5932854933091474,-0.6524783500249212,-0.6524783500249212,-0.6524783500249212,-0.7118559274487781,-0.7118559274487781,-0.7118559274487781,-0.6931405069634943,-0.6931405069634943,-0.6931405069634943
2018-07-29,-0.5793707023608927,-0.5793707023608927,-0.5793707023608927,-0.637879110322051,-0.637879110322051,-0.637879110322051,-0.5411551009754687,-0.5411551009754687,-0.5411551009754687,-0.5855711499620725,-0.5855711499620725,-0.5855711499620725
2018-08-05,-1.131713581232276,-1.131713581232276,-1.131713581232276,-1.003811268159015,-1.003811268159015,-1.003811268159015,-1.1172390976799993,-1.1172390976799993,-1.1172390976799993,-1.034246218189486,-1.034246218189486,-1.034246218189486
2018-08-12,-1.256428575333849,-1.256428575333849,-1.256428575333849,-1.1752754892711768,-1.1752754892711768,-1.1752754892711768,-1.2554038874188456,-1.2554038874188456,-1.2554038874188456,-1.133062692126913,-1.133062692126913,-1.133062692126913
2018-08-19,-0.5552824945390173,-0.5552824945390173,-0.5552824945390173,-0.6360179580444271,-0.6360179580444271,-0.6360179580444271,-0.6664529277912787,-0.6664529277912787,-0.6664529277912787,-0.5893179680435588,-0.5893179680435588,-0.5893179680435588
2018-08-26,-0.8500760639958677,-0.8500760639958677,-0.8500760639958677,-0.8278496576688348,-0.8278496576688348,-0.8278496576688348,-0.8186055281612337,-0.8186055281612337,-0.8186055281612337,-0.7872088520663519,-0.7872088520663519,-0.7872088520663519
