Date,iShares Intermediate Credit Bond_Open_average,iShares Intermediate Credit Bond_Open_max,iShares Intermediate Credit Bond_Open_min,iShares Intermediate Credit Bond_High_average,iShares Intermediate Credit Bond_High_max,iShares Intermediate Credit Bond_High_min,iShares Intermediate Credit Bond_Low_average,iShares Intermediate Credit Bond_Low_max,iShares Intermediate Credit Bond_Low_min,iShares Intermediate Credit Bond_Close_average,iShares Intermediate Credit Bond_Close_max,iShares Intermediate Credit Bond_Close_min
2018-04-08,-0.7674382567336291,-0.7674382567336291,-0.7674382567336291,-0.777881130505146,-0.777881130505146,-0.777881130505146,-0.7195448535190824,-0.7195448535190824,-0.7195448535190824,-0.8117511820845055,-0.8117511820845055,-0.8117511820845055
2018-04-15,-1.1954095583051676,-1.1954095583051676,-1.1954095583051676,-1.3318029077533866,-1.3318029077533866,-1.3318029077533866,-1.3211565181516307,-1.3211565181516307,-1.3211565181516307,-1.3884368083577572,-1.3884368083577572,-1.3884368083577572
2018-04-22,-1.736991451640555,-1.736991451640555,-1.736991451640555,-1.676656746691251,-1.676656746691251,-1.676656746691251,-1.632760910026318,-1.632760910026318,-1.632760910026318,-1.7621724344743193,-1.7621724344743193,-1.7621724344743193
2018-04-29,-1.786582893141506,-1.786582893141506,-1.786582893141506,-1.8266572141449093,-1.8266572141449093,-1.8266572141449093,-1.9089469960962822,-1.9089469960962822,-1.9089469960962822,-1.7796454038861522,-1.7796454038861522,-1.7796454038861522
2018-05-06,-1.5795718037754114,-1.5795718037754114,-1.5795718037754114,-1.6071607260908494,-1.6071607260908494,-1.6071607260908494,-1.5851418289660353,-1.5851418289660353,-1.5851418289660353,-1.5556752202914892,-1.5556752202914892,-1.5556752202914892
2018-05-13,-1.8749641273050188,-1.8749641273050188,-1.8749641273050188,-1.7861522222645014,-1.7861522222645014,-1.7861522222645014,-1.8209954899524619,-1.8209954899524619,-1.8209954899524619,-1.6787997293407337,-1.6787997293407337,-1.6787997293407337
2018-05-20,-0.4145682576154552,-0.4145682576154552,-0.4145682576154552,-0.4046510687007171,-0.4046510687007171,-0.4046510687007171,-0.26480248457037964,-0.26480248457037964,-0.26480248457037964,-0.3077662988699274,-0.3077662988699274,-0.3077662988699274
2018-05-27,-1.0143457773535034,-1.0143457773535034,-1.0143457773535034,-0.6853791741196338,-0.6853791741196338,-0.6853791741196338,-1.0168758821700374,-1.0168758821700374,-1.0168758821700374,-0.598501594884624,-0.598501594884624,-0.598501594884624
2018-06-03,-0.9137182135652661,-0.9137182135652661,-0.9137182135652661,-1.0208218272080287,-1.0208218272080287,-1.0208218272080287,-0.9573241768665752,-0.9573241768665752,-0.9573241768665752,-1.1559325307782218,-1.1559325307782218,-1.1559325307782218
2018-06-10,-0.641509599190645,-0.641509599190645,-0.641509599190645,-0.5140890837773611,-0.5140890837773611,-0.5140890837773611,-0.5944429660853687,-0.5944429660853687,-0.5944429660853687,-0.7768993317492524,-0.7768993317492524,-0.7768993317492524
2018-06-17,-0.9603969466700054,-0.9603969466700054,-0.9603969466700054,-0.8852498797156126,-0.8852498797156126,-0.8852498797156126,-0.8197048313257146,-0.8197048313257146,-0.8197048313257146,-0.9271905743295082,-0.9271905743295082,-0.9271905743295082
