Date,iShares Edge MSCI Intl Momentum FactorEtf_Open_average,iShares Edge MSCI Intl Momentum FactorEtf_Open_max,iShares Edge MSCI Intl Momentum FactorEtf_Open_min,iShares Edge MSCI Intl Momentum FactorEtf_High_average,iShares Edge MSCI Intl Momentum FactorEtf_High_max,iShares Edge MSCI Intl Momentum FactorEtf_High_min,iShares Edge MSCI Intl Momentum FactorEtf_Low_average,iShares Edge MSCI Intl Momentum FactorEtf_Low_max,iShares Edge MSCI Intl Momentum FactorEtf_Low_min,iShares Edge MSCI Intl Momentum FactorEtf_Close_average,iShares Edge MSCI Intl Momentum FactorEtf_Close_max,iShares Edge MSCI Intl Momentum FactorEtf_Close_min
2018-04-08,-0.1803257854330742,-0.1803257854330742,-0.1803257854330742,-0.29780255267570793,-0.29780255267570793,-0.29780255267570793,-0.19302706268833175,-0.19302706268833175,-0.19302706268833175,-0.28504240952870685,-0.28504240952870685,-0.28504240952870685
2018-04-15,-0.06715086245253823,-0.06715086245253823,-0.06715086245253823,-0.06828712424951984,-0.06828712424951984,-0.06828712424951984,0.12285852312420802,0.12285852312420802,0.12285852312420802,0.012041348737100393,0.012041348737100393,0.012041348737100393
2018-04-22,0.2965443209199413,0.2965443209199413,0.2965443209199413,0.13171628621628148,0.13171628621628148,0.13171628621628148,0.34217863224130846,0.34217863224130846,0.34217863224130846,0.1761675845470333,0.1761675845470333,0.1761675845470333
2018-04-29,-0.2711447063512318,-0.2711447063512318,-0.2711447063512318,0.21809690463981563,0.21809690463981563,0.21809690463981563,0.08074335563456993,0.08074335563456993,0.08074335563456993,0.2513344019480012,0.2513344019480012,0.2513344019480012
2018-05-06,1.354314094926072,1.354314094926072,1.354314094926072,1.2536513822972701,1.2536513822972701,1.2536513822972701,1.3946926994168396,1.3946926994168396,1.3946926994168396,1.1707356644368985,1.1707356644368985,1.1707356644368985
2018-05-13,1.2077947541660252,1.2077947541660252,1.2077947541660252,1.0759608577865498,1.0759608577865498,1.0759608577865498,1.126519677617613,1.126519677617613,1.126519677617613,0.9837908271583674,0.9837908271583674,0.9837908271583674
2018-05-20,0.15010646323703836,0.15010646323703836,0.15010646323703836,0.12650085243593945,0.12650085243593945,0.12650085243593945,0.2736133988754881,0.2736133988754881,0.2736133988754881,0.2672815800355597,0.2672815800355597,0.2672815800355597
2018-05-27,-0.3748363054175867,-0.3748363054175867,-0.3748363054175867,-0.44776930939982806,-0.44776930939982806,-0.44776930939982806,-0.2588346132233774,-0.2588346132233774,-0.2588346132233774,-0.2630718238862542,-0.2630718238862542,-0.2630718238862542
2018-06-03,0.5041182271055219,0.5041182271055219,0.5041182271055219,0.644830385080828,0.644830385080828,0.644830385080828,0.630799928565212,0.630799928565212,0.630799928565212,0.7439973386881611,0.7439973386881611,0.7439973386881611
2018-06-10,0.054681496731470436,0.054681496731470436,0.054681496731470436,0.007146034539776271,0.007146034539776271,0.007146034539776271,0.10259069121408602,0.10259069121408602,0.10259069121408602,0.2669528639989136,0.2669528639989136,0.2669528639989136
2018-06-17,-1.9674242490305005,-1.9674242490305005,-1.9674242490305005,-2.1774958580328603,-2.1774958580328603,-2.1774958580328603,-1.8372888666958436,-1.8372888666958436,-1.8372888666958436,-2.081099764694085,-2.081099764694085,-2.081099764694085
2018-06-24,-2.1568778486971607,-2.1568778486971607,-2.1568778486971607,-2.2197355449581853,-2.2197355449581853,-2.2197355449581853,-2.0914333707074793,-2.0914333707074793,-2.0914333707074793,-2.1980249680876334,-2.1980249680876334,-2.1980249680876334
2018-07-01,-2.1201228123776894,-2.1201228123776894,-2.1201228123776894,-1.9070506776110965,-1.9070506776110965,-1.9070506776110965,-1.9514522270314378,-1.9514522270314378,-1.9514522270314378,-1.7618041148642534,-1.7618041148642534,-1.7618041148642534
2018-07-08,-0.9571190094103043,-0.9571190094103043,-0.9571190094103043,-1.07778253123899,-1.07778253123899,-1.07778253123899,-1.047793278022433,-1.047793278022433,-1.047793278022433,-1.0049988203953644,-1.0049988203953644,-1.0049988203953644
2018-07-15,-0.8877129933736203,-0.8877129933736203,-0.8877129933736203,-0.8391417854260057,-0.8391417854260057,-0.8391417854260057,-0.755899700985112,-0.755899700985112,-0.755899700985112,-0.747711162349654,-0.747711162349654,-0.747711162349654
2018-07-22,-0.3371788097504401,-0.3371788097504401,-0.3371788097504401,-0.3635699522366159,-0.3635699522366159,-0.3635699522366159,-0.34061976286681334,-0.34061976286681334,-0.34061976286681334,-0.3975213840971554,-0.3975213840971554,-0.3975213840971554
2018-07-29,-1.2355025881752766,-1.2355025881752766,-1.2355025881752766,-1.061186631791134,-1.061186631791134,-1.061186631791134,-1.1208001691893268,-1.1208001691893268,-1.1208001691893268,-1.0545715016668693,-1.0545715016668693,-1.0545715016668693
2018-08-05,-1.3977523636366076,-1.3977523636366076,-1.3977523636366076,-1.5207060907961507,-1.5207060907961507,-1.5207060907961507,-1.481638913367901,-1.481638913367901,-1.481638913367901,-1.442139215962083,-1.442139215962083,-1.442139215962083
2018-08-12,-1.751180620958514,-1.751180620958514,-1.751180620958514,-1.6627756861919298,-1.6627756861919298,-1.6627756861919298,-1.7026536260119163,-1.7026536260119163,-1.7026536260119163,-1.6292426856297042,-1.6292426856297042,-1.6292426856297042
2018-08-19,-0.4247510618807628,-0.4247510618807628,-0.4247510618807628,-0.4390176785401089,-0.4390176785401089,-0.4390176785401089,-0.3755727645340476,-0.3755727645340476,-0.3755727645340476,-0.5792360607586887,-0.5792360607586887,-0.5792360607586887
2018-08-26,0.33463140933432217,0.33463140933432217,0.33463140933432217,0.15945703521177826,0.15945703521177826,0.15945703521177826,0.0014432045531321722,0.0014432045531321722,0.0014432045531321722,-0.0606186947881949,-0.0606186947881949,-0.0606186947881949
2018-09-02,-1.6471914765166864,-1.6471914765166864,-1.6471914765166864,-1.5403370064619482,-1.5403370064619482,-1.5403370064619482,-1.614557118022496,-1.614557118022496,-1.614557118022496,-1.6487466913078597,-1.6487466913078597,-1.6487466913078597
2018-09-09,0.2814312578370842,0.2814312578370842,0.2814312578370842,0.054844286177152084,0.054844286177152084,0.054844286177152084,0.08979347307087818,0.08979347307087818,0.08979347307087818,-0.11987149756478356,-0.11987149756478356,-0.11987149756478356
2018-09-16,1.735740832857951,1.735740832857951,1.735740832857951,1.8050170281308284,1.8050170281308284,1.8050170281308284,1.8715519827401388,1.8715519827401388,1.8715519827401388,1.9192034617943396,1.9192034617943396,1.9192034617943396
2018-09-23,1.4460563253962981,1.4460563253962981,1.4460563253962981,1.5126822777712574,1.5126822777712574,1.5126822777712574,1.394357547137843,1.394357547137843,1.394357547137843,1.2516378826258496,1.2516378826258496,1.2516378826258496
2018-09-30,-0.3419712258473384,-0.3419712258473384,-0.3419712258473384,-0.511205364170709,-0.511205364170709,-0.511205364170709,-0.5574932249745412,-0.5574932249745412,-0.5574932249745412,-0.6475930471580181,-0.6475930471580181,-0.6475930471580181
2018-10-07,-2.03077282846509,-2.03077282846509,-2.03077282846509,-2.2009182869697015,-2.2009182869697015,-2.2009182869697015,-2.3340695050136198,-2.3340695050136198,-2.3340695050136198,-2.2094293203123523,-2.2094293203123523,-2.2094293203123523
2018-10-14,-1.7159482313091492,-1.7159482313091492,-1.7159482313091492,-1.8149880831551182,-1.8149880831551182,-1.8149880831551182,-1.6674887576312774,-1.6674887576312774,-1.6674887576312774,-1.8745498807766579,-1.8745498807766579,-1.8745498807766579
2018-10-21,-2.385759431745968,-2.385759431745968,-2.385759431745968,-2.318786891760983,-2.318786891760983,-2.318786891760983,-2.3744853633486227,-2.3744853633486227,-2.3744853633486227,-2.2989277010042106,-2.2989277010042106,-2.2989277010042106
2018-10-28,-1.0009333262067073,-1.0009333262067073,-1.0009333262067073,-1.027254627174269,-1.027254627174269,-1.027254627174269,-1.0638418854447118,-1.0638418854447118,-1.0638418854447118,-1.168034243709151,-1.168034243709151,-1.168034243709151
2018-11-04,-1.1843069399842197,-1.1843069399842197,-1.1843069399842197,-1.2148832121899507,-1.2148832121899507,-1.2148832121899507,-1.0779839593574596,-1.0779839593574596,-1.0779839593574596,-1.123973540488608,-1.123973540488608,-1.123973540488608
