Date,iShares 0-5 Year TIPS BondEtf_Open_average,iShares 0-5 Year TIPS BondEtf_Open_max,iShares 0-5 Year TIPS BondEtf_Open_min,iShares 0-5 Year TIPS BondEtf_High_average,iShares 0-5 Year TIPS BondEtf_High_max,iShares 0-5 Year TIPS BondEtf_High_min,iShares 0-5 Year TIPS BondEtf_Low_average,iShares 0-5 Year TIPS BondEtf_Low_max,iShares 0-5 Year TIPS BondEtf_Low_min,iShares 0-5 Year TIPS BondEtf_Close_average,iShares 0-5 Year TIPS BondEtf_Close_max,iShares 0-5 Year TIPS BondEtf_Close_min
2018-05-27,-1.5270674482586089,-1.5270674482586089,-1.5270674482586089,-1.5601178035082663,-1.5601178035082663,-1.5601178035082663,-1.5268300693027936,-1.5268300693027936,-1.5268300693027936,-1.5609785692417948,-1.5609785692417948,-1.5609785692417948
2018-06-03,-1.4382613274392217,-1.4382613274392217,-1.4382613274392217,-1.387346574460411,-1.387346574460411,-1.387346574460411,-1.3201269364699917,-1.3201269364699917,-1.3201269364699917,-1.4260244840745202,-1.4260244840745202,-1.4260244840745202
2018-06-10,-1.364160565456831,-1.364160565456831,-1.364160565456831,-1.4974382465377434,-1.4974382465377434,-1.4974382465377434,-1.488868644575861,-1.488868644575861,-1.488868644575861,-1.5219752352214866,-1.5219752352214866,-1.5219752352214866
2018-06-17,-1.0032331232425782,-1.0032331232425782,-1.0032331232425782,-0.9406965361873454,-0.9406965361873454,-0.9406965361873454,-0.8609925449590529,-0.8609925449590529,-0.8609925449590529,-0.7835653476144936,-0.7835653476144936,-0.7835653476144936
2018-06-24,-0.0401105541156527,-0.0401105541156527,-0.0401105541156527,-0.018648926593377333,-0.018648926593377333,-0.018648926593377333,0.0,0.0,0.0,0.0616359224544998,0.0616359224544998,0.0616359224544998
2018-07-01,-0.9343440077771401,-0.9343440077771401,-0.9343440077771401,-0.8557701245746399,-0.8557701245746399,-0.8557701245746399,-0.8099941665015175,-0.8099941665015175,-0.8099941665015175,-0.7736870610986404,-0.7736870610986404,-0.7736870610986404
2018-07-08,-1.221586300609448,-1.221586300609448,-1.221586300609448,-1.0878938658003918,-1.0878938658003918,-1.0878938658003918,-1.2232836962098679,-1.2232836962098679,-1.2232836962098679,-0.9763451984554061,-0.9763451984554061,-0.9763451984554061
2018-07-15,-1.4527531760075005,-1.4527531760075005,-1.4527531760075005,-1.5136924318305331,-1.5136924318305331,-1.5136924318305331,-1.517950088633083,-1.517950088633083,-1.517950088633083,-1.5502649646534352,-1.5502649646534352,-1.5502649646534352
2018-07-22,-1.6166409768439407,-1.6166409768439407,-1.6166409768439407,-1.6139938675820587,-1.6139938675820587,-1.6139938675820587,-1.6600100341032709,-1.6600100341032709,-1.6600100341032709,-1.6125729715197625,-1.6125729715197625,-1.6125729715197625
2018-07-29,-2.373364268622997,-2.373364268622997,-2.373364268622997,-2.2246826789006633,-2.2246826789006633,-2.2246826789006633,-2.2850011831072314,-2.2850011831072314,-2.2850011831072314,-2.178189449582955,-2.178189449582955,-2.178189449582955
