Date,Sprott Physical GoldEtf_Open_average,Sprott Physical GoldEtf_Open_max,Sprott Physical GoldEtf_Open_min,Sprott Physical GoldEtf_High_average,Sprott Physical GoldEtf_High_max,Sprott Physical GoldEtf_High_min,Sprott Physical GoldEtf_Low_average,Sprott Physical GoldEtf_Low_max,Sprott Physical GoldEtf_Low_min,Sprott Physical GoldEtf_Close_average,Sprott Physical GoldEtf_Close_max,Sprott Physical GoldEtf_Close_min
2018-05-27,-1.812902317941822,-1.812902317941822,-1.812902317941822,-1.6708772324450274,-1.6708772324450274,-1.6708772324450274,-1.7495942596051859,-1.7495942596051859,-1.7495942596051859,-1.9104329133292148,-1.9104329133292148,-1.9104329133292148
2018-06-03,-1.3802545196674858,-1.3802545196674858,-1.3802545196674858,-1.5329909731134517,-1.5329909731134517,-1.5329909731134517,-1.3667380250839687,-1.3667380250839687,-1.3667380250839687,-1.544503434484875,-1.544503434484875,-1.544503434484875
2018-06-10,-1.4968648280570476,-1.4968648280570476,-1.4968648280570476,-1.7588623397654572,-1.7588623397654572,-1.7588623397654572,-2.1464478161649203,-2.1464478161649203,-2.1464478161649203,-2.225982221835116,-2.225982221835116,-2.225982221835116
2018-06-17,-2.2856215188762157,-2.2856215188762157,-2.2856215188762157,-2.361000704007588,-2.361000704007588,-2.361000704007588,-2.1774760916950884,-2.1774760916950884,-2.1774760916950884,-2.2272510441425606,-2.2272510441425606,-2.2272510441425606
2018-06-24,-2.4241091413513565,-2.4241091413513565,-2.4241091413513565,-2.4219332525445836,-2.4219332525445836,-2.4219332525445836,-2.4423819367582205,-2.4423819367582205,-2.4423819367582205,-2.346104932292067,-2.346104932292067,-2.346104932292067
2018-07-01,-1.5067895430797467,-1.5067895430797467,-1.5067895430797467,-1.6693627017871038,-1.6693627017871038,-1.6693627017871038,-1.9152892698273103,-1.9152892698273103,-1.9152892698273103,-1.9762677181787234,-1.9762677181787234,-1.9762677181787234
2018-07-08,-2.1720857930562034,-2.1720857930562034,-2.1720857930562034,-2.195775107726075,-2.195775107726075,-2.195775107726075,-2.0120157075319716,-2.0120157075319716,-2.0120157075319716,-2.051882017262269,-2.051882017262269,-2.051882017262269
2018-07-15,-2.1447060238758975,-2.1447060238758975,-2.1447060238758975,-2.232502406050928,-2.232502406050928,-2.232502406050928,-2.1111606403269927,-2.1111606403269927,-2.1111606403269927,-2.137165781990764,-2.137165781990764,-2.137165781990764
2018-07-22,-2.020618735163694,-2.020618735163694,-2.020618735163694,-1.9637942533674206,-1.9637942533674206,-1.9637942533674206,-1.9735110346640206,-1.9735110346640206,-1.9735110346640206,-1.923759722098784,-1.923759722098784,-1.923759722098784
2018-07-29,-1.8951182282556664,-1.8951182282556664,-1.8951182282556664,-1.8341165309470044,-1.8341165309470044,-1.8341165309470044,-1.861186622784189,-1.861186622784189,-1.861186622784189,-1.8932366579210023,-1.8932366579210023,-1.8932366579210023
2018-08-05,-1.7457350316746987,-1.7457350316746987,-1.7457350316746987,-1.7154884913952262,-1.7154884913952262,-1.7154884913952262,-1.6930826261657668,-1.6930826261657668,-1.6930826261657668,-1.757619279870125,-1.757619279870125,-1.757619279870125
2018-08-12,-2.1820744006772337,-2.1820744006772337,-2.1820744006772337,-2.0998301787940954,-2.0998301787940954,-2.0998301787940954,-2.1343375711405033,-2.1343375711405033,-2.1343375711405033,-2.0168514674677684,-2.0168514674677684,-2.0168514674677684
2018-08-19,-1.5552450692217412,-1.5552450692217412,-1.5552450692217412,-1.4415133606102768,-1.4415133606102768,-1.4415133606102768,-1.5336164032512651,-1.5336164032512651,-1.5336164032512651,-1.3741189962581624,-1.3741189962581624,-1.3741189962581624
2018-08-26,-1.266340302262445,-1.266340302262445,-1.266340302262445,-1.334131484752265,-1.334131484752265,-1.334131484752265,-1.310850819099722,-1.310850819099722,-1.310850819099722,-1.4010305979125954,-1.4010305979125954,-1.4010305979125954
2018-09-02,-1.2799399801689995,-1.2799399801689995,-1.2799399801689995,-1.3212365642360702,-1.3212365642360702,-1.3212365642360702,-1.2819487360136403,-1.2819487360136403,-1.2819487360136403,-1.319832193997644,-1.319832193997644,-1.319832193997644
2018-09-09,-1.07876134539449,-1.07876134539449,-1.07876134539449,-1.1794401911102936,-1.1794401911102936,-1.1794401911102936,-1.1884887061947584,-1.1884887061947584,-1.1884887061947584,-1.2888799472525907,-1.2888799472525907,-1.2888799472525907
2018-09-16,-1.174530527818563,-1.174530527818563,-1.174530527818563,-1.1201112569595166,-1.1201112569595166,-1.1201112569595166,-1.1272629078811458,-1.1272629078811458,-1.1272629078811458,-1.1353180947606054,-1.1353180947606054,-1.1353180947606054
2018-09-23,-1.225338753374029,-1.225338753374029,-1.225338753374029,-1.2232871277030324,-1.2232871277030324,-1.2232871277030324,-1.2281462487648045,-1.2281462487648045,-1.2281462487648045,-1.1921012427211577,-1.1921012427211577,-1.1921012427211577
2018-09-30,-0.9037187632607488,-0.9037187632607488,-0.9037187632607488,-0.9204909387797071,-0.9204909387797071,-0.9204909387797071,-0.8792121121115354,-0.8792121121115354,-0.8792121121115354,-0.8903362185042708,-0.8903362185042708,-0.8903362185042708
2018-10-07,-0.3366723148351188,-0.3366723148351188,-0.3366723148351188,-0.47072714716117664,-0.47072714716117664,-0.47072714716117664,-0.4594995953782466,-0.4594995953782466,-0.4594995953782466,-0.4862314997663279,-0.4862314997663279,-0.4862314997663279
2018-10-14,0.0030463343827283507,0.0030463343827283507,0.0030463343827283507,-0.11905138653941967,-0.11905138653941967,-0.11905138653941967,-0.04941622622190194,-0.04941622622190194,-0.04941622622190194,-0.09725041397295994,-0.09725041397295994,-0.09725041397295994
2018-10-21,0.31396212536880136,0.31396212536880136,0.31396212536880136,0.4070350160388327,0.4070350160388327,0.4070350160388327,0.35362775758998344,0.35362775758998344,0.35362775758998344,0.3462892932583825,0.3462892932583825,0.3462892932583825
2018-10-28,0.3282455850947805,0.3282455850947805,0.3282455850947805,0.2584761571465459,0.2584761571465459,0.2584761571465459,0.2997228706169603,0.2997228706169603,0.2997228706169603,0.2034577986887395,0.2034577986887395,0.2034577986887395
2018-11-04,-0.44657017150154765,-0.44657017150154765,-0.44657017150154765,-0.6214925772111504,-0.6214925772111504,-0.6214925772111504,-0.6070021860601951,-0.6070021860601951,-0.6070021860601951,-0.7465697304680246,-0.7465697304680246,-0.7465697304680246
2018-11-11,-0.0024304860011158183,-0.0024304860011158183,-0.0024304860011158183,-0.10030169515391872,-0.10030169515391872,-0.10030169515391872,-0.08460741846154671,-0.08460741846154671,-0.08460741846154671,0.002797628380777142,0.002797628380777142,0.002797628380777142
2018-11-18,0.6263798585425989,0.6263798585425989,0.6263798585425989,0.4294991471450355,0.4294991471450355,0.4294991471450355,0.630719151152755,0.630719151152755,0.630719151152755,0.5234833588347051,0.5234833588347051,0.5234833588347051
2018-11-25,0.5093803270178495,0.5093803270178495,0.5093803270178495,0.4338119328953197,0.4338119328953197,0.4338119328953197,0.5372016808969534,0.5372016808969534,0.5372016808969534,0.6273579431267041,0.6273579431267041,0.6273579431267041
