Date,Cambria Tail Risk_Open_average,Cambria Tail Risk_Open_max,Cambria Tail Risk_Open_min,Cambria Tail Risk_High_average,Cambria Tail Risk_High_max,Cambria Tail Risk_High_min,Cambria Tail Risk_Low_average,Cambria Tail Risk_Low_max,Cambria Tail Risk_Low_min,Cambria Tail Risk_Close_average,Cambria Tail Risk_Close_max,Cambria Tail Risk_Close_min
2018-04-08,-0.32939645458246486,-0.32939645458246486,-0.32939645458246486,-0.700513058074877,-0.700513058074877,-0.700513058074877,-0.6361476458843758,-0.6361476458843758,-0.6361476458843758,-0.7878108216966673,-0.7878108216966673,-0.7878108216966673
2018-04-15,-1.1900595856562606,-1.1900595856562606,-1.1900595856562606,-1.219170840769235,-1.219170840769235,-1.219170840769235,-1.0583637034834594,-1.0583637034834594,-1.0583637034834594,-1.0361841913648904,-1.0361841913648904,-1.0361841913648904
2018-04-22,-1.2994336467278729,-1.2994336467278729,-1.2994336467278729,-1.116066813511303,-1.116066813511303,-1.116066813511303,-1.2070054574158986,-1.2070054574158986,-1.2070054574158986,-0.9319447622518952,-0.9319447622518952,-0.9319447622518952
2018-04-29,-1.2261413120079803,-1.2261413120079803,-1.2261413120079803,-1.2251298359329572,-1.2251298359329572,-1.2251298359329572,-1.131955415952109,-1.131955415952109,-1.131955415952109,-1.040657291847263,-1.040657291847263,-1.040657291847263
2018-05-06,-1.6803874652894482,-1.6803874652894482,-1.6803874652894482,-1.5838138637503443,-1.5838138637503443,-1.5838138637503443,-1.7551939862341752,-1.7551939862341752,-1.7551939862341752,-1.4749963506803214,-1.4749963506803214,-1.4749963506803214
2018-05-13,-1.6637659595083312,-1.6637659595083312,-1.6637659595083312,-1.5631078336525828,-1.5631078336525828,-1.5631078336525828,-1.9065106572298152,-1.9065106572298152,-1.9065106572298152,-1.6376865076243077,-1.6376865076243077,-1.6376865076243077
2018-05-20,-1.2159330937259845,-1.2159330937259845,-1.2159330937259845,-1.1553850836427353,-1.1553850836427353,-1.1553850836427353,-1.171276502726306,-1.171276502726306,-1.171276502726306,-1.0937523137138103,-1.0937523137138103,-1.0937523137138103
2018-05-27,-0.9267011688424655,-0.9267011688424655,-0.9267011688424655,-0.9235743727508626,-0.9235743727508626,-0.9235743727508626,-1.0921185724342206,-1.0921185724342206,-1.0921185724342206,-1.0882165177647176,-1.0882165177647176,-1.0882165177647176
2018-06-03,-1.203265431479728,-1.203265431479728,-1.203265431479728,-1.1385650479949398,-1.1385650479949398,-1.1385650479949398,-1.337371043237865,-1.337371043237865,-1.337371043237865,-1.1578138358517542,-1.1578138358517542,-1.1578138358517542
2018-06-10,-0.8690203061950015,-0.8690203061950015,-0.8690203061950015,-0.829718416106046,-0.829718416106046,-0.829718416106046,-0.7365060950472097,-0.7365060950472097,-0.7365060950472097,-0.7469235880724827,-0.7469235880724827,-0.7469235880724827
