Date,VanEck Vectors AfricaEtf_Open_average,VanEck Vectors AfricaEtf_Open_max,VanEck Vectors AfricaEtf_Open_min,VanEck Vectors AfricaEtf_High_average,VanEck Vectors AfricaEtf_High_max,VanEck Vectors AfricaEtf_High_min,VanEck Vectors AfricaEtf_Low_average,VanEck Vectors AfricaEtf_Low_max,VanEck Vectors AfricaEtf_Low_min,VanEck Vectors AfricaEtf_Close_average,VanEck Vectors AfricaEtf_Close_max,VanEck Vectors AfricaEtf_Close_min
2018-05-27,-1.766295237863092,-1.766295237863092,-1.766295237863092,-1.7410054346409742,-1.7410054346409742,-1.7410054346409742,-1.4766426461833098,-1.4766426461833098,-1.4766426461833098,-1.5207228807787363,-1.5207228807787363,-1.5207228807787363
2018-06-03,-1.4054348080650703,-1.4054348080650703,-1.4054348080650703,-1.531343107121675,-1.531343107121675,-1.531343107121675,-1.281772166748807,-1.281772166748807,-1.281772166748807,-1.2751059486533907,-1.2751059486533907,-1.2751059486533907
2018-06-10,-1.6955601268597753,-1.6955601268597753,-1.6955601268597753,-2.131917667845498,-2.131917667845498,-2.131917667845498,-1.9860718919627927,-1.9860718919627927,-1.9860718919627927,-2.283479540548363,-2.283479540548363,-2.283479540548363
2018-06-17,-2.3312148151823973,-2.3312148151823973,-2.3312148151823973,-2.543664321226549,-2.543664321226549,-2.543664321226549,-2.1446551007201395,-2.1446551007201395,-2.1446551007201395,-2.3234640847579615,-2.3234640847579615,-2.3234640847579615
2018-06-24,-2.2623913530037942,-2.2623913530037942,-2.2623913530037942,-2.1374134569570344,-2.1374134569570344,-2.1374134569570344,-2.1272024155992435,-2.1272024155992435,-2.1272024155992435,-2.1104884623741067,-2.1104884623741067,-2.1104884623741067
2018-07-01,-1.6297550986586506,-1.6297550986586506,-1.6297550986586506,-1.587129626945809,-1.587129626945809,-1.587129626945809,-1.6753880606071765,-1.6753880606071765,-1.6753880606071765,-1.7008804693462058,-1.7008804693462058,-1.7008804693462058
2018-07-08,-1.4943948064353407,-1.4943948064353407,-1.4943948064353407,-1.7063336690704072,-1.7063336690704072,-1.7063336690704072,-1.736260892666674,-1.736260892666674,-1.736260892666674,-1.8841998429092264,-1.8841998429092264,-1.8841998429092264
2018-07-15,-1.823455407379994,-1.823455407379994,-1.823455407379994,-1.8998292766655804,-1.8998292766655804,-1.8998292766655804,-1.774745429457697,-1.774745429457697,-1.774745429457697,-1.72909410828142,-1.72909410828142,-1.72909410828142
2018-07-22,-1.2571005840486276,-1.2571005840486276,-1.2571005840486276,-1.2855916303799955,-1.2855916303799955,-1.2855916303799955,-1.304252153555683,-1.304252153555683,-1.304252153555683,-1.4434467111284162,-1.4434467111284162,-1.4434467111284162
2018-07-29,-1.0982764335749415,-1.0982764335749415,-1.0982764335749415,-1.239949551041308,-1.239949551041308,-1.239949551041308,-1.056511777935736,-1.056511777935736,-1.056511777935736,-1.1837971507923637,-1.1837971507923637,-1.1837971507923637
2018-08-05,-1.3683902468045295,-1.3683902468045295,-1.3683902468045295,-0.5686150730884518,-0.5686150730884518,-0.5686150730884518,-1.6026022517029632,-1.6026022517029632,-1.6026022517029632,-1.5378253038893668,-1.5378253038893668,-1.5378253038893668
2018-08-12,-2.357177499424796,-2.357177499424796,-2.357177499424796,-2.3300377109475194,-2.3300377109475194,-2.3300377109475194,-2.24894194937198,-2.24894194937198,-2.24894194937198,-2.130956216471681,-2.130956216471681,-2.130956216471681
2018-08-19,-1.209466318634232,-1.209466318634232,-1.209466318634232,-1.4073563487768022,-1.4073563487768022,-1.4073563487768022,-1.243669545103199,-1.243669545103199,-1.243669545103199,-1.362766965083082,-1.362766965083082,-1.362766965083082
2018-08-26,-1.2798007101630924,-1.2798007101630924,-1.2798007101630924,-1.4457166294171602,-1.4457166294171602,-1.4457166294171602,-1.4551503284914773,-1.4551503284914773,-1.4551503284914773,-1.4086892773844755,-1.4086892773844755,-1.4086892773844755
2018-09-02,-2.141276680111721,-2.141276680111721,-2.141276680111721,-2.201904783984949,-2.201904783984949,-2.201904783984949,-2.1016650754642074,-2.1016650754642074,-2.1016650754642074,-2.147723357137017,-2.147723357137017,-2.147723357137017
2018-09-09,-1.842459713088216,-1.842459713088216,-1.842459713088216,-1.7619223056976916,-1.7619223056976916,-1.7619223056976916,-1.7449523485128302,-1.7449523485128302,-1.7449523485128302,-1.7712584939696423,-1.7712584939696423,-1.7712584939696423
2018-09-16,-1.2694689421411596,-1.2694689421411596,-1.2694689421411596,-1.336425993218693,-1.336425993218693,-1.336425993218693,-1.1967671189616058,-1.1967671189616058,-1.1967671189616058,-1.2467314150700934,-1.2467314150700934,-1.2467314150700934
2018-09-23,-1.1449150548188118,-1.1449150548188118,-1.1449150548188118,-1.2385664757909836,-1.2385664757909836,-1.2385664757909836,-1.3434504231545692,-1.3434504231545692,-1.3434504231545692,-1.2885585472414018,-1.2885585472414018,-1.2885585472414018
2018-09-30,-1.61557695553834,-1.61557695553834,-1.61557695553834,-1.558871701188738,-1.558871701188738,-1.558871701188738,-1.645466572890656,-1.645466572890656,-1.645466572890656,-1.5656977013467652,-1.5656977013467652,-1.5656977013467652
