Date,ProShares UltraShort Health CareEtf_Open_average,ProShares UltraShort Health CareEtf_Open_max,ProShares UltraShort Health CareEtf_Open_min,ProShares UltraShort Health CareEtf_High_average,ProShares UltraShort Health CareEtf_High_max,ProShares UltraShort Health CareEtf_High_min,ProShares UltraShort Health CareEtf_Low_average,ProShares UltraShort Health CareEtf_Low_max,ProShares UltraShort Health CareEtf_Low_min,ProShares UltraShort Health CareEtf_Close_average,ProShares UltraShort Health CareEtf_Close_max,ProShares UltraShort Health CareEtf_Close_min
2018-08-05,-1.778325717109851,-1.778325717109851,-1.778325717109851,-1.7846037046039864,-1.7846037046039864,-1.7846037046039864,-1.806801750417664,-1.806801750417664,-1.806801750417664,-1.8077657845412014,-1.8077657845412014,-1.8077657845412014
2018-08-12,-1.6555459557795025,-1.6555459557795025,-1.6555459557795025,-1.656504807298917,-1.656504807298917,-1.656504807298917,-1.6982488843055328,-1.6982488843055328,-1.6982488843055328,-1.695113211598321,-1.695113211598321,-1.695113211598321
2018-08-19,-1.9458135937737089,-1.9458135937737089,-1.9458135937737089,-1.9315616123246604,-1.9315616123246604,-1.9315616123246604,-2.011480268815181,-2.011480268815181,-2.011480268815181,-1.9946351387757113,-1.9946351387757113,-1.9946351387757113
2018-08-26,-1.7442962693126611,-1.7442962693126611,-1.7442962693126611,-1.7379455689994525,-1.7379455689994525,-1.7379455689994525,-1.8252089674377792,-1.8252089674377792,-1.8252089674377792,-1.8173888386697064,-1.8173888386697064,-1.8173888386697064
2018-09-02,-1.512452217430514,-1.512452217430514,-1.512452217430514,-1.5099055110983126,-1.5099055110983126,-1.5099055110983126,-1.5522293507422686,-1.5522293507422686,-1.5522293507422686,-1.5541708990452014,-1.5541708990452014,-1.5541708990452014
2018-09-09,-1.4581057656950092,-1.4581057656950092,-1.4581057656950092,-1.4527171684577704,-1.4527171684577704,-1.4527171684577704,-1.5691723592629656,-1.5691723592629656,-1.5691723592629656,-1.5693433967180836,-1.5693433967180836,-1.5693433967180836
2018-09-16,-1.5573868828250883,-1.5573868828250883,-1.5573868828250883,-1.5437565996867852,-1.5437565996867852,-1.5437565996867852,-1.617246741764158,-1.617246741764158,-1.617246741764158,-1.6152336064409365,-1.6152336064409365,-1.6152336064409365
2018-09-23,-1.490532191032267,-1.490532191032267,-1.490532191032267,-1.4893524422067281,-1.4893524422067281,-1.4893524422067281,-1.5533446450586839,-1.5533446450586839,-1.5533446450586839,-1.5504024011534785,-1.5504024011534785,-1.5504024011534785
2018-09-30,-1.2047252939284139,-1.2047252939284139,-1.2047252939284139,-1.196356030878556,-1.196356030878556,-1.196356030878556,-1.3444579071296732,-1.3444579071296732,-1.3444579071296732,-1.2280409433234085,-1.2280409433234085,-1.2280409433234085
2018-10-07,-0.37094422529165055,-0.37094422529165055,-0.37094422529165055,-0.3082203649717019,-0.3082203649717019,-0.3082203649717019,-0.58209119580119,-0.58209119580119,-0.58209119580119,-0.272845537310853,-0.272845537310853,-0.272845537310853
2018-10-14,-0.8043495490454153,-0.8043495490454153,-0.8043495490454153,-0.8092175391349838,-0.8092175391349838,-0.8092175391349838,-0.7835620398427419,-0.7835620398427419,-0.7835620398427419,-0.8206765858286443,-0.8206765858286443,-0.8206765858286443
2018-10-21,0.5805121597066341,0.5805121597066341,0.5805121597066341,0.6420146490747691,0.6420146490747691,0.6420146490747691,0.36910262277151895,0.36910262277151895,0.36910262277151895,0.5639007165324353,0.5639007165324353,0.5639007165324353
2018-10-28,-0.18245816737604056,-0.18245816737604056,-0.18245816737604056,-0.04119753110401981,-0.04119753110401981,-0.04119753110401981,-0.1133344243130546,-0.1133344243130546,-0.1133344243130546,-0.006545263998425362,-0.006545263998425362,-0.006545263998425362
2018-11-04,-0.9124912586918784,-0.9124912586918784,-0.9124912586918784,-0.8072993527165291,-0.8072993527165291,-0.8072993527165291,-0.8579727387988679,-0.8579727387988679,-0.8579727387988679,-0.9056085025466183,-0.9056085025466183,-0.9056085025466183
2018-11-11,-0.1027372389373262,-0.1027372389373262,-0.1027372389373262,-0.13180969939938011,-0.13180969939938011,-0.13180969939938011,-0.321992197586526,-0.321992197586526,-0.321992197586526,-0.37800692859169327,-0.37800692859169327,-0.37800692859169327
2018-11-18,0.3059274861140642,0.3059274861140642,0.3059274861140642,0.266874607420478,0.266874607420478,0.266874607420478,0.3719094424785129,0.3719094424785129,0.3719094424785129,0.29270704778893114,0.29270704778893114,0.29270704778893114
2018-11-25,-1.1615657270015487,-1.1615657270015487,-1.1615657270015487,-1.182617670021491,-1.182617670021491,-1.182617670021491,-1.3473485162714638,-1.3473485162714638,-1.3473485162714638,-1.3755643666999617,-1.3755643666999617,-1.3755643666999617
2018-12-02,-0.3284216122286346,-0.3284216122286346,-0.3284216122286346,-0.3625628170479051,-0.3625628170479051,-0.3625628170479051,-0.16900242467784407,-0.16900242467784407,-0.16900242467784407,-0.2415087598166384,-0.2415087598166384,-0.2415087598166384
2018-12-09,1.1039162650750203,1.1039162650750203,1.1039162650750203,1.1664782153414401,1.1664782153414401,1.1664782153414401,1.252141525501191,1.252141525501191,1.252141525501191,1.2197261516757796,1.2197261516757796,1.2197261516757796
2018-12-16,2.9273742081220706,2.9273742081220706,2.9273742081220706,3.136273941718282,3.136273941718282,3.136273941718282,2.740658763186913,2.740658763186913,2.740658763186913,3.0995679749853107,3.0995679749853107,3.0995679749853107
2018-12-23,1.8162105847894936,1.8162105847894936,1.8162105847894936,1.7091116083508886,1.7091116083508886,1.7091116083508886,1.79207292162681,1.79207292162681,1.79207292162681,1.7210292121973305,1.7210292121973305,1.7210292121973305
2018-12-30,1.9429589778468073,1.9429589778468073,1.9429589778468073,1.732321918444478,1.732321918444478,1.732321918444478,1.5622433549291035,1.5622433549291035,1.5622433549291035,1.2289561631122468,1.2289561631122468,1.2289561631122468
2019-01-06,0.5561472448883493,0.5561472448883493,0.5561472448883493,0.45455977842437717,0.45455977842437717,0.45455977842437717,0.645689258658011,0.645689258658011,0.645689258658011,0.4287558602649832,0.4287558602649832,0.4287558602649832
2019-01-13,-0.1381519097131143,-0.1381519097131143,-0.1381519097131143,-0.1622579161772794,-0.1622579161772794,-0.1622579161772794,-0.21800669776335016,-0.21800669776335016,-0.21800669776335016,-0.30431988772537516,-0.30431988772537516,-0.30431988772537516
2019-01-20,-0.09323397129687272,-0.09323397129687272,-0.09323397129687272,-0.08470070715451206,-0.08470070715451206,-0.08470070715451206,0.10104468337704299,0.10104468337704299,0.10104468337704299,-0.012869238160533519,-0.012869238160533519,-0.012869238160533519
2019-01-27,-0.5648109342196442,-0.5648109342196442,-0.5648109342196442,-0.5849483485768379,-0.5849483485768379,-0.5849483485768379,-0.5626201109050455,-0.5626201109050455,-0.5626201109050455,-0.567403793694178,-0.567403793694178,-0.567403793694178
2019-02-03,-0.10915226021312426,-0.10915226021312426,-0.10915226021312426,-0.13694737557995176,-0.13694737557995176,-0.13694737557995176,-0.19122549846405346,-0.19122549846405346,-0.19122549846405346,-0.2899506562771322,-0.2899506562771322,-0.2899506562771322
2019-02-10,-1.2256818297188183,-1.2256818297188183,-1.2256818297188183,-1.2052294529343277,-1.2052294529343277,-1.2052294529343277,-1.3042198481614853,-1.3042198481614853,-1.3042198481614853,-1.229429832929161,-1.229429832929161,-1.229429832929161
2019-02-17,-1.300575078313744,-1.300575078313744,-1.300575078313744,-1.2734364979689916,-1.2734364979689916,-1.2734364979689916,-1.2349707155988474,-1.2349707155988474,-1.2349707155988474,-1.1475339157540438,-1.1475339157540438,-1.1475339157540438
2019-02-24,-1.1095016863934883,-1.1095016863934883,-1.1095016863934883,-1.0910785188854109,-1.0910785188854109,-1.0910785188854109,-1.3147298669872567,-1.3147298669872567,-1.3147298669872567,-1.1968664717392468,-1.1968664717392468,-1.1968664717392468
2019-03-03,-0.11859728166065486,-0.11859728166065486,-0.11859728166065486,-0.06424047467131272,-0.06424047467131272,-0.06424047467131272,-0.07649594394179379,-0.07649594394179379,-0.07649594394179379,-0.15790635658007035,-0.15790635658007035,-0.15790635658007035
2019-03-10,-1.0771804363589572,-1.0771804363589572,-1.0771804363589572,-1.0615948799021564,-1.0615948799021564,-1.0615948799021564,-1.102058153017807,-1.102058153017807,-1.102058153017807,-0.9750974590347904,-0.9750974590347904,-0.9750974590347904
2019-03-17,-0.9291797477422638,-0.9291797477422638,-0.9291797477422638,-0.7237797849076848,-0.7237797849076848,-0.7237797849076848,-0.8346934645953571,-0.8346934645953571,-0.8346934645953571,-0.585144858278621,-0.585144858278621,-0.585144858278621
2019-03-24,-0.8802342876446324,-0.8802342876446324,-0.8802342876446324,-0.8783282711978105,-0.8783282711978105,-0.8783282711978105,-0.8948736912660706,-0.8948736912660706,-0.8948736912660706,-0.8504285393503344,-0.8504285393503344,-0.8504285393503344
2019-03-31,-0.8892425619744663,-0.8892425619744663,-0.8892425619744663,-0.8855605896733134,-0.8855605896733134,-0.8855605896733134,-0.9219511154540124,-0.9219511154540124,-0.9219511154540124,-0.8590602386124935,-0.8590602386124935,-0.8590602386124935
2019-04-07,-0.6165676117891192,-0.6165676117891192,-0.6165676117891192,-0.32638820609852426,-0.32638820609852426,-0.32638820609852426,-0.5125321464820618,-0.5125321464820618,-0.5125321464820618,-0.20499768944617924,-0.20499768944617924,-0.20499768944617924
2019-04-14,0.8154658127353359,0.8154658127353359,0.8154658127353359,1.1699962264849109,1.1699962264849109,1.1699962264849109,1.0568467237485109,1.0568467237485109,1.0568467237485109,0.9208009751143049,0.9208009751143049,0.9208009751143049
2019-04-21,0.15847650955754888,0.15847650955754888,0.15847650955754888,0.0470187442767098,0.0470187442767098,0.0470187442767098,-0.02917319995927055,-0.02917319995927055,-0.02917319995927055,-0.0764018571906423,-0.0764018571906423,-0.0764018571906423
2019-04-28,-0.28754265018795055,-0.28754265018795055,-0.28754265018795055,-0.33830213251711116,-0.33830213251711116,-0.33830213251711116,-0.273927793463367,-0.273927793463367,-0.273927793463367,-0.340604275457268,-0.340604275457268,-0.340604275457268
2019-05-05,0.268702915378595,0.268702915378595,0.268702915378595,0.16928564073577532,0.16928564073577532,0.16928564073577532,0.35688337114193214,0.35688337114193214,0.35688337114193214,0.2606705673115,0.2606705673115,0.2606705673115
2019-05-12,0.4778968901646832,0.4778968901646832,0.4778968901646832,0.36745345310183203,0.36745345310183203,0.36745345310183203,0.5861209476350421,0.5861209476350421,0.5861209476350421,0.5203764224749101,0.5203764224749101,0.5203764224749101
2019-05-19,0.11957408988105202,0.11957408988105202,0.11957408988105202,0.021789439248092023,0.021789439248092023,0.021789439248092023,0.3288007421423084,0.3288007421423084,0.3288007421423084,0.25224118210539626,0.25224118210539626,0.25224118210539626
2019-05-26,1.576065872909232,1.576065872909232,1.576065872909232,1.311556305294554,1.311556305294554,1.311556305294554,1.6570364778741815,1.6570364778741815,1.6570364778741815,1.5830980253031188,1.5830980253031188,1.5830980253031188
2019-06-02,-0.2778965390751536,-0.2778965390751536,-0.2778965390751536,-0.36395184860122093,-0.36395184860122093,-0.36395184860122093,-0.37487944019303976,-0.37487944019303976,-0.37487944019303976,-0.4213286155464531,-0.4213286155464531,-0.4213286155464531
2019-06-09,-0.6820799401326453,-0.6820799401326453,-0.6820799401326453,-0.6935622755226043,-0.6935622755226043,-0.6935622755226043,-0.4894240018277308,-0.4894240018277308,-0.4894240018277308,-0.5343218652121018,-0.5343218652121018,-0.5343218652121018
2019-06-16,-1.6839151208346022,-1.6839151208346022,-1.6839151208346022,-1.4866078953220816,-1.4866078953220816,-1.4866078953220816,-1.6738238490520756,-1.6738238490520756,-1.6738238490520756,-1.7270127677889096,-1.7270127677889096,-1.7270127677889096
2019-06-23,-1.107846857811112,-1.107846857811112,-1.107846857811112,-1.1157006642411698,-1.1157006642411698,-1.1157006642411698,-1.164158242968625,-1.164158242968625,-1.164158242968625,-1.212927439951271,-1.212927439951271,-1.212927439951271
2019-06-30,-1.4652798957277275,-1.4652798957277275,-1.4652798957277275,-1.4422905904742767,-1.4422905904742767,-1.4422905904742767,-1.500845127866575,-1.500845127866575,-1.500845127866575,-1.4578821449466968,-1.4578821449466968,-1.4578821449466968
2019-07-07,-1.2149985706951274,-1.2149985706951274,-1.2149985706951274,-1.0322712570641028,-1.0322712570641028,-1.0322712570641028,-1.0622293226935202,-1.0622293226935202,-1.0622293226935202,-1.0091071693862594,-1.0091071693862594,-1.0091071693862594
2019-07-14,-1.1193638271498259,-1.1193638271498259,-1.1193638271498259,-0.8717597621559254,-0.8717597621559254,-0.8717597621559254,-1.0053107037415139,-1.0053107037415139,-1.0053107037415139,-0.7723222615848223,-0.7723222615848223,-0.7723222615848223
2019-07-21,-0.7618968713837704,-0.7618968713837704,-0.7618968713837704,-0.8325669098285222,-0.8325669098285222,-0.8325669098285222,-0.7179813112358219,-0.7179813112358219,-0.7179813112358219,-0.8115834015241346,-0.8115834015241346,-0.8115834015241346
2019-07-28,-0.5674165780828293,-0.5674165780828293,-0.5674165780828293,-0.32772511512754227,-0.32772511512754227,-0.32772511512754227,-0.46011721874874273,-0.46011721874874273,-0.46011721874874273,-0.3828392022818472,-0.3828392022818472,-0.3828392022818472
2019-08-04,-0.5654597571525902,-0.5654597571525902,-0.5654597571525902,-0.5064832908013823,-0.5064832908013823,-0.5064832908013823,-0.5083189544514085,-0.5083189544514085,-0.5083189544514085,-0.5889856608047193,-0.5889856608047193,-0.5889856608047193
2019-08-11,-0.08893231699072486,-0.08893231699072486,-0.08893231699072486,-0.2105745157291431,-0.2105745157291431,-0.2105745157291431,-0.1371237234351545,-0.1371237234351545,-0.1371237234351545,-0.21745006122534632,-0.21745006122534632,-0.21745006122534632
2019-08-18,-0.3145542299870326,-0.3145542299870326,-0.3145542299870326,0.4498695066454234,0.4498695066454234,0.4498695066454234,-0.2586711642836312,-0.2586711642836312,-0.2586711642836312,0.6509116216905431,0.6509116216905431,0.6509116216905431
2019-08-25,-0.32296671606934574,-0.32296671606934574,-0.32296671606934574,-0.38398343400248713,-0.38398343400248713,-0.38398343400248713,-0.2401847258933793,-0.2401847258933793,-0.2401847258933793,-0.2516363487641626,-0.2516363487641626,-0.2516363487641626
2019-09-01,-0.37248201324175606,-0.37248201324175606,-0.37248201324175606,-0.49043458055508043,-0.49043458055508043,-0.49043458055508043,-0.47900271633878166,-0.47900271633878166,-0.47900271633878166,-0.4142461196596836,-0.4142461196596836,-0.4142461196596836
2019-09-08,-0.6120095759896051,-0.6120095759896051,-0.6120095759896051,-0.6197324553751699,-0.6197324553751699,-0.6197324553751699,-0.5027241525202394,-0.5027241525202394,-0.5027241525202394,-0.47162907182943964,-0.47162907182943964,-0.47162907182943964
2019-09-15,-0.9488789767021474,-0.9488789767021474,-0.9488789767021474,-0.9893794787736016,-0.9893794787736016,-0.9893794787736016,-0.8584577754618131,-0.8584577754618131,-0.8584577754618131,-0.8940438292076541,-0.8940438292076541,-0.8940438292076541
2019-09-22,0.4103523005714461,0.4103523005714461,0.4103523005714461,0.7309177574688763,0.7309177574688763,0.7309177574688763,0.4549437666238434,0.4549437666238434,0.4549437666238434,0.729610852803131,0.729610852803131,0.729610852803131
2019-09-29,0.8410114968173957,0.8410114968173957,0.8410114968173957,0.6255167615657073,0.6255167615657073,0.6255167615657073,0.5021784364124284,0.5021784364124284,0.5021784364124284,0.30466317497496664,0.30466317497496664,0.30466317497496664
2019-10-06,0.050292662124644796,0.050292662124644796,0.050292662124644796,0.2829319364912373,0.2829319364912373,0.2829319364912373,0.10233140796269348,0.10233140796269348,0.10233140796269348,0.4343041254561358,0.4343041254561358,0.4343041254561358
2019-10-13,-0.7233333391358301,-0.7233333391358301,-0.7233333391358301,-0.5945006792019902,-0.5945006792019902,-0.5945006792019902,-0.5588828311252839,-0.5588828311252839,-0.5588828311252839,-0.6762774964029532,-0.6762774964029532,-0.6762774964029532
2019-10-20,-0.743664788831284,-0.743664788831284,-0.743664788831284,-0.9671991485651741,-0.9671991485651741,-0.9671991485651741,-0.5849924887732322,-0.5849924887732322,-0.5849924887732322,-0.7435936206173561,-0.7435936206173561,-0.7435936206173561
2019-10-27,-2.55519200337393,-2.55519200337393,-2.55519200337393,-2.3999541743102015,-2.3999541743102015,-2.3999541743102015,-2.799863206714924,-2.799863206714924,-2.799863206714924,-2.284561524093736,-2.284561524093736,-2.284561524093736
2019-11-03,-2.3245888560293313,-2.3245888560293313,-2.3245888560293313,-2.2206950571265662,-2.2206950571265662,-2.2206950571265662,-2.2334633876364935,-2.2334633876364935,-2.2334633876364935,-2.156300850104569,-2.156300850104569,-2.156300850104569
2019-11-10,-2.411808030368893,-2.411808030368893,-2.411808030368893,-2.3046365079982523,-2.3046365079982523,-2.3046365079982523,-2.718687975848613,-2.718687975848613,-2.718687975848613,-2.5906068371229867,-2.5906068371229867,-2.5906068371229867
2019-11-17,-2.536373818427381,-2.536373818427381,-2.536373818427381,-2.436148977029333,-2.436148977029333,-2.436148977029333,-2.4554689045340297,-2.4554689045340297,-2.4554689045340297,-2.3707647419379674,-2.3707647419379674,-2.3707647419379674
2019-11-24,-2.4779362034265793,-2.4779362034265793,-2.4779362034265793,-2.3296316596824633,-2.3296316596824633,-2.3296316596824633,-2.383959292410409,-2.383959292410409,-2.383959292410409,-2.2748313597436702,-2.2748313597436702,-2.2748313597436702
2019-12-01,-2.1456268735615796,-2.1456268735615796,-2.1456268735615796,-2.0975651676044893,-2.0975651676044893,-2.0975651676044893,-2.0946438306007478,-2.0946438306007478,-2.0946438306007478,-2.052411966339057,-2.052411966339057,-2.052411966339057
2019-12-08,-1.8861984930986728,-1.8861984930986728,-1.8861984930986728,-1.850398884655834,-1.850398884655834,-1.850398884655834,-1.8509916428398665,-1.8509916428398665,-1.8509916428398665,-1.8188346777678537,-1.8188346777678537,-1.8188346777678537
2019-12-15,-1.8621827844394185,-1.8621827844394185,-1.8621827844394185,-1.8238169361985865,-1.8238169361985865,-1.8238169361985865,-1.9661466185080019,-1.9661466185080019,-1.9661466185080019,-1.9219275596902876,-1.9219275596902876,-1.9219275596902876
2019-12-22,-1.7832025467404218,-1.7832025467404218,-1.7832025467404218,-1.745514128970444,-1.745514128970444,-1.745514128970444,-1.7305034086138869,-1.7305034086138869,-1.7305034086138869,-1.6948325460003666,-1.6948325460003666,-1.6948325460003666
2019-12-29,-1.4546367381665049,-1.4546367381665049,-1.4546367381665049,-1.4158174866106406,-1.4158174866106406,-1.4158174866106406,-1.4393043404674315,-1.4393043404674315,-1.4393043404674315,-1.3737505301936166,-1.3737505301936166,-1.3737505301936166
