Date,Direxion Daily Small Cap Bear 3X Shares_Open_average,Direxion Daily Small Cap Bear 3X Shares_Open_max,Direxion Daily Small Cap Bear 3X Shares_Open_min,Direxion Daily Small Cap Bear 3X Shares_High_average,Direxion Daily Small Cap Bear 3X Shares_High_max,Direxion Daily Small Cap Bear 3X Shares_High_min,Direxion Daily Small Cap Bear 3X Shares_Low_average,Direxion Daily Small Cap Bear 3X Shares_Low_max,Direxion Daily Small Cap Bear 3X Shares_Low_min,Direxion Daily Small Cap Bear 3X Shares_Close_average,Direxion Daily Small Cap Bear 3X Shares_Close_max,Direxion Daily Small Cap Bear 3X Shares_Close_min
2018-04-08,-0.6731125644601487,-0.6731125644601487,-0.6731125644601487,-0.7316415718265993,-0.7316415718265993,-0.7316415718265993,-0.7119878517116375,-0.7119878517116375,-0.7119878517116375,-0.7618236863500641,-0.7618236863500641,-0.7618236863500641
2018-04-15,-0.9197577395361707,-0.9197577395361707,-0.9197577395361707,-0.8833762828083774,-0.8833762828083774,-0.8833762828083774,-0.886508155856413,-0.886508155856413,-0.886508155856413,-0.8170593275302666,-0.8170593275302666,-0.8170593275302666
2018-04-22,-0.7512641454288091,-0.7512641454288091,-0.7512641454288091,-0.6552869917377779,-0.6552869917377779,-0.6552869917377779,-0.7236736164353372,-0.7236736164353372,-0.7236736164353372,-0.3808063430402497,-0.3808063430402497,-0.3808063430402497
2018-04-29,-0.9325787247110163,-0.9325787247110163,-0.9325787247110163,-1.1320919708379302,-1.1320919708379302,-1.1320919708379302,-1.2254956559119954,-1.2254956559119954,-1.2254956559119954,-1.1764642341765486,-1.1764642341765486,-1.1764642341765486
2018-05-06,-1.8670275109437806,-1.8670275109437806,-1.8670275109437806,-1.7514160574665703,-1.7514160574665703,-1.7514160574665703,-1.9568606683425676,-1.9568606683425676,-1.9568606683425676,-1.612038529281693,-1.612038529281693,-1.612038529281693
2018-05-13,-1.9359303728950064,-1.9359303728950064,-1.9359303728950064,-1.9292496936448675,-1.9292496936448675,-1.9292496936448675,-2.0450148922482234,-2.0450148922482234,-2.0450148922482234,-1.957093701727101,-1.957093701727101,-1.957093701727101
2018-05-20,-1.4578076860437759,-1.4578076860437759,-1.4578076860437759,-1.4337065782467937,-1.4337065782467937,-1.4337065782467937,-1.4504743167015184,-1.4504743167015184,-1.4504743167015184,-1.399277079669431,-1.399277079669431,-1.399277079669431
2018-05-27,-1.6737761072750625,-1.6737761072750625,-1.6737761072750625,-1.4662734334866976,-1.4662734334866976,-1.4662734334866976,-1.6536956134254335,-1.6536956134254335,-1.6536956134254335,-1.5826707406728997,-1.5826707406728997,-1.5826707406728997
2018-06-03,-1.6912404414307218,-1.6912404414307218,-1.6912404414307218,-1.594997418341452,-1.594997418341452,-1.594997418341452,-1.704635732024007,-1.704635732024007,-1.704635732024007,-1.5945747125583853,-1.5945747125583853,-1.5945747125583853
2018-06-10,-1.4290179771926927,-1.4290179771926927,-1.4290179771926927,-1.3652503098578546,-1.3652503098578546,-1.3652503098578546,-1.567543695160254,-1.567543695160254,-1.567543695160254,-1.500872017217841,-1.500872017217841,-1.500872017217841
2018-06-17,-1.247025481111167,-1.247025481111167,-1.247025481111167,-0.9201424919942803,-0.9201424919942803,-0.9201424919942803,-1.1826332259856815,-1.1826332259856815,-1.1826332259856815,-0.9283951953835661,-0.9283951953835661,-0.9283951953835661
2018-06-24,-0.49881742920373046,-0.49881742920373046,-0.49881742920373046,-0.5941262852718089,-0.5941262852718089,-0.5941262852718089,-0.738903678907215,-0.738903678907215,-0.738903678907215,-0.8095935330852189,-0.8095935330852189,-0.8095935330852189
2018-07-01,-1.4458477195193922,-1.4458477195193922,-1.4458477195193922,-1.4494447498659928,-1.4494447498659928,-1.4494447498659928,-1.3818044804228875,-1.3818044804228875,-1.3818044804228875,-1.388472389418247,-1.388472389418247,-1.388472389418247
