Date,MomentumShares International Quantitative MomentumEtf_Open_average,MomentumShares International Quantitative MomentumEtf_Open_max,MomentumShares International Quantitative MomentumEtf_Open_min,MomentumShares International Quantitative MomentumEtf_High_average,MomentumShares International Quantitative MomentumEtf_High_max,MomentumShares International Quantitative MomentumEtf_High_min,MomentumShares International Quantitative MomentumEtf_Low_average,MomentumShares International Quantitative MomentumEtf_Low_max,MomentumShares International Quantitative MomentumEtf_Low_min,MomentumShares International Quantitative MomentumEtf_Close_average,MomentumShares International Quantitative MomentumEtf_Close_max,MomentumShares International Quantitative MomentumEtf_Close_min
2018-05-27,-0.06819155152233113,-0.06819155152233113,-0.06819155152233113,-0.12048427727095867,-0.12048427727095867,-0.12048427727095867,-0.004412861703775728,-0.004412861703775728,-0.004412861703775728,-0.0391349230500161,-0.0391349230500161,-0.0391349230500161
2018-06-03,0.02564124745975903,0.02564124745975903,0.02564124745975903,-0.05993615468196738,-0.05993615468196738,-0.05993615468196738,0.09771027119191648,0.09771027119191648,0.09771027119191648,-0.004539141867584508,-0.004539141867584508,-0.004539141867584508
2018-06-10,-0.6312834677530084,-0.6312834677530084,-0.6312834677530084,-0.625972246235117,-0.625972246235117,-0.625972246235117,-0.49169845767511455,-0.49169845767511455,-0.49169845767511455,-0.5257439030814417,-0.5257439030814417,-0.5257439030814417
2018-06-17,-1.2533913362233746,-1.2533913362233746,-1.2533913362233746,-1.3081407273584527,-1.3081407273584527,-1.3081407273584527,-1.1808022791141508,-1.1808022791141508,-1.1808022791141508,-1.2513814973491175,-1.2513814973491175,-1.2513814973491175
2018-06-24,-2.3957609784561424,-2.3957609784561424,-2.3957609784561424,-2.446059227044039,-2.446059227044039,-2.446059227044039,-2.3516939024404504,-2.3516939024404504,-2.3516939024404504,-2.457901550623068,-2.457901550623068,-2.457901550623068
2018-07-01,-2.2125838392329973,-2.2125838392329973,-2.2125838392329973,-2.1977705148358173,-2.1977705148358173,-2.1977705148358173,-2.175689017418683,-2.175689017418683,-2.175689017418683,-2.0669073287072135,-2.0669073287072135,-2.0669073287072135
2018-07-08,-1.1056733209069058,-1.1056733209069058,-1.1056733209069058,-1.0815902509181188,-1.0815902509181188,-1.0815902509181188,-1.0983437288927078,-1.0983437288927078,-1.0983437288927078,-0.9866415520547205,-0.9866415520547205,-0.9866415520547205
2018-07-15,-1.5871151138900643,-1.5871151138900643,-1.5871151138900643,-1.6003695146130705,-1.6003695146130705,-1.6003695146130705,-1.522346250954838,-1.522346250954838,-1.522346250954838,-1.5177217463453136,-1.5177217463453136,-1.5177217463453136
2018-07-22,-0.4854545677364147,-0.4854545677364147,-0.4854545677364147,-0.598157680164008,-0.598157680164008,-0.598157680164008,-0.5957792507844069,-0.5957792507844069,-0.5957792507844069,-0.6888401530957801,-0.6888401530957801,-0.6888401530957801
2018-07-29,-2.061265213044019,-2.061265213044019,-2.061265213044019,-2.1465935973774526,-2.1465935973774526,-2.1465935973774526,-2.0221671393219838,-2.0221671393219838,-2.0221671393219838,-2.0948442588752707,-2.0948442588752707,-2.0948442588752707
2018-08-05,-1.8768382154057395,-1.8768382154057395,-1.8768382154057395,-1.96479612947669,-1.96479612947669,-1.96479612947669,-2.1612622498681198,-2.1612622498681198,-2.1612622498681198,-2.1146234556403494,-2.1146234556403494,-2.1146234556403494
2018-08-12,-3.019783609258676,-3.019783609258676,-3.019783609258676,-2.9349971522821345,-2.9349971522821345,-2.9349971522821345,-2.937933707750079,-2.937933707750079,-2.937933707750079,-2.8800087007710387,-2.8800087007710387,-2.8800087007710387
2018-08-19,-1.8435273097753129,-1.8435273097753129,-1.8435273097753129,-1.743004782167652,-1.743004782167652,-1.743004782167652,-1.7884809383667408,-1.7884809383667408,-1.7884809383667408,-1.7035782614758876,-1.7035782614758876,-1.7035782614758876
2018-08-26,-0.932713525768748,-0.932713525768748,-0.932713525768748,-1.0517795887950703,-1.0517795887950703,-1.0517795887950703,-1.039350571113731,-1.039350571113731,-1.039350571113731,-1.1732739719542573,-1.1732739719542573,-1.1732739719542573
2018-09-02,-1.8366159359539393,-1.8366159359539393,-1.8366159359539393,-1.8439147184910234,-1.8439147184910234,-1.8439147184910234,-1.7805008808732419,-1.7805008808732419,-1.7805008808732419,-1.896809676527567,-1.896809676527567,-1.896809676527567
2018-09-09,-0.9561566591064161,-0.9561566591064161,-0.9561566591064161,-1.0619966706875428,-1.0619966706875428,-1.0619966706875428,-0.9973033332909718,-0.9973033332909718,-0.9973033332909718,-1.057012388686836,-1.057012388686836,-1.057012388686836
2018-09-16,-0.6138350380069431,-0.6138350380069431,-0.6138350380069431,-0.6524264624636065,-0.6524264624636065,-0.6524264624636065,-0.5705144903643853,-0.5705144903643853,-0.5705144903643853,-0.6377111826379235,-0.6377111826379235,-0.6377111826379235
2018-09-23,-0.4580885964531345,-0.4580885964531345,-0.4580885964531345,-0.46052171516827517,-0.46052171516827517,-0.46052171516827517,-0.40872909455458095,-0.40872909455458095,-0.40872909455458095,-0.4241979113871472,-0.4241979113871472,-0.4241979113871472
2018-09-30,-1.0799987363501975,-1.0799987363501975,-1.0799987363501975,-1.1803313209491917,-1.1803313209491917,-1.1803313209491917,-1.187516389009302,-1.187516389009302,-1.187516389009302,-1.278181978639228,-1.278181978639228,-1.278181978639228
