Date,Credit Suisse X Links Silver Shares Covered CallEtf_Open_average,Credit Suisse X Links Silver Shares Covered CallEtf_Open_max,Credit Suisse X Links Silver Shares Covered CallEtf_Open_min,Credit Suisse X Links Silver Shares Covered CallEtf_High_average,Credit Suisse X Links Silver Shares Covered CallEtf_High_max,Credit Suisse X Links Silver Shares Covered CallEtf_High_min,Credit Suisse X Links Silver Shares Covered CallEtf_Low_average,Credit Suisse X Links Silver Shares Covered CallEtf_Low_max,Credit Suisse X Links Silver Shares Covered CallEtf_Low_min,Credit Suisse X Links Silver Shares Covered CallEtf_Close_average,Credit Suisse X Links Silver Shares Covered CallEtf_Close_max,Credit Suisse X Links Silver Shares Covered CallEtf_Close_min
2018-05-27,-0.8869543266146194,-0.8869543266146194,-0.8869543266146194,-0.9382093057792326,-0.9382093057792326,-0.9382093057792326,-0.8650383134267811,-0.8650383134267811,-0.8650383134267811,-1.085905700813282,-1.085905700813282,-1.085905700813282
2018-06-03,-0.2944485133084182,-0.2944485133084182,-0.2944485133084182,-0.014957060089883609,-0.014957060089883609,-0.014957060089883609,-0.01247596951033249,-0.01247596951033249,-0.01247596951033249,0.19249873825559,0.19249873825559,0.19249873825559
2018-06-10,1.633903932102929,1.633903932102929,1.633903932102929,1.3501959496074607,1.3501959496074607,1.3501959496074607,0.1315450573918476,0.1315450573918476,0.1315450573918476,0.28777276275121827,0.28777276275121827,0.28777276275121827
2018-06-17,-1.7852969549434026,-1.7852969549434026,-1.7852969549434026,-1.4788430451848675,-1.4788430451848675,-1.4788430451848675,-1.602202792045836,-1.602202792045836,-1.602202792045836,-1.3012256769284984,-1.3012256769284984,-1.3012256769284984
2018-06-24,-2.25007419651361,-2.25007419651361,-2.25007419651361,-2.3016564754736915,-2.3016564754736915,-2.3016564754736915,-2.38437536928214,-2.38437536928214,-2.38437536928214,-2.533550915419763,-2.533550915419763,-2.533550915419763
2018-07-01,-2.256810518691694,-2.256810518691694,-2.256810518691694,-2.341851600868752,-2.341851600868752,-2.341851600868752,-2.3602939762497854,-2.3602939762497854,-2.3602939762497854,-2.3191583345837783,-2.3191583345837783,-2.3191583345837783
2018-07-08,-2.191205652497836,-2.191205652497836,-2.191205652497836,-2.334573715746625,-2.334573715746625,-2.334573715746625,-2.5463708438232127,-2.5463708438232127,-2.5463708438232127,-2.5046845762507273,-2.5046845762507273,-2.5046845762507273
2018-07-15,-2.9453021747234325,-2.9453021747234325,-2.9453021747234325,-2.772419232503391,-2.772419232503391,-2.772419232503391,-2.9449727721436396,-2.9449727721436396,-2.9449727721436396,-2.818080806098246,-2.818080806098246,-2.818080806098246
2018-07-22,-2.2071184305627565,-2.2071184305627565,-2.2071184305627565,-2.268299737713669,-2.268299737713669,-2.268299737713669,-2.232956940089874,-2.232956940089874,-2.232956940089874,-2.26637220589578,-2.26637220589578,-2.26637220589578
2018-07-29,-2.311231630009403,-2.311231630009403,-2.311231630009403,-1.8535061921034894,-1.8535061921034894,-1.8535061921034894,-2.3494502348308313,-2.3494502348308313,-2.3494502348308313,-2.0765594410851915,-2.0765594410851915,-2.0765594410851915
