Date,Vident International Equity_Open_average,Vident International Equity_Open_max,Vident International Equity_Open_min,Vident International Equity_High_average,Vident International Equity_High_max,Vident International Equity_High_min,Vident International Equity_Low_average,Vident International Equity_Low_max,Vident International Equity_Low_min,Vident International Equity_Close_average,Vident International Equity_Close_max,Vident International Equity_Close_min
2018-04-08,-0.5814824751989387,-0.5814824751989387,-0.5814824751989387,-0.6054146489669338,-0.6054146489669338,-0.6054146489669338,-0.35573395841747607,-0.35573395841747607,-0.35573395841747607,-0.405806948398836,-0.405806948398836,-0.405806948398836
2018-04-15,-0.34565059811483095,-0.34565059811483095,-0.34565059811483095,-0.49167595660642693,-0.49167595660642693,-0.49167595660642693,-0.19020034421024754,-0.19020034421024754,-0.19020034421024754,-0.35186683107717837,-0.35186683107717837,-0.35186683107717837
2018-04-22,-0.2918835622850965,-0.2918835622850965,-0.2918835622850965,-0.5987205480117627,-0.5987205480117627,-0.5987205480117627,-0.43142179379285284,-0.43142179379285284,-0.43142179379285284,-0.5786188564560576,-0.5786188564560576,-0.5786188564560576
2018-04-29,-0.8557498955547489,-0.8557498955547489,-0.8557498955547489,-0.9065050727972775,-0.9065050727972775,-0.9065050727972775,-0.6582041636563627,-0.6582041636563627,-0.6582041636563627,-0.9127054938795596,-0.9127054938795596,-0.9127054938795596
2018-05-06,0.20142547132617186,0.20142547132617186,0.20142547132617186,-0.05791305480953286,-0.05791305480953286,-0.05791305480953286,0.17132016707254888,0.17132016707254888,0.17132016707254888,0.04154915830796333,0.04154915830796333,0.04154915830796333
2018-05-13,0.01878274617591411,0.01878274617591411,0.01878274617591411,-0.15025847908261278,-0.15025847908261278,-0.15025847908261278,0.016386738538515737,0.016386738538515737,0.016386738538515737,-0.014157351893782873,-0.014157351893782873,-0.014157351893782873
2018-05-20,-1.4047760508723022,-1.4047760508723022,-1.4047760508723022,-1.4971921991041712,-1.4971921991041712,-1.4971921991041712,-1.1358514883249826,-1.1358514883249826,-1.1358514883249826,-1.2073278720928005,-1.2073278720928005,-1.2073278720928005
2018-05-27,-1.4319023231122383,-1.4319023231122383,-1.4319023231122383,-1.4136022748743127,-1.4136022748743127,-1.4136022748743127,-1.0898983487585094,-1.0898983487585094,-1.0898983487585094,-1.1717965621752284,-1.1717965621752284,-1.1717965621752284
2018-06-03,-1.3407533029314072,-1.3407533029314072,-1.3407533029314072,-1.2018376642220223,-1.2018376642220223,-1.2018376642220223,-0.90337121555304,-0.90337121555304,-0.90337121555304,-0.9358794566596857,-0.9358794566596857,-0.9358794566596857
2018-06-10,-2.5891968290277143,-2.5891968290277143,-2.5891968290277143,-2.5536929309843672,-2.5536929309843672,-2.5536929309843672,-2.7276716018827925,-2.7276716018827925,-2.7276716018827925,-2.6426646454516565,-2.6426646454516565,-2.6426646454516565
2018-06-17,-2.737824590494706,-2.737824590494706,-2.737824590494706,-2.824706307485765,-2.824706307485765,-2.824706307485765,-2.6853734540837455,-2.6853734540837455,-2.6853734540837455,-2.732664194997271,-2.732664194997271,-2.732664194997271
