Date,iShares Gold_etf_Open_average,iShares Gold_etf_Open_max,iShares Gold_etf_Open_min,iShares Gold_etf_High_average,iShares Gold_etf_High_max,iShares Gold_etf_High_min,iShares Gold_etf_Low_average,iShares Gold_etf_Low_max,iShares Gold_etf_Low_min,iShares Gold_etf_Close_average,iShares Gold_etf_Close_max,iShares Gold_etf_Close_min
2018-12-30,2.001140778483887,2.001140778483887,2.001140778483887,1.971459364437772,1.971459364437772,1.971459364437772,1.8883731844104201,1.8883731844104201,1.8883731844104201,2.0308638826684655,2.0308638826684655,2.0308638826684655
2019-01-06,1.7483769457431215,1.7483769457431215,1.7483769457431215,1.7056305150815678,1.7056305150815678,1.7056305150815678,1.8268690649937347,1.8268690649937347,1.8268690649937347,1.6856275699565586,1.6856275699565586,1.6856275699565586
2019-01-13,1.264299945960018,1.264299945960018,1.264299945960018,1.2622479685713117,1.2622479685713117,1.2622479685713117,1.3192935872053164,1.3192935872053164,1.3192935872053164,1.1894117033217995,1.1894117033217995,1.1894117033217995
2019-01-20,1.2827160897736456,1.2827160897736456,1.2827160897736456,1.47412025309452,1.47412025309452,1.47412025309452,1.3780987310563984,1.3780987310563984,1.3780987310563984,1.5199843656221455,1.5199843656221455,1.5199843656221455
2019-01-27,1.7874004945137008,1.7874004945137008,1.7874004945137008,1.7440698689995005,1.7440698689995005,1.7440698689995005,1.7362119542678298,1.7362119542678298,1.7362119542678298,1.6663103007055564,1.6663103007055564,1.6663103007055564
2019-02-03,1.3550276823201681,1.3550276823201681,1.3550276823201681,1.3229820903476972,1.3229820903476972,1.3229820903476972,1.4115980973573727,1.4115980973573727,1.4115980973573727,1.3563160612549414,1.3563160612549414,1.3563160612549414
2019-02-10,1.2880332030616384,1.2880332030616384,1.2880332030616384,1.2896234984015087,1.2896234984015087,1.2896234984015087,1.26245145932898,1.26245145932898,1.26245145932898,1.343905012782883,1.343905012782883,1.343905012782883
2019-02-17,1.3490755833273855,1.3490755833273855,1.3490755833273855,1.3776950825895158,1.3776950825895158,1.3776950825895158,1.3977750040652566,1.3977750040652566,1.3977750040652566,1.352288971678239,1.352288971678239,1.352288971678239
2019-02-24,0.6284736917562064,0.6284736917562064,0.6284736917562064,0.6634308906145143,0.6634308906145143,0.6634308906145143,0.1621285452050938,0.1621285452050938,0.1621285452050938,0.059675508620189874,0.059675508620189874,0.059675508620189874
2019-03-03,0.22096178738739988,0.22096178738739988,0.22096178738739988,0.14825905626704886,0.14825905626704886,0.14825905626704886,0.22878131751004244,0.22878131751004244,0.22878131751004244,0.27857196238388326,0.27857196238388326,0.27857196238388326
2019-03-10,0.19373129849981813,0.19373129849981813,0.19373129849981813,0.20532159673585845,0.20532159673585845,0.20532159673585845,0.3017581353114452,0.3017581353114452,0.3017581353114452,0.17225443545889518,0.17225443545889518,0.17225443545889518
2019-03-17,0.6420996205251096,0.6420996205251096,0.6420996205251096,0.5212796110521972,0.5212796110521972,0.5212796110521972,0.6846487674616962,0.6846487674616962,0.6846487674616962,0.6612285467952459,0.6612285467952459,0.6612285467952459
2019-03-24,-0.39804630032514166,-0.39804630032514166,-0.39804630032514166,-0.5785328694223736,-0.5785328694223736,-0.5785328694223736,-0.5076689180365861,-0.5076689180365861,-0.5076689180365861,-0.670863179255859,-0.670863179255859,-0.670863179255859
2019-03-31,-0.9748476919462732,-0.9748476919462732,-0.9748476919462732,-1.0700389520419753,-1.0700389520419753,-1.0700389520419753,-0.896868724933068,-0.896868724933068,-0.896868724933068,-0.7880450236786742,-0.7880450236786742,-0.7880450236786742
2019-04-07,-0.9227755714643003,-0.9227755714643003,-0.9227755714643003,-0.9583721637082584,-0.9583721637082584,-0.9583721637082584,-0.7685090026703217,-0.7685090026703217,-0.7685090026703217,-0.9412241976674787,-0.9412241976674787,-0.9412241976674787
2019-04-14,-1.964332575262155,-1.964332575262155,-1.964332575262155,-1.983443694619308,-1.983443694619308,-1.983443694619308,-1.8211367118537851,-1.8211367118537851,-1.8211367118537851,-1.7580236193332697,-1.7580236193332697,-1.7580236193332697
2019-04-21,-1.199555802316814,-1.199555802316814,-1.199555802316814,-1.111589410575557,-1.111589410575557,-1.111589410575557,-0.9997874827305766,-0.9997874827305766,-0.9997874827305766,-1.074558158135582,-1.074558158135582,-1.074558158135582
2019-04-28,-1.448092230717985,-1.448092230717985,-1.448092230717985,-1.272552647825055,-1.272552647825055,-1.272552647825055,-1.2935091646965347,-1.2935091646965347,-1.2935091646965347,-1.2882357557061412,-1.2882357557061412,-1.2882357557061412
2019-05-05,-0.7470412715335574,-0.7470412715335574,-0.7470412715335574,-0.7078083037093096,-0.7078083037093096,-0.7078083037093096,-0.599556048773841,-0.599556048773841,-0.599556048773841,-0.6119733165391816,-0.6119733165391816,-0.6119733165391816
2019-05-12,-0.8092477811673102,-0.8092477811673102,-0.8092477811673102,-1.0031011880945269,-1.0031011880945269,-1.0031011880945269,-1.0980216260920264,-1.0980216260920264,-1.0980216260920264,-1.1082115664411047,-1.1082115664411047,-1.1082115664411047
2019-05-19,-0.7466668013359086,-0.7466668013359086,-0.7466668013359086,-0.8295046620085866,-0.8295046620085866,-0.8295046620085866,-0.6362654508955631,-0.6362654508955631,-0.6362654508955631,-0.560730358837489,-0.560730358837489,-0.560730358837489
2019-05-26,0.6705849273965416,0.6705849273965416,0.6705849273965416,1.1173875394395545,1.1173875394395545,1.1173875394395545,0.676059507038004,0.676059507038004,0.676059507038004,1.3418626089673678,1.3418626089673678,1.3418626089673678
2019-06-02,2.6798886670185276,2.6798886670185276,2.6798886670185276,2.698236605759228,2.698236605759228,2.698236605759228,2.6506007836153467,2.6506007836153467,2.6506007836153467,2.571574641398501,2.571574641398501,2.571574641398501
2019-06-09,2.1176206780194944,2.1176206780194944,2.1176206780194944,2.124826052059699,2.124826052059699,2.124826052059699,1.980222737268646,1.980222737268646,1.980222737268646,1.9598670671958682,1.9598670671958682,1.9598670671958682
2019-06-16,2.5613933307051346,2.5613933307051346,2.5613933307051346,2.519906344361996,2.519906344361996,2.519906344361996,2.5983829490557695,2.5983829490557695,2.5983829490557695,2.6596516976137288,2.6596516976137288,2.6596516976137288
2019-06-23,2.0980196444659436,2.0980196444659436,2.0980196444659436,2.0772343754219302,2.0772343754219302,2.0772343754219302,2.1612235062721674,2.1612235062721674,2.1612235062721674,2.115329302117977,2.115329302117977,2.115329302117977
2019-06-30,1.4147854436144027,1.4147854436144027,1.4147854436144027,1.492641680442544,1.492641680442544,1.492641680442544,1.4310684910242373,1.4310684910242373,1.4310684910242373,1.5313597805756025,1.5313597805756025,1.5313597805756025
2019-07-07,1.4200318989800833,1.4200318989800833,1.4200318989800833,1.4568175548076832,1.4568175548076832,1.4568175548076832,1.4831011810800674,1.4831011810800674,1.4831011810800674,1.483184245880495,1.483184245880495,1.483184245880495
2019-07-14,1.561535068745394,1.561535068745394,1.561535068745394,1.5561347271213906,1.5561347271213906,1.5561347271213906,1.4536708023024352,1.4536708023024352,1.4536708023024352,1.4037895545865149,1.4037895545865149,1.4037895545865149
2019-07-21,1.1504027247231052,1.1504027247231052,1.1504027247231052,1.065457793798174,1.065457793798174,1.065457793798174,1.172210149923127,1.172210149923127,1.172210149923127,1.0509225393474289,1.0509225393474289,1.0509225393474289
2019-07-28,1.1670432195489924,1.1670432195489924,1.1670432195489924,1.2590724206703598,1.2590724206703598,1.2590724206703598,1.2738183677204045,1.2738183677204045,1.2738183677204045,1.2553266098671674,1.2553266098671674,1.2553266098671674
2019-08-04,1.7772486777682015,1.7772486777682015,1.7772486777682015,1.7661459218855178,1.7661459218855178,1.7661459218855178,1.8152623593325647,1.8152623593325647,1.8152623593325647,1.764969247714176,1.764969247714176,1.764969247714176
2019-08-11,1.6846090311402204,1.6846090311402204,1.6846090311402204,1.6395162792964253,1.6395162792964253,1.6395162792964253,1.6528236196949582,1.6528236196949582,1.6528236196949582,1.7017239950570742,1.7017239950570742,1.7017239950570742
2019-08-18,1.3619346829904633,1.3619346829904633,1.3619346829904633,1.5960684274357784,1.5960684274357784,1.5960684274357784,1.4285384244698278,1.4285384244698278,1.4285384244698278,1.6462169081583489,1.6462169081583489,1.6462169081583489
2019-08-25,1.5234431794061487,1.5234431794061487,1.5234431794061487,1.4487024712101233,1.4487024712101233,1.4487024712101233,1.4760588729019442,1.4760588729019442,1.4760588729019442,1.3728297180377487,1.3728297180377487,1.3728297180377487
2019-09-01,1.2831768841277935,1.2831768841277935,1.2831768841277935,1.2073778914191804,1.2073778914191804,1.2073778914191804,1.1106953224894485,1.1106953224894485,1.1106953224894485,0.9863712515851041,0.9863712515851041,0.9863712515851041
2019-09-08,0.8337841188869873,0.8337841188869873,0.8337841188869873,0.7343652060856933,0.7343652060856933,0.7343652060856933,0.67998785731881,0.67998785731881,0.67998785731881,0.5427348598013311,0.5427348598013311,0.5427348598013311
2019-09-15,0.6908832841807633,0.6908832841807633,0.6908832841807633,0.7983047681138437,0.7983047681138437,0.7983047681138437,0.8369059798433901,0.8369059798433901,0.8369059798433901,0.9846902729098792,0.9846902729098792,0.9846902729098792
2019-09-22,0.314606258277874,0.314606258277874,0.314606258277874,0.42401953422639205,0.42401953422639205,0.42401953422639205,0.446799508910171,0.446799508910171,0.446799508910171,0.4746702177198044,0.4746702177198044,0.4746702177198044
2019-09-29,0.4690993017023198,0.4690993017023198,0.4690993017023198,0.43959454831177047,0.43959454831177047,0.43959454831177047,0.5905176798498093,0.5905176798498093,0.5905176798498093,0.5617491928122677,0.5617491928122677,0.5617491928122677
2019-10-06,-0.10404324052826742,-0.10404324052826742,-0.10404324052826742,-0.2770130925989565,-0.2770130925989565,-0.2770130925989565,-0.17647725129273015,-0.17647725129273015,-0.17647725129273015,-0.07441440379976108,-0.07441440379976108,-0.07441440379976108
2019-10-13,-0.04782342887112693,-0.04782342887112693,-0.04782342887112693,-0.23431429508095897,-0.23431429508095897,-0.23431429508095897,0.1206808664062547,0.1206808664062547,0.1206808664062547,-0.1061681945521252,-0.1061681945521252,-0.1061681945521252
2019-10-20,0.7270910275822308,0.7270910275822308,0.7270910275822308,0.37868934215023087,0.37868934215023087,0.37868934215023087,0.42525607695739315,0.42525607695739315,0.42525607695739315,0.2481410311211104,0.2481410311211104,0.2481410311211104
2019-10-27,0.3641586125559519,0.3641586125559519,0.3641586125559519,0.2394544204432715,0.2394544204432715,0.2394544204432715,0.8391269041550324,0.8391269041550324,0.8391269041550324,0.4703728289751506,0.4703728289751506,0.4703728289751506
2019-11-03,-2.3325662567316425,-2.3325662567316425,-2.3325662567316425,-2.2543411447302555,-2.2543411447302555,-2.2543411447302555,-2.352639981000442,-2.352639981000442,-2.352639981000442,-2.341174465251969,-2.341174465251969,-2.341174465251969
2019-11-10,-1.6673603383005016,-1.6673603383005016,-1.6673603383005016,-1.7223130002817135,-1.7223130002817135,-1.7223130002817135,-1.574349379739155,-1.574349379739155,-1.574349379739155,-1.5373589049383776,-1.5373589049383776,-1.5373589049383776
2019-11-17,-1.2722783470472794,-1.2722783470472794,-1.2722783470472794,-1.4419112995270853,-1.4419112995270853,-1.4419112995270853,-1.4417176294038703,-1.4417176294038703,-1.4417176294038703,-1.520721237338315,-1.520721237338315,-1.520721237338315
2019-11-24,-1.5986361172948416,-1.5986361172948416,-1.5986361172948416,-1.3618183691841965,-1.3618183691841965,-1.3618183691841965,-1.559371918521156,-1.559371918521156,-1.559371918521156,-1.3094611754785708,-1.3094611754785708,-1.3094611754785708
2019-12-01,-1.074549291797909,-1.074549291797909,-1.074549291797909,-1.3056484009596323,-1.3056484009596323,-1.3056484009596323,-1.1477184385045531,-1.1477184385045531,-1.1477184385045531,-1.1934276726246458,-1.1934276726246458,-1.1934276726246458
2019-12-08,-0.6135793613041081,-0.6135793613041081,-0.6135793613041081,-0.5325203859362261,-0.5325203859362261,-0.5325203859362261,-0.6718722418669505,-0.6718722418669505,-0.6718722418669505,-0.37802027596866555,-0.37802027596866555,-0.37802027596866555
2019-12-15,-0.12238239504118606,-0.12238239504118606,-0.12238239504118606,-0.32525252342039995,-0.32525252342039995,-0.32525252342039995,-0.09220642218142112,-0.09220642218142112,-0.09220642218142112,-0.2607918832999286,-0.2607918832999286,-0.2607918832999286
2019-12-22,1.288547614925319,1.288547614925319,1.288547614925319,1.3531044255480935,1.3531044255480935,1.3531044255480935,1.5328024963942453,1.5328024963942453,1.5328024963942453,1.3339153193180042,1.3339153193180042,1.3339153193180042
2019-12-29,2.2308082827486007,2.2308082827486007,2.2308082827486007,2.298703716879483,2.298703716879483,2.298703716879483,2.312606387357591,2.312606387357591,2.312606387357591,2.3332959554455566,2.3332959554455566,2.3332959554455566
