Date,First Trust Germany AlphaDEXEtf_Open_average,First Trust Germany AlphaDEXEtf_Open_max,First Trust Germany AlphaDEXEtf_Open_min,First Trust Germany AlphaDEXEtf_High_average,First Trust Germany AlphaDEXEtf_High_max,First Trust Germany AlphaDEXEtf_High_min,First Trust Germany AlphaDEXEtf_Low_average,First Trust Germany AlphaDEXEtf_Low_max,First Trust Germany AlphaDEXEtf_Low_min,First Trust Germany AlphaDEXEtf_Close_average,First Trust Germany AlphaDEXEtf_Close_max,First Trust Germany AlphaDEXEtf_Close_min
2018-05-27,-0.6771267793701287,-0.6771267793701287,-0.6771267793701287,-0.776099653958952,-0.776099653958952,-0.776099653958952,-0.7325094367214393,-0.7325094367214393,-0.7325094367214393,-0.785024821427554,-0.785024821427554,-0.785024821427554
2018-06-03,-0.5307654301985845,-0.5307654301985845,-0.5307654301985845,-0.49765761213066473,-0.49765761213066473,-0.49765761213066473,-0.4013568195405298,-0.4013568195405298,-0.4013568195405298,-0.4053663978728105,-0.4053663978728105,-0.4053663978728105
2018-06-10,-0.3829260432181875,-0.3829260432181875,-0.3829260432181875,-0.5357559807394888,-0.5357559807394888,-0.5357559807394888,-0.4613573368749169,-0.4613573368749169,-0.4613573368749169,-0.6176626366534117,-0.6176626366534117,-0.6176626366534117
2018-06-17,-2.4826097699469076,-2.4826097699469076,-2.4826097699469076,-2.483539356708378,-2.483539356708378,-2.483539356708378,-2.4017022647115684,-2.4017022647115684,-2.4017022647115684,-2.4376270481547504,-2.4376270481547504,-2.4376270481547504
2018-06-24,-2.853724296678154,-2.853724296678154,-2.853724296678154,-2.7829405385493464,-2.7829405385493464,-2.7829405385493464,-2.740631718659181,-2.740631718659181,-2.740631718659181,-2.845532868564469,-2.845532868564469,-2.845532868564469
2018-07-01,-1.8539462981274146,-1.8539462981274146,-1.8539462981274146,-1.8850378274439927,-1.8850378274439927,-1.8850378274439927,-1.7903295865872921,-1.7903295865872921,-1.7903295865872921,-1.8000410821771227,-1.8000410821771227,-1.8000410821771227
2018-07-08,-1.6813505182995137,-1.6813505182995137,-1.6813505182995137,-1.6832303916811233,-1.6832303916811233,-1.6832303916811233,-1.6243026341521303,-1.6243026341521303,-1.6243026341521303,-1.6023857003415392,-1.6023857003415392,-1.6023857003415392
2018-07-15,-1.075185688849038,-1.075185688849038,-1.075185688849038,-1.0774636475441015,-1.0774636475441015,-1.0774636475441015,-1.0250174989816034,-1.0250174989816034,-1.0250174989816034,-1.00657799574003,-1.00657799574003,-1.00657799574003
2018-07-22,-0.3136554065204923,-0.3136554065204923,-0.3136554065204923,-0.4048429837603927,-0.4048429837603927,-0.4048429837603927,-0.466179126379029,-0.466179126379029,-0.466179126379029,-0.5183550024494644,-0.5183550024494644,-0.5183550024494644
2018-07-29,-1.007680705868688,-1.007680705868688,-1.007680705868688,-0.9700926705236967,-0.9700926705236967,-0.9700926705236967,-0.9503276406703787,-0.9503276406703787,-0.9503276406703787,-0.9472225276101484,-0.9472225276101484,-0.9472225276101484
