Date,iShares Currency Hedged MSCI Germany_Open_average,iShares Currency Hedged MSCI Germany_Open_max,iShares Currency Hedged MSCI Germany_Open_min,iShares Currency Hedged MSCI Germany_High_average,iShares Currency Hedged MSCI Germany_High_max,iShares Currency Hedged MSCI Germany_High_min,iShares Currency Hedged MSCI Germany_Low_average,iShares Currency Hedged MSCI Germany_Low_max,iShares Currency Hedged MSCI Germany_Low_min,iShares Currency Hedged MSCI Germany_Close_average,iShares Currency Hedged MSCI Germany_Close_max,iShares Currency Hedged MSCI Germany_Close_min
2018-04-08,-0.06450992699068138,-0.06450992699068138,-0.06450992699068138,-0.17818985900676226,-0.17818985900676226,-0.17818985900676226,0.08646720768066984,0.08646720768066984,0.08646720768066984,-0.03948050434586097,-0.03948050434586097,-0.03948050434586097
2018-04-15,0.5204828360188358,0.5204828360188358,0.5204828360188358,0.45480522551110486,0.45480522551110486,0.45480522551110486,0.6601824111954218,0.6601824111954218,0.6601824111954218,0.6253821338710379,0.6253821338710379,0.6253821338710379
2018-04-22,1.0548100484827008,1.0548100484827008,1.0548100484827008,1.061237800562638,1.061237800562638,1.061237800562638,1.2680836218316172,1.2680836218316172,1.2680836218316172,1.1514096161868344,1.1514096161868344,1.1514096161868344
2018-04-29,2.1128012651767043,2.1128012651767043,2.1128012651767043,2.1371456187131894,2.1371456187131894,2.1371456187131894,1.9792278898830395,1.9792278898830395,1.9792278898830395,2.0747855161109467,2.0747855161109467,2.0747855161109467
2018-05-06,1.732674328625387,1.732674328625387,1.732674328625387,1.7286913833762871,1.7286913833762871,1.7286913833762871,1.6374655118628938,1.6374655118628938,1.6374655118628938,1.7122412447564193,1.7122412447564193,1.7122412447564193
2018-05-13,1.8371741998768787,1.8371741998768787,1.8371741998768787,1.8735221609577324,1.8735221609577324,1.8735221609577324,1.719167709987032,1.719167709987032,1.719167709987032,1.8044839758191389,1.8044839758191389,1.8044839758191389
2018-05-20,0.9938358549960999,0.9938358549960999,0.9938358549960999,1.046030671182717,1.046030671182717,1.046030671182717,0.9584037262181294,0.9584037262181294,0.9584037262181294,1.0666430881692806,1.0666430881692806,1.0666430881692806
2018-05-27,0.6628193028716945,0.6628193028716945,0.6628193028716945,0.662387669896823,0.662387669896823,0.662387669896823,0.6802058683553206,0.6802058683553206,0.6802058683553206,0.6905011134039516,0.6905011134039516,0.6905011134039516
2018-06-03,0.6238780121979324,0.6238780121979324,0.6238780121979324,0.7930608365442476,0.7930608365442476,0.7930608365442476,0.6296019418549134,0.6296019418549134,0.6296019418549134,0.8208669584252306,0.8208669584252306,0.8208669584252306
2018-06-10,0.6357541119807455,0.6357541119807455,0.6357541119807455,0.6087425139028222,0.6087425139028222,0.6087425139028222,0.6140824037483842,0.6140824037483842,0.6140824037483842,0.6785676575351488,0.6785676575351488,0.6785676575351488
