Date,Vanguard Intermediate-Term Corporate Bond_Open_average,Vanguard Intermediate-Term Corporate Bond_Open_max,Vanguard Intermediate-Term Corporate Bond_Open_min,Vanguard Intermediate-Term Corporate Bond_High_average,Vanguard Intermediate-Term Corporate Bond_High_max,Vanguard Intermediate-Term Corporate Bond_High_min,Vanguard Intermediate-Term Corporate Bond_Low_average,Vanguard Intermediate-Term Corporate Bond_Low_max,Vanguard Intermediate-Term Corporate Bond_Low_min,Vanguard Intermediate-Term Corporate Bond_Close_average,Vanguard Intermediate-Term Corporate Bond_Close_max,Vanguard Intermediate-Term Corporate Bond_Close_min
2018-04-08,-0.8212336105114031,-0.8212336105114031,-0.8212336105114031,-0.7651330216268081,-0.7651330216268081,-0.7651330216268081,-0.6828691065638509,-0.6828691065638509,-0.6828691065638509,-0.6879998168789878,-0.6879998168789878,-0.6879998168789878
2018-04-15,-1.5100344672105726,-1.5100344672105726,-1.5100344672105726,-1.5143514833060323,-1.5143514833060323,-1.5143514833060323,-1.5463808499873506,-1.5463808499873506,-1.5463808499873506,-1.519822088735478,-1.519822088735478,-1.519822088735478
2018-04-22,-1.5939057517375899,-1.5939057517375899,-1.5939057517375899,-1.4723089849377087,-1.4723089849377087,-1.4723089849377087,-1.5137838385541849,-1.5137838385541849,-1.5137838385541849,-1.5145772854228328,-1.5145772854228328,-1.5145772854228328
2018-04-29,-1.9005451837157046,-1.9005451837157046,-1.9005451837157046,-1.929383127867784,-1.929383127867784,-1.929383127867784,-1.8271915570167165,-1.8271915570167165,-1.8271915570167165,-1.862076151086514,-1.862076151086514,-1.862076151086514
2018-05-06,-1.5230755940871008,-1.5230755940871008,-1.5230755940871008,-1.5331615398185172,-1.5331615398185172,-1.5331615398185172,-1.5049500346690412,-1.5049500346690412,-1.5049500346690412,-1.5383815453225194,-1.5383815453225194,-1.5383815453225194
2018-05-13,-1.819712475881527,-1.819712475881527,-1.819712475881527,-1.7205698090698873,-1.7205698090698873,-1.7205698090698873,-1.7745487163917748,-1.7745487163917748,-1.7745487163917748,-1.6542100733569354,-1.6542100733569354,-1.6542100733569354
2018-05-20,-0.6027611588395729,-0.6027611588395729,-0.6027611588395729,-0.5022730659546392,-0.5022730659546392,-0.5022730659546392,-0.4545827548734933,-0.4545827548734933,-0.4545827548734933,-0.3968494899975797,-0.3968494899975797,-0.3968494899975797
2018-05-27,-0.9427732001866999,-0.9427732001866999,-0.9427732001866999,-0.9589239370073229,-0.9589239370073229,-0.9589239370073229,-1.034192411403091,-1.034192411403091,-1.034192411403091,-1.0892525078454247,-1.0892525078454247,-1.0892525078454247
2018-06-03,-1.1495910951233101,-1.1495910951233101,-1.1495910951233101,-1.075858813775058,-1.075858813775058,-1.075858813775058,-1.05122920100694,-1.05122920100694,-1.05122920100694,-1.0446249171409163,-1.0446249171409163,-1.0446249171409163
2018-06-10,-0.7193591956869556,-0.7193591956869556,-0.7193591956869556,-0.7776604937435303,-0.7776604937435303,-0.7776604937435303,-0.7845329124132647,-0.7845329124132647,-0.7845329124132647,-0.7320671679716972,-0.7320671679716972,-0.7320671679716972
2018-06-17,-0.7663847096810144,-0.7663847096810144,-0.7663847096810144,-0.7302420000527166,-0.7302420000527166,-0.7302420000527166,-0.8613155788738751,-0.8613155788738751,-0.8613155788738751,-0.9052482436189572,-0.9052482436189572,-0.9052482436189572
2018-06-24,-0.6413996622970618,-0.6413996622970618,-0.6413996622970618,-0.641928511673057,-0.641928511673057,-0.641928511673057,-0.7082507882384312,-0.7082507882384312,-0.7082507882384312,-0.7189130801135285,-0.7189130801135285,-0.7189130801135285
