Date,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_min,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_min,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_min,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_min
2018-04-08,-0.4280298259244884,-0.4280298259244884,-0.4280298259244884,-0.6965824876586908,-0.6965824876586908,-0.6965824876586908,-0.5062842285339957,-0.5062842285339957,-0.5062842285339957,-0.7312348718601298,-0.7312348718601298,-0.7312348718601298
2018-04-15,-1.0535943234660647,-1.0535943234660647,-1.0535943234660647,-1.1060071860232032,-1.1060071860232032,-1.1060071860232032,-0.9469876853428921,-0.9469876853428921,-0.9469876853428921,-1.1354164973104386,-1.1354164973104386,-1.1354164973104386
2018-04-22,-1.639157345810971,-1.639157345810971,-1.639157345810971,-1.8171265701231918,-1.8171265701231918,-1.8171265701231918,-1.4217069360904437,-1.4217069360904437,-1.4217069360904437,-1.5814844631675709,-1.5814844631675709,-1.5814844631675709
2018-04-29,-2.260250326019479,-2.260250326019479,-2.260250326019479,-2.114711051502362,-2.114711051502362,-2.114711051502362,-2.0034129452491776,-2.0034129452491776,-2.0034129452491776,-2.00320333338296,-2.00320333338296,-2.00320333338296
2018-05-06,-1.37920291784044,-1.37920291784044,-1.37920291784044,-1.5904856388209978,-1.5904856388209978,-1.5904856388209978,-1.4684746492769354,-1.4684746492769354,-1.4684746492769354,-1.580830806182573,-1.580830806182573,-1.580830806182573
2018-05-13,-1.634356472596336,-1.634356472596336,-1.634356472596336,-1.7276900087892804,-1.7276900087892804,-1.7276900087892804,-1.5981964376635664,-1.5981964376635664,-1.5981964376635664,-1.6710065493377673,-1.6710065493377673,-1.6710065493377673
2018-05-20,-1.3734237405317393,-1.3734237405317393,-1.3734237405317393,-1.392366796682657,-1.392366796682657,-1.392366796682657,-1.3034093617202456,-1.3034093617202456,-1.3034093617202456,-1.3327760234309196,-1.3327760234309196,-1.3327760234309196
2018-05-27,-1.0355816228280337,-1.0355816228280337,-1.0355816228280337,-1.0481873835917264,-1.0481873835917264,-1.0481873835917264,-0.9829172113855489,-0.9829172113855489,-0.9829172113855489,-1.0343374565591368,-1.0343374565591368,-1.0343374565591368
2018-06-03,-0.9095827426983872,-0.9095827426983872,-0.9095827426983872,-0.8813333296758801,-0.8813333296758801,-0.8813333296758801,-0.9054836952129343,-0.9054836952129343,-0.9054836952129343,-0.7732975411020451,-0.7732975411020451,-0.7732975411020451
2018-06-10,-1.2487531289324312,-1.2487531289324312,-1.2487531289324312,-1.3194371000158729,-1.3194371000158729,-1.3194371000158729,-1.433473578614766,-1.433473578614766,-1.433473578614766,-1.3840000841124525,-1.3840000841124525,-1.3840000841124525
2018-06-17,-1.8814798988181367,-1.8814798988181367,-1.8814798988181367,-1.8981396729107398,-1.8981396729107398,-1.8981396729107398,-1.9122474784435477,-1.9122474784435477,-1.9122474784435477,-1.9069516257369257,-1.9069516257369257,-1.9069516257369257
2018-06-24,-1.8056847051860176,-1.8056847051860176,-1.8056847051860176,-1.8313605648345632,-1.8313605648345632,-1.8313605648345632,-1.8274260771911182,-1.8274260771911182,-1.8274260771911182,-1.881216511660621,-1.881216511660621,-1.881216511660621
2018-07-01,-1.6731334986620223,-1.6731334986620223,-1.6731334986620223,-1.5798612241540753,-1.5798612241540753,-1.5798612241540753,-1.6943721192221035,-1.6943721192221035,-1.6943721192221035,-1.6069737275889242,-1.6069737275889242,-1.6069737275889242
2018-07-08,-1.1540282455480446,-1.1540282455480446,-1.1540282455480446,-1.1803571378578026,-1.1803571378578026,-1.1803571378578026,-1.1599694229046824,-1.1599694229046824,-1.1599694229046824,-1.1463267417202356,-1.1463267417202356,-1.1463267417202356
2018-07-15,-1.1791797650238223,-1.1791797650238223,-1.1791797650238223,-1.124760923884566,-1.124760923884566,-1.124760923884566,-1.1551613486777779,-1.1551613486777779,-1.1551613486777779,-1.0786895418775915,-1.0786895418775915,-1.0786895418775915
2018-07-22,-0.167497319285882,-0.167497319285882,-0.167497319285882,-0.24009407291069265,-0.24009407291069265,-0.24009407291069265,-0.2532273801004946,-0.2532273801004946,-0.2532273801004946,-0.22154943506942293,-0.22154943506942293,-0.22154943506942293
2018-07-29,-0.7109920067580405,-0.7109920067580405,-0.7109920067580405,-0.6831724035279745,-0.6831724035279745,-0.6831724035279745,-0.6897890537171056,-0.6897890537171056,-0.6897890537171056,-0.6886370811274958,-0.6886370811274958,-0.6886370811274958
2018-08-05,-1.1667677713609101,-1.1667677713609101,-1.1667677713609101,-1.3072043945833558,-1.3072043945833558,-1.3072043945833558,-1.3987921091677538,-1.3987921091677538,-1.3987921091677538,-1.3455349228904472,-1.3455349228904472,-1.3455349228904472
