Date,iShares Long-Term Corporate Bond_Open_average,iShares Long-Term Corporate Bond_Open_max,iShares Long-Term Corporate Bond_Open_min,iShares Long-Term Corporate Bond_High_average,iShares Long-Term Corporate Bond_High_max,iShares Long-Term Corporate Bond_High_min,iShares Long-Term Corporate Bond_Low_average,iShares Long-Term Corporate Bond_Low_max,iShares Long-Term Corporate Bond_Low_min,iShares Long-Term Corporate Bond_Close_average,iShares Long-Term Corporate Bond_Close_max,iShares Long-Term Corporate Bond_Close_min
2018-04-08,-0.41207974738628167,-0.41207974738628167,-0.41207974738628167,-0.38556582447312926,-0.38556582447312926,-0.38556582447312926,-0.3661599204650283,-0.3661599204650283,-0.3661599204650283,-0.2704669586033633,-0.2704669586033633,-0.2704669586033633
2018-04-15,-1.3829019269857727,-1.3829019269857727,-1.3829019269857727,-1.392810060854447,-1.392810060854447,-1.392810060854447,-1.3406524657058818,-1.3406524657058818,-1.3406524657058818,-1.336936088065218,-1.336936088065218,-1.336936088065218
2018-04-22,-1.6908749253328221,-1.6908749253328221,-1.6908749253328221,-1.5453242749288598,-1.5453242749288598,-1.5453242749288598,-1.7273151248892171,-1.7273151248892171,-1.7273151248892171,-1.6665862432693184,-1.6665862432693184,-1.6665862432693184
2018-04-29,-2.2302894018768042,-2.2302894018768042,-2.2302894018768042,-2.23554432112252,-2.23554432112252,-2.23554432112252,-2.2561027758704384,-2.2561027758704384,-2.2561027758704384,-2.2167924788063713,-2.2167924788063713,-2.2167924788063713
2018-05-06,-1.3109286254427803,-1.3109286254427803,-1.3109286254427803,-1.3414408348267997,-1.3414408348267997,-1.3414408348267997,-1.2799567622526156,-1.2799567622526156,-1.2799567622526156,-1.3277860798097738,-1.3277860798097738,-1.3277860798097738
2018-05-13,-1.978194385165599,-1.978194385165599,-1.978194385165599,-1.8857488057658698,-1.8857488057658698,-1.8857488057658698,-1.9179658724767734,-1.9179658724767734,-1.9179658724767734,-1.8241433911446718,-1.8241433911446718,-1.8241433911446718
2018-05-20,-0.8835197517037157,-0.8835197517037157,-0.8835197517037157,-0.835095711306113,-0.835095711306113,-0.835095711306113,-0.7775349696862276,-0.7775349696862276,-0.7775349696862276,-0.7862252899230837,-0.7862252899230837,-0.7862252899230837
2018-05-27,-0.876566186400892,-0.876566186400892,-0.876566186400892,-0.9521799090651009,-0.9521799090651009,-0.9521799090651009,-1.0820641008620926,-1.0820641008620926,-1.0820641008620926,-1.0809848753563625,-1.0809848753563625,-1.0809848753563625
2018-06-03,-1.344373634347638,-1.344373634347638,-1.344373634347638,-1.2468316089424885,-1.2468316089424885,-1.2468316089424885,-1.3093563956182375,-1.3093563956182375,-1.3093563956182375,-1.239159273449052,-1.239159273449052,-1.239159273449052
2018-06-10,-0.707587889628374,-0.707587889628374,-0.707587889628374,-0.7782580073420724,-0.7782580073420724,-0.7782580073420724,-0.8805207764077524,-0.8805207764077524,-0.8805207764077524,-0.8634359353197489,-0.8634359353197489,-0.8634359353197489
