Date,ProShares Ultra YenEtf_Open_average,ProShares Ultra YenEtf_Open_max,ProShares Ultra YenEtf_Open_min,ProShares Ultra YenEtf_High_average,ProShares Ultra YenEtf_High_max,ProShares Ultra YenEtf_High_min,ProShares Ultra YenEtf_Low_average,ProShares Ultra YenEtf_Low_max,ProShares Ultra YenEtf_Low_min,ProShares Ultra YenEtf_Close_average,ProShares Ultra YenEtf_Close_max,ProShares Ultra YenEtf_Close_min
2018-04-08,-0.389322012457282,-0.389322012457282,-0.389322012457282,-0.24357601178855537,-0.24357601178855537,-0.24357601178855537,-0.39944294879318304,-0.39944294879318304,-0.39944294879318304,-0.24531508242060585,-0.24531508242060585,-0.24531508242060585
2018-04-15,-0.608280965026389,-0.608280965026389,-0.608280965026389,-0.6989767801281458,-0.6989767801281458,-0.6989767801281458,-0.6134002808841353,-0.6134002808841353,-0.6134002808841353,-0.6276763698710399,-0.6276763698710399,-0.6276763698710399
2018-04-22,-1.4409260549421423,-1.4409260549421423,-1.4409260549421423,-1.5868069963465559,-1.5868069963465559,-1.5868069963465559,-1.4129432946618876,-1.4129432946618876,-1.4129432946618876,-1.5319611403756979,-1.5319611403756979,-1.5319611403756979
2018-04-29,-1.6121385675720419,-1.6121385675720419,-1.6121385675720419,-1.7108583810877478,-1.7108583810877478,-1.7108583810877478,-1.6129661065134575,-1.6129661065134575,-1.6129661065134575,-1.647194331891995,-1.647194331891995,-1.647194331891995
2018-05-06,-1.6623223586950613,-1.6623223586950613,-1.6623223586950613,-1.6689438027511494,-1.6689438027511494,-1.6689438027511494,-1.664485860094979,-1.664485860094979,-1.664485860094979,-1.675820039052567,-1.675820039052567,-1.675820039052567
2018-05-13,-1.8263528180717583,-1.8263528180717583,-1.8263528180717583,-1.8371240971609029,-1.8371240971609029,-1.8371240971609029,-1.832864949037709,-1.832864949037709,-1.832864949037709,-1.8489367491753521,-1.8489367491753521,-1.8489367491753521
2018-05-20,-1.069622648469473,-1.069622648469473,-1.069622648469473,-1.0939066905658341,-1.0939066905658341,-1.0939066905658341,-1.0682177756278488,-1.0682177756278488,-1.0682177756278488,-1.094784790816821,-1.094784790816821,-1.094784790816821
2018-05-27,-1.0272167455965973,-1.0272167455965973,-1.0272167455965973,-1.0180290210954486,-1.0180290210954486,-1.0180290210954486,-1.0238098568734595,-1.0238098568734595,-1.0238098568734595,-1.0154977160637475,-1.0154977160637475,-1.0154977160637475
2018-06-03,-1.13677356873402,-1.13677356873402,-1.13677356873402,-1.138230305251739,-1.138230305251739,-1.138230305251739,-1.1353250084969038,-1.1353250084969038,-1.1353250084969038,-1.1377547862981885,-1.1377547862981885,-1.1377547862981885
2018-06-10,-1.1594014968673725,-1.1594014968673725,-1.1594014968673725,-1.1322841534294938,-1.1322841534294938,-1.1322841534294938,-1.1751051755754056,-1.1751051755754056,-1.1751051755754056,-1.1581364422293678,-1.1581364422293678,-1.1581364422293678
2018-06-17,-0.870229633797617,-0.870229633797617,-0.870229633797617,-0.8035843046105181,-0.8035843046105181,-0.8035843046105181,-0.8658691672277075,-0.8658691672277075,-0.8658691672277075,-0.8068433065889205,-0.8068433065889205,-0.8068433065889205
2018-06-24,-0.9628735185611749,-0.9628735185611749,-0.9628735185611749,-0.9615749253515328,-0.9615749253515328,-0.9615749253515328,-0.9618948094915095,-0.9618948094915095,-0.9618948094915095,-0.9563999155853418,-0.9563999155853418,-0.9563999155853418
2018-07-01,-1.0619959021249774,-1.0619959021249774,-1.0619959021249774,-1.0359215048799315,-1.0359215048799315,-1.0359215048799315,-1.0672537137044085,-1.0672537137044085,-1.0672537137044085,-1.0353487672351118,-1.0353487672351118,-1.0353487672351118
2018-07-08,-2.1141701571772007,-2.1141701571772007,-2.1141701571772007,-2.0899729040302635,-2.0899729040302635,-2.0899729040302635,-2.135341730978012,-2.135341730978012,-2.135341730978012,-2.099743832955819,-2.099743832955819,-2.099743832955819
2018-07-15,-2.1191722545171516,-2.1191722545171516,-2.1191722545171516,-2.120507291034356,-2.120507291034356,-2.120507291034356,-2.1075493866846915,-2.1075493866846915,-2.1075493866846915,-2.1014295457324317,-2.1014295457324317,-2.1014295457324317
2018-07-22,-0.794271933309563,-0.794271933309563,-0.794271933309563,-0.806663051999704,-0.806663051999704,-0.806663051999704,-0.7876530436351432,-0.7876530436351432,-0.7876530436351432,-0.7947981070757301,-0.7947981070757301,-0.7947981070757301
2018-07-29,-0.8756873169964245,-0.8756873169964245,-0.8756873169964245,-0.8847110377635582,-0.8847110377635582,-0.8847110377635582,-0.8690208742037194,-0.8690208742037194,-0.8690208742037194,-0.8730302987595308,-0.8730302987595308,-0.8730302987595308
