Date,ProShares Short Real Estate_Open_average,ProShares Short Real Estate_Open_max,ProShares Short Real Estate_Open_min,ProShares Short Real Estate_High_average,ProShares Short Real Estate_High_max,ProShares Short Real Estate_High_min,ProShares Short Real Estate_Low_average,ProShares Short Real Estate_Low_max,ProShares Short Real Estate_Low_min,ProShares Short Real Estate_Close_average,ProShares Short Real Estate_Close_max,ProShares Short Real Estate_Close_min
2018-04-08,0.3348479038825865,0.3348479038825865,0.3348479038825865,0.10314369916923949,0.10314369916923949,0.10314369916923949,0.3983153155227723,0.3983153155227723,0.3983153155227723,0.2757357789265274,0.2757357789265274,0.2757357789265274
2018-04-15,-0.1271338327105025,-0.1271338327105025,-0.1271338327105025,0.11025732899154926,0.11025732899154926,0.11025732899154926,0.218226948323809,0.218226948323809,0.218226948323809,0.48915003042964944,0.48915003042964944,0.48915003042964944
2018-04-22,-0.5564787140391606,-0.5564787140391606,-0.5564787140391606,-0.7682243656419432,-0.7682243656419432,-0.7682243656419432,-1.0211435022461317,-1.0211435022461317,-1.0211435022461317,-1.315828668548162,-1.315828668548162,-1.315828668548162
2018-04-29,-1.3818415299347615,-1.3818415299347615,-1.3818415299347615,-1.4672086817762124,-1.4672086817762124,-1.4672086817762124,-1.5938878574191655,-1.5938878574191655,-1.5938878574191655,-1.6556464952242407,-1.6556464952242407,-1.6556464952242407
2018-05-06,-2.2121586073477038,-2.2121586073477038,-2.2121586073477038,-1.9878881222103233,-1.9878881222103233,-1.9878881222103233,-2.003528803989424,-2.003528803989424,-2.003528803989424,-1.766441383969307,-1.766441383969307,-1.766441383969307
2018-05-13,-0.24851961271105977,-0.24851961271105977,-0.24851961271105977,-0.3761010072678929,-0.3761010072678929,-0.3761010072678929,0.01930073166288992,0.01930073166288992,0.01930073166288992,-0.11739903607239871,-0.11739903607239871,-0.11739903607239871
2018-05-20,-1.2960977137422918,-1.2960977137422918,-1.2960977137422918,-1.340424520579435,-1.340424520579435,-1.340424520579435,-1.1043491545244501,-1.1043491545244501,-1.1043491545244501,-1.20749602224929,-1.20749602224929,-1.20749602224929
2018-05-27,-1.8071916982442842,-1.8071916982442842,-1.8071916982442842,-1.7166943692744652,-1.7166943692744652,-1.7166943692744652,-1.8268783906211727,-1.8268783906211727,-1.8268783906211727,-1.7593347193251843,-1.7593347193251843,-1.7593347193251843
2018-06-03,-1.8840283945594356,-1.8840283945594356,-1.8840283945594356,-1.8706489354885871,-1.8706489354885871,-1.8706489354885871,-1.8093250359817379,-1.8093250359817379,-1.8093250359817379,-1.7543708628233565,-1.7543708628233565,-1.7543708628233565
2018-06-10,-1.4730352305842986,-1.4730352305842986,-1.4730352305842986,-1.49177701466703,-1.49177701466703,-1.49177701466703,-1.4435371977457283,-1.4435371977457283,-1.4435371977457283,-1.4228604436367083,-1.4228604436367083,-1.4228604436367083
2018-06-17,-1.6643390891198653,-1.6643390891198653,-1.6643390891198653,-1.7035719740750623,-1.7035719740750623,-1.7035719740750623,-1.7639408971558657,-1.7639408971558657,-1.7639408971558657,-1.7504493064926994,-1.7504493064926994,-1.7504493064926994
2018-06-24,-1.7101557527790345,-1.7101557527790345,-1.7101557527790345,-1.7179626583300251,-1.7179626583300251,-1.7179626583300251,-1.7139256886787646,-1.7139256886787646,-1.7139256886787646,-1.6722798814422026,-1.6722798814422026,-1.6722798814422026
2018-07-01,-1.735795410054198,-1.735795410054198,-1.735795410054198,-1.6993531254264276,-1.6993531254264276,-1.6993531254264276,-1.727336166264394,-1.727336166264394,-1.727336166264394,-1.6797561635684155,-1.6797561635684155,-1.6797561635684155
2018-07-08,-1.3897957366998672,-1.3897957366998672,-1.3897957366998672,-1.3656082738698931,-1.3656082738698931,-1.3656082738698931,-1.3725293934759684,-1.3725293934759684,-1.3725293934759684,-1.3752536544797995,-1.3752536544797995,-1.3752536544797995
2018-07-15,-1.1055524192959785,-1.1055524192959785,-1.1055524192959785,-0.7760290978665749,-0.7760290978665749,-0.7760290978665749,-1.0994172970084284,-1.0994172970084284,-1.0994172970084284,-0.7429192018119116,-0.7429192018119116,-0.7429192018119116
2018-07-22,-0.6947142085865836,-0.6947142085865836,-0.6947142085865836,-0.4915808212622264,-0.4915808212622264,-0.4915808212622264,-0.6616794716285342,-0.6616794716285342,-0.6616794716285342,-0.45117815203182793,-0.45117815203182793,-0.45117815203182793
2018-07-29,-1.0529063510394587,-1.0529063510394587,-1.0529063510394587,-1.152529179359581,-1.152529179359581,-1.152529179359581,-1.0448807715529955,-1.0448807715529955,-1.0448807715529955,-1.1259074716970319,-1.1259074716970319,-1.1259074716970319
2018-08-05,-0.7929052725780175,-0.7929052725780175,-0.7929052725780175,-0.5518978642463955,-0.5518978642463955,-0.5518978642463955,-0.7665121697176117,-0.7665121697176117,-0.7665121697176117,-0.5235810233974859,-0.5235810233974859,-0.5235810233974859
2018-08-12,-0.9039222237341776,-0.9039222237341776,-0.9039222237341776,-1.0814685762278944,-1.0814685762278944,-1.0814685762278944,-1.4198891004919354,-1.4198891004919354,-1.4198891004919354,-1.5945945945945934,-1.5945945945945934,-1.5945945945945934
2018-08-19,-0.9437248978641335,-0.9437248978641335,-0.9437248978641335,-1.1212877671746542,-1.1212877671746542,-1.1212877671746542,-0.8130120301902817,-0.8130120301902817,-0.8130120301902817,-0.9794199390431925,-0.9794199390431925,-0.9794199390431925
2018-08-26,-1.3411639214420772,-1.3411639214420772,-1.3411639214420772,-1.2943220003579379,-1.2943220003579379,-1.2943220003579379,-1.2737270727934766,-1.2737270727934766,-1.2737270727934766,-1.2845394212480725,-1.2845394212480725,-1.2845394212480725
2018-09-02,-0.7060382593073405,-0.7060382593073405,-0.7060382593073405,-0.9059140722439449,-0.9059140722439449,-0.9059140722439449,-0.5509663796061823,-0.5509663796061823,-0.5509663796061823,-0.7141971342783434,-0.7141971342783434,-0.7141971342783434
2018-09-09,-0.20799499768109034,-0.20799499768109034,-0.20799499768109034,-0.46380861776113663,-0.46380861776113663,-0.46380861776113663,-0.29774570748547624,-0.29774570748547624,-0.29774570748547624,-0.49259740002913555,-0.49259740002913555,-0.49259740002913555
2018-09-16,-0.3405022960909177,-0.3405022960909177,-0.3405022960909177,-0.565857309455124,-0.565857309455124,-0.565857309455124,-0.1549138013113336,-0.1549138013113336,-0.1549138013113336,-0.3339980040176099,-0.3339980040176099,-0.3339980040176099
2018-09-23,2.318860662095466,2.318860662095466,2.318860662095466,1.525399607643534,1.525399607643534,1.525399607643534,1.8830904160737756,1.8830904160737756,1.8830904160737756,1.3042635343130498,1.3042635343130498,1.3042635343130498
2018-09-30,2.677997420787208,2.677997420787208,2.677997420787208,2.328800659098186,2.328800659098186,2.328800659098186,2.401308832905671,2.401308832905671,2.401308832905671,2.172086491015542,2.172086491015542,2.172086491015542
2018-10-07,2.4447481896540975,2.4447481896540975,2.4447481896540975,2.5705536289932978,2.5705536289932978,2.5705536289932978,2.439296825892149,2.439296825892149,2.439296825892149,2.381791554310637,2.381791554310637,2.381791554310637
2018-10-14,1.5383981300168115,1.5383981300168115,1.5383981300168115,1.3033427272960907,1.3033427272960907,1.3033427272960907,1.3516934155238476,1.3516934155238476,1.3516934155238476,1.120482724503595,1.120482724503595,1.120482724503595
2018-10-21,0.8921277948589773,0.8921277948589773,0.8921277948589773,1.4328242343393465,1.4328242343393465,1.4328242343393465,0.7802018869738343,0.7802018869738343,0.7802018869738343,1.3131525988624286,1.3131525988624286,1.3131525988624286
2018-10-28,0.9777666727174602,0.9777666727174602,0.9777666727174602,0.7867842868962418,0.7867842868962418,0.7867842868962418,1.1511409624170401,1.1511409624170401,1.1511409624170401,0.9506732037899909,0.9506732037899909,0.9506732037899909
2018-11-04,-0.3289731348698786,-0.3289731348698786,-0.3289731348698786,-0.2634871648175686,-0.2634871648175686,-0.2634871648175686,-0.22164329698007154,-0.22164329698007154,-0.22164329698007154,-0.26976217124286067,-0.26976217124286067,-0.26976217124286067
2018-11-11,-0.11993145523658942,-0.11993145523658942,-0.11993145523658942,-0.2339081606587159,-0.2339081606587159,-0.2339081606587159,-0.47886141392340176,-0.47886141392340176,-0.47886141392340176,-0.5613937701885496,-0.5613937701885496,-0.5613937701885496
