Date,PowerShares S&P Intl Developed Low Volatility Port_etf_Open_average,PowerShares S&P Intl Developed Low Volatility Port_etf_Open_max,PowerShares S&P Intl Developed Low Volatility Port_etf_Open_min,PowerShares S&P Intl Developed Low Volatility Port_etf_High_average,PowerShares S&P Intl Developed Low Volatility Port_etf_High_max,PowerShares S&P Intl Developed Low Volatility Port_etf_High_min,PowerShares S&P Intl Developed Low Volatility Port_etf_Low_average,PowerShares S&P Intl Developed Low Volatility Port_etf_Low_max,PowerShares S&P Intl Developed Low Volatility Port_etf_Low_min,PowerShares S&P Intl Developed Low Volatility Port_etf_Close_average,PowerShares S&P Intl Developed Low Volatility Port_etf_Close_max,PowerShares S&P Intl Developed Low Volatility Port_etf_Close_min
2018-04-08,-0.1541588277611696,-0.1541588277611696,-0.1541588277611696,-0.31853835265449676,-0.31853835265449676,-0.31853835265449676,-0.1109703552677111,-0.1109703552677111,-0.1109703552677111,-0.21905316973956587,-0.21905316973956587,-0.21905316973956587
2018-04-15,-0.019927667957646403,-0.019927667957646403,-0.019927667957646403,-0.1378995861274428,-0.1378995861274428,-0.1378995861274428,0.10890099954092078,0.10890099954092078,0.10890099954092078,-0.04804254085075851,-0.04804254085075851,-0.04804254085075851
2018-04-22,0.20561864272013608,0.20561864272013608,0.20561864272013608,0.18695256643389993,0.18695256643389993,0.18695256643389993,0.5083312835854074,0.5083312835854074,0.5083312835854074,0.5310029583507327,0.5310029583507327,0.5310029583507327
2018-04-29,-0.18473834955220808,-0.18473834955220808,-0.18473834955220808,0.3697711489578039,0.3697711489578039,0.3697711489578039,0.22111215947465895,0.22111215947465895,0.22111215947465895,0.590117768578389,0.590117768578389,0.590117768578389
2018-05-06,1.5509031962831348,1.5509031962831348,1.5509031962831348,1.2942908651827651,1.2942908651827651,1.2942908651827651,1.4109543678135836,1.4109543678135836,1.4109543678135836,1.1543032962875517,1.1543032962875517,1.1543032962875517
2018-05-13,0.1899314837712792,0.1899314837712792,0.1899314837712792,-0.11830492147667766,-0.11830492147667766,-0.11830492147667766,0.3595016694569961,0.3595016694569961,0.3595016694569961,0.21021537378169552,0.21021537378169552,0.21021537378169552
2018-05-20,0.012574793163648065,0.012574793163648065,0.012574793163648065,-0.10503983463686882,-0.10503983463686882,-0.10503983463686882,0.15227678588615626,0.15227678588615626,0.15227678588615626,0.04459459684889121,0.04459459684889121,0.04459459684889121
2018-05-27,-0.8063304092671298,-0.8063304092671298,-0.8063304092671298,-1.1520156370626211,-1.1520156370626211,-1.1520156370626211,-0.5568813593456093,-0.5568813593456093,-0.5568813593456093,-0.6469493731248481,-0.6469493731248481,-0.6469493731248481
2018-06-03,0.14552137502180507,0.14552137502180507,0.14552137502180507,0.3752302466027553,0.3752302466027553,0.3752302466027553,0.20975217080563704,0.20975217080563704,0.20975217080563704,0.30729265802705386,0.30729265802705386,0.30729265802705386
2018-06-10,-0.8339218449268452,-0.8339218449268452,-0.8339218449268452,-1.2352659664398595,-1.2352659664398595,-1.2352659664398595,-0.5813607779155449,-0.5813607779155449,-0.5813607779155449,-0.6090173955850575,-0.6090173955850575,-0.6090173955850575
2018-06-17,-2.5233698345980113,-2.5233698345980113,-2.5233698345980113,-2.7117704759015058,-2.7117704759015058,-2.7117704759015058,-2.4172949033854976,-2.4172949033854976,-2.4172949033854976,-2.561204162859414,-2.561204162859414,-2.561204162859414
2018-06-24,-2.361217835934426,-2.361217835934426,-2.361217835934426,-2.3788610656577007,-2.3788610656577007,-2.3788610656577007,-2.2673306408826144,-2.2673306408826144,-2.2673306408826144,-2.3535012708852925,-2.3535012708852925,-2.3535012708852925
2018-07-01,-1.4936684848985653,-1.4936684848985653,-1.4936684848985653,-1.3091333483686545,-1.3091333483686545,-1.3091333483686545,-1.3741155354394796,-1.3741155354394796,-1.3741155354394796,-1.2782908336334762,-1.2782908336334762,-1.2782908336334762
2018-07-08,-1.0812309861279819,-1.0812309861279819,-1.0812309861279819,-1.1323427319681498,-1.1323427319681498,-1.1323427319681498,-1.1476777265109728,-1.1476777265109728,-1.1476777265109728,-1.0197672710486507,-1.0197672710486507,-1.0197672710486507
2018-07-15,-0.5409867172486722,-0.5409867172486722,-0.5409867172486722,-0.5663082732113943,-0.5663082732113943,-0.5663082732113943,-0.433925802977704,-0.433925802977704,-0.433925802977704,-0.45433939097238785,-0.45433939097238785,-0.45433939097238785
2018-07-22,0.06965139010890183,0.06965139010890183,0.06965139010890183,-0.059208726096157335,-0.059208726096157335,-0.059208726096157335,-0.04068155093043738,-0.04068155093043738,-0.04068155093043738,-0.058658162573721424,-0.058658162573721424,-0.058658162573721424
2018-07-29,-0.4138136163923402,-0.4138136163923402,-0.4138136163923402,-0.3166275461244778,-0.3166275461244778,-0.3166275461244778,-0.39819428761942155,-0.39819428761942155,-0.39819428761942155,-0.2213757144363368,-0.2213757144363368,-0.2213757144363368
2018-08-05,-1.13306941209956,-1.13306941209956,-1.13306941209956,-1.1395484863666152,-1.1395484863666152,-1.1395484863666152,-1.2951752069091496,-1.2951752069091496,-1.2951752069091496,-1.4040502549134475,-1.4040502549134475,-1.4040502549134475
2018-08-12,-0.9831983161723175,-0.9831983161723175,-0.9831983161723175,-0.5427463895880343,-0.5427463895880343,-0.5427463895880343,-0.8790418923535878,-0.8790418923535878,-0.8790418923535878,-0.36830004819977336,-0.36830004819977336,-0.36830004819977336
2018-08-19,-0.029798792478059485,-0.029798792478059485,-0.029798792478059485,-0.08268823352777824,-0.08268823352777824,-0.08268823352777824,0.03747091438238196,0.03747091438238196,0.03747091438238196,-0.1733132770794983,-0.1733132770794983,-0.1733132770794983
2018-08-26,0.133476971432852,0.133476971432852,0.133476971432852,0.01295858728993935,0.01295858728993935,0.01295858728993935,-0.07525271691468848,-0.07525271691468848,-0.07525271691468848,-0.11130007962039791,-0.11130007962039791,-0.11130007962039791
2018-09-02,-1.7276541042220541,-1.7276541042220541,-1.7276541042220541,-1.8903539822348165,-1.8903539822348165,-1.8903539822348165,-1.7873177414118098,-1.7873177414118098,-1.7873177414118098,-1.6897219903456335,-1.6897219903456335,-1.6897219903456335
2018-09-09,0.10800156248373546,0.10800156248373546,0.10800156248373546,-0.290358329713062,-0.290358329713062,-0.290358329713062,-0.25429402918491956,-0.25429402918491956,-0.25429402918491956,-0.16014954272574258,-0.16014954272574258,-0.16014954272574258
2018-09-16,1.3935244199927403,1.3935244199927403,1.3935244199927403,1.3492045713932648,1.3492045713932648,1.3492045713932648,1.3560326074543534,1.3560326074543534,1.3560326074543534,1.307634817361653,1.307634817361653,1.307634817361653
2018-09-23,-0.6953346957112174,-0.6953346957112174,-0.6953346957112174,-0.8072109713830264,-0.8072109713830264,-0.8072109713830264,-0.70948300299448,-0.70948300299448,-0.70948300299448,-0.7220463372841135,-0.7220463372841135,-0.7220463372841135
2018-09-30,-2.309750635521141,-2.309750635521141,-2.309750635521141,-2.4696381617087986,-2.4696381617087986,-2.4696381617087986,-2.4435951614011264,-2.4435951614011264,-2.4435951614011264,-2.478544940538002,-2.478544940538002,-2.478544940538002
2018-10-07,-2.6356011468952447,-2.6356011468952447,-2.6356011468952447,-2.676668353949176,-2.676668353949176,-2.676668353949176,-2.6931439598201594,-2.6931439598201594,-2.6931439598201594,-2.6654750779629834,-2.6654750779629834,-2.6654750779629834
2018-10-14,-1.8401868772148675,-1.8401868772148675,-1.8401868772148675,-1.7414484783983746,-1.7414484783983746,-1.7414484783983746,-1.6447022665441233,-1.6447022665441233,-1.6447022665441233,-1.7018612024314455,-1.7018612024314455,-1.7018612024314455
2018-10-21,-2.127631122852975,-2.127631122852975,-2.127631122852975,-1.9824481722525602,-1.9824481722525602,-1.9824481722525602,-2.0212619140075665,-2.0212619140075665,-2.0212619140075665,-1.973410563214126,-1.973410563214126,-1.973410563214126
