Date,CSOP FTSE China A50 USEtf_Open_average,CSOP FTSE China A50 USEtf_Open_max,CSOP FTSE China A50 USEtf_Open_min,CSOP FTSE China A50 USEtf_High_average,CSOP FTSE China A50 USEtf_High_max,CSOP FTSE China A50 USEtf_High_min,CSOP FTSE China A50 USEtf_Low_average,CSOP FTSE China A50 USEtf_Low_max,CSOP FTSE China A50 USEtf_Low_min,CSOP FTSE China A50 USEtf_Close_average,CSOP FTSE China A50 USEtf_Close_max,CSOP FTSE China A50 USEtf_Close_min
2018-05-27,-0.9844627415442262,-0.9844627415442262,-0.9844627415442262,-1.0416702219892813,-1.0416702219892813,-1.0416702219892813,-0.972206023825723,-0.972206023825723,-0.972206023825723,-1.0085565924306308,-1.0085565924306308,-1.0085565924306308
2018-06-03,-0.8076479916523802,-0.8076479916523802,-0.8076479916523802,-0.8721862480603594,-0.8721862480603594,-0.8721862480603594,-0.8232920054243744,-0.8232920054243744,-0.8232920054243744,-0.8175742193160072,-0.8175742193160072,-0.8175742193160072
2018-06-10,-0.881071952517373,-0.881071952517373,-0.881071952517373,-0.8953395945183814,-0.8953395945183814,-0.8953395945183814,-0.815210143696844,-0.815210143696844,-0.815210143696844,-0.8320798007261215,-0.8320798007261215,-0.8320798007261215
2018-06-17,-1.5627061305882697,-1.5627061305882697,-1.5627061305882697,-1.6239141932984802,-1.6239141932984802,-1.6239141932984802,-1.4908285426156551,-1.4908285426156551,-1.4908285426156551,-1.56471014633243,-1.56471014633243,-1.56471014633243
2018-06-24,-2.178458740537699,-2.178458740537699,-2.178458740537699,-2.1890740645717797,-2.1890740645717797,-2.1890740645717797,-2.1807089997124818,-2.1807089997124818,-2.1807089997124818,-2.208555812059454,-2.208555812059454,-2.208555812059454
2018-07-01,-2.348637136124064,-2.348637136124064,-2.348637136124064,-2.334483323478564,-2.334483323478564,-2.334483323478564,-2.365935323483364,-2.365935323483364,-2.365935323483364,-2.3124635964721643,-2.3124635964721643,-2.3124635964721643
2018-07-08,-1.7198042015152049,-1.7198042015152049,-1.7198042015152049,-1.7337171434149317,-1.7337171434149317,-1.7337171434149317,-1.721213745115525,-1.721213745115525,-1.721213745115525,-1.7433804198932445,-1.7433804198932445,-1.7433804198932445
2018-07-15,-1.6020669178714064,-1.6020669178714064,-1.6020669178714064,-1.629192158356742,-1.629192158356742,-1.629192158356742,-1.5685227651204463,-1.5685227651204463,-1.5685227651204463,-1.6103418288258353,-1.6103418288258353,-1.6103418288258353
2018-07-22,-1.395374417858769,-1.395374417858769,-1.395374417858769,-1.406716573591015,-1.406716573591015,-1.406716573591015,-1.4336215025930006,-1.4336215025930006,-1.4336215025930006,-1.4209909585119012,-1.4209909585119012,-1.4209909585119012
2018-07-29,-1.9068347128572651,-1.9068347128572651,-1.9068347128572651,-1.9120199248516445,-1.9120199248516445,-1.9120199248516445,-1.886361593807099,-1.886361593807099,-1.886361593807099,-1.909555027716345,-1.909555027716345,-1.909555027716345
2018-08-05,-1.4128244187374495,-1.4128244187374495,-1.4128244187374495,-1.433868702691514,-1.433868702691514,-1.433868702691514,-1.481946655089669,-1.481946655089669,-1.481946655089669,-1.45224957151177,-1.45224957151177,-1.45224957151177
2018-08-12,-1.8078755446642025,-1.8078755446642025,-1.8078755446642025,-1.587568686897891,-1.587568686897891,-1.587568686897891,-1.77530082413196,-1.77530082413196,-1.77530082413196,-1.5939266775770584,-1.5939266775770584,-1.5939266775770584
2018-08-19,-1.1809131393555568,-1.1809131393555568,-1.1809131393555568,-1.041184883924119,-1.041184883924119,-1.041184883924119,-1.1472330710322058,-1.1472330710322058,-1.1472330710322058,-1.024437145763788,-1.024437145763788,-1.024437145763788
2018-08-26,-1.156691708536516,-1.156691708536516,-1.156691708536516,-1.06391701672909,-1.06391701672909,-1.06391701672909,-1.123226176275285,-1.123226176275285,-1.123226176275285,-1.0707835596795552,-1.0707835596795552,-1.0707835596795552
2018-09-02,-1.1248087312344923,-1.1248087312344923,-1.1248087312344923,-1.1426820434936629,-1.1426820434936629,-1.1426820434936629,-1.2417454705698558,-1.2417454705698558,-1.2417454705698558,-1.3426119780824588,-1.3426119780824588,-1.3426119780824588
2018-09-09,-1.040666576983861,-1.040666576983861,-1.040666576983861,-1.129538751636598,-1.129538751636598,-1.129538751636598,-1.1053892476967135,-1.1053892476967135,-1.1053892476967135,-1.1931659298077093,-1.1931659298077093,-1.1931659298077093
