Date,Guggenheim Invest Frontier Markets_Open_average,Guggenheim Invest Frontier Markets_Open_max,Guggenheim Invest Frontier Markets_Open_min,Guggenheim Invest Frontier Markets_High_average,Guggenheim Invest Frontier Markets_High_max,Guggenheim Invest Frontier Markets_High_min,Guggenheim Invest Frontier Markets_Low_average,Guggenheim Invest Frontier Markets_Low_max,Guggenheim Invest Frontier Markets_Low_min,Guggenheim Invest Frontier Markets_Close_average,Guggenheim Invest Frontier Markets_Close_max,Guggenheim Invest Frontier Markets_Close_min
2018-04-08,0.6881844394193457,0.6881844394193457,0.6881844394193457,0.4408086081668174,0.4408086081668174,0.4408086081668174,0.5541142203527604,0.5541142203527604,0.5541142203527604,0.3275703584428305,0.3275703584428305,0.3275703584428305
2018-04-15,-0.29778966999448875,-0.29778966999448875,-0.29778966999448875,-0.5547017879752147,-0.5547017879752147,-0.5547017879752147,-0.1811015945748522,-0.1811015945748522,-0.1811015945748522,-0.3190303535430519,-0.3190303535430519,-0.3190303535430519
2018-04-22,-0.898401600608061,-0.898401600608061,-0.898401600608061,-0.8897904814567194,-0.8897904814567194,-0.8897904814567194,-0.5961586230850312,-0.5961586230850312,-0.5961586230850312,-0.6526300069150373,-0.6526300069150373,-0.6526300069150373
2018-04-29,-1.38587660084314,-1.38587660084314,-1.38587660084314,-1.2809474615144338,-1.2809474615144338,-1.2809474615144338,-1.1513731801593108,-1.1513731801593108,-1.1513731801593108,-1.269833258446324,-1.269833258446324,-1.269833258446324
2018-05-06,-1.3641642146362234,-1.3641642146362234,-1.3641642146362234,-1.659648102550315,-1.659648102550315,-1.659648102550315,-1.7166649872424726,-1.7166649872424726,-1.7166649872424726,-1.9091836281600685,-1.9091836281600685,-1.9091836281600685
2018-05-13,-2.159468432092847,-2.159468432092847,-2.159468432092847,-2.244220643100596,-2.244220643100596,-2.244220643100596,-2.3437030740556564,-2.3437030740556564,-2.3437030740556564,-2.397877735255989,-2.397877735255989,-2.397877735255989
2018-05-20,-2.4132228558170024,-2.4132228558170024,-2.4132228558170024,-2.3806360028087865,-2.3806360028087865,-2.3806360028087865,-2.322589316989443,-2.322589316989443,-2.322589316989443,-2.3144448653649654,-2.3144448653649654,-2.3144448653649654
2018-05-27,-1.8626768044286803,-1.8626768044286803,-1.8626768044286803,-1.8625420515031992,-1.8625420515031992,-1.8625420515031992,-1.7657616272515053,-1.7657616272515053,-1.7657616272515053,-1.7794734490686444,-1.7794734490686444,-1.7794734490686444
2018-06-03,-1.3151155103885732,-1.3151155103885732,-1.3151155103885732,-1.2950444991748384,-1.2950444991748384,-1.2950444991748384,-1.1891355340051548,-1.1891355340051548,-1.1891355340051548,-1.1850420007886189,-1.1850420007886189,-1.1850420007886189
2018-06-10,-1.4877039251697768,-1.4877039251697768,-1.4877039251697768,-1.4948328558638324,-1.4948328558638324,-1.4948328558638324,-1.5102030059521623,-1.5102030059521623,-1.5102030059521623,-1.494772579973666,-1.494772579973666,-1.494772579973666
2018-06-17,-1.4303630689306766,-1.4303630689306766,-1.4303630689306766,-1.457598574701184,-1.457598574701184,-1.457598574701184,-1.5335351405422557,-1.5335351405422557,-1.5335351405422557,-1.4795289834975447,-1.4795289834975447,-1.4795289834975447
2018-06-24,-1.3257830415649134,-1.3257830415649134,-1.3257830415649134,-1.405202298756363,-1.405202298756363,-1.405202298756363,-1.3736677703711375,-1.3736677703711375,-1.3736677703711375,-1.423236815536112,-1.423236815536112,-1.423236815536112
2018-07-01,-1.1286026511174683,-1.1286026511174683,-1.1286026511174683,-1.1011058409808272,-1.1011058409808272,-1.1011058409808272,-1.0135968280920507,-1.0135968280920507,-1.0135968280920507,-1.0072394342360473,-1.0072394342360473,-1.0072394342360473
2018-07-08,-0.9537337693862344,-0.9537337693862344,-0.9537337693862344,-0.9578479063709827,-0.9578479063709827,-0.9578479063709827,-0.9023785980893952,-0.9023785980893952,-0.9023785980893952,-0.888993824471534,-0.888993824471534,-0.888993824471534
2018-07-15,-0.649912249041754,-0.649912249041754,-0.649912249041754,-0.6915291130311457,-0.6915291130311457,-0.6915291130311457,-0.5372864883612056,-0.5372864883612056,-0.5372864883612056,-0.5566956739130182,-0.5566956739130182,-0.5566956739130182
2018-07-22,-0.20625642367188673,-0.20625642367188673,-0.20625642367188673,-0.30455839870235707,-0.30455839870235707,-0.30455839870235707,-0.19215078241400307,-0.19215078241400307,-0.19215078241400307,-0.21806386776036787,-0.21806386776036787,-0.21806386776036787
2018-07-29,-0.9235424862388238,-0.9235424862388238,-0.9235424862388238,-0.7729768297713423,-0.7729768297713423,-0.7729768297713423,-0.8154984751891732,-0.8154984751891732,-0.8154984751891732,-0.7823961027818355,-0.7823961027818355,-0.7823961027818355
2018-08-05,-1.2221940537389147,-1.2221940537389147,-1.2221940537389147,-1.3514256098157689,-1.3514256098157689,-1.3514256098157689,-1.3958382198925854,-1.3958382198925854,-1.3958382198925854,-1.4096632896605084,-1.4096632896605084,-1.4096632896605084
2018-08-12,-2.193900604763101,-2.193900604763101,-2.193900604763101,-2.189023776722639,-2.189023776722639,-2.189023776722639,-2.092707423548032,-2.092707423548032,-2.092707423548032,-2.1105424708555107,-2.1105424708555107,-2.1105424708555107
2018-08-19,-1.6221899365510168,-1.6221899365510168,-1.6221899365510168,-1.5884435666394012,-1.5884435666394012,-1.5884435666394012,-1.511000034874752,-1.511000034874752,-1.511000034874752,-1.5457734251281898,-1.5457734251281898,-1.5457734251281898
2018-08-26,-1.9991742180592302,-1.9991742180592302,-1.9991742180592302,-1.8792133783631,-1.8792133783631,-1.8792133783631,-1.8951631996403593,-1.8951631996403593,-1.8951631996403593,-1.8251145308049164,-1.8251145308049164,-1.8251145308049164
2018-09-02,-1.9059378463862675,-1.9059378463862675,-1.9059378463862675,-1.946341534093802,-1.946341534093802,-1.946341534093802,-1.9044884921519132,-1.9044884921519132,-1.9044884921519132,-1.9248722433508936,-1.9248722433508936,-1.9248722433508936
2018-09-09,-1.3262135537537654,-1.3262135537537654,-1.3262135537537654,-1.425135769865127,-1.425135769865127,-1.425135769865127,-1.370081760367914,-1.370081760367914,-1.370081760367914,-1.4039039455752405,-1.4039039455752405,-1.4039039455752405
2018-09-16,-0.4020505537733518,-0.4020505537733518,-0.4020505537733518,-0.23169563551469324,-0.23169563551469324,-0.23169563551469324,-0.2956538408311679,-0.2956538408311679,-0.2956538408311679,-0.26330830860619436,-0.26330830860619436,-0.26330830860619436
2018-09-23,-0.26547088760695126,-0.26547088760695126,-0.26547088760695126,-0.24425332360562088,-0.24425332360562088,-0.24425332360562088,-0.4758479522330515,-0.4758479522330515,-0.4758479522330515,-0.3691925412130573,-0.3691925412130573,-0.3691925412130573
