Date,FlexShares International Quality Dividend DynamicEtf_Open_average,FlexShares International Quality Dividend DynamicEtf_Open_max,FlexShares International Quality Dividend DynamicEtf_Open_min,FlexShares International Quality Dividend DynamicEtf_High_average,FlexShares International Quality Dividend DynamicEtf_High_max,FlexShares International Quality Dividend DynamicEtf_High_min,FlexShares International Quality Dividend DynamicEtf_Low_average,FlexShares International Quality Dividend DynamicEtf_Low_max,FlexShares International Quality Dividend DynamicEtf_Low_min,FlexShares International Quality Dividend DynamicEtf_Close_average,FlexShares International Quality Dividend DynamicEtf_Close_max,FlexShares International Quality Dividend DynamicEtf_Close_min
2018-05-27,-1.3393769383834393,-1.3393769383834393,-1.3393769383834393,-1.425469161855637,-1.425469161855637,-1.425469161855637,-1.255454586829585,-1.255454586829585,-1.255454586829585,-1.3419408651320612,-1.3419408651320612,-1.3419408651320612
2018-06-03,-1.1498863538113286,-1.1498863538113286,-1.1498863538113286,-1.2026309718647061,-1.2026309718647061,-1.2026309718647061,-1.1197793622777081,-1.1197793622777081,-1.1197793622777081,-1.1018026072341067,-1.1018026072341067,-1.1018026072341067
2018-06-10,-1.630881911216252,-1.630881911216252,-1.630881911216252,-1.6969250662735795,-1.6969250662735795,-1.6969250662735795,-1.6238441199145648,-1.6238441199145648,-1.6238441199145648,-1.65255978620452,-1.65255978620452,-1.65255978620452
2018-06-17,-2.478354356726208,-2.478354356726208,-2.478354356726208,-2.3731089320277854,-2.3731089320277854,-2.3731089320277854,-2.400673657729342,-2.400673657729342,-2.400673657729342,-2.476983532804948,-2.476983532804948,-2.476983532804948
2018-06-24,-2.372486539253568,-2.372486539253568,-2.372486539253568,-2.342080314186688,-2.342080314186688,-2.342080314186688,-2.386392333846909,-2.386392333846909,-2.386392333846909,-2.3946716040798104,-2.3946716040798104,-2.3946716040798104
2018-07-01,-1.854301336910323,-1.854301336910323,-1.854301336910323,-1.8154047657021093,-1.8154047657021093,-1.8154047657021093,-1.846686667539479,-1.846686667539479,-1.846686667539479,-1.8595620510246993,-1.8595620510246993,-1.8595620510246993
2018-07-08,-1.8770728250225812,-1.8770728250225812,-1.8770728250225812,-1.7983118568839505,-1.7983118568839505,-1.7983118568839505,-1.8471773143180172,-1.8471773143180172,-1.8471773143180172,-1.8294739767622528,-1.8294739767622528,-1.8294739767622528
2018-07-15,-1.7510964154636155,-1.7510964154636155,-1.7510964154636155,-1.6430708629408537,-1.6430708629408537,-1.6430708629408537,-1.7306686126175685,-1.7306686126175685,-1.7306686126175685,-1.728273811700562,-1.728273811700562,-1.728273811700562
2018-07-22,-0.9698025111233907,-0.9698025111233907,-0.9698025111233907,-0.983930525062998,-0.983930525062998,-0.983930525062998,-0.9461444440293197,-0.9461444440293197,-0.9461444440293197,-0.9601455063221055,-0.9601455063221055,-0.9601455063221055
2018-07-29,-1.1710706854139112,-1.1710706854139112,-1.1710706854139112,-1.161489010941538,-1.161489010941538,-1.161489010941538,-1.1556712897717238,-1.1556712897717238,-1.1556712897717238,-1.1693274158067268,-1.1693274158067268,-1.1693274158067268
2018-08-05,-1.646310302126634,-1.646310302126634,-1.646310302126634,-1.5537684667533167,-1.5537684667533167,-1.5537684667533167,-1.6440039653904006,-1.6440039653904006,-1.6440039653904006,-1.605463904496303,-1.605463904496303,-1.605463904496303
2018-08-12,-1.721889650001262,-1.721889650001262,-1.721889650001262,-1.6500707817513471,-1.6500707817513471,-1.6500707817513471,-1.7492537120015075,-1.7492537120015075,-1.7492537120015075,-1.7167178986049472,-1.7167178986049472,-1.7167178986049472
2018-08-19,-1.2112242418688712,-1.2112242418688712,-1.2112242418688712,-1.1822397538271956,-1.1822397538271956,-1.1822397538271956,-1.2607233536692086,-1.2607233536692086,-1.2607233536692086,-1.2710069463806097,-1.2710069463806097,-1.2710069463806097
