Date,PowerShares Variable Rate Investment GradeEtf_Open_average,PowerShares Variable Rate Investment GradeEtf_Open_max,PowerShares Variable Rate Investment GradeEtf_Open_min,PowerShares Variable Rate Investment GradeEtf_High_average,PowerShares Variable Rate Investment GradeEtf_High_max,PowerShares Variable Rate Investment GradeEtf_High_min,PowerShares Variable Rate Investment GradeEtf_Low_average,PowerShares Variable Rate Investment GradeEtf_Low_max,PowerShares Variable Rate Investment GradeEtf_Low_min,PowerShares Variable Rate Investment GradeEtf_Close_average,PowerShares Variable Rate Investment GradeEtf_Close_max,PowerShares Variable Rate Investment GradeEtf_Close_min
2018-05-27,-0.9169914547519942,-0.9169914547519942,-0.9169914547519942,-0.9951734102749334,-0.9951734102749334,-0.9951734102749334,-0.5794085654477681,-0.5794085654477681,-0.5794085654477681,-0.6113677222452182,-0.6113677222452182,-0.6113677222452182
2018-06-03,-1.1279584492874428,-1.1279584492874428,-1.1279584492874428,-0.9399338603474061,-0.9399338603474061,-0.9399338603474061,-0.5094387349039029,-0.5094387349039029,-0.5094387349039029,-0.5393348713716456,-0.5393348713716456,-0.5393348713716456
2018-06-10,-0.21146304319182085,-0.21146304319182085,-0.21146304319182085,-0.5841764595757378,-0.5841764595757378,-0.5841764595757378,-0.12895812086314604,-0.12895812086314604,-0.12895812086314604,-0.15180850471046367,-0.15180850471046367,-0.15180850471046367
2018-06-17,-2.06655321776016,-2.06655321776016,-2.06655321776016,-2.3295725341330025,-2.3295725341330025,-2.3295725341330025,-2.151824214108948,-2.151824214108948,-2.151824214108948,-2.1406800140707216,-2.1406800140707216,-2.1406800140707216
2018-06-24,-1.7812705861788258,-1.7812705861788258,-1.7812705861788258,-1.9775299394677444,-1.9775299394677444,-1.9775299394677444,-1.9473740378193347,-1.9473740378193347,-1.9473740378193347,-1.8695190160443576,-1.8695190160443576,-1.8695190160443576
2018-07-01,-1.3434770583384863,-1.3434770583384863,-1.3434770583384863,-1.515118833638549,-1.515118833638549,-1.515118833638549,-1.4595620182577347,-1.4595620182577347,-1.4595620182577347,-1.6297768593728854,-1.6297768593728854,-1.6297768593728854
2018-07-08,-0.5107527658227164,-0.5107527658227164,-0.5107527658227164,-0.44812907976517774,-0.44812907976517774,-0.44812907976517774,-0.2849501380884125,-0.2849501380884125,-0.2849501380884125,-0.23596262709836083,-0.23596262709836083,-0.23596262709836083
2018-07-15,0.03960453935724563,0.03960453935724563,0.03960453935724563,-0.1549737201353364,-0.1549737201353364,-0.1549737201353364,0.27015479550580057,0.27015479550580057,0.27015479550580057,0.05567324854538627,0.05567324854538627,0.05567324854538627
2018-07-22,-0.67452267783361,-0.67452267783361,-0.67452267783361,-0.8408190912354658,-0.8408190912354658,-0.8408190912354658,-1.040619651434184,-1.040619651434184,-1.040619651434184,-0.7008586680147694,-0.7008586680147694,-0.7008586680147694
2018-07-29,-0.05758368975976504,-0.05758368975976504,-0.05758368975976504,-0.2472244657340969,-0.2472244657340969,-0.2472244657340969,-0.4158970304058012,-0.4158970304058012,-0.4158970304058012,-0.07418932281626443,-0.07418932281626443,-0.07418932281626443
