Date,Renaissance International IPO_Open_average,Renaissance International IPO_Open_max,Renaissance International IPO_Open_min,Renaissance International IPO_High_average,Renaissance International IPO_High_max,Renaissance International IPO_High_min,Renaissance International IPO_Low_average,Renaissance International IPO_Low_max,Renaissance International IPO_Low_min,Renaissance International IPO_Close_average,Renaissance International IPO_Close_max,Renaissance International IPO_Close_min
2018-04-08,-0.58847947398991,-0.58847947398991,-0.58847947398991,0.5769237081641349,0.5769237081641349,0.5769237081641349,-0.4966582611287876,-0.4966582611287876,-0.4966582611287876,0.503356773736829,0.503356773736829,0.503356773736829
2018-04-15,-0.8236921429722707,-0.8236921429722707,-0.8236921429722707,-0.9322373961811313,-0.9322373961811313,-0.9322373961811313,-1.3134430334449272,-1.3134430334449272,-1.3134430334449272,-1.395584915983512,-1.395584915983512,-1.395584915983512
2018-04-22,-2.2681599198982902,-2.2681599198982902,-2.2681599198982902,-1.9815940440115503,-1.9815940440115503,-1.9815940440115503,-2.216827462389567,-2.216827462389567,-2.216827462389567,-1.892228354860591,-1.892228354860591,-1.892228354860591
2018-04-29,-2.22298407784955,-2.22298407784955,-2.22298407784955,-2.3472487943064406,-2.3472487943064406,-2.3472487943064406,-2.2511336467479897,-2.2511336467479897,-2.2511336467479897,-2.390875634170824,-2.390875634170824,-2.390875634170824
2018-05-06,-1.6408448746737279,-1.6408448746737279,-1.6408448746737279,-1.7587011465241946,-1.7587011465241946,-1.7587011465241946,-1.6426050399361363,-1.6426050399361363,-1.6426050399361363,-1.7395741302704208,-1.7395741302704208,-1.7395741302704208
2018-05-13,-1.5239932633537183,-1.5239932633537183,-1.5239932633537183,-1.6016175752027815,-1.6016175752027815,-1.6016175752027815,-1.5654479564324606,-1.5654479564324606,-1.5654479564324606,-1.6269066395866905,-1.6269066395866905,-1.6269066395866905
2018-05-20,-1.424523536489553,-1.424523536489553,-1.424523536489553,-1.4182193112417718,-1.4182193112417718,-1.4182193112417718,-1.4011960911887171,-1.4011960911887171,-1.4011960911887171,-1.381090166415109,-1.381090166415109,-1.381090166415109
2018-05-27,-1.2306853259968429,-1.2306853259968429,-1.2306853259968429,-1.0359252855195027,-1.0359252855195027,-1.0359252855195027,-1.2102719980134575,-1.2102719980134575,-1.2102719980134575,-0.9945379422054914,-0.9945379422054914,-0.9945379422054914
2018-06-03,-0.6648683701229522,-0.6648683701229522,-0.6648683701229522,-0.7639835463489224,-0.7639835463489224,-0.7639835463489224,-0.6260090515654954,-0.6260090515654954,-0.6260090515654954,-0.7198619901040578,-0.7198619901040578,-0.7198619901040578
2018-06-10,-1.4455463401437094,-1.4455463401437094,-1.4455463401437094,-1.5048808125661526,-1.5048808125661526,-1.5048808125661526,-1.4307335247510078,-1.4307335247510078,-1.4307335247510078,-1.4892266273965729,-1.4892266273965729,-1.4892266273965729
2018-06-17,-1.4020106759775093,-1.4020106759775093,-1.4020106759775093,-1.4292195039300761,-1.4292195039300761,-1.4292195039300761,-1.40067362310638,-1.40067362310638,-1.40067362310638,-1.4282417288034353,-1.4282417288034353,-1.4282417288034353
2018-06-24,-1.5600162593176672,-1.5600162593176672,-1.5600162593176672,-1.189949958220451,-1.189949958220451,-1.189949958220451,-1.5796719936607124,-1.5796719936607124,-1.5796719936607124,-1.1952046934127385,-1.1952046934127385,-1.1952046934127385
2018-07-01,-1.2551854361901764,-1.2551854361901764,-1.2551854361901764,-1.3174948385182041,-1.3174948385182041,-1.3174948385182041,-1.6300267658976906,-1.6300267658976906,-1.6300267658976906,-1.6732878958239163,-1.6732878958239163,-1.6732878958239163
2018-07-08,-1.2785935080279467,-1.2785935080279467,-1.2785935080279467,-1.4162829252724949,-1.4162829252724949,-1.4162829252724949,-1.2188134401752273,-1.2188134401752273,-1.2188134401752273,-1.3410180162696035,-1.3410180162696035,-1.3410180162696035
2018-07-15,-1.4953679340647879,-1.4953679340647879,-1.4953679340647879,-1.5893635589571966,-1.5893635589571966,-1.5893635589571966,-1.5310275638734077,-1.5310275638734077,-1.5310275638734077,-1.6053988282352454,-1.6053988282352454,-1.6053988282352454
