Date,PowerShares DB Silver_Open_average,PowerShares DB Silver_Open_max,PowerShares DB Silver_Open_min,PowerShares DB Silver_High_average,PowerShares DB Silver_High_max,PowerShares DB Silver_High_min,PowerShares DB Silver_Low_average,PowerShares DB Silver_Low_max,PowerShares DB Silver_Low_min,PowerShares DB Silver_Close_average,PowerShares DB Silver_Close_max,PowerShares DB Silver_Close_min
2018-04-08,-0.10895735917905558,-0.10895735917905558,-0.10895735917905558,-0.1455279640655573,-0.1455279640655573,-0.1455279640655573,0.021920978469580178,0.021920978469580178,0.021920978469580178,-0.002036258714859031,-0.002036258714859031,-0.002036258714859031
2018-04-15,-0.009245538328626002,-0.009245538328626002,-0.009245538328626002,-0.022882975661791136,-0.022882975661791136,-0.022882975661791136,-0.02728247611125095,-0.02728247611125095,-0.02728247611125095,-0.05585928769388285,-0.05585928769388285,-0.05585928769388285
2018-04-22,-2.317972444529249,-2.317972444529249,-2.317972444529249,-2.088483380842319,-2.088483380842319,-2.088483380842319,-2.0326795175544823,-2.0326795175544823,-2.0326795175544823,-1.923047607656488,-1.923047607656488,-1.923047607656488
2018-04-29,-1.1096658656793048,-1.1096658656793048,-1.1096658656793048,-1.1849806346424507,-1.1849806346424507,-1.1849806346424507,-0.9060859911842661,-0.9060859911842661,-0.9060859911842661,-1.0480103299827763,-1.0480103299827763,-1.0480103299827763
2018-05-06,1.1611946018392756,1.1611946018392756,1.1611946018392756,1.1571579181259002,1.1571579181259002,1.1571579181259002,1.322999784884124,1.322999784884124,1.322999784884124,1.4220258205821452,1.4220258205821452,1.4220258205821452
2018-05-13,-0.5709293078253683,-0.5709293078253683,-0.5709293078253683,-0.6369041087816105,-0.6369041087816105,-0.6369041087816105,-0.4730994884787097,-0.4730994884787097,-0.4730994884787097,-0.567873114897445,-0.567873114897445,-0.567873114897445
2018-05-20,-1.0345225769997626,-1.0345225769997626,-1.0345225769997626,-1.1015357861384458,-1.1015357861384458,-1.1015357861384458,-0.8545001746506925,-0.8545001746506925,-0.8545001746506925,-0.9588720630187628,-0.9588720630187628,-0.9588720630187628
2018-05-27,-1.1193927417416876,-1.1193927417416876,-1.1193927417416876,-1.177736654566587,-1.177736654566587,-1.177736654566587,-0.9949331882612983,-0.9949331882612983,-0.9949331882612983,-1.0950261800284726,-1.0950261800284726,-1.0950261800284726
2018-06-03,1.4668994072746429,1.4668994072746429,1.4668994072746429,1.4482280769192715,1.4482280769192715,1.4482280769192715,1.5223730127715889,1.5223730127715889,1.5223730127715889,1.5214191717457248,1.5214191717457248,1.5214191717457248
2018-06-10,-0.32612146492842564,-0.32612146492842564,-0.32612146492842564,-0.37265262588359344,-0.37265262588359344,-0.37265262588359344,-0.28709078775206665,-0.28709078775206665,-0.28709078775206665,-0.3316096322667146,-0.3316096322667146,-0.3316096322667146
2018-06-17,-1.3047128408157864,-1.3047128408157864,-1.3047128408157864,-1.3601840458461254,-1.3601840458461254,-1.3601840458461254,-1.299074012961964,-1.299074012961964,-1.299074012961964,-1.3558956625228302,-1.3558956625228302,-1.3558956625228302
2018-06-24,-2.4359762451422156,-2.4359762451422156,-2.4359762451422156,-2.466575426940819,-2.466575426940819,-2.466575426940819,-2.454830769053346,-2.454830769053346,-2.454830769053346,-2.4872340606007484,-2.4872340606007484,-2.4872340606007484
2018-07-01,-1.1382201561727965,-1.1382201561727965,-1.1382201561727965,-1.1224856203022182,-1.1224856203022182,-1.1224856203022182,-1.1296689053713453,-1.1296689053713453,-1.1296689053713453,-1.113600655241652,-1.113600655241652,-1.113600655241652
2018-07-08,-1.8807872587463372,-1.8807872587463372,-1.8807872587463372,-1.8872511555250044,-1.8872511555250044,-1.8872511555250044,-1.9177573152129104,-1.9177573152129104,-1.9177573152129104,-1.8896024003280023,-1.8896024003280023,-1.8896024003280023
2018-07-15,-2.211391376726677,-2.211391376726677,-2.211391376726677,-2.2231182444076194,-2.2231182444076194,-2.2231182444076194,-2.1944184285680883,-2.1944184285680883,-2.1944184285680883,-2.2196429835403935,-2.2196429835403935,-2.2196429835403935
2018-07-22,-1.5489557347443332,-1.5489557347443332,-1.5489557347443332,-1.4839188463071462,-1.4839188463071462,-1.4839188463071462,-1.5386349403162312,-1.5386349403162312,-1.5386349403162312,-1.5496159526257443,-1.5496159526257443,-1.5496159526257443
2018-07-29,-1.5427085317169023,-1.5427085317169023,-1.5427085317169023,-1.5635919797317994,-1.5635919797317994,-1.5635919797317994,-1.535359944024184,-1.535359944024184,-1.535359944024184,-1.5429335122516747,-1.5429335122516747,-1.5429335122516747
2018-08-05,-1.4421465906309763,-1.4421465906309763,-1.4421465906309763,-1.4601910012836248,-1.4601910012836248,-1.4601910012836248,-1.5630833067979828,-1.5630833067979828,-1.5630833067979828,-1.5538022618631098,-1.5538022618631098,-1.5538022618631098
2018-08-12,-1.8607417103743344,-1.8607417103743344,-1.8607417103743344,-1.8736972248572754,-1.8736972248572754,-1.8736972248572754,-1.8207424073015155,-1.8207424073015155,-1.8207424073015155,-1.8298590520183549,-1.8298590520183549,-1.8298590520183549
2018-08-19,-1.452874258155417,-1.452874258155417,-1.452874258155417,-1.4614656600350366,-1.4614656600350366,-1.4614656600350366,-1.4258888618442993,-1.4258888618442993,-1.4258888618442993,-1.4320133455820425,-1.4320133455820425,-1.4320133455820425
2018-08-26,-1.4939658843663368,-1.4939658843663368,-1.4939658843663368,-1.4997711631756363,-1.4997711631756363,-1.4997711631756363,-1.4732440662628628,-1.4732440662628628,-1.4732440662628628,-1.4772896246557132,-1.4772896246557132,-1.4772896246557132
2018-09-02,-1.714837651459735,-1.714837651459735,-1.714837651459735,-1.6693073812293961,-1.6693073812293961,-1.6693073812293961,-1.6994813344431083,-1.6994813344431083,-1.6994813344431083,-1.6526254188886322,-1.6526254188886322,-1.6526254188886322
2018-09-09,-1.4458979187827734,-1.4458979187827734,-1.4458979187827734,-1.4641609358397314,-1.4641609358397314,-1.4641609358397314,-1.4357108488556956,-1.4357108488556956,-1.4357108488556956,-1.4532298535204047,-1.4532298535204047,-1.4532298535204047
