Date,iShares Edge MSCI Multifactor IntlEtf_Open_average,iShares Edge MSCI Multifactor IntlEtf_Open_max,iShares Edge MSCI Multifactor IntlEtf_Open_min,iShares Edge MSCI Multifactor IntlEtf_High_average,iShares Edge MSCI Multifactor IntlEtf_High_max,iShares Edge MSCI Multifactor IntlEtf_High_min,iShares Edge MSCI Multifactor IntlEtf_Low_average,iShares Edge MSCI Multifactor IntlEtf_Low_max,iShares Edge MSCI Multifactor IntlEtf_Low_min,iShares Edge MSCI Multifactor IntlEtf_Close_average,iShares Edge MSCI Multifactor IntlEtf_Close_max,iShares Edge MSCI Multifactor IntlEtf_Close_min
2018-05-27,-0.30456443506533015,-0.30456443506533015,-0.30456443506533015,-0.41951708721339537,-0.41951708721339537,-0.41951708721339537,-0.19765737616151285,-0.19765737616151285,-0.19765737616151285,-0.3108827517797637,-0.3108827517797637,-0.3108827517797637
2018-06-03,0.25176125002333416,0.25176125002333416,0.25176125002333416,0.15767846678207365,0.15767846678207365,0.15767846678207365,0.30202658504004365,0.30202658504004365,0.30202658504004365,0.21615412260454475,0.21615412260454475,0.21615412260454475
2018-06-10,-0.26161013171689534,-0.26161013171689534,-0.26161013171689534,-0.5061098822155985,-0.5061098822155985,-0.5061098822155985,-0.27453230765471165,-0.27453230765471165,-0.27453230765471165,-0.30546184619522976,-0.30546184619522976,-0.30546184619522976
2018-06-17,-2.1950278458080383,-2.1950278458080383,-2.1950278458080383,-2.4008450567544157,-2.4008450567544157,-2.4008450567544157,-1.901051595629423,-1.901051595629423,-1.901051595629423,-2.1669445926102813,-2.1669445926102813,-2.1669445926102813
2018-06-24,-2.7081873955141016,-2.7081873955141016,-2.7081873955141016,-2.6638287051186147,-2.6638287051186147,-2.6638287051186147,-2.4661037486013315,-2.4661037486013315,-2.4661037486013315,-2.5605803146407804,-2.5605803146407804,-2.5605803146407804
2018-07-01,-2.214414950310731,-2.214414950310731,-2.214414950310731,-2.172179421654591,-2.172179421654591,-2.172179421654591,-2.0752756198794144,-2.0752756198794144,-2.0752756198794144,-1.9774251957931295,-1.9774251957931295,-1.9774251957931295
2018-07-08,-1.7689363219826588,-1.7689363219826588,-1.7689363219826588,-1.776694062836866,-1.776694062836866,-1.776694062836866,-1.6232400711555728,-1.6232400711555728,-1.6232400711555728,-1.5887466008206053,-1.5887466008206053,-1.5887466008206053
2018-07-15,-1.3933236009348904,-1.3933236009348904,-1.3933236009348904,-1.377790330784362,-1.377790330784362,-1.377790330784362,-1.2721294404254908,-1.2721294404254908,-1.2721294404254908,-1.2740451768071994,-1.2740451768071994,-1.2740451768071994
2018-07-22,-0.6390389648952034,-0.6390389648952034,-0.6390389648952034,-0.6646145956508188,-0.6646145956508188,-0.6646145956508188,-0.6539185719735705,-0.6539185719735705,-0.6539185719735705,-0.7816008822742875,-0.7816008822742875,-0.7816008822742875
2018-07-29,-1.1815480390130253,-1.1815480390130253,-1.1815480390130253,-1.1769023534178762,-1.1769023534178762,-1.1769023534178762,-1.087275214526379,-1.087275214526379,-1.087275214526379,-1.0272564389235956,-1.0272564389235956,-1.0272564389235956
2018-08-05,-1.6286172685395897,-1.6286172685395897,-1.6286172685395897,-1.7531391621793835,-1.7531391621793835,-1.7531391621793835,-1.6887096174184797,-1.6887096174184797,-1.6887096174184797,-1.6890494030166485,-1.6890494030166485,-1.6890494030166485
2018-08-12,-1.8406289627615378,-1.8406289627615378,-1.8406289627615378,-1.698907047464097,-1.698907047464097,-1.698907047464097,-1.7628977212119028,-1.7628977212119028,-1.7628977212119028,-1.6907505460730392,-1.6907505460730392,-1.6907505460730392
2018-08-19,-1.1613657688503665,-1.1613657688503665,-1.1613657688503665,-1.1390765999251828,-1.1390765999251828,-1.1390765999251828,-1.0992597888294,-1.0992597888294,-1.0992597888294,-1.118326532263357,-1.118326532263357,-1.118326532263357
2018-08-26,-0.796350591218123,-0.796350591218123,-0.796350591218123,-0.8533777414164317,-0.8533777414164317,-0.8533777414164317,-0.9128460562359183,-0.9128460562359183,-0.9128460562359183,-0.8870411877085581,-0.8870411877085581,-0.8870411877085581
2018-09-02,-1.5485362695322547,-1.5485362695322547,-1.5485362695322547,-1.5533393833209064,-1.5533393833209064,-1.5533393833209064,-1.5867512847291987,-1.5867512847291987,-1.5867512847291987,-1.6315908284050882,-1.6315908284050882,-1.6315908284050882
2018-09-09,-0.7763413675810464,-0.7763413675810464,-0.7763413675810464,-0.7785739367673062,-0.7785739367673062,-0.7785739367673062,-0.8040017201577139,-0.8040017201577139,-0.8040017201577139,-0.7972361764882574,-0.7972361764882574,-0.7972361764882574
2018-09-16,0.1994867546735471,0.1994867546735471,0.1994867546735471,0.14667795452090504,0.14667795452090504,0.14667795452090504,0.1757863283325341,0.1757863283325341,0.1757863283325341,0.20460375172504064,0.20460375172504064,0.20460375172504064
2018-09-23,-0.03576793988156888,-0.03576793988156888,-0.03576793988156888,-0.007683313332094989,-0.007683313332094989,-0.007683313332094989,-0.03886527148930695,-0.03886527148930695,-0.03886527148930695,-0.11175349416666389,-0.11175349416666389,-0.11175349416666389
2018-09-30,-0.7068848749303749,-0.7068848749303749,-0.7068848749303749,-0.8034098061983218,-0.8034098061983218,-0.8034098061983218,-0.801638437851051,-0.801638437851051,-0.801638437851051,-0.870015874448872,-0.870015874448872,-0.870015874448872
2018-10-07,-1.9735482910924818,-1.9735482910924818,-1.9735482910924818,-2.1341155276780324,-2.1341155276780324,-2.1341155276780324,-2.268967708947792,-2.268967708947792,-2.268967708947792,-2.1563357791037223,-2.1563357791037223,-2.1563357791037223
2018-10-14,-2.1549622978549174,-2.1549622978549174,-2.1549622978549174,-2.1604207172298273,-2.1604207172298273,-2.1604207172298273,-2.064176113717597,-2.064176113717597,-2.064176113717597,-2.1960075983374687,-2.1960075983374687,-2.1960075983374687
2018-10-21,-2.834210734335667,-2.834210734335667,-2.834210734335667,-2.737941597628695,-2.737941597628695,-2.737941597628695,-2.8922797004234932,-2.8922797004234932,-2.8922797004234932,-2.7241441202757337,-2.7241441202757337,-2.7241441202757337
2018-10-28,-1.3758521441407001,-1.3758521441407001,-1.3758521441407001,-1.4570515184176744,-1.4570515184176744,-1.4570515184176744,-1.5274532983385691,-1.5274532983385691,-1.5274532983385691,-1.561027745317398,-1.561027745317398,-1.561027745317398
2018-11-04,-1.4647964515398257,-1.4647964515398257,-1.4647964515398257,-1.5814831515927044,-1.5814831515927044,-1.5814831515927044,-1.4611583890464694,-1.4611583890464694,-1.4611583890464694,-1.5650467428167327,-1.5650467428167327,-1.5650467428167327
2018-11-11,-1.621231074429982,-1.621231074429982,-1.621231074429982,-1.5842628990137266,-1.5842628990137266,-1.5842628990137266,-1.4660266277963034,-1.4660266277963034,-1.4660266277963034,-1.4591060552845239,-1.4591060552845239,-1.4591060552845239
2018-11-18,-1.7884614976172606,-1.7884614976172606,-1.7884614976172606,-1.822923254767078,-1.822923254767078,-1.822923254767078,-1.655199810941244,-1.655199810941244,-1.655199810941244,-1.7583878113236502,-1.7583878113236502,-1.7583878113236502
