Date,iShares International Preferred Stock_Open_average,iShares International Preferred Stock_Open_max,iShares International Preferred Stock_Open_min,iShares International Preferred Stock_High_average,iShares International Preferred Stock_High_max,iShares International Preferred Stock_High_min,iShares International Preferred Stock_Low_average,iShares International Preferred Stock_Low_max,iShares International Preferred Stock_Low_min,iShares International Preferred Stock_Close_average,iShares International Preferred Stock_Close_max,iShares International Preferred Stock_Close_min
2018-04-08,-0.5159637040345223,-0.5159637040345223,-0.5159637040345223,-0.37019416867717553,-0.37019416867717553,-0.37019416867717553,-0.35106146975199887,-0.35106146975199887,-0.35106146975199887,-0.19966536807395582,-0.19966536807395582,-0.19966536807395582
2018-04-15,-0.10816475043157933,-0.10816475043157933,-0.10816475043157933,-0.25934162575332037,-0.25934162575332037,-0.25934162575332037,-0.5017884194032425,-0.5017884194032425,-0.5017884194032425,-0.6021200429219036,-0.6021200429219036,-0.6021200429219036
2018-04-22,-0.4903804955650947,-0.4903804955650947,-0.4903804955650947,-0.5442695377987479,-0.5442695377987479,-0.5442695377987479,-0.5012440548051258,-0.5012440548051258,-0.5012440548051258,-0.6018102965784938,-0.6018102965784938,-0.6018102965784938
2018-04-29,-0.5329128368088656,-0.5329128368088656,-0.5329128368088656,-0.5492553876906255,-0.5492553876906255,-0.5492553876906255,-0.38568112798605103,-0.38568112798605103,-0.38568112798605103,-0.4261077507147089,-0.4261077507147089,-0.4261077507147089
2018-05-06,0.607376433387705,0.607376433387705,0.607376433387705,0.6705100437569197,0.6705100437569197,0.6705100437569197,0.4853597668905389,0.4853597668905389,0.4853597668905389,0.3260140307571646,0.3260140307571646,0.3260140307571646
2018-05-13,0.38412088906263714,0.38412088906263714,0.38412088906263714,0.0979992856270154,0.0979992856270154,0.0979992856270154,0.1310236678464535,0.1310236678464535,0.1310236678464535,0.5923550261359385,0.5923550261359385,0.5923550261359385
2018-05-20,-1.3684057959048945,-1.3684057959048945,-1.3684057959048945,-1.2790230298551706,-1.2790230298551706,-1.2790230298551706,-1.3087684953692618,-1.3087684953692618,-1.3087684953692618,-1.2564071178302096,-1.2564071178302096,-1.2564071178302096
2018-05-27,-1.6376214337051418,-1.6376214337051418,-1.6376214337051418,-1.6180260653774774,-1.6180260653774774,-1.6180260653774774,-1.3983565485303382,-1.3983565485303382,-1.3983565485303382,-1.0325716299563565,-1.0325716299563565,-1.0325716299563565
2018-06-03,-1.3201702438936262,-1.3201702438936262,-1.3201702438936262,-1.4920639484468483,-1.4920639484468483,-1.4920639484468483,-1.6491515162487116,-1.6491515162487116,-1.6491515162487116,-1.505744761876968,-1.505744761876968,-1.505744761876968
2018-06-10,-2.3732826685330144,-2.3732826685330144,-2.3732826685330144,-2.314356735050553,-2.314356735050553,-2.314356735050553,-2.192512511050076,-2.192512511050076,-2.192512511050076,-2.157412656288352,-2.157412656288352,-2.157412656288352
2018-06-17,-2.0983201466292445,-2.0983201466292445,-2.0983201466292445,-2.0897129047375285,-2.0897129047375285,-2.0897129047375285,-2.0464990368572256,-2.0464990368572256,-2.0464990368572256,-2.0336822745966474,-2.0336822745966474,-2.0336822745966474
2018-06-24,-1.7549392512774329,-1.7549392512774329,-1.7549392512774329,-1.5547645714693006,-1.5547645714693006,-1.5547645714693006,-1.747139260622075,-1.747139260622075,-1.747139260622075,-1.708461443827001,-1.708461443827001,-1.708461443827001
