Date,iShares Int Div Grwth_Open_average,iShares Int Div Grwth_Open_max,iShares Int Div Grwth_Open_min,iShares Int Div Grwth_High_average,iShares Int Div Grwth_High_max,iShares Int Div Grwth_High_min,iShares Int Div Grwth_Low_average,iShares Int Div Grwth_Low_max,iShares Int Div Grwth_Low_min,iShares Int Div Grwth_Close_average,iShares Int Div Grwth_Close_max,iShares Int Div Grwth_Close_min
2018-04-08,-0.4249003675883282,-0.4249003675883282,-0.4249003675883282,-0.6418381408150482,-0.6418381408150482,-0.6418381408150482,-0.15040399853514036,-0.15040399853514036,-0.15040399853514036,-0.3373606915081342,-0.3373606915081342,-0.3373606915081342
2018-04-15,-0.7173882919008909,-0.7173882919008909,-0.7173882919008909,-0.45712639497964574,-0.45712639497964574,-0.45712639497964574,-0.49569600147889925,-0.49569600147889925,-0.49569600147889925,-0.7855416974108784,-0.7855416974108784,-0.7855416974108784
2018-04-22,-0.5831472121287197,-0.5831472121287197,-0.5831472121287197,-0.9536538565740086,-0.9536538565740086,-0.9536538565740086,-0.25375924089822194,-0.25375924089822194,-0.25375924089822194,-0.7100955046168888,-0.7100955046168888,-0.7100955046168888
2018-04-29,-0.3397097953801001,-0.3397097953801001,-0.3397097953801001,-0.9186116233674045,-0.9186116233674045,-0.9186116233674045,-0.21538960615730368,-0.21538960615730368,-0.21538960615730368,-0.4733428754981114,-0.4733428754981114,-0.4733428754981114
2018-05-06,0.6724301404338896,0.6724301404338896,0.6724301404338896,0.4703022657655569,0.4703022657655569,0.4703022657655569,0.7334090919302877,0.7334090919302877,0.7334090919302877,0.7461584842616649,0.7461584842616649,0.7461584842616649
2018-05-13,0.5536573297336873,0.5536573297336873,0.5536573297336873,0.35059798100205014,0.35059798100205014,0.35059798100205014,0.6456958397980128,0.6456958397980128,0.6456958397980128,0.5275428127589928,0.5275428127589928,0.5275428127589928
2018-05-20,-0.03574610399256222,-0.03574610399256222,-0.03574610399256222,-0.6708799195278288,-0.6708799195278288,-0.6708799195278288,0.22589649246896673,0.22589649246896673,0.22589649246896673,-0.07824114084782346,-0.07824114084782346,-0.07824114084782346
2018-05-27,-0.2666280116987131,-0.2666280116987131,-0.2666280116987131,0.4353658201706913,0.4353658201706913,0.4353658201706913,-0.07720377447156375,-0.07720377447156375,-0.07720377447156375,-0.10264070785028988,-0.10264070785028988,-0.10264070785028988
2018-06-03,-0.2728978592345559,-0.2728978592345559,-0.2728978592345559,-0.7343910253477608,-0.7343910253477608,-0.7343910253477608,-0.30068423133646277,-0.30068423133646277,-0.30068423133646277,-0.0202506337914828,-0.0202506337914828,-0.0202506337914828
2018-06-10,-2.3967114727554995,-2.3967114727554995,-2.3967114727554995,-2.10565933602961,-2.10565933602961,-2.10565933602961,-1.331210812333327,-1.331210812333327,-1.331210812333327,-1.707385674958993,-1.707385674958993,-1.707385674958993
2018-06-17,-2.7540907670142785,-2.7540907670142785,-2.7540907670142785,-2.571554950956521,-2.571554950956521,-2.571554950956521,-2.6345655680925755,-2.6345655680925755,-2.6345655680925755,-2.7971454744154327,-2.7971454744154327,-2.7971454744154327
2018-06-24,-2.1290521867459513,-2.1290521867459513,-2.1290521867459513,-2.201910689927327,-2.201910689927327,-2.201910689927327,-2.0719787840729706,-2.0719787840729706,-2.0719787840729706,-2.082323016951453,-2.082323016951453,-2.082323016951453
