Date,VanEck Merk Gold Trust_Open_average,VanEck Merk Gold Trust_Open_max,VanEck Merk Gold Trust_Open_min,VanEck Merk Gold Trust_High_average,VanEck Merk Gold Trust_High_max,VanEck Merk Gold Trust_High_min,VanEck Merk Gold Trust_Low_average,VanEck Merk Gold Trust_Low_max,VanEck Merk Gold Trust_Low_min,VanEck Merk Gold Trust_Close_average,VanEck Merk Gold Trust_Close_max,VanEck Merk Gold Trust_Close_min
2018-04-08,1.077210969754744,1.077210969754744,1.077210969754744,0.9496917955178729,0.9496917955178729,0.9496917955178729,1.1846270673856958,1.1846270673856958,1.1846270673856958,0.9676941298817453,0.9676941298817453,0.9676941298817453
2018-04-15,-0.6735105245478984,-0.6735105245478984,-0.6735105245478984,-0.9146924642442479,-0.9146924642442479,-0.9146924642442479,-0.6819022354857466,-0.6819022354857466,-0.6819022354857466,-0.7615122315261147,-0.7615122315261147,-0.7615122315261147
2018-04-22,-1.3402599341596972,-1.3402599341596972,-1.3402599341596972,-1.1739793118914637,-1.1739793118914637,-1.1739793118914637,-1.3874834730912426,-1.3874834730912426,-1.3874834730912426,-1.3950781481040124,-1.3950781481040124,-1.3950781481040124
2018-04-29,-1.1408604471044743,-1.1408604471044743,-1.1408604471044743,-1.2970962792275111,-1.2970962792275111,-1.2970962792275111,-1.1172284702398614,-1.1172284702398614,-1.1172284702398614,-1.1833527730157316,-1.1833527730157316,-1.1833527730157316
2018-05-06,-0.6534505847265022,-0.6534505847265022,-0.6534505847265022,-0.8852212674956322,-0.8852212674956322,-0.8852212674956322,-0.9133800691989687,-0.9133800691989687,-0.9133800691989687,-1.1593708996539491,-1.1593708996539491,-1.1593708996539491
2018-05-13,-2.1753441622252048,-2.1753441622252048,-2.1753441622252048,-2.11620485388253,-2.11620485388253,-2.11620485388253,-2.0980357644511662,-2.0980357644511662,-2.0980357644511662,-2.063450238716974,-2.063450238716974,-2.063450238716974
2018-05-20,-1.0200369446763853,-1.0200369446763853,-1.0200369446763853,-1.1808345515495309,-1.1808345515495309,-1.1808345515495309,-1.1572036591529584,-1.1572036591529584,-1.1572036591529584,-1.3169432713181086,-1.3169432713181086,-1.3169432713181086
2018-05-27,-1.2758658961637666,-1.2758658961637666,-1.2758658961637666,-1.3853917408460632,-1.3853917408460632,-1.3853917408460632,-1.4088568494980673,-1.4088568494980673,-1.4088568494980673,-1.515426092588494,-1.515426092588494,-1.515426092588494
2018-06-03,-0.981005101621076,-0.981005101621076,-0.981005101621076,-0.9885336094784025,-0.9885336094784025,-0.9885336094784025,-0.9219393999883843,-0.9219393999883843,-0.9219393999883843,-0.9283981241488373,-0.9283981241488373,-0.9283981241488373
2018-06-10,-1.5842503176453266,-1.5842503176453266,-1.5842503176453266,-1.6058639353316881,-1.6058639353316881,-1.6058639353316881,-1.582847847667649,-1.582847847667649,-1.582847847667649,-1.5870075140230506,-1.5870075140230506,-1.5870075140230506
2018-06-17,-1.8339100743365793,-1.8339100743365793,-1.8339100743365793,-1.8284148061452716,-1.8284148061452716,-1.8284148061452716,-1.8018395508122151,-1.8018395508122151,-1.8018395508122151,-1.7975198605704399,-1.7975198605704399,-1.7975198605704399
2018-06-24,-2.0071821821518947,-2.0071821821518947,-2.0071821821518947,-2.0055502294778202,-2.0055502294778202,-2.0055502294778202,-2.1084604442202854,-2.1084604442202854,-2.1084604442202854,-2.0816846227494725,-2.0816846227494725,-2.0816846227494725
2018-07-01,-1.266805403080209,-1.266805403080209,-1.266805403080209,-1.2531040499311654,-1.2531040499311654,-1.2531040499311654,-1.254685777053014,-1.254685777053014,-1.254685777053014,-1.2546811347453306,-1.2546811347453306,-1.2546811347453306
2018-07-08,-1.759280022690458,-1.759280022690458,-1.759280022690458,-1.7559829234355442,-1.7559829234355442,-1.7559829234355442,-1.6732541015053448,-1.6732541015053448,-1.6732541015053448,-1.6073087414307283,-1.6073087414307283,-1.6073087414307283
2018-07-15,-1.841559643590178,-1.841559643590178,-1.841559643590178,-1.8034301335245049,-1.8034301335245049,-1.8034301335245049,-1.803644389874713,-1.803644389874713,-1.803644389874713,-1.763557822167103,-1.763557822167103,-1.763557822167103
2018-07-22,-1.6062575947086275,-1.6062575947086275,-1.6062575947086275,-1.5479265731397611,-1.5479265731397611,-1.5479265731397611,-1.516176383651659,-1.516176383651659,-1.516176383651659,-1.561926389156215,-1.561926389156215,-1.561926389156215
2018-07-29,-1.6373197985771963,-1.6373197985771963,-1.6373197985771963,-1.623054547251041,-1.623054547251041,-1.623054547251041,-1.6062467640388218,-1.6062467640388218,-1.6062467640388218,-1.6226357241798777,-1.6226357241798777,-1.6226357241798777
2018-08-05,-1.5639849119475946,-1.5639849119475946,-1.5639849119475946,-1.593537568148356,-1.593537568148356,-1.593537568148356,-1.7164924842963578,-1.7164924842963578,-1.7164924842963578,-1.6869212205877482,-1.6869212205877482,-1.6869212205877482
2018-08-12,-1.6048155686246866,-1.6048155686246866,-1.6048155686246866,-1.5736963097292607,-1.5736963097292607,-1.5736963097292607,-1.5393859858426775,-1.5393859858426775,-1.5393859858426775,-1.5059274871796324,-1.5059274871796324,-1.5059274871796324
2018-08-19,-0.9961361528411056,-0.9961361528411056,-0.9961361528411056,-0.892095148039823,-0.892095148039823,-0.892095148039823,-0.8917440783668306,-0.8917440783668306,-0.8917440783668306,-0.8269148968145875,-0.8269148968145875,-0.8269148968145875
2018-08-26,-0.9656073371085252,-0.9656073371085252,-0.9656073371085252,-0.9485004348573293,-0.9485004348573293,-0.9485004348573293,-0.9420671248742813,-0.9420671248742813,-0.9420671248742813,-1.0112624496319507,-1.0112624496319507,-1.0112624496319507
2018-09-02,-1.0378688603468704,-1.0378688603468704,-1.0378688603468704,-1.0341468570738765,-1.0341468570738765,-1.0341468570738765,-0.9662107077979515,-0.9662107077979515,-0.9662107077979515,-1.0127559826038377,-1.0127559826038377,-1.0127559826038377
2018-09-09,-0.8042657765382976,-0.8042657765382976,-0.8042657765382976,-0.7274228060585067,-0.7274228060585067,-0.7274228060585067,-0.6970863363864301,-0.6970863363864301,-0.6970863363864301,-0.7420363339829608,-0.7420363339829608,-0.7420363339829608
2018-09-16,-0.6608599089249525,-0.6608599089249525,-0.6608599089249525,-0.7018991446371359,-0.7018991446371359,-0.7018991446371359,-0.6331046015661494,-0.6331046015661494,-0.6331046015661494,-0.6786225446988922,-0.6786225446988922,-0.6786225446988922
2018-09-23,-0.9180679479659059,-0.9180679479659059,-0.9180679479659059,-1.0494052706512018,-1.0494052706512018,-1.0494052706512018,-1.0600748711550463,-1.0600748711550463,-1.0600748711550463,-0.9843432918610957,-0.9843432918610957,-0.9843432918610957
2018-09-30,-1.175648216997643,-1.175648216997643,-1.175648216997643,-1.2231484812380395,-1.2231484812380395,-1.2231484812380395,-1.103722341940797,-1.103722341940797,-1.103722341940797,-1.1195011200759355,-1.1195011200759355,-1.1195011200759355
2018-10-07,1.6291970803127596,1.6291970803127596,1.6291970803127596,1.643116222683753,1.643116222683753,1.643116222683753,1.577955567753872,1.577955567753872,1.577955567753872,1.5029820898748392,1.5029820898748392,1.5029820898748392
2018-10-14,1.2927320156303246,1.2927320156303246,1.2927320156303246,1.2138791226362937,1.2138791226362937,1.2138791226362937,1.3427553918865218,1.3427553918865218,1.3427553918865218,1.3725852304073016,1.3725852304073016,1.3725852304073016
2018-10-21,1.8138696416564943,1.8138696416564943,1.8138696416564943,1.6546472141396977,1.6546472141396977,1.6546472141396977,1.5947746805780443,1.5947746805780443,1.5947746805780443,1.8200881429360873,1.8200881429360873,1.8200881429360873
2018-10-28,1.4759011898192615,1.4759011898192615,1.4759011898192615,1.512112131639187,1.512112131639187,1.512112131639187,1.5750111800812072,1.5750111800812072,1.5750111800812072,1.5268843200428626,1.5268843200428626,1.5268843200428626
2018-11-04,-0.09521826029104732,-0.09521826029104732,-0.09521826029104732,-0.25623503989835383,-0.25623503989835383,-0.25623503989835383,-0.2614881801842517,-0.2614881801842517,-0.2614881801842517,-0.330891298004172,-0.330891298004172,-0.330891298004172
2018-11-11,0.7538457716584954,0.7538457716584954,0.7538457716584954,0.7874344022650537,0.7874344022650537,0.7874344022650537,0.9005033946805276,0.9005033946805276,0.9005033946805276,0.9091146796675859,0.9091146796675859,0.9091146796675859
2018-11-18,0.7848617713354991,0.7848617713354991,0.7848617713354991,0.6545110141759798,0.6545110141759798,0.6545110141759798,0.8599892502015625,0.8599892502015625,0.8599892502015625,0.7698850208034324,0.7698850208034324,0.7698850208034324
2018-11-25,1.269941733603065,1.269941733603065,1.269941733603065,1.1746397251797913,1.1746397251797913,1.1746397251797913,1.1184655788021585,1.1184655788021585,1.1184655788021585,1.100477527486437,1.100477527486437,1.100477527486437
2018-12-02,1.6316391941871426,1.6316391941871426,1.6316391941871426,1.6123291193576825,1.6123291193576825,1.6123291193576825,1.5679021842802272,1.5679021842802272,1.5679021842802272,1.5664333008801616,1.5664333008801616,1.5664333008801616
