Date,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Open_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Open_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Open_min,iShares iBoxx High Yld ex Oil & Gas Corp Bd_High_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_High_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_High_min,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Low_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Low_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Low_min,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Close_average,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Close_max,iShares iBoxx High Yld ex Oil & Gas Corp Bd_Close_min
2018-04-08,-0.12226976846245362,-0.12226976846245362,-0.12226976846245362,-0.1271283452327506,-0.1271283452327506,-0.1271283452327506,-0.10402386991275978,-0.10402386991275978,-0.10402386991275978,-0.10402386991275978,-0.10402386991275978,-0.10402386991275978
2018-04-15,0.46245276433566856,0.46245276433566856,0.46245276433566856,0.4466745737963726,0.4466745737963726,0.4466745737963726,0.30998720653094025,0.30998720653094025,0.30998720653094025,0.30998720653094025,0.30998720653094025,0.30998720653094025
2018-04-22,-0.038306335698111184,-0.038306335698111184,-0.038306335698111184,-0.038306335698111184,-0.038306335698111184,-0.038306335698111184,-0.01290498419117902,-0.01290498419117902,-0.01290498419117902,-0.01290498419117902,-0.01290498419117902,-0.01290498419117902
2018-04-29,-0.8763556428517604,-0.8763556428517604,-0.8763556428517604,-0.8763556428517604,-0.8763556428517604,-0.8763556428517604,-0.8663729898014796,-0.8663729898014796,-0.8663729898014796,-0.8663729898014796,-0.8663729898014796,-0.8663729898014796
2018-05-06,-0.35542064787344363,-0.35542064787344363,-0.35542064787344363,-0.35542064787344363,-0.35542064787344363,-0.35542064787344363,-0.4114328705046972,-0.4114328705046972,-0.4114328705046972,-0.4114328705046972,-0.4114328705046972,-0.4114328705046972
2018-05-13,-0.8582966136034229,-0.8582966136034229,-0.8582966136034229,-0.8582966136034229,-0.8582966136034229,-0.8582966136034229,-0.8469487475492453,-0.8469487475492453,-0.8469487475492453,-0.8469487475492453,-0.8469487475492453,-0.8469487475492453
2018-05-20,-0.5130204688780591,-0.5130204688780591,-0.5130204688780591,-0.5130204688780591,-0.5130204688780591,-0.5130204688780591,-0.48994814730479713,-0.48994814730479713,-0.48994814730479713,-0.48994814730479713,-0.48994814730479713,-0.48994814730479713
2018-05-27,-0.8343296599867096,-0.8343296599867096,-0.8343296599867096,-0.8343296599867096,-0.8343296599867096,-0.8343296599867096,-0.8314176594709195,-0.8314176594709195,-0.8314176594709195,-0.8314176594709195,-0.8314176594709195,-0.8314176594709195
2018-06-03,-0.4266196135096683,-0.4266196135096683,-0.4266196135096683,-0.4266196135096683,-0.4266196135096683,-0.4266196135096683,-0.40583972495671616,-0.40583972495671616,-0.40583972495671616,-0.40583972495671616,-0.40583972495671616,-0.40583972495671616
2018-06-10,1.3476962916851887,1.3476962916851887,1.3476962916851887,1.3476962916851887,1.3476962916851887,1.3476962916851887,1.4804015576692213,1.4804015576692213,1.4804015576692213,1.4804015576692213,1.4804015576692213,1.4804015576692213
