Date,WisdomTree Emerging Markets Local Debt_Open_average,WisdomTree Emerging Markets Local Debt_Open_max,WisdomTree Emerging Markets Local Debt_Open_min,WisdomTree Emerging Markets Local Debt_High_average,WisdomTree Emerging Markets Local Debt_High_max,WisdomTree Emerging Markets Local Debt_High_min,WisdomTree Emerging Markets Local Debt_Low_average,WisdomTree Emerging Markets Local Debt_Low_max,WisdomTree Emerging Markets Local Debt_Low_min,WisdomTree Emerging Markets Local Debt_Close_average,WisdomTree Emerging Markets Local Debt_Close_max,WisdomTree Emerging Markets Local Debt_Close_min
2018-04-08,-1.4904212941025368,-1.4904212941025368,-1.4904212941025368,-1.3068635530825248,-1.3068635530825248,-1.3068635530825248,-0.9846114387570335,-0.9846114387570335,-0.9846114387570335,-1.1001933640302186,-1.1001933640302186,-1.1001933640302186
2018-04-15,-1.633354216884867,-1.633354216884867,-1.633354216884867,-1.569858743747324,-1.569858743747324,-1.569858743747324,-1.3937047455077334,-1.3937047455077334,-1.3937047455077334,-1.5465383928186254,-1.5465383928186254,-1.5465383928186254
2018-04-22,-2.5801942298221494,-2.5801942298221494,-2.5801942298221494,-2.367706264119096,-2.367706264119096,-2.367706264119096,-2.4976020380485746,-2.4976020380485746,-2.4976020380485746,-2.2462604211664474,-2.2462604211664474,-2.2462604211664474
2018-04-29,-2.549350549783098,-2.549350549783098,-2.549350549783098,-2.4846924387722162,-2.4846924387722162,-2.4846924387722162,-2.5706876078526437,-2.5706876078526437,-2.5706876078526437,-2.4674389185642625,-2.4674389185642625,-2.4674389185642625
2018-05-06,-1.8693029118168716,-1.8693029118168716,-1.8693029118168716,-1.9802314467647792,-1.9802314467647792,-1.9802314467647792,-2.0632930591938767,-2.0632930591938767,-2.0632930591938767,-2.108277562919276,-2.108277562919276,-2.108277562919276
2018-05-13,-2.3342733053669704,-2.3342733053669704,-2.3342733053669704,-2.3498615386606074,-2.3498615386606074,-2.3498615386606074,-2.300568240944009,-2.300568240944009,-2.300568240944009,-2.328756696635678,-2.328756696635678,-2.328756696635678
2018-05-20,-1.75584569743727,-1.75584569743727,-1.75584569743727,-1.8820106385174211,-1.8820106385174211,-1.8820106385174211,-1.7926637237983287,-1.7926637237983287,-1.7926637237983287,-1.8418042884106538,-1.8418042884106538,-1.8418042884106538
2018-05-27,-1.5062969354479998,-1.5062969354479998,-1.5062969354479998,-1.4536528264479607,-1.4536528264479607,-1.4536528264479607,-1.4695683858535595,-1.4695683858535595,-1.4695683858535595,-1.5076250318450453,-1.5076250318450453,-1.5076250318450453
2018-06-03,-1.3804648971957854,-1.3804648971957854,-1.3804648971957854,-1.3817993182680397,-1.3817993182680397,-1.3817993182680397,-1.445048917249707,-1.445048917249707,-1.445048917249707,-1.4022236685044942,-1.4022236685044942,-1.4022236685044942
2018-06-10,-1.4998762542954276,-1.4998762542954276,-1.4998762542954276,-1.54592993997414,-1.54592993997414,-1.54592993997414,-1.4957842590309665,-1.4957842590309665,-1.4957842590309665,-1.5202934838707405,-1.5202934838707405,-1.5202934838707405
