Date,VelocityShares Daily 2x VIX Short Term linked to S_etf_Open_average,VelocityShares Daily 2x VIX Short Term linked to S_etf_Open_max,VelocityShares Daily 2x VIX Short Term linked to S_etf_Open_min,VelocityShares Daily 2x VIX Short Term linked to S_etf_High_average,VelocityShares Daily 2x VIX Short Term linked to S_etf_High_max,VelocityShares Daily 2x VIX Short Term linked to S_etf_High_min,VelocityShares Daily 2x VIX Short Term linked to S_etf_Low_average,VelocityShares Daily 2x VIX Short Term linked to S_etf_Low_max,VelocityShares Daily 2x VIX Short Term linked to S_etf_Low_min,VelocityShares Daily 2x VIX Short Term linked to S_etf_Close_average,VelocityShares Daily 2x VIX Short Term linked to S_etf_Close_max,VelocityShares Daily 2x VIX Short Term linked to S_etf_Close_min
2018-04-08,0.26870327129940447,0.26870327129940447,0.26870327129940447,0.07876617103067114,0.07876617103067114,0.07876617103067114,0.48848947639336243,0.48848947639336243,0.48848947639336243,0.259372620986072,0.259372620986072,0.259372620986072
2018-04-15,-0.7282120618703952,-0.7282120618703952,-0.7282120618703952,-0.6485383527300776,-0.6485383527300776,-0.6485383527300776,-0.5630726744069314,-0.5630726744069314,-0.5630726744069314,-0.5148680203659434,-0.5148680203659434,-0.5148680203659434
2018-04-22,-0.8383388666241641,-0.8383388666241641,-0.8383388666241641,-0.7659092139224436,-0.7659092139224436,-0.7659092139224436,-0.6423066228880663,-0.6423066228880663,-0.6423066228880663,-0.8422353774272829,-0.8422353774272829,-0.8422353774272829
2018-04-29,-0.9096987940514276,-0.9096987940514276,-0.9096987940514276,-0.8725713996342958,-0.8725713996342958,-0.8725713996342958,-1.014111697035943,-1.014111697035943,-1.014111697035943,-1.0493573100430182,-1.0493573100430182,-1.0493573100430182
2018-05-06,-1.7681696969003975,-1.7681696969003975,-1.7681696969003975,-1.6746839543741685,-1.6746839543741685,-1.6746839543741685,-1.7973177083727891,-1.7973177083727891,-1.7973177083727891,-1.6648320148971483,-1.6648320148971483,-1.6648320148971483
2018-05-13,-1.6385841177739384,-1.6385841177739384,-1.6385841177739384,-1.551314183633739,-1.551314183633739,-1.551314183633739,-1.655206924934111,-1.655206924934111,-1.655206924934111,-1.5138077094974582,-1.5138077094974582,-1.5138077094974582
2018-05-20,-1.4890012039961462,-1.4890012039961462,-1.4890012039961462,-1.457883953373347,-1.457883953373347,-1.457883953373347,-1.582268715332809,-1.582268715332809,-1.582268715332809,-1.4344460582237197,-1.4344460582237197,-1.4344460582237197
2018-05-27,-1.2099817984544443,-1.2099817984544443,-1.2099817984544443,-1.1854277096577543,-1.1854277096577543,-1.1854277096577543,-1.212129290928484,-1.212129290928484,-1.212129290928484,-1.117242120203489,-1.117242120203489,-1.117242120203489
2018-06-03,-1.311945871485955,-1.311945871485955,-1.311945871485955,-1.2649572866602177,-1.2649572866602177,-1.2649572866602177,-1.398455446622299,-1.398455446622299,-1.398455446622299,-1.3231284505024306,-1.3231284505024306,-1.3231284505024306
2018-06-10,-1.288776780206725,-1.288776780206725,-1.288776780206725,-1.2171344999516134,-1.2171344999516134,-1.2171344999516134,-1.3096223800388276,-1.3096223800388276,-1.3096223800388276,-1.2427570501054124,-1.2427570501054124,-1.2427570501054124
2018-06-17,-1.0149828087700836,-1.0149828087700836,-1.0149828087700836,-0.9773261243867037,-0.9773261243867037,-0.9773261243867037,-1.016049050196209,-1.016049050196209,-1.016049050196209,-0.9692030118657551,-0.9692030118657551,-0.9692030118657551
2018-06-24,-0.4858288767639458,-0.4858288767639458,-0.4858288767639458,-0.5059130276522974,-0.5059130276522974,-0.5059130276522974,-0.5314656174942214,-0.5314656174942214,-0.5314656174942214,-0.4049430680756674,-0.4049430680756674,-0.4049430680756674
2018-07-01,-0.4870762821513356,-0.4870762821513356,-0.4870762821513356,-0.5386937307255091,-0.5386937307255091,-0.5386937307255091,-0.6938628019850392,-0.6938628019850392,-0.6938628019850392,-0.742249658017462,-0.742249658017462,-0.742249658017462
2018-07-08,-1.176743507259664,-1.176743507259664,-1.176743507259664,-1.1266138283773666,-1.1266138283773666,-1.1266138283773666,-1.1647612798737137,-1.1647612798737137,-1.1647612798737137,-1.191004552545027,-1.191004552545027,-1.191004552545027
2018-07-15,-1.123562936792332,-1.123562936792332,-1.123562936792332,-1.1344398344427231,-1.1344398344427231,-1.1344398344427231,-1.1224519263194088,-1.1224519263194088,-1.1224519263194088,-1.119788674574629,-1.119788674574629,-1.119788674574629
2018-07-22,-1.2860436439035705,-1.2860436439035705,-1.2860436439035705,-0.9678628743988917,-0.9678628743988917,-0.9678628743988917,-1.2207343939077169,-1.2207343939077169,-1.2207343939077169,-1.0576942693552729,-1.0576942693552729,-1.0576942693552729
2018-07-29,-1.3364615072768224,-1.3364615072768224,-1.3364615072768224,-1.501953953622182,-1.501953953622182,-1.501953953622182,-1.3579235937470613,-1.3579235937470613,-1.3579235937470613,-1.386700515186689,-1.386700515186689,-1.386700515186689
2018-08-05,-1.452396722335181,-1.452396722335181,-1.452396722335181,-1.4596852163075753,-1.4596852163075753,-1.4596852163075753,-1.4674135529177588,-1.4674135529177588,-1.4674135529177588,-1.3975965027456425,-1.3975965027456425,-1.3975965027456425
2018-08-12,-1.0881746349307662,-1.0881746349307662,-1.0881746349307662,-1.1994134983999531,-1.1994134983999531,-1.1994134983999531,-1.3344008658258995,-1.3344008658258995,-1.3344008658258995,-1.3753439850881695,-1.3753439850881695,-1.3753439850881695
2018-08-19,-1.4457359384223174,-1.4457359384223174,-1.4457359384223174,-1.5541654882974054,-1.5541654882974054,-1.5541654882974054,-1.409831044814195,-1.409831044814195,-1.409831044814195,-1.339200851033074,-1.339200851033074,-1.339200851033074
2018-08-26,-0.9586643692507478,-0.9586643692507478,-0.9586643692507478,-1.1029459156484742,-1.1029459156484742,-1.1029459156484742,-1.1189443768678837,-1.1189443768678837,-1.1189443768678837,-1.1474776521779309,-1.1474776521779309,-1.1474776521779309
2018-09-02,-0.5024686813797273,-0.5024686813797273,-0.5024686813797273,-0.5374645842145411,-0.5374645842145411,-0.5374645842145411,-0.5385533038086928,-0.5385533038086928,-0.5385533038086928,-0.45503181180155094,-0.45503181180155094,-0.45503181180155094
2018-09-09,-1.301491879999149,-1.301491879999149,-1.301491879999149,-1.3638910222802918,-1.3638910222802918,-1.3638910222802918,-1.3511926290550715,-1.3511926290550715,-1.3511926290550715,-1.3672973954846273,-1.3672973954846273,-1.3672973954846273
2018-09-16,-1.371237779992851,-1.371237779992851,-1.371237779992851,-1.4469153626611178,-1.4469153626611178,-1.4469153626611178,-1.4123601822170906,-1.4123601822170906,-1.4123601822170906,-1.333691072195879,-1.333691072195879,-1.333691072195879
2018-09-23,-1.2187133368427079,-1.2187133368427079,-1.2187133368427079,-1.2980494642067057,-1.2980494642067057,-1.2980494642067057,-1.299589956678965,-1.299589956678965,-1.299589956678965,-1.3925105196398009,-1.3925105196398009,-1.3925105196398009
2018-09-30,-1.187572336882147,-1.187572336882147,-1.187572336882147,-0.34965114682663173,-0.34965114682663173,-0.34965114682663173,-1.2010781914177375,-1.2010781914177375,-1.2010781914177375,-0.7345593602108172,-0.7345593602108172,-0.7345593602108172
2018-10-07,1.5471760734367563,1.5471760734367563,1.5471760734367563,2.4355003832187982,2.4355003832187982,2.4355003832187982,1.7608209220689295,1.7608209220689295,1.7608209220689295,1.7937254035394057,1.7937254035394057,1.7937254035394057
2018-10-14,1.7204117896219495,1.7204117896219495,1.7204117896219495,1.3684531565557727,1.3684531565557727,1.3684531565557727,1.5802434504342053,1.5802434504342053,1.5802434504342053,1.6423027193042707,1.6423027193042707,1.6423027193042707
2018-10-21,2.709843715148134,2.709843715148134,2.709843715148134,2.4687906899477974,2.4687906899477974,2.4687906899477974,2.609644733255382,2.609644733255382,2.609644733255382,2.663401806293547,2.663401806293547,2.663401806293547
2018-10-28,1.0512660633088788,1.0512660633088788,1.0512660633088788,1.2079368310968974,1.2079368310968974,1.2079368310968974,1.1722443168978123,1.1722443168978123,1.1722443168978123,1.2915158215019278,1.2915158215019278,1.2915158215019278
2018-11-04,0.19410202771005639,0.19410202771005639,0.19410202771005639,0.18593325721466714,0.18593325721466714,0.18593325721466714,0.3270461890699463,0.3270461890699463,0.3270461890699463,0.27956848532022455,0.27956848532022455,0.27956848532022455
2018-11-11,1.229634686965246,1.229634686965246,1.229634686965246,0.9115614558753524,0.9115614558753524,0.9115614558753524,0.8529231627293352,0.8529231627293352,0.8529231627293352,0.6487867096478883,0.6487867096478883,0.6487867096478883
2018-11-18,1.3719727638691661,1.3719727638691661,1.3719727638691661,1.0779902166369666,1.0779902166369666,1.0779902166369666,1.499391589299184,1.499391589299184,1.499391589299184,1.3441362353605426,1.3441362353605426,1.3441362353605426
2018-11-25,0.39170901870208247,0.39170901870208247,0.39170901870208247,0.1562548086337218,0.1562548086337218,0.1562548086337218,0.2603043214372825,0.2603043214372825,0.2603043214372825,0.154077783335047,0.154077783335047,0.154077783335047
2018-12-02,0.6790007981476766,0.6790007981476766,0.6790007981476766,1.072563587765645,1.072563587765645,1.072563587765645,0.776186616469929,0.776186616469929,0.776186616469929,1.3203356794793233,1.3203356794793233,1.3203356794793233
