Date,Franklin LibertyQ Emerging MarketsEtf_Open_average,Franklin LibertyQ Emerging MarketsEtf_Open_max,Franklin LibertyQ Emerging MarketsEtf_Open_min,Franklin LibertyQ Emerging MarketsEtf_High_average,Franklin LibertyQ Emerging MarketsEtf_High_max,Franklin LibertyQ Emerging MarketsEtf_High_min,Franklin LibertyQ Emerging MarketsEtf_Low_average,Franklin LibertyQ Emerging MarketsEtf_Low_max,Franklin LibertyQ Emerging MarketsEtf_Low_min,Franklin LibertyQ Emerging MarketsEtf_Close_average,Franklin LibertyQ Emerging MarketsEtf_Close_max,Franklin LibertyQ Emerging MarketsEtf_Close_min
2018-05-27,-1.2977539863812264,-1.2977539863812264,-1.2977539863812264,-1.3608025038848819,-1.3608025038848819,-1.3608025038848819,-1.1879690047817462,-1.1879690047817462,-1.1879690047817462,-1.3170291382289938,-1.3170291382289938,-1.3170291382289938
2018-06-03,-1.378113539178693,-1.378113539178693,-1.378113539178693,-1.306629797025676,-1.306629797025676,-1.306629797025676,-1.308294197493755,-1.308294197493755,-1.308294197493755,-1.246970926676414,-1.246970926676414,-1.246970926676414
2018-06-10,-1.897445711267462,-1.897445711267462,-1.897445711267462,-1.9754241877863508,-1.9754241877863508,-1.9754241877863508,-1.9448531976824543,-1.9448531976824543,-1.9448531976824543,-1.972615940197426,-1.972615940197426,-1.972615940197426
2018-06-17,-2.127295982515754,-2.127295982515754,-2.127295982515754,-2.139109434198059,-2.139109434198059,-2.139109434198059,-2.0348804516385894,-2.0348804516385894,-2.0348804516385894,-2.1221139440761534,-2.1221139440761534,-2.1221139440761534
2018-06-24,-2.0780029016038997,-2.0780029016038997,-2.0780029016038997,-2.037621139232809,-2.037621139232809,-2.037621139232809,-2.0709221677410827,-2.0709221677410827,-2.0709221677410827,-2.0240386409501596,-2.0240386409501596,-2.0240386409501596
2018-07-01,-1.719655095737115,-1.719655095737115,-1.719655095737115,-1.7421798743190187,-1.7421798743190187,-1.7421798743190187,-1.6711231742645198,-1.6711231742645198,-1.6711231742645198,-1.7172285564818757,-1.7172285564818757,-1.7172285564818757
2018-07-08,-1.4757038915946095,-1.4757038915946095,-1.4757038915946095,-1.4337385005243892,-1.4337385005243892,-1.4337385005243892,-1.4340900824040421,-1.4340900824040421,-1.4340900824040421,-1.3985376754591534,-1.3985376754591534,-1.3985376754591534
2018-07-15,-1.1889039380930417,-1.1889039380930417,-1.1889039380930417,-1.1822508926071071,-1.1822508926071071,-1.1822508926071071,-1.1766185720194384,-1.1766185720194384,-1.1766185720194384,-1.2328597426919483,-1.2328597426919483,-1.2328597426919483
2018-07-22,-0.7268898906921885,-0.7268898906921885,-0.7268898906921885,-0.7351762950469599,-0.7351762950469599,-0.7351762950469599,-0.6727998266717086,-0.6727998266717086,-0.6727998266717086,-0.6769711676367295,-0.6769711676367295,-0.6769711676367295
2018-07-29,-0.8829527470334412,-0.8829527470334412,-0.8829527470334412,-0.8990552905716047,-0.8990552905716047,-0.8990552905716047,-0.8474253174930111,-0.8474253174930111,-0.8474253174930111,-0.8587120770439584,-0.8587120770439584,-0.8587120770439584
2018-08-05,-1.374031091148583,-1.374031091148583,-1.374031091148583,-1.3808161179146248,-1.3808161179146248,-1.3808161179146248,-1.4571089963766002,-1.4571089963766002,-1.4571089963766002,-1.4550248654680238,-1.4550248654680238,-1.4550248654680238
2018-08-12,-1.489153113207758,-1.489153113207758,-1.489153113207758,-1.4139910743082809,-1.4139910743082809,-1.4139910743082809,-1.606482642870438,-1.606482642870438,-1.606482642870438,-1.4068256006856592,-1.4068256006856592,-1.4068256006856592
2018-08-19,-1.053601123034938,-1.053601123034938,-1.053601123034938,-1.0154509197494526,-1.0154509197494526,-1.0154509197494526,-1.004450371100261,-1.004450371100261,-1.004450371100261,-0.981075361866085,-0.981075361866085,-0.981075361866085
2018-08-26,-0.913943521650663,-0.913943521650663,-0.913943521650663,-0.8325658643613436,-0.8325658643613436,-0.8325658643613436,-0.9723416750874665,-0.9723416750874665,-0.9723416750874665,-0.8029301642885629,-0.8029301642885629,-0.8029301642885629
2018-09-02,-1.3797040086708203,-1.3797040086708203,-1.3797040086708203,-1.479215932989329,-1.479215932989329,-1.479215932989329,-1.4745104012039254,-1.4745104012039254,-1.4745104012039254,-1.5854799062940388,-1.5854799062940388,-1.5854799062940388
2018-09-09,-0.9749539462841647,-0.9749539462841647,-0.9749539462841647,-1.0244020237625315,-1.0244020237625315,-1.0244020237625315,-1.064880055438278,-1.064880055438278,-1.064880055438278,-1.1780666305210596,-1.1780666305210596,-1.1780666305210596
2018-09-16,-0.43177402758762545,-0.43177402758762545,-0.43177402758762545,-0.44662680940108523,-0.44662680940108523,-0.44662680940108523,-0.3426196915219264,-0.3426196915219264,-0.3426196915219264,-0.37404082249551396,-0.37404082249551396,-0.37404082249551396
2018-09-23,-0.1349442269917723,-0.1349442269917723,-0.1349442269917723,-0.1754323274253979,-0.1754323274253979,-0.1754323274253979,-0.06994700054555743,-0.06994700054555743,-0.06994700054555743,-0.18957637226524965,-0.18957637226524965,-0.18957637226524965
