Date,iShares MSCI Global Gold MinersEtf_Open_average,iShares MSCI Global Gold MinersEtf_Open_max,iShares MSCI Global Gold MinersEtf_Open_min,iShares MSCI Global Gold MinersEtf_High_average,iShares MSCI Global Gold MinersEtf_High_max,iShares MSCI Global Gold MinersEtf_High_min,iShares MSCI Global Gold MinersEtf_Low_average,iShares MSCI Global Gold MinersEtf_Low_max,iShares MSCI Global Gold MinersEtf_Low_min,iShares MSCI Global Gold MinersEtf_Close_average,iShares MSCI Global Gold MinersEtf_Close_max,iShares MSCI Global Gold MinersEtf_Close_min
2018-05-27,-0.38111344617803494,-0.38111344617803494,-0.38111344617803494,-0.4347185683673729,-0.4347185683673729,-0.4347185683673729,-0.254500281840318,-0.254500281840318,-0.254500281840318,-0.3805808747939425,-0.3805808747939425,-0.3805808747939425
2018-06-03,-0.3303507861227914,-0.3303507861227914,-0.3303507861227914,-0.4014887085035651,-0.4014887085035651,-0.4014887085035651,-0.13650453828806441,-0.13650453828806441,-0.13650453828806441,-0.30059234285848985,-0.30059234285848985,-0.30059234285848985
2018-06-10,-0.148915346510895,-0.148915346510895,-0.148915346510895,-0.3826351637491626,-0.3826351637491626,-0.3826351637491626,-0.4107300716534068,-0.4107300716534068,-0.4107300716534068,-0.5353137779829736,-0.5353137779829736,-0.5353137779829736
2018-06-17,-1.145704160866771,-1.145704160866771,-1.145704160866771,-1.0675063986675846,-1.0675063986675846,-1.0675063986675846,-0.8097138644732097,-0.8097138644732097,-0.8097138644732097,-0.7961262433050956,-0.7961262433050956,-0.7961262433050956
2018-06-24,-1.2199126496273185,-1.2199126496273185,-1.2199126496273185,-0.8169623147514975,-0.8169623147514975,-0.8169623147514975,-1.1019636927616128,-1.1019636927616128,-1.1019636927616128,-0.7550136111134469,-0.7550136111134469,-0.7550136111134469
2018-07-01,0.40003506670353817,0.40003506670353817,0.40003506670353817,0.22459010890072545,0.22459010890072545,0.22459010890072545,0.48431967487099864,0.48431967487099864,0.48431967487099864,0.3854633319983818,0.3854633319983818,0.3854633319983818
2018-07-08,-1.2834285136944545,-1.2834285136944545,-1.2834285136944545,-1.3267409478766725,-1.3267409478766725,-1.3267409478766725,-1.045597706564482,-1.045597706564482,-1.045597706564482,-1.2946907514346502,-1.2946907514346502,-1.2946907514346502
2018-07-15,-1.5356789335003675,-1.5356789335003675,-1.5356789335003675,-1.7225845447109458,-1.7225845447109458,-1.7225845447109458,-1.5309733510759178,-1.5309733510759178,-1.5309733510759178,-1.6124215697176345,-1.6124215697176345,-1.6124215697176345
2018-07-22,-2.08195403643131,-2.08195403643131,-2.08195403643131,-2.0935029307080466,-2.0935029307080466,-2.0935029307080466,-2.1482537179288954,-2.1482537179288954,-2.1482537179288954,-2.2673292545421804,-2.2673292545421804,-2.2673292545421804
2018-07-29,-2.192907300765282,-2.192907300765282,-2.192907300765282,-2.194612226395903,-2.194612226395903,-2.194612226395903,-2.2222769023971827,-2.2222769023971827,-2.2222769023971827,-2.1843055706142325,-2.1843055706142325,-2.1843055706142325
2018-08-05,-2.4974373316595755,-2.4974373316595755,-2.4974373316595755,-2.5498241095170573,-2.5498241095170573,-2.5498241095170573,-2.5329794657332383,-2.5329794657332383,-2.5329794657332383,-2.591109942670831,-2.591109942670831,-2.591109942670831
2018-08-12,-3.3012340399101094,-3.3012340399101094,-3.3012340399101094,-3.2838158866865497,-3.2838158866865497,-3.2838158866865497,-3.335151482553669,-3.335151482553669,-3.335151482553669,-3.205232756871386,-3.205232756871386,-3.205232756871386
