Date,ProShares MSCI EM Dividend GrowersEtf_Open_average,ProShares MSCI EM Dividend GrowersEtf_Open_max,ProShares MSCI EM Dividend GrowersEtf_Open_min,ProShares MSCI EM Dividend GrowersEtf_High_average,ProShares MSCI EM Dividend GrowersEtf_High_max,ProShares MSCI EM Dividend GrowersEtf_High_min,ProShares MSCI EM Dividend GrowersEtf_Low_average,ProShares MSCI EM Dividend GrowersEtf_Low_max,ProShares MSCI EM Dividend GrowersEtf_Low_min,ProShares MSCI EM Dividend GrowersEtf_Close_average,ProShares MSCI EM Dividend GrowersEtf_Close_max,ProShares MSCI EM Dividend GrowersEtf_Close_min
2018-05-27,-1.259982705387551,-1.259982705387551,-1.259982705387551,-1.4221190750007955,-1.4221190750007955,-1.4221190750007955,-1.072843347243018,-1.072843347243018,-1.072843347243018,-1.2841406030937292,-1.2841406030937292,-1.2841406030937292
2018-06-03,-1.1904219659353767,-1.1904219659353767,-1.1904219659353767,-1.3277510282702405,-1.3277510282702405,-1.3277510282702405,-1.027443697293702,-1.027443697293702,-1.027443697293702,-1.2143130421141737,-1.2143130421141737,-1.2143130421141737
2018-06-10,-1.8741637515205063,-1.8741637515205063,-1.8741637515205063,-1.9639755044447222,-1.9639755044447222,-1.9639755044447222,-1.6811549139605992,-1.6811549139605992,-1.6811549139605992,-1.8832913922302592,-1.8832913922302592,-1.8832913922302592
2018-06-17,-2.1452691843967924,-2.1452691843967924,-2.1452691843967924,-2.1862185566422805,-2.1862185566422805,-2.1862185566422805,-2.0291903259982393,-2.0291903259982393,-2.0291903259982393,-2.165226437411938,-2.165226437411938,-2.165226437411938
2018-06-24,-2.100372154473278,-2.100372154473278,-2.100372154473278,-1.9488321709039256,-1.9488321709039256,-1.9488321709039256,-2.0650020555938795,-2.0650020555938795,-2.0650020555938795,-1.9224859571142456,-1.9224859571142456,-1.9224859571142456
2018-07-01,-1.5317348703693685,-1.5317348703693685,-1.5317348703693685,-1.4939943661685438,-1.4939943661685438,-1.4939943661685438,-1.5010415210281285,-1.5010415210281285,-1.5010415210281285,-1.4752920764332966,-1.4752920764332966,-1.4752920764332966
2018-07-08,-1.0970535008809186,-1.0970535008809186,-1.0970535008809186,-1.1240746019478283,-1.1240746019478283,-1.1240746019478283,-1.1159682723549587,-1.1159682723549587,-1.1159682723549587,-1.1154930042209072,-1.1154930042209072,-1.1154930042209072
2018-07-15,-1.1296969486421287,-1.1296969486421287,-1.1296969486421287,-1.1747377390483076,-1.1747377390483076,-1.1747377390483076,-1.1029387787655627,-1.1029387787655627,-1.1029387787655627,-1.1490515776252235,-1.1490515776252235,-1.1490515776252235
2018-07-22,-0.13265127573093924,-0.13265127573093924,-0.13265127573093924,-0.1262533551328722,-0.1262533551328722,-0.1262533551328722,-0.048429679949500794,-0.048429679949500794,-0.048429679949500794,-0.033830541479506496,-0.033830541479506496,-0.033830541479506496
2018-07-29,-0.12637788236449055,-0.12637788236449055,-0.12637788236449055,-0.1216492895116469,-0.1216492895116469,-0.1216492895116469,-0.0725321926590111,-0.0725321926590111,-0.0725321926590111,-0.030937848617731238,-0.030937848617731238,-0.030937848617731238
2018-08-05,-0.8114801730995108,-0.8114801730995108,-0.8114801730995108,-0.8693008197964718,-0.8693008197964718,-0.8693008197964718,-0.7866755889922081,-0.7866755889922081,-0.7866755889922081,-0.8507867163648869,-0.8507867163648869,-0.8507867163648869
2018-08-12,-1.7377081516907988,-1.7377081516907988,-1.7377081516907988,-1.5066375568695922,-1.5066375568695922,-1.5066375568695922,-1.7831824247190462,-1.7831824247190462,-1.7831824247190462,-1.547229620028644,-1.547229620028644,-1.547229620028644
2018-08-19,-0.16250814762952828,-0.16250814762952828,-0.16250814762952828,-0.23129196157095172,-0.23129196157095172,-0.23129196157095172,-0.2891604247158416,-0.2891604247158416,-0.2891604247158416,-0.3726710831215553,-0.3726710831215553,-0.3726710831215553
2018-08-26,-0.5419763822907671,-0.5419763822907671,-0.5419763822907671,-0.6402134320735661,-0.6402134320735661,-0.6402134320735661,-0.5518771714989115,-0.5518771714989115,-0.5518771714989115,-0.6616984720139221,-0.6616984720139221,-0.6616984720139221
2018-09-02,-1.8016201346969218,-1.8016201346969218,-1.8016201346969218,-1.7260619844092664,-1.7260619844092664,-1.7260619844092664,-1.9186034261358966,-1.9186034261358966,-1.9186034261358966,-2.0771023061579514,-2.0771023061579514,-2.0771023061579514
2018-09-09,-1.1988084095017504,-1.1988084095017504,-1.1988084095017504,-1.363714650939798,-1.363714650939798,-1.363714650939798,-1.3816911993032792,-1.3816911993032792,-1.3816911993032792,-1.5021665820826977,-1.5021665820826977,-1.5021665820826977
2018-09-16,-1.0005169935863738,-1.0005169935863738,-1.0005169935863738,-1.1468870291259141,-1.1468870291259141,-1.1468870291259141,-0.9593385805046796,-0.9593385805046796,-0.9593385805046796,-1.0578335155091365,-1.0578335155091365,-1.0578335155091365
2018-09-23,-1.1387254542566143,-1.1387254542566143,-1.1387254542566143,-1.2946107366798547,-1.2946107366798547,-1.2946107366798547,-1.3879795851091967,-1.3879795851091967,-1.3879795851091967,-1.2466913458550895,-1.2466913458550895,-1.2466913458550895
2018-09-30,-2.578782959514224,-2.578782959514224,-2.578782959514224,-2.6574887099351754,-2.6574887099351754,-2.6574887099351754,-2.5668069365797783,-2.5668069365797783,-2.5668069365797783,-2.540848965697254,-2.540848965697254,-2.540848965697254
2018-10-07,-2.657739748130138,-2.657739748130138,-2.657739748130138,-2.3742686983098498,-2.3742686983098498,-2.3742686983098498,-2.576798252996959,-2.576798252996959,-2.576798252996959,-2.303512249481841,-2.303512249481841,-2.303512249481841
2018-10-14,-1.9522199163578855,-1.9522199163578855,-1.9522199163578855,-2.1888934897883017,-2.1888934897883017,-2.1888934897883017,-2.035794651930189,-2.035794651930189,-2.035794651930189,-2.2829414866556226,-2.2829414866556226,-2.2829414866556226
2018-10-21,-2.0614504882434486,-2.0614504882434486,-2.0614504882434486,-2.1371893493312917,-2.1371893493312917,-2.1371893493312917,-2.0221257249873315,-2.0221257249873315,-2.0221257249873315,-2.100183281017676,-2.100183281017676,-2.100183281017676
2018-10-28,-0.6836535472395425,-0.6836535472395425,-0.6836535472395425,-0.8088651490976061,-0.8088651490976061,-0.8088651490976061,-0.9558623161293476,-0.9558623161293476,-0.9558623161293476,-1.0945747699471742,-1.0945747699471742,-1.0945747699471742
2018-11-04,-1.0704843503884391,-1.0704843503884391,-1.0704843503884391,-1.197766581388213,-1.197766581388213,-1.197766581388213,-1.0433504371834728,-1.0433504371834728,-1.0433504371834728,-1.1732777395231642,-1.1732777395231642,-1.1732777395231642
2018-11-11,-0.590855549906958,-0.590855549906958,-0.590855549906958,-0.4921234808382196,-0.4921234808382196,-0.4921234808382196,-0.513006351242644,-0.513006351242644,-0.513006351242644,-0.4864480206275248,-0.4864480206275248,-0.4864480206275248
2018-11-18,-0.6543353441199486,-0.6543353441199486,-0.6543353441199486,-0.7383172054030213,-0.7383172054030213,-0.7383172054030213,-0.6154636026392233,-0.6154636026392233,-0.6154636026392233,-0.6528369363767696,-0.6528369363767696,-0.6528369363767696
2018-11-25,0.0405972774635523,0.0405972774635523,0.0405972774635523,-0.0022185763158556458,-0.0022185763158556458,-0.0022185763158556458,0.05032156503312632,0.05032156503312632,0.05032156503312632,0.04779535088296557,0.04779535088296557,0.04779535088296557
2018-12-02,-0.5424888440422728,-0.5424888440422728,-0.5424888440422728,-0.6376159826253246,-0.6376159826253246,-0.6376159826253246,-0.4651437941587575,-0.4651437941587575,-0.4651437941587575,-0.5566987231004258,-0.5566987231004258,-0.5566987231004258
2018-12-09,-0.09616852013243002,-0.09616852013243002,-0.09616852013243002,-0.1883216643456834,-0.1883216643456834,-0.1883216643456834,-0.14984008186982845,-0.14984008186982845,-0.14984008186982845,-0.24704481690157631,-0.24704481690157631,-0.24704481690157631
2018-12-16,-0.2661583539745405,-0.2661583539745405,-0.2661583539745405,-0.2428710941533756,-0.2428710941533756,-0.2428710941533756,-0.45848969561114084,-0.45848969561114084,-0.45848969561114084,-0.5645830734273617,-0.5645830734273617,-0.5645830734273617
2018-12-23,0.04848902083427596,0.04848902083427596,0.04848902083427596,0.19661378468197202,0.19661378468197202,0.19661378468197202,0.16203719019424437,0.16203719019424437,0.16203719019424437,0.17429461828758444,0.17429461828758444,0.17429461828758444
2018-12-30,0.2510977746794084,0.2510977746794084,0.2510977746794084,0.597174619890378,0.597174619890378,0.597174619890378,0.36581756933227216,0.36581756933227216,0.36581756933227216,0.6635684160621651,0.6635684160621651,0.6635684160621651
2019-01-06,1.234260224475163,1.234260224475163,1.234260224475163,1.2570394213955212,1.2570394213955212,1.2570394213955212,1.2637510075355385,1.2637510075355385,1.2637510075355385,1.2160957914962234,1.2160957914962234,1.2160957914962234
2019-01-13,1.8030053351198443,1.8030053351198443,1.8030053351198443,2.0307826192384426,2.0307826192384426,2.0307826192384426,1.8958930815293311,1.8958930815293311,1.8958930815293311,2.008643428109502,2.008643428109502,2.008643428109502
2019-01-20,1.7296258906941804,1.7296258906941804,1.7296258906941804,1.860479771590114,1.860479771590114,1.860479771590114,1.7968931158303396,1.7968931158303396,1.7968931158303396,1.931599302313905,1.931599302313905,1.931599302313905
2019-01-27,2.0052434460769257,2.0052434460769257,2.0052434460769257,1.943828681491184,1.943828681491184,1.943828681491184,1.959994389163092,1.959994389163092,1.959994389163092,1.9217311607671987,1.9217311607671987,1.9217311607671987
2019-02-03,1.4027831803704718,1.4027831803704718,1.4027831803704718,1.3472375692750143,1.3472375692750143,1.3472375692750143,1.3525712997415684,1.3525712997415684,1.3525712997415684,1.3970598402400762,1.3970598402400762,1.3970598402400762
2019-02-10,1.132091741251904,1.132091741251904,1.132091741251904,1.0296644678520852,1.0296644678520852,1.0296644678520852,1.0928672748524888,1.0928672748524888,1.0928672748524888,1.0794508491831056,1.0794508491831056,1.0794508491831056
2019-02-17,1.5282279661389513,1.5282279661389513,1.5282279661389513,1.4574814526311228,1.4574814526311228,1.4574814526311228,1.5320939240717906,1.5320939240717906,1.5320939240717906,1.5022808681947704,1.5022808681947704,1.5022808681947704
2019-02-24,1.390362135455263,1.390362135455263,1.390362135455263,1.3054547630835078,1.3054547630835078,1.3054547630835078,1.3095408485738362,1.3095408485738362,1.3095408485738362,1.2242249935737108,1.2242249935737108,1.2242249935737108
2019-03-03,0.686701682060273,0.686701682060273,0.686701682060273,0.616647793318489,0.616647793318489,0.616647793318489,0.7142485885126065,0.7142485885126065,0.7142485885126065,0.6980064986436599,0.6980064986436599,0.6980064986436599
2019-03-10,1.2983229767664706,1.2983229767664706,1.2983229767664706,1.2528020559288509,1.2528020559288509,1.2528020559288509,1.3099659324790567,1.3099659324790567,1.3099659324790567,1.2951563104201977,1.2951563104201977,1.2951563104201977
2019-03-17,1.0679589008274364,1.0679589008274364,1.0679589008274364,0.9940451199849699,0.9940451199849699,0.9940451199849699,0.9786191612174142,0.9786191612174142,0.9786191612174142,0.8892929887627098,0.8892929887627098,0.8892929887627098
2019-03-24,1.1740091529604766,1.1740091529604766,1.1740091529604766,1.1577654682714054,1.1577654682714054,1.1577654682714054,1.2529591302786418,1.2529591302786418,1.2529591302786418,1.199501307688839,1.199501307688839,1.199501307688839
2019-03-31,1.8190062858139457,1.8190062858139457,1.8190062858139457,1.8825064162466478,1.8825064162466478,1.8825064162466478,1.855918499278481,1.855918499278481,1.855918499278481,1.872248853725816,1.872248853725816,1.872248853725816
2019-04-07,1.8329538025756378,1.8329538025756378,1.8329538025756378,1.8014232781524537,1.8014232781524537,1.8014232781524537,1.7577236628363002,1.7577236628363002,1.7577236628363002,1.718011588283183,1.718011588283183,1.718011588283183
2019-04-14,1.4111640116701856,1.4111640116701856,1.4111640116701856,1.4653103754313785,1.4653103754313785,1.4653103754313785,1.4720485161007575,1.4720485161007575,1.4720485161007575,1.4759084371285527,1.4759084371285527,1.4759084371285527
2019-04-21,0.6741745666281083,0.6741745666281083,0.6741745666281083,0.7430813885609571,0.7430813885609571,0.7430813885609571,0.738759686250299,0.738759686250299,0.738759686250299,0.7615334823670101,0.7615334823670101,0.7615334823670101
2019-04-28,0.8732537387022504,0.8732537387022504,0.8732537387022504,0.9879564852245223,0.9879564852245223,0.9879564852245223,0.9303108668469297,0.9303108668469297,0.9303108668469297,0.948523193951105,0.948523193951105,0.948523193951105
2019-05-05,-0.3358795857901111,-0.3358795857901111,-0.3358795857901111,-0.32282081821399794,-0.32282081821399794,-0.32282081821399794,-0.5542434882457439,-0.5542434882457439,-0.5542434882457439,-0.23215455923311015,-0.23215455923311015,-0.23215455923311015
2019-05-12,-1.1833980998365652,-1.1833980998365652,-1.1833980998365652,-1.2794334319132767,-1.2794334319132767,-1.2794334319132767,-1.126189530483072,-1.126189530483072,-1.126189530483072,-1.3175895804303464,-1.3175895804303464,-1.3175895804303464
2019-05-19,-1.273268560814428,-1.273268560814428,-1.273268560814428,-1.3720301230259069,-1.3720301230259069,-1.3720301230259069,-1.3463935016835054,-1.3463935016835054,-1.3463935016835054,-1.4014676003120958,-1.4014676003120958,-1.4014676003120958
2019-05-26,-0.5871277551281596,-0.5871277551281596,-0.5871277551281596,-0.5534419855470543,-0.5534419855470543,-0.5534419855470543,-0.45594417617568855,-0.45594417617568855,-0.45594417617568855,-0.4568022516427324,-0.4568022516427324,-0.4568022516427324
2019-06-02,-0.5604178771826042,-0.5604178771826042,-0.5604178771826042,-0.4085414502280153,-0.4085414502280153,-0.4085414502280153,-0.4283987749385099,-0.4283987749385099,-0.4283987749385099,-0.4323172431346891,-0.4323172431346891,-0.4323172431346891
2019-06-09,-0.4372727730088297,-0.4372727730088297,-0.4372727730088297,-0.5091692603197325,-0.5091692603197325,-0.5091692603197325,-0.3911381800391758,-0.3911381800391758,-0.3911381800391758,-0.5132304338793817,-0.5132304338793817,-0.5132304338793817
2019-06-16,0.9274599125818623,0.9274599125818623,0.9274599125818623,0.9457356071090353,0.9457356071090353,0.9457356071090353,1.0061237768177165,1.0061237768177165,1.0061237768177165,1.0265823898012179,1.0265823898012179,1.0265823898012179
2019-06-23,0.8864494193029071,0.8864494193029071,0.8864494193029071,0.9017595665693229,0.9017595665693229,0.9017595665693229,0.9051919738499533,0.9051919738499533,0.9051919738499533,0.8052315831631368,0.8052315831631368,0.8052315831631368
2019-06-30,1.1246298582826058,1.1246298582826058,1.1246298582826058,1.01350359045599,1.01350359045599,1.01350359045599,0.9101311230230086,0.9101311230230086,0.9101311230230086,0.88330837577959,0.88330837577959,0.88330837577959
2019-07-07,0.9210029991774185,0.9210029991774185,0.9210029991774185,0.819942060193537,0.819942060193537,0.819942060193537,0.9470338535793958,0.9470338535793958,0.9470338535793958,0.8603194958020539,0.8603194958020539,0.8603194958020539
2019-07-14,1.1403033406931113,1.1403033406931113,1.1403033406931113,1.0478495526559881,1.0478495526559881,1.0478495526559881,0.9956036184149035,0.9956036184149035,0.9956036184149035,0.9246438988186687,0.9246438988186687,0.9246438988186687
2019-07-21,0.4648610599578915,0.4648610599578915,0.4648610599578915,0.3743285643270877,0.3743285643270877,0.3743285643270877,0.5376494256181212,0.5376494256181212,0.5376494256181212,0.4762968529292754,0.4762968529292754,0.4762968529292754
2019-07-28,-1.2246880026844573,-1.2246880026844573,-1.2246880026844573,-1.3092110684630083,-1.3092110684630083,-1.3092110684630083,-1.4224337325066327,-1.4224337325066327,-1.4224337325066327,-1.4116230142103006,-1.4116230142103006,-1.4116230142103006
2019-08-04,-1.937831573828518,-1.937831573828518,-1.937831573828518,-1.999626171457079,-1.999626171457079,-1.999626171457079,-1.8297059792563903,-1.8297059792563903,-1.8297059792563903,-1.9332606147765574,-1.9332606147765574,-1.9332606147765574
2019-08-11,-2.1908006458836473,-2.1908006458836473,-2.1908006458836473,-1.9649047577078997,-1.9649047577078997,-1.9649047577078997,-2.1176811380460574,-2.1176811380460574,-2.1176811380460574,-2.0085781956273285,-2.0085781956273285,-2.0085781956273285
2019-08-18,-1.4754224956039659,-1.4754224956039659,-1.4754224956039659,-1.5304938571670867,-1.5304938571670867,-1.5304938571670867,-1.8074009434218135,-1.8074009434218135,-1.8074009434218135,-1.850460956082935,-1.850460956082935,-1.850460956082935
2019-08-25,-1.0950203014699695,-1.0950203014699695,-1.0950203014699695,-1.0335863370941167,-1.0335863370941167,-1.0335863370941167,-0.972376463568067,-0.972376463568067,-0.972376463568067,-0.9125294390755162,-0.9125294390755162,-0.9125294390755162
2019-09-01,-0.3520411654329774,-0.3520411654329774,-0.3520411654329774,-0.323113175266471,-0.323113175266471,-0.323113175266471,-0.2508821995394196,-0.2508821995394196,-0.2508821995394196,-0.25518339282972946,-0.25518339282972946,-0.25518339282972946
2019-09-08,0.4030844677835897,0.4030844677835897,0.4030844677835897,0.42481098809942286,0.42481098809942286,0.42481098809942286,0.48455176223932894,0.48455176223932894,0.48455176223932894,0.500152238565217,0.500152238565217,0.500152238565217
2019-09-15,0.4186632005735684,0.4186632005735684,0.4186632005735684,0.3537630628637836,0.3537630628637836,0.3537630628637836,0.36280482596310787,0.36280482596310787,0.36280482596310787,0.2882358175881279,0.2882358175881279,0.2882358175881279
2019-09-22,-0.4304562870840348,-0.4304562870840348,-0.4304562870840348,-0.5252741894369334,-0.5252741894369334,-0.5252741894369334,-0.6302817884948935,-0.6302817884948935,-0.6302817884948935,-0.6588093502950401,-0.6588093502950401,-0.6588093502950401
2019-09-29,-0.6485084634912373,-0.6485084634912373,-0.6485084634912373,-0.56991167954627,-0.56991167954627,-0.56991167954627,-0.5361926503566972,-0.5361926503566972,-0.5361926503566972,-0.44473892147181593,-0.44473892147181593,-0.44473892147181593
2019-10-06,0.11513055247546422,0.11513055247546422,0.11513055247546422,0.04989491001953261,0.04989491001953261,0.04989491001953261,0.13275112694361085,0.13275112694361085,0.13275112694361085,0.10348216747263099,0.10348216747263099,0.10348216747263099
2019-10-13,0.3411548476635132,0.3411548476635132,0.3411548476635132,0.2813068110238663,0.2813068110238663,0.2813068110238663,0.42519064680267027,0.42519064680267027,0.42519064680267027,0.37087504727226667,0.37087504727226667,0.37087504727226667
2019-10-20,-0.06549407107370123,-0.06549407107370123,-0.06549407107370123,0.7772385179368994,0.7772385179368994,0.7772385179368994,0.034908529190514494,0.034908529190514494,0.034908529190514494,0.846999844080717,0.846999844080717,0.846999844080717
2019-10-27,0.8886065533032643,0.8886065533032643,0.8886065533032643,0.920571258132197,0.920571258132197,0.920571258132197,0.9553741518744557,0.9553741518744557,0.9553741518744557,0.9595389477167886,0.9595389477167886,0.9595389477167886
2019-11-03,1.3894339604812438,1.3894339604812438,1.3894339604812438,1.3365498225315906,1.3365498225315906,1.3365498225315906,1.3360543674162222,1.3360543674162222,1.3360543674162222,1.2787578987317398,1.2787578987317398,1.2787578987317398
2019-11-10,0.8555114268265378,0.8555114268265378,0.8555114268265378,0.7894014756387013,0.7894014756387013,0.7894014756387013,0.8678223933183029,0.8678223933183029,0.8678223933183029,0.7845127486937424,0.7845127486937424,0.7845127486937424
2019-11-17,0.710381802096632,0.710381802096632,0.710381802096632,0.6345289574770941,0.6345289574770941,0.6345289574770941,0.7168697270727632,0.7168697270727632,0.7168697270727632,0.6313492739126808,0.6313492739126808,0.6313492739126808
2019-11-24,0.3250047219213436,0.3250047219213436,0.3250047219213436,0.3499646949840684,0.3499646949840684,0.3499646949840684,0.32790021436154926,0.32790021436154926,0.32790021436154926,0.26702909134247016,0.26702909134247016,0.26702909134247016
2019-12-01,0.6518271151526657,0.6518271151526657,0.6518271151526657,0.6168028831088554,0.6168028831088554,0.6168028831088554,0.6677923332983025,0.6677923332983025,0.6677923332983025,0.6032082647852178,0.6032082647852178,0.6032082647852178
2019-12-08,1.4455601292967994,1.4455601292967994,1.4455601292967994,1.3933829513673914,1.3933829513673914,1.3933829513673914,1.4640393184596923,1.4640393184596923,1.4640393184596923,1.392308373430503,1.392308373430503,1.392308373430503
2019-12-15,1.869414016741824,1.869414016741824,1.869414016741824,1.839374302350155,1.839374302350155,1.839374302350155,1.827940324532302,1.827940324532302,1.827940324532302,1.7848992115545144,1.7848992115545144,1.7848992115545144
2019-12-22,1.5751759635807105,1.5751759635807105,1.5751759635807105,1.6378272670969172,1.6378272670969172,1.6378272670969172,1.5819058147761225,1.5819058147761225,1.5819058147761225,1.6285635093774429,1.6285635093774429,1.6285635093774429
2019-12-29,1.5149921155079846,1.5149921155079846,1.5149921155079846,1.5599714246464038,1.5599714246464038,1.5599714246464038,1.450978048908564,1.450978048908564,1.450978048908564,1.4337695167367586,1.4337695167367586,1.4337695167367586
