Date,ProShares Short FinancialsEtf_Open_average,ProShares Short FinancialsEtf_Open_max,ProShares Short FinancialsEtf_Open_min,ProShares Short FinancialsEtf_High_average,ProShares Short FinancialsEtf_High_max,ProShares Short FinancialsEtf_High_min,ProShares Short FinancialsEtf_Low_average,ProShares Short FinancialsEtf_Low_max,ProShares Short FinancialsEtf_Low_min,ProShares Short FinancialsEtf_Close_average,ProShares Short FinancialsEtf_Close_max,ProShares Short FinancialsEtf_Close_min
2018-05-27,0.8668282350820539,0.8668282350820539,0.8668282350820539,0.4624166862421146,0.4624166862421146,0.4624166862421146,0.26450618875758974,0.26450618875758974,0.26450618875758974,-0.0028535542464843706,-0.0028535542464843706,-0.0028535542464843706
2018-06-03,-0.8000195180311658,-0.8000195180311658,-0.8000195180311658,-0.8682589907994424,-0.8682589907994424,-0.8682589907994424,-0.9474513104747854,-0.9474513104747854,-0.9474513104747854,-0.6855630856202553,-0.6855630856202553,-0.6855630856202553
2018-06-10,-0.21954859218724745,-0.21954859218724745,-0.21954859218724745,-0.467737384324514,-0.467737384324514,-0.467737384324514,0.07234519298625967,0.07234519298625967,0.07234519298625967,-0.22270412476524015,-0.22270412476524015,-0.22270412476524015
2018-06-17,-0.41649819397407434,-0.41649819397407434,-0.41649819397407434,-0.44286018603793587,-0.44286018603793587,-0.44286018603793587,-0.13584116663755208,-0.13584116663755208,-0.13584116663755208,-0.18670543649118648,-0.18670543649118648,-0.18670543649118648
2018-06-24,0.3173146830419965,0.3173146830419965,0.3173146830419965,0.1296813554721723,0.1296813554721723,0.1296813554721723,0.585363175167452,0.585363175167452,0.585363175167452,0.402068996174213,0.402068996174213,0.402068996174213
2018-07-01,0.5391584215579867,0.5391584215579867,0.5391584215579867,0.1691590049036095,0.1691590049036095,0.1691590049036095,0.5726968397783058,0.5726968397783058,0.5726968397783058,0.25473038389919905,0.25473038389919905,0.25473038389919905
2018-07-08,-0.45386609401872774,-0.45386609401872774,-0.45386609401872774,-0.20514166939294112,-0.20514166939294112,-0.20514166939294112,-0.17579833898084235,-0.17579833898084235,-0.17579833898084235,-0.21345799182665912,-0.21345799182665912,-0.21345799182665912
2018-07-15,-0.9892011611341571,-0.9892011611341571,-0.9892011611341571,-1.0283495667591882,-1.0283495667591882,-1.0283495667591882,-0.7919324508856811,-0.7919324508856811,-0.7919324508856811,-0.8728940660216249,-0.8728940660216249,-0.8728940660216249
2018-07-22,-2.0082541979116306,-2.0082541979116306,-2.0082541979116306,-1.5188754028388833,-1.5188754028388833,-1.5188754028388833,-2.103325025867045,-2.103325025867045,-2.103325025867045,-1.4799174059110498,-1.4799174059110498,-1.4799174059110498
2018-07-29,-1.6250000463816763,-1.6250000463816763,-1.6250000463816763,-1.59366123165379,-1.59366123165379,-1.59366123165379,-1.8440862490158882,-1.8440862490158882,-1.8440862490158882,-1.7563358549306818,-1.7563358549306818,-1.7563358549306818
2018-08-05,-1.3799432817467912,-1.3799432817467912,-1.3799432817467912,-1.384660341643704,-1.384660341643704,-1.384660341643704,-1.4621193254303682,-1.4621193254303682,-1.4621193254303682,-1.5166547934399464,-1.5166547934399464,-1.5166547934399464
2018-08-12,-1.6272600696416695,-1.6272600696416695,-1.6272600696416695,-1.648398028376903,-1.648398028376903,-1.648398028376903,-1.8822000374208843,-1.8822000374208843,-1.8822000374208843,-1.8845113045442514,-1.8845113045442514,-1.8845113045442514
2018-08-19,-1.6744788209521702,-1.6744788209521702,-1.6744788209521702,-1.7424589942551885,-1.7424589942551885,-1.7424589942551885,-1.7071547616267853,-1.7071547616267853,-1.7071547616267853,-1.7744874954546663,-1.7744874954546663,-1.7744874954546663
2018-08-26,-1.537206817889433,-1.537206817889433,-1.537206817889433,-1.591885573966017,-1.591885573966017,-1.591885573966017,-1.724861360310974,-1.724861360310974,-1.724861360310974,-1.821797272729123,-1.821797272729123,-1.821797272729123
2018-09-02,-1.5196691563089602,-1.5196691563089602,-1.5196691563089602,-1.3179760494103447,-1.3179760494103447,-1.3179760494103447,-1.545676243696616,-1.545676243696616,-1.545676243696616,-1.3954570083135107,-1.3954570083135107,-1.3954570083135107
2018-09-09,-0.9704648751008985,-0.9704648751008985,-0.9704648751008985,-1.087557310589064,-1.087557310589064,-1.087557310589064,-1.1470121909456377,-1.1470121909456377,-1.1470121909456377,-1.2591929063206924,-1.2591929063206924,-1.2591929063206924
2018-09-16,-1.9548578994224104,-1.9548578994224104,-1.9548578994224104,-1.8921485499666575,-1.8921485499666575,-1.8921485499666575,-1.9556908469721126,-1.9556908469721126,-1.9556908469721126,-1.8676589618314292,-1.8676589618314292,-1.8676589618314292
