Date,ProShares Short High Yield_Open_average,ProShares Short High Yield_Open_max,ProShares Short High Yield_Open_min,ProShares Short High Yield_High_average,ProShares Short High Yield_High_max,ProShares Short High Yield_High_min,ProShares Short High Yield_Low_average,ProShares Short High Yield_Low_max,ProShares Short High Yield_Low_min,ProShares Short High Yield_Close_average,ProShares Short High Yield_Close_max,ProShares Short High Yield_Close_min
2018-04-08,-1.2575586064931705,-1.2575586064931705,-1.2575586064931705,-1.5211452391119635,-1.5211452391119635,-1.5211452391119635,-1.4141269162738412,-1.4141269162738412,-1.4141269162738412,-1.553183647690923,-1.553183647690923,-1.553183647690923
2018-04-15,-0.45462775535574795,-0.45462775535574795,-0.45462775535574795,-0.681318114687646,-0.681318114687646,-0.681318114687646,-0.2556656417587267,-0.2556656417587267,-0.2556656417587267,-0.5064727491589972,-0.5064727491589972,-0.5064727491589972
2018-04-22,-0.5193208654198537,-0.5193208654198537,-0.5193208654198537,-0.6776934442568856,-0.6776934442568856,-0.6776934442568856,-0.3674888799991964,-0.3674888799991964,-0.3674888799991964,-0.5987946575046172,-0.5987946575046172,-0.5987946575046172
2018-04-29,-0.766914190403906,-0.766914190403906,-0.766914190403906,-0.6984567645100032,-0.6984567645100032,-0.6984567645100032,-0.5803411212815658,-0.5803411212815658,-0.5803411212815658,-0.41934465703444085,-0.41934465703444085,-0.41934465703444085
2018-05-06,-0.9194323975504838,-0.9194323975504838,-0.9194323975504838,-1.1197938772237035,-1.1197938772237035,-1.1197938772237035,-1.107128805064137,-1.107128805064137,-1.107128805064137,-1.2585276686373468,-1.2585276686373468,-1.2585276686373468
2018-05-13,-0.4782075528418473,-0.4782075528418473,-0.4782075528418473,-0.6787623929561164,-0.6787623929561164,-0.6787623929561164,-0.3590865432998045,-0.3590865432998045,-0.3590865432998045,-0.6043104534943383,-0.6043104534943383,-0.6043104534943383
2018-05-20,-0.7027062355628836,-0.7027062355628836,-0.7027062355628836,-0.7247675248291883,-0.7247675248291883,-0.7247675248291883,-0.6419274272599996,-0.6419274272599996,-0.6419274272599996,-0.6552102059080208,-0.6552102059080208,-0.6552102059080208
2018-05-27,-0.5071686957186845,-0.5071686957186845,-0.5071686957186845,-0.619443121298644,-0.619443121298644,-0.619443121298644,-0.6320125752583994,-0.6320125752583994,-0.6320125752583994,-0.4846318944346832,-0.4846318944346832,-0.4846318944346832
2018-06-03,-1.0475555260483715,-1.0475555260483715,-1.0475555260483715,-1.1629436577345285,-1.1629436577345285,-1.1629436577345285,-1.406929334663047,-1.406929334663047,-1.406929334663047,-1.28276393462972,-1.28276393462972,-1.28276393462972
2018-06-10,-1.8899010234004232,-1.8899010234004232,-1.8899010234004232,-1.7915788248296065,-1.7915788248296065,-1.7915788248296065,-1.87983129798847,-1.87983129798847,-1.87983129798847,-1.863913860785156,-1.863913860785156,-1.863913860785156
2018-06-17,-1.5341082106260187,-1.5341082106260187,-1.5341082106260187,-1.239644798486003,-1.239644798486003,-1.239644798486003,-1.3395575992078406,-1.3395575992078406,-1.3395575992078406,-1.306234967129535,-1.306234967129535,-1.306234967129535
2018-06-24,0.28583954672283957,0.28583954672283957,0.28583954672283957,0.2638052956085759,0.2638052956085759,0.2638052956085759,0.2953599157064906,0.2953599157064906,0.2953599157064906,0.08020228532045949,0.08020228532045949,0.08020228532045949
2018-07-01,-1.0527523827288974,-1.0527523827288974,-1.0527523827288974,-1.3098710066709998,-1.3098710066709998,-1.3098710066709998,-1.4539100821469078,-1.4539100821469078,-1.4539100821469078,-1.245921767557592,-1.245921767557592,-1.245921767557592
2018-07-08,-1.5017607284694712,-1.5017607284694712,-1.5017607284694712,-1.5997215052356601,-1.5997215052356601,-1.5997215052356601,-1.4064804192917082,-1.4064804192917082,-1.4064804192917082,-1.3246430126051068,-1.3246430126051068,-1.3246430126051068
2018-07-15,-1.4132610031437645,-1.4132610031437645,-1.4132610031437645,-1.4715572308933353,-1.4715572308933353,-1.4715572308933353,-1.2703016805226974,-1.2703016805226974,-1.2703016805226974,-1.2734648951828893,-1.2734648951828893,-1.2734648951828893
2018-07-22,-1.6898422649787104,-1.6898422649787104,-1.6898422649787104,-1.752173634573298,-1.752173634573298,-1.752173634573298,-1.76678637692755,-1.76678637692755,-1.76678637692755,-1.7426242235588592,-1.7426242235588592,-1.7426242235588592
2018-07-29,-2.074960421514882,-2.074960421514882,-2.074960421514882,-1.9664728948933174,-1.9664728948933174,-1.9664728948933174,-1.9899879900118687,-1.9899879900118687,-1.9899879900118687,-2.078388143390884,-2.078388143390884,-2.078388143390884
2018-08-05,-1.6141325316631148,-1.6141325316631148,-1.6141325316631148,-1.3991831249727489,-1.3991831249727489,-1.3991831249727489,-1.5064817318717794,-1.5064817318717794,-1.5064817318717794,-1.3221184087181852,-1.3221184087181852,-1.3221184087181852
2018-08-12,-1.6425540034928807,-1.6425540034928807,-1.6425540034928807,-1.6311079717780812,-1.6311079717780812,-1.6311079717780812,-1.5898661355629398,-1.5898661355629398,-1.5898661355629398,-1.6319214498277212,-1.6319214498277212,-1.6319214498277212
2018-08-19,-1.6422403906863785,-1.6422403906863785,-1.6422403906863785,-1.6883163677683959,-1.6883163677683959,-1.6883163677683959,-1.7581088730204926,-1.7581088730204926,-1.7581088730204926,-1.6165838384846782,-1.6165838384846782,-1.6165838384846782
2018-08-26,-1.2758664217898465,-1.2758664217898465,-1.2758664217898465,-1.3622759489897172,-1.3622759489897172,-1.3622759489897172,-1.3639104846056456,-1.3639104846056456,-1.3639104846056456,-1.3663259022459446,-1.3663259022459446,-1.3663259022459446
2018-09-02,-0.7449956350380523,-0.7449956350380523,-0.7449956350380523,-0.8709851915116453,-0.8709851915116453,-0.8709851915116453,-0.8621770572501032,-0.8621770572501032,-0.8621770572501032,-0.9638717601859228,-0.9638717601859228,-0.9638717601859228
2018-09-09,-1.4591443157920325,-1.4591443157920325,-1.4591443157920325,-1.3743873003780518,-1.3743873003780518,-1.3743873003780518,-1.3746810661369935,-1.3746810661369935,-1.3746810661369935,-1.3756734586128454,-1.3756734586128454,-1.3756734586128454
2018-09-16,-1.0563291213474204,-1.0563291213474204,-1.0563291213474204,-0.9392724905139778,-0.9392724905139778,-0.9392724905139778,-0.9842327578876838,-0.9842327578876838,-0.9842327578876838,-1.027366010180224,-1.027366010180224,-1.027366010180224
2018-09-23,-1.54187258727222,-1.54187258727222,-1.54187258727222,-1.6860883868956424,-1.6860883868956424,-1.6860883868956424,-1.7151231216739549,-1.7151231216739549,-1.7151231216739549,-1.7714233551378031,-1.7714233551378031,-1.7714233551378031
2018-09-30,0.3387699967379073,0.3387699967379073,0.3387699967379073,0.1991676737135792,0.1991676737135792,0.1991676737135792,-0.2613705630048822,-0.2613705630048822,-0.2613705630048822,0.2375009376434429,0.2375009376434429,0.2375009376434429
2018-10-07,0.7240661880382148,0.7240661880382148,0.7240661880382148,1.4041261888273624,1.4041261888273624,1.4041261888273624,0.4041147143510042,0.4041147143510042,0.4041147143510042,0.4795158275034086,0.4795158275034086,0.4795158275034086
2018-10-14,0.8561815807788048,0.8561815807788048,0.8561815807788048,0.7868415397746661,0.7868415397746661,0.7868415397746661,1.0071544118528055,1.0071544118528055,1.0071544118528055,1.0401765297846062,1.0401765297846062,1.0401765297846062
2018-10-21,2.233987370192446,2.233987370192446,2.233987370192446,2.1307684783781924,2.1307684783781924,2.1307684783781924,2.301507502690862,2.301507502690862,2.301507502690862,2.3098210651141944,2.3098210651141944,2.3098210651141944
2018-10-28,1.0120042630217814,1.0120042630217814,1.0120042630217814,1.0091505039879802,1.0091505039879802,1.0091505039879802,1.179619618785471,1.179619618785471,1.179619618785471,0.9850051669072037,0.9850051669072037,0.9850051669072037
2018-11-04,0.6631061927680724,0.6631061927680724,0.6631061927680724,1.4907578924193485,1.4907578924193485,1.4907578924193485,0.8892206926762434,0.8892206926762434,0.8892206926762434,1.6987000535579964,1.6987000535579964,1.6987000535579964
2018-11-11,2.2839612446415716,2.2839612446415716,2.2839612446415716,2.1856383206121555,2.1856383206121555,2.1856383206121555,1.9901187836248488,1.9901187836248488,1.9901187836248488,2.181681823026244,2.181681823026244,2.181681823026244
2018-11-18,2.029907349632785,2.029907349632785,2.029907349632785,1.693596346116112,1.693596346116112,1.693596346116112,2.0863746925790245,2.0863746925790245,2.0863746925790245,1.5986573631475753,1.5986573631475753,1.5986573631475753
2018-11-25,0.6484895359891696,0.6484895359891696,0.6484895359891696,0.523983495663995,0.523983495663995,0.523983495663995,0.5927965963458469,0.5927965963458469,0.5927965963458469,0.48829551593818893,0.48829551593818893,0.48829551593818893
2018-12-02,1.3751465558226408,1.3751465558226408,1.3751465558226408,1.3407000519163126,1.3407000519163126,1.3407000519163126,1.5025244139516019,1.5025244139516019,1.5025244139516019,1.2082654567103972,1.2082654567103972,1.2082654567103972
2018-12-09,0.8724624674555075,0.8724624674555075,0.8724624674555075,1.1884054478544326,1.1884054478544326,1.1884054478544326,1.067705275183125,1.067705275183125,1.067705275183125,1.2732108220670875,1.2732108220670875,1.2732108220670875
2018-12-16,2.5839265123339303,2.5839265123339303,2.5839265123339303,2.6366773109659567,2.6366773109659567,2.6366773109659567,2.585603676952603,2.585603676952603,2.585603676952603,2.6926021271695366,2.6926021271695366,2.6926021271695366
2018-12-23,1.1804997261085308,1.1804997261085308,1.1804997261085308,0.9885285447903601,0.9885285447903601,0.9885285447903601,1.2575373507723306,1.2575373507723306,1.2575373507723306,1.016804478842957,1.016804478842957,1.016804478842957
2018-12-30,-0.016995648803780218,-0.016995648803780218,-0.016995648803780218,-0.2519644164744511,-0.2519644164744511,-0.2519644164744511,-0.44712160463289263,-0.44712160463289263,-0.44712160463289263,-0.5940713037712625,-0.5940713037712625,-0.5940713037712625
2019-01-06,-0.968826856432436,-0.968826856432436,-0.968826856432436,-1.0190381576174328,-1.0190381576174328,-1.0190381576174328,-0.9239736505013267,-0.9239736505013267,-0.9239736505013267,-0.9013064471491979,-0.9013064471491979,-0.9013064471491979
2019-01-13,-1.5356235003684071,-1.5356235003684071,-1.5356235003684071,-1.5603689386225905,-1.5603689386225905,-1.5603689386225905,-1.5747063370092806,-1.5747063370092806,-1.5747063370092806,-1.5259618986058625,-1.5259618986058625,-1.5259618986058625
2019-01-20,-1.1539661620589814,-1.1539661620589814,-1.1539661620589814,-1.1269875363156499,-1.1269875363156499,-1.1269875363156499,-1.0806685530483136,-1.0806685530483136,-1.0806685530483136,-1.1405308466624342,-1.1405308466624342,-1.1405308466624342
2019-01-27,-1.5566989739517145,-1.5566989739517145,-1.5566989739517145,-1.5598257002666909,-1.5598257002666909,-1.5598257002666909,-1.5805078114985918,-1.5805078114985918,-1.5805078114985918,-1.5645164642226246,-1.5645164642226246,-1.5645164642226246
2019-02-03,-1.3709923041486587,-1.3709923041486587,-1.3709923041486587,-1.3546159968574945,-1.3546159968574945,-1.3546159968574945,-1.3355649485004817,-1.3355649485004817,-1.3355649485004817,-1.2996428494840067,-1.2996428494840067,-1.2996428494840067
2019-02-10,-1.4018779649672106,-1.4018779649672106,-1.4018779649672106,-1.3860616397722456,-1.3860616397722456,-1.3860616397722456,-1.3841455719151479,-1.3841455719151479,-1.3841455719151479,-1.310407444207495,-1.310407444207495,-1.310407444207495
2019-02-17,-1.3280348310596966,-1.3280348310596966,-1.3280348310596966,-1.2622287546194497,-1.2622287546194497,-1.2622287546194497,-1.2850586042784162,-1.2850586042784162,-1.2850586042784162,-1.1751111969459094,-1.1751111969459094,-1.1751111969459094
2019-02-24,-1.2859608138999716,-1.2859608138999716,-1.2859608138999716,-1.1176205936311834,-1.1176205936311834,-1.1176205936311834,-1.2582388015586254,-1.2582388015586254,-1.2582388015586254,-1.0919901162950625,-1.0919901162950625,-1.0919901162950625
