Date,PowerShares S&P MidCap Low Volatility PortfolioEtf_Open_average,PowerShares S&P MidCap Low Volatility PortfolioEtf_Open_max,PowerShares S&P MidCap Low Volatility PortfolioEtf_Open_min,PowerShares S&P MidCap Low Volatility PortfolioEtf_High_average,PowerShares S&P MidCap Low Volatility PortfolioEtf_High_max,PowerShares S&P MidCap Low Volatility PortfolioEtf_High_min,PowerShares S&P MidCap Low Volatility PortfolioEtf_Low_average,PowerShares S&P MidCap Low Volatility PortfolioEtf_Low_max,PowerShares S&P MidCap Low Volatility PortfolioEtf_Low_min,PowerShares S&P MidCap Low Volatility PortfolioEtf_Close_average,PowerShares S&P MidCap Low Volatility PortfolioEtf_Close_max,PowerShares S&P MidCap Low Volatility PortfolioEtf_Close_min
2018-05-27,1.7718515319199561,1.7718515319199561,1.7718515319199561,1.6809270080419083,1.6809270080419083,1.6809270080419083,1.5756515137958476,1.5756515137958476,1.5756515137958476,1.5337923802519877,1.5337923802519877,1.5337923802519877
2018-06-03,1.6461014267205725,1.6461014267205725,1.6461014267205725,1.7885122532685922,1.7885122532685922,1.7885122532685922,1.6325541046899859,1.6325541046899859,1.6325541046899859,1.8039841968918358,1.8039841968918358,1.8039841968918358
2018-06-10,1.5789927140553428,1.5789927140553428,1.5789927140553428,1.6703190751074446,1.6703190751074446,1.6703190751074446,1.448498727540403,1.448498727540403,1.448498727540403,1.6182088883352586,1.6182088883352586,1.6182088883352586
2018-06-17,1.5863023585103482,1.5863023585103482,1.5863023585103482,1.5778380482741519,1.5778380482741519,1.5778380482741519,1.5045734088828626,1.5045734088828626,1.5045734088828626,1.543983422196882,1.543983422196882,1.543983422196882
2018-06-24,1.5196446414424907,1.5196446414424907,1.5196446414424907,1.6438960000379015,1.6438960000379015,1.6438960000379015,1.4126697049311805,1.4126697049311805,1.4126697049311805,1.3938449127931722,1.3938449127931722,1.3938449127931722
2018-07-01,1.8555312995636781,1.8555312995636781,1.8555312995636781,1.9958876603788884,1.9958876603788884,1.9958876603788884,1.8010557666997142,1.8010557666997142,1.8010557666997142,1.9258909623236158,1.9258909623236158,1.9258909623236158
2018-07-08,1.7077416587284426,1.7077416587284426,1.7077416587284426,1.6480366310668038,1.6480366310668038,1.6480366310668038,1.5885597490051229,1.5885597490051229,1.5885597490051229,1.5344279711500937,1.5344279711500937,1.5344279711500937
2018-07-15,1.6723528655383362,1.6723528655383362,1.6723528655383362,1.55560395328,1.55560395328,1.55560395328,1.405249575726701,1.405249575726701,1.405249575726701,1.3795931096517713,1.3795931096517713,1.3795931096517713
2018-07-22,1.480999906358134,1.480999906358134,1.480999906358134,1.3834312037963146,1.3834312037963146,1.3834312037963146,1.1666219326985021,1.1666219326985021,1.1666219326985021,1.084664521949845,1.084664521949845,1.084664521949845
2018-07-29,1.2896175036997501,1.2896175036997501,1.2896175036997501,1.3711735773828528,1.3711735773828528,1.3711735773828528,1.3507481456725348,1.3507481456725348,1.3507481456725348,1.3968244745874776,1.3968244745874776,1.3968244745874776
