Date,Direxion Daily CSI 300 China A SharEtf_Open_average,Direxion Daily CSI 300 China A SharEtf_Open_max,Direxion Daily CSI 300 China A SharEtf_Open_min,Direxion Daily CSI 300 China A SharEtf_High_average,Direxion Daily CSI 300 China A SharEtf_High_max,Direxion Daily CSI 300 China A SharEtf_High_min,Direxion Daily CSI 300 China A SharEtf_Low_average,Direxion Daily CSI 300 China A SharEtf_Low_max,Direxion Daily CSI 300 China A SharEtf_Low_min,Direxion Daily CSI 300 China A SharEtf_Close_average,Direxion Daily CSI 300 China A SharEtf_Close_max,Direxion Daily CSI 300 China A SharEtf_Close_min
2018-05-27,-1.090707637910765,-1.090707637910765,-1.090707637910765,-1.1093182340468615,-1.1093182340468615,-1.1093182340468615,-0.9604701428935247,-0.9604701428935247,-0.9604701428935247,-1.0350192741685205,-1.0350192741685205,-1.0350192741685205
2018-06-03,-1.0031865023416386,-1.0031865023416386,-1.0031865023416386,-1.0055420788654583,-1.0055420788654583,-1.0055420788654583,-0.8679540035823644,-0.8679540035823644,-0.8679540035823644,-0.945187528774519,-0.945187528774519,-0.945187528774519
2018-06-10,-1.2063323072536734,-1.2063323072536734,-1.2063323072536734,-1.2920106940730767,-1.2920106940730767,-1.2920106940730767,-1.224153686226398,-1.224153686226398,-1.224153686226398,-1.2768968629433035,-1.2768968629433035,-1.2768968629433035
2018-06-17,-2.26020091588139,-2.26020091588139,-2.26020091588139,-2.216507265623238,-2.216507265623238,-2.216507265623238,-2.059050331707087,-2.059050331707087,-2.059050331707087,-2.1359182072933662,-2.1359182072933662,-2.1359182072933662
2018-06-24,-2.4257043214967347,-2.4257043214967347,-2.4257043214967347,-2.375990780762796,-2.375990780762796,-2.375990780762796,-2.382746767870173,-2.382746767870173,-2.382746767870173,-2.3396988387317217,-2.3396988387317217,-2.3396988387317217
2018-07-01,-2.533003328396746,-2.533003328396746,-2.533003328396746,-2.4541333969805526,-2.4541333969805526,-2.4541333969805526,-2.508335959274684,-2.508335959274684,-2.508335959274684,-2.403447729679762,-2.403447729679762,-2.403447729679762
2018-07-08,-1.8455525011008016,-1.8455525011008016,-1.8455525011008016,-1.7931546576617234,-1.7931546576617234,-1.7931546576617234,-1.8256070787176788,-1.8256070787176788,-1.8256070787176788,-1.7800655333754987,-1.7800655333754987,-1.7800655333754987
2018-07-15,-1.7504846288922444,-1.7504846288922444,-1.7504846288922444,-1.6406441994363694,-1.6406441994363694,-1.6406441994363694,-1.7191936578138158,-1.7191936578138158,-1.7191936578138158,-1.6125421850179096,-1.6125421850179096,-1.6125421850179096
2018-07-22,-1.3799023021726562,-1.3799023021726562,-1.3799023021726562,-1.4370978190086445,-1.4370978190086445,-1.4370978190086445,-1.4337086825216305,-1.4337086825216305,-1.4337086825216305,-1.4843745815376033,-1.4843745815376033,-1.4843745815376033
2018-07-29,-1.8344863582992506,-1.8344863582992506,-1.8344863582992506,-1.8744595539603077,-1.8744595539603077,-1.8744595539603077,-1.852306939773279,-1.852306939773279,-1.852306939773279,-1.8896187701867289,-1.8896187701867289,-1.8896187701867289
2018-08-05,-1.467362555846566,-1.467362555846566,-1.467362555846566,-1.5061549430194328,-1.5061549430194328,-1.5061549430194328,-1.5538280464970522,-1.5538280464970522,-1.5538280464970522,-1.5554948183331443,-1.5554948183331443,-1.5554948183331443
2018-08-12,-1.7540440001055455,-1.7540440001055455,-1.7540440001055455,-1.6069410187967939,-1.6069410187967939,-1.6069410187967939,-1.7419289954251207,-1.7419289954251207,-1.7419289954251207,-1.5997121604816877,-1.5997121604816877,-1.5997121604816877
2018-08-19,-1.2905367133388397,-1.2905367133388397,-1.2905367133388397,-1.2814087195161656,-1.2814087195161656,-1.2814087195161656,-1.2620385205294038,-1.2620385205294038,-1.2620385205294038,-1.266066002140529,-1.266066002140529,-1.266066002140529
2018-08-26,-1.2322859899641587,-1.2322859899641587,-1.2322859899641587,-1.2431379980802957,-1.2431379980802957,-1.2431379980802957,-1.2042122505549044,-1.2042122505549044,-1.2042122505549044,-1.226713517628925,-1.226713517628925,-1.226713517628925
2018-09-02,-1.2219824688361658,-1.2219824688361658,-1.2219824688361658,-1.2642142064475441,-1.2642142064475441,-1.2642142064475441,-1.2602280896199936,-1.2602280896199936,-1.2602280896199936,-1.3216148478779914,-1.3216148478779914,-1.3216148478779914
2018-09-09,-1.1436361491161415,-1.1436361491161415,-1.1436361491161415,-1.2115414345170545,-1.2115414345170545,-1.2115414345170545,-1.2319909570060918,-1.2319909570060918,-1.2319909570060918,-1.2848908641685395,-1.2848908641685395,-1.2848908641685395
2018-09-16,-0.6105211835710819,-0.6105211835710819,-0.6105211835710819,-0.6659137937303661,-0.6659137937303661,-0.6659137937303661,-0.6150193710550879,-0.6150193710550879,-0.6150193710550879,-0.6553128132340011,-0.6553128132340011,-0.6553128132340011
2018-09-23,-0.5690646040117681,-0.5690646040117681,-0.5690646040117681,-0.5689998153163034,-0.5689998153163034,-0.5689998153163034,-0.5330301656907831,-0.5330301656907831,-0.5330301656907831,-0.5683874313180542,-0.5683874313180542,-0.5683874313180542
2018-09-30,-0.9263103218562341,-0.9263103218562341,-0.9263103218562341,-0.8726440192024557,-0.8726440192024557,-0.8726440192024557,-0.8889546868013336,-0.8889546868013336,-0.8889546868013336,-0.8371242724392071,-0.8371242724392071,-0.8371242724392071
2018-10-07,-1.2005404195958786,-1.2005404195958786,-1.2005404195958786,-1.2830519120625568,-1.2830519120625568,-1.2830519120625568,-1.2793352745601962,-1.2793352745601962,-1.2793352745601962,-1.2547179381020013,-1.2547179381020013,-1.2547179381020013
2018-10-14,-1.4250912688911763,-1.4250912688911763,-1.4250912688911763,-1.4110827790251874,-1.4110827790251874,-1.4110827790251874,-1.3753957034990976,-1.3753957034990976,-1.3753957034990976,-1.4430507575307279,-1.4430507575307279,-1.4430507575307279
2018-10-21,-1.2901173574218323,-1.2901173574218323,-1.2901173574218323,-1.2221911194029098,-1.2221911194029098,-1.2221911194029098,-1.2449028434131177,-1.2449028434131177,-1.2449028434131177,-1.2342797031547514,-1.2342797031547514,-1.2342797031547514
2018-10-28,-0.48215322802762217,-0.48215322802762217,-0.48215322802762217,-0.554564631322776,-0.554564631322776,-0.554564631322776,-0.782963099577568,-0.782963099577568,-0.782963099577568,-0.7771922981062946,-0.7771922981062946,-0.7771922981062946
2018-11-04,-1.5155128685763166,-1.5155128685763166,-1.5155128685763166,-1.6317546416781785,-1.6317546416781785,-1.6317546416781785,-1.52637409017778,-1.52637409017778,-1.52637409017778,-1.5726159109971647,-1.5726159109971647,-1.5726159109971647
2018-11-11,-0.6923399981319495,-0.6923399981319495,-0.6923399981319495,-0.6038627626849599,-0.6038627626849599,-0.6038627626849599,-0.6154237835100642,-0.6154237835100642,-0.6154237835100642,-0.5348955971420557,-0.5348955971420557,-0.5348955971420557
2018-11-18,-1.399385015036174,-1.399385015036174,-1.399385015036174,-1.4515084889115892,-1.4515084889115892,-1.4515084889115892,-1.2808200075790392,-1.2808200075790392,-1.2808200075790392,-1.418809622506003,-1.418809622506003,-1.418809622506003
2018-11-25,-1.1286330727025669,-1.1286330727025669,-1.1286330727025669,-1.0858179364985576,-1.0858179364985576,-1.0858179364985576,-1.100073758675109,-1.100073758675109,-1.100073758675109,-0.9974490707202109,-0.9974490707202109,-0.9974490707202109
2018-12-02,-0.7034672826349354,-0.7034672826349354,-0.7034672826349354,-0.8784711073666045,-0.8784711073666045,-0.8784711073666045,-0.9798741814806697,-0.9798741814806697,-0.9798741814806697,-1.071501267869133,-1.071501267869133,-1.071501267869133
2018-12-09,-0.9076767747346706,-0.9076767747346706,-0.9076767747346706,-1.0403436588191617,-1.0403436588191617,-1.0403436588191617,-0.8672434633154996,-0.8672434633154996,-0.8672434633154996,-0.959690843671068,-0.959690843671068,-0.959690843671068
2018-12-16,-1.7384137998986247,-1.7384137998986247,-1.7384137998986247,-1.8794449418933525,-1.8794449418933525,-1.8794449418933525,-1.870600621132967,-1.870600621132967,-1.870600621132967,-1.9949484339926145,-1.9949484339926145,-1.9949484339926145
2018-12-23,-1.6380187740780026,-1.6380187740780026,-1.6380187740780026,-1.6866724963582322,-1.6866724963582322,-1.6866724963582322,-1.5683013693646597,-1.5683013693646597,-1.5683013693646597,-1.5799902693487011,-1.5799902693487011,-1.5799902693487011
2018-12-30,-1.3484235021327242,-1.3484235021327242,-1.3484235021327242,-1.1420999430615149,-1.1420999430615149,-1.1420999430615149,-1.18368948987766,-1.18368948987766,-1.18368948987766,-1.016467715827349,-1.016467715827349,-1.016467715827349
