Date,Franklin FTSE BrazilEtf_Open_average,Franklin FTSE BrazilEtf_Open_max,Franklin FTSE BrazilEtf_Open_min,Franklin FTSE BrazilEtf_High_average,Franklin FTSE BrazilEtf_High_max,Franklin FTSE BrazilEtf_High_min,Franklin FTSE BrazilEtf_Low_average,Franklin FTSE BrazilEtf_Low_max,Franklin FTSE BrazilEtf_Low_min,Franklin FTSE BrazilEtf_Close_average,Franklin FTSE BrazilEtf_Close_max,Franklin FTSE BrazilEtf_Close_min
2018-05-27,-2.4896476153299556,-2.4896476153299556,-2.4896476153299556,-2.482084762521344,-2.482084762521344,-2.482084762521344,-2.566495227544759,-2.566495227544759,-2.566495227544759,-2.4817294194893127,-2.4817294194893127,-2.4817294194893127
2018-06-03,-2.4541096880931392,-2.4541096880931392,-2.4541096880931392,-2.3551942983161624,-2.3551942983161624,-2.3551942983161624,-2.4948847706140653,-2.4948847706140653,-2.4948847706140653,-2.3705287627487412,-2.3705287627487412,-2.3705287627487412
2018-06-10,-2.292811105288098,-2.292811105288098,-2.292811105288098,-2.2491776981528786,-2.2491776981528786,-2.2491776981528786,-2.156191723166951,-2.156191723166951,-2.156191723166951,-2.215688900250251,-2.215688900250251,-2.215688900250251
2018-06-17,-1.9940362672878398,-1.9940362672878398,-1.9940362672878398,-2.0519454784098783,-2.0519454784098783,-2.0519454784098783,-1.939464256882567,-1.939464256882567,-1.939464256882567,-2.0117600978600043,-2.0117600978600043,-2.0117600978600043
2018-06-24,-1.6961280244015537,-1.6961280244015537,-1.6961280244015537,-1.736141206574251,-1.736141206574251,-1.736141206574251,-1.652151425096843,-1.652151425096843,-1.652151425096843,-1.7290896689581756,-1.7290896689581756,-1.7290896689581756
2018-07-01,-1.5039925803652734,-1.5039925803652734,-1.5039925803652734,-1.4843230763313318,-1.4843230763313318,-1.4843230763313318,-1.431668548967734,-1.431668548967734,-1.431668548967734,-1.4468073947331492,-1.4468073947331492,-1.4468073947331492
2018-07-08,-1.0930689569630998,-1.0930689569630998,-1.0930689569630998,-1.1229294956156213,-1.1229294956156213,-1.1229294956156213,-1.033356937323501,-1.033356937323501,-1.033356937323501,-1.0901659652969335,-1.0901659652969335,-1.0901659652969335
2018-07-15,-0.6251993999219629,-0.6251993999219629,-0.6251993999219629,-0.6537280210488616,-0.6537280210488616,-0.6537280210488616,-0.6097316254384286,-0.6097316254384286,-0.6097316254384286,-0.6429903519590754,-0.6429903519590754,-0.6429903519590754
2018-07-22,-0.3351043875320081,-0.3351043875320081,-0.3351043875320081,-0.37828084313776456,-0.37828084313776456,-0.37828084313776456,-0.2814486435250418,-0.2814486435250418,-0.2814486435250418,-0.34075320285901994,-0.34075320285901994,-0.34075320285901994
2018-07-29,-0.15274126403822633,-0.15274126403822633,-0.15274126403822633,-0.16927617420200516,-0.16927617420200516,-0.16927617420200516,-0.10815914697861406,-0.10815914697861406,-0.10815914697861406,-0.12982975763770502,-0.12982975763770502,-0.12982975763770502
2018-08-05,-0.7055941002748618,-0.7055941002748618,-0.7055941002748618,-0.7460291449016296,-0.7460291449016296,-0.7460291449016296,-0.7750239073087027,-0.7750239073087027,-0.7750239073087027,-0.7972630486742945,-0.7972630486742945,-0.7972630486742945
2018-08-12,-0.9488668259351404,-0.9488668259351404,-0.9488668259351404,-0.9536364733913624,-0.9536364733913624,-0.9536364733913624,-0.8857699601476002,-0.8857699601476002,-0.8857699601476002,-0.9198642786432568,-0.9198642786432568,-0.9198642786432568
2018-08-19,-1.0946736787311733,-1.0946736787311733,-1.0946736787311733,-1.1378998767818145,-1.1378998767818145,-1.1378998767818145,-1.0294505134676655,-1.0294505134676655,-1.0294505134676655,-1.1040252894426603,-1.1040252894426603,-1.1040252894426603
2018-08-26,-0.9831284843529465,-0.9831284843529465,-0.9831284843529465,-1.0000791095029942,-1.0000791095029942,-1.0000791095029942,-1.032628975896309,-1.032628975896309,-1.032628975896309,-0.9698367063169726,-0.9698367063169726,-0.9698367063169726
2018-09-02,-0.8796876727537294,-0.8796876727537294,-0.8796876727537294,-0.8406281728447804,-0.8406281728447804,-0.8406281728447804,-0.8229650330974961,-0.8229650330974961,-0.8229650330974961,-0.8454379538822491,-0.8454379538822491,-0.8454379538822491
2018-09-09,-1.2623117689196357,-1.2623117689196357,-1.2623117689196357,-1.3052871808716475,-1.3052871808716475,-1.3052871808716475,-1.204149545909378,-1.204149545909378,-1.204149545909378,-1.293169023020495,-1.293169023020495,-1.293169023020495
2018-09-16,-0.3799884416421554,-0.3799884416421554,-0.3799884416421554,-0.32125937384576564,-0.32125937384576564,-0.32125937384576564,-0.3017978015280799,-0.3017978015280799,-0.3017978015280799,-0.2807672330744438,-0.2807672330744438,-0.2807672330744438
