Date,First Trust Institutional Preferred Securities andEtf_Open_average,First Trust Institutional Preferred Securities andEtf_Open_max,First Trust Institutional Preferred Securities andEtf_Open_min,First Trust Institutional Preferred Securities andEtf_High_average,First Trust Institutional Preferred Securities andEtf_High_max,First Trust Institutional Preferred Securities andEtf_High_min,First Trust Institutional Preferred Securities andEtf_Low_average,First Trust Institutional Preferred Securities andEtf_Low_max,First Trust Institutional Preferred Securities andEtf_Low_min,First Trust Institutional Preferred Securities andEtf_Close_average,First Trust Institutional Preferred Securities andEtf_Close_max,First Trust Institutional Preferred Securities andEtf_Close_min
2018-04-08,-1.0129216907941505,-1.0129216907941505,-1.0129216907941505,-0.9393638061717825,-0.9393638061717825,-0.9393638061717825,-0.9307082755919153,-0.9307082755919153,-0.9307082755919153,-0.9667374646351365,-0.9667374646351365,-0.9667374646351365
2018-04-15,-1.2095767028805278,-1.2095767028805278,-1.2095767028805278,-1.2394874011127048,-1.2394874011127048,-1.2394874011127048,-1.023606402258899,-1.023606402258899,-1.023606402258899,-1.0462280126358827,-1.0462280126358827,-1.0462280126358827
2018-04-22,-1.3884846287945602,-1.3884846287945602,-1.3884846287945602,-1.3931429376526328,-1.3931429376526328,-1.3931429376526328,-1.216647303827054,-1.216647303827054,-1.216647303827054,-1.1633743128243124,-1.1633743128243124,-1.1633743128243124
2018-04-29,-1.5920373207382892,-1.5920373207382892,-1.5920373207382892,-1.5916119035181084,-1.5916119035181084,-1.5916119035181084,-1.4218730539485414,-1.4218730539485414,-1.4218730539485414,-1.4689824730826693,-1.4689824730826693,-1.4689824730826693
2018-05-06,-1.3034745540385249,-1.3034745540385249,-1.3034745540385249,-1.2660463256936119,-1.2660463256936119,-1.2660463256936119,-1.0806714201996532,-1.0806714201996532,-1.0806714201996532,-1.0814761408717461,-1.0814761408717461,-1.0814761408717461
2018-05-13,-1.0785361290858824,-1.0785361290858824,-1.0785361290858824,-1.175523292733523,-1.175523292733523,-1.175523292733523,-1.134268569879636,-1.134268569879636,-1.134268569879636,-1.0697493406524365,-1.0697493406524365,-1.0697493406524365
2018-05-20,-1.7864443752207053,-1.7864443752207053,-1.7864443752207053,-1.7616913342414968,-1.7616913342414968,-1.7616913342414968,-1.7105795224941422,-1.7105795224941422,-1.7105795224941422,-1.6949628860435848,-1.6949628860435848,-1.6949628860435848
2018-05-27,-1.5800515962274497,-1.5800515962274497,-1.5800515962274497,-1.6266091890200702,-1.6266091890200702,-1.6266091890200702,-1.8047353591991693,-1.8047353591991693,-1.8047353591991693,-1.7962797030649893,-1.7962797030649893,-1.7962797030649893
2018-06-03,-1.6510388945744228,-1.6510388945744228,-1.6510388945744228,-1.6384353044091806,-1.6384353044091806,-1.6384353044091806,-1.8092680134777983,-1.8092680134777983,-1.8092680134777983,-1.5334933272785212,-1.5334933272785212,-1.5334933272785212
2018-06-10,-1.042433167377686,-1.042433167377686,-1.042433167377686,-1.0860521552023341,-1.0860521552023341,-1.0860521552023341,-1.0433949889273386,-1.0433949889273386,-1.0433949889273386,-1.0111965793668147,-1.0111965793668147,-1.0111965793668147
2018-06-17,-2.089498407350452,-2.089498407350452,-2.089498407350452,-1.795589343218532,-1.795589343218532,-1.795589343218532,-1.9609987470372023,-1.9609987470372023,-1.9609987470372023,-2.0591590438554546,-2.0591590438554546,-2.0591590438554546
2018-06-24,-1.776136651319607,-1.776136651319607,-1.776136651319607,-1.7576947589125793,-1.7576947589125793,-1.7576947589125793,-1.8309104168450827,-1.8309104168450827,-1.8309104168450827,-1.6072761234025088,-1.6072761234025088,-1.6072761234025088
2018-07-01,-1.1715104522526325,-1.1715104522526325,-1.1715104522526325,-1.2602451891184998,-1.2602451891184998,-1.2602451891184998,-1.253027200755419,-1.253027200755419,-1.253027200755419,-1.136191006576443,-1.136191006576443,-1.136191006576443
2018-07-08,-0.4626567611470817,-0.4626567611470817,-0.4626567611470817,-0.5359279475445354,-0.5359279475445354,-0.5359279475445354,-0.5656852638473369,-0.5656852638473369,-0.5656852638473369,-0.46674084386004466,-0.46674084386004466,-0.46674084386004466
2018-07-15,-1.493973869211986,-1.493973869211986,-1.493973869211986,-1.2265072825716377,-1.2265072825716377,-1.2265072825716377,-1.251381913882671,-1.251381913882671,-1.251381913882671,-1.084120987425789,-1.084120987425789,-1.084120987425789
2018-07-22,-0.5088137308884826,-0.5088137308884826,-0.5088137308884826,-0.37846542017805324,-0.37846542017805324,-0.37846542017805324,-0.5381073245887272,-0.5381073245887272,-0.5381073245887272,-0.8549410824179376,-0.8549410824179376,-0.8549410824179376
2018-07-29,0.2145760314088401,0.2145760314088401,0.2145760314088401,0.05337605126837445,0.05337605126837445,0.05337605126837445,-0.09689773775096207,-0.09689773775096207,-0.09689773775096207,0.14977519388964014,0.14977519388964014,0.14977519388964014
