Date,ProShares Ultra High Yield_Open_average,ProShares Ultra High Yield_Open_max,ProShares Ultra High Yield_Open_min,ProShares Ultra High Yield_High_average,ProShares Ultra High Yield_High_max,ProShares Ultra High Yield_High_min,ProShares Ultra High Yield_Low_average,ProShares Ultra High Yield_Low_max,ProShares Ultra High Yield_Low_min,ProShares Ultra High Yield_Close_average,ProShares Ultra High Yield_Close_max,ProShares Ultra High Yield_Close_min
2018-04-08,-0.3194821941368469,-0.3194821941368469,-0.3194821941368469,-0.35530963875835525,-0.35530963875835525,-0.35530963875835525,-0.18753155923652048,-0.18753155923652048,-0.18753155923652048,-0.22966132648081142,-0.22966132648081142,-0.22966132648081142
2018-04-15,-0.048408593395646404,-0.048408593395646404,-0.048408593395646404,-0.10456793610727076,-0.10456793610727076,-0.10456793610727076,0.17239374751221215,0.17239374751221215,0.17239374751221215,0.0910015620134382,0.0910015620134382,0.0910015620134382
2018-04-22,0.7195359067816723,0.7195359067816723,0.7195359067816723,0.6018001293699704,0.6018001293699704,0.6018001293699704,0.9614519634837687,0.9614519634837687,0.9614519634837687,0.7996057338294146,0.7996057338294146,0.7996057338294146
2018-04-29,0.03946447644502804,0.03946447644502804,0.03946447644502804,0.01749160045001356,0.01749160045001356,0.01749160045001356,0.2084458519926086,0.2084458519926086,0.2084458519926086,0.1128761884754296,0.1128761884754296,0.1128761884754296
2018-05-06,0.62274513734436,0.62274513734436,0.62274513734436,0.49193936791725373,0.49193936791725373,0.49193936791725373,0.9010722354825521,0.9010722354825521,0.9010722354825521,0.7147285463442158,0.7147285463442158,0.7147285463442158
2018-05-13,-0.7862212651565467,-0.7862212651565467,-0.7862212651565467,-0.824189076106638,-0.824189076106638,-0.824189076106638,-0.7929537150630669,-0.7929537150630669,-0.7929537150630669,-0.8161499061416031,-0.8161499061416031,-0.8161499061416031
2018-05-20,-0.03709162070753767,-0.03709162070753767,-0.03709162070753767,-0.14263023064233277,-0.14263023064233277,-0.14263023064233277,-0.030970228826303774,-0.030970228826303774,-0.030970228826303774,-0.13155233563853766,-0.13155233563853766,-0.13155233563853766
2018-05-27,0.9360739660712487,0.9360739660712487,0.9360739660712487,0.7194295870152755,0.7194295870152755,0.7194295870152755,0.9349631701972851,0.9349631701972851,0.9349631701972851,0.7252682522021784,0.7252682522021784,0.7252682522021784
2018-06-03,-0.17580729809864065,-0.17580729809864065,-0.17580729809864065,-0.2628265102200776,-0.2628265102200776,-0.2628265102200776,-0.16818425730376668,-0.16818425730376668,-0.16818425730376668,-0.24997013639490898,-0.24997013639490898,-0.24997013639490898
2018-06-10,2.0943192769612855,2.0943192769612855,2.0943192769612855,1.8779376878593679,1.8779376878593679,1.8779376878593679,2.0161159668230977,2.0161159668230977,2.0161159668230977,1.7984047764588666,1.7984047764588666,1.7984047764588666
