Date,Guggenheim CurrencyShares Swiss FrancEtf_Open_average,Guggenheim CurrencyShares Swiss FrancEtf_Open_max,Guggenheim CurrencyShares Swiss FrancEtf_Open_min,Guggenheim CurrencyShares Swiss FrancEtf_High_average,Guggenheim CurrencyShares Swiss FrancEtf_High_max,Guggenheim CurrencyShares Swiss FrancEtf_High_min,Guggenheim CurrencyShares Swiss FrancEtf_Low_average,Guggenheim CurrencyShares Swiss FrancEtf_Low_max,Guggenheim CurrencyShares Swiss FrancEtf_Low_min,Guggenheim CurrencyShares Swiss FrancEtf_Close_average,Guggenheim CurrencyShares Swiss FrancEtf_Close_max,Guggenheim CurrencyShares Swiss FrancEtf_Close_min
2018-04-08,-1.400477336714703,-1.400477336714703,-1.400477336714703,-1.4317825024034616,-1.4317825024034616,-1.4317825024034616,-1.3749714257676688,-1.3749714257676688,-1.3749714257676688,-1.404809431696028,-1.404809431696028,-1.404809431696028
2018-04-15,-1.9022979616327482,-1.9022979616327482,-1.9022979616327482,-1.9133282880896727,-1.9133282880896727,-1.9133282880896727,-1.9444775453549117,-1.9444775453549117,-1.9444775453549117,-1.9820449210125282,-1.9820449210125282,-1.9820449210125282
2018-04-22,-2.085465973692788,-2.085465973692788,-2.085465973692788,-2.0296822866402224,-2.0296822866402224,-2.0296822866402224,-2.107534353547585,-2.107534353547585,-2.107534353547585,-2.0466147690002234,-2.0466147690002234,-2.0466147690002234
2018-04-29,-2.025968063294852,-2.025968063294852,-2.025968063294852,-2.0078448913552247,-2.0078448913552247,-2.0078448913552247,-2.033168305193982,-2.033168305193982,-2.033168305193982,-2.0446700239637474,-2.0446700239637474,-2.0446700239637474
2018-05-06,-1.5384389492479296,-1.5384389492479296,-1.5384389492479296,-1.5549429389219884,-1.5549429389219884,-1.5549429389219884,-1.602948167771826,-1.602948167771826,-1.602948167771826,-1.6439591904774005,-1.6439591904774005,-1.6439591904774005
2018-05-13,-1.4010424739567469,-1.4010424739567469,-1.4010424739567469,-1.2884215391140101,-1.2884215391140101,-1.2884215391140101,-1.3771171090735845,-1.3771171090735845,-1.3771171090735845,-1.3324841696265644,-1.3324841696265644,-1.3324841696265644
2018-05-20,-0.9444163661602044,-0.9444163661602044,-0.9444163661602044,-0.9682285940556682,-0.9682285940556682,-0.9682285940556682,-0.9240352385106415,-0.9240352385106415,-0.9240352385106415,-0.9340925419660777,-0.9340925419660777,-0.9340925419660777
2018-05-27,-0.7663036814021735,-0.7663036814021735,-0.7663036814021735,-0.6870460805933276,-0.6870460805933276,-0.6870460805933276,-0.7380014948427843,-0.7380014948427843,-0.7380014948427843,-0.7058821572322873,-0.7058821572322873,-0.7058821572322873
2018-06-03,-0.47982225936332806,-0.47982225936332806,-0.47982225936332806,-0.49529278597229764,-0.49529278597229764,-0.49529278597229764,-0.49052621237740024,-0.49052621237740024,-0.49052621237740024,-0.47056304571613855,-0.47056304571613855,-0.47056304571613855
2018-06-10,-0.8664259439801167,-0.8664259439801167,-0.8664259439801167,-0.8484455312177935,-0.8484455312177935,-0.8484455312177935,-0.8542072416886878,-0.8542072416886878,-0.8542072416886878,-0.8942429573054637,-0.8942429573054637,-0.8942429573054637
2018-06-17,-0.3960535081786325,-0.3960535081786325,-0.3960535081786325,-0.3930528652284841,-0.3930528652284841,-0.3930528652284841,-0.4023395500542093,-0.4023395500542093,-0.4023395500542093,-0.34911890314325894,-0.34911890314325894,-0.34911890314325894
2018-06-24,-0.4801156005621027,-0.4801156005621027,-0.4801156005621027,-0.43736669181652815,-0.43736669181652815,-0.43736669181652815,-0.5088655441758165,-0.5088655441758165,-0.5088655441758165,-0.3527090761910106,-0.3527090761910106,-0.3527090761910106
2018-07-01,-0.04210487092393769,-0.04210487092393769,-0.04210487092393769,-0.19449345151868355,-0.19449345151868355,-0.19449345151868355,-0.11538302861456115,-0.11538302861456115,-0.11538302861456115,-0.25425842608569055,-0.25425842608569055,-0.25425842608569055
2018-07-08,-1.560675933971541,-1.560675933971541,-1.560675933971541,-1.598544700963647,-1.598544700963647,-1.598544700963647,-1.5215796384644598,-1.5215796384644598,-1.5215796384644598,-1.4276861194937014,-1.4276861194937014,-1.4276861194937014
2018-07-15,-0.18416175031694068,-0.18416175031694068,-0.18416175031694068,-0.1868410566675084,-0.1868410566675084,-0.1868410566675084,-0.2229613292986437,-0.2229613292986437,-0.2229613292986437,0.0,0.0,0.0
