Date,Deutsche X-trackers Investment Grade Bond InterestEtf_Open_average,Deutsche X-trackers Investment Grade Bond InterestEtf_Open_max,Deutsche X-trackers Investment Grade Bond InterestEtf_Open_min,Deutsche X-trackers Investment Grade Bond InterestEtf_High_average,Deutsche X-trackers Investment Grade Bond InterestEtf_High_max,Deutsche X-trackers Investment Grade Bond InterestEtf_High_min,Deutsche X-trackers Investment Grade Bond InterestEtf_Low_average,Deutsche X-trackers Investment Grade Bond InterestEtf_Low_max,Deutsche X-trackers Investment Grade Bond InterestEtf_Low_min,Deutsche X-trackers Investment Grade Bond InterestEtf_Close_average,Deutsche X-trackers Investment Grade Bond InterestEtf_Close_max,Deutsche X-trackers Investment Grade Bond InterestEtf_Close_min
2018-05-27,-2.2284513186631476,-2.2284513186631476,-2.2284513186631476,-2.396895261194271,-2.396895261194271,-2.396895261194271,-2.6616036717852176,-2.6616036717852176,-2.6616036717852176,-2.8999664529989,-2.8999664529989,-2.8999664529989
2018-06-03,-1.3010465084582354,-1.3010465084582354,-1.3010465084582354,-1.439248308291954,-1.439248308291954,-1.439248308291954,-1.3552033879745065,-1.3552033879745065,-1.3552033879745065,-1.5589945630014248,-1.5589945630014248,-1.5589945630014248
2018-06-10,-0.5887949589856776,-0.5887949589856776,-0.5887949589856776,-0.6861208635481263,-0.6861208635481263,-0.6861208635481263,-0.9301405555493801,-0.9301405555493801,-0.9301405555493801,-1.1356434831806064,-1.1356434831806064,-1.1356434831806064
2018-06-17,-1.5201255266905669,-1.5201255266905669,-1.5201255266905669,-1.6175645215521066,-1.6175645215521066,-1.6175645215521066,-1.725688793286673,-1.725688793286673,-1.725688793286673,-1.8614572319741376,-1.8614572319741376,-1.8614572319741376
2018-06-24,-2.181034751040182,-2.181034751040182,-2.181034751040182,-2.1871599051612494,-2.1871599051612494,-2.1871599051612494,-2.239621150697236,-2.239621150697236,-2.239621150697236,-2.3326958335900314,-2.3326958335900314,-2.3326958335900314
2018-07-01,-1.8314753994271658,-1.8314753994271658,-1.8314753994271658,-1.8337347906154595,-1.8337347906154595,-1.8337347906154595,-1.9480503835708392,-1.9480503835708392,-1.9480503835708392,-1.9988321269503606,-1.9988321269503606,-1.9988321269503606
2018-07-08,-1.169102167430089,-1.169102167430089,-1.169102167430089,-1.1778835284860745,-1.1778835284860745,-1.1778835284860745,-1.144697771456199,-1.144697771456199,-1.144697771456199,-1.1755271428111436,-1.1755271428111436,-1.1755271428111436
2018-07-15,-0.8017053980628267,-0.8017053980628267,-0.8017053980628267,-0.8519030240843588,-0.8519030240843588,-0.8519030240843588,-0.7458545083883434,-0.7458545083883434,-0.7458545083883434,-0.8112871507632695,-0.8112871507632695,-0.8112871507632695
2018-07-22,-0.7273095599600494,-0.7273095599600494,-0.7273095599600494,-0.7738538016513644,-0.7738538016513644,-0.7738538016513644,-0.6755448680992496,-0.6755448680992496,-0.6755448680992496,-0.7314513536104615,-0.7314513536104615,-0.7314513536104615
2018-07-29,-0.6533757618798774,-0.6533757618798774,-0.6533757618798774,-0.25947708373700207,-0.25947708373700207,-0.25947708373700207,-0.6107026338817878,-0.6107026338817878,-0.6107026338817878,-0.2791540417674285,-0.2791540417674285,-0.2791540417674285
2018-08-05,-0.4029842550168154,-0.4029842550168154,-0.4029842550168154,-0.4658433593486975,-0.4658433593486975,-0.4658433593486975,-1.0278020981703264,-1.0278020981703264,-1.0278020981703264,-1.0633005234670407,-1.0633005234670407,-1.0633005234670407
2018-08-12,-0.3387461443991025,-0.3387461443991025,-0.3387461443991025,-0.38426519859234615,-0.38426519859234615,-0.38426519859234615,-0.3793682018977002,-0.3793682018977002,-0.3793682018977002,-0.4103880628510803,-0.4103880628510803,-0.4103880628510803
2018-08-19,-0.7549561135813438,-0.7549561135813438,-0.7549561135813438,-0.7730028472456816,-0.7730028472456816,-0.7730028472456816,-0.6684212250075275,-0.6684212250075275,-0.6684212250075275,-0.6963173266066932,-0.6963173266066932,-0.6963173266066932
2018-08-26,-0.19886222129230882,-0.19886222129230882,-0.19886222129230882,-0.24494239166341805,-0.24494239166341805,-0.24494239166341805,-0.5086867765531041,-0.5086867765531041,-0.5086867765531041,-0.5365996513880323,-0.5365996513880323,-0.5365996513880323
2018-09-02,-1.0417657348606824,-1.0417657348606824,-1.0417657348606824,-0.8191112891468437,-0.8191112891468437,-0.8191112891468437,-1.1474539753739674,-1.1474539753739674,-1.1474539753739674,-0.8720220431435685,-0.8720220431435685,-0.8720220431435685
2018-09-09,-0.4458263352575979,-0.4458263352575979,-0.4458263352575979,-0.5089724304888024,-0.5089724304888024,-0.5089724304888024,-0.2976579874252195,-0.2976579874252195,-0.2976579874252195,-0.352285931175702,-0.352285931175702,-0.352285931175702
2018-09-16,0.21698536102076071,0.21698536102076071,0.21698536102076071,0.15830335447604718,0.15830335447604718,0.15830335447604718,0.3083128366804598,0.3083128366804598,0.3083128366804598,0.3157474371376205,0.3157474371376205,0.3157474371376205
2018-09-23,0.49209512699380464,0.49209512699380464,0.49209512699380464,0.4290591353480769,0.4290591353480769,0.4290591353480769,-0.05017983067207297,-0.05017983067207297,-0.05017983067207297,-0.11098681707496891,-0.11098681707496891,-0.11098681707496891
2018-09-30,0.7263391423565069,0.7263391423565069,0.7263391423565069,0.7814209539600377,0.7814209539600377,0.7814209539600377,-0.056962986084662576,-0.056962986084662576,-0.056962986084662576,0.6595807221045413,0.6595807221045413,0.6595807221045413
2018-10-07,0.5394676694608742,0.5394676694608742,0.5394676694608742,0.5119995164216563,0.5119995164216563,0.5119995164216563,0.10267687214744889,0.10267687214744889,0.10267687214744889,-0.042352663505576496,-0.042352663505576496,-0.042352663505576496
