Date,ProShares VIX Short-Term Futures_etf_Open_average,ProShares VIX Short-Term Futures_etf_Open_max,ProShares VIX Short-Term Futures_etf_Open_min,ProShares VIX Short-Term Futures_etf_High_average,ProShares VIX Short-Term Futures_etf_High_max,ProShares VIX Short-Term Futures_etf_High_min,ProShares VIX Short-Term Futures_etf_Low_average,ProShares VIX Short-Term Futures_etf_Low_max,ProShares VIX Short-Term Futures_etf_Low_min,ProShares VIX Short-Term Futures_etf_Close_average,ProShares VIX Short-Term Futures_etf_Close_max,ProShares VIX Short-Term Futures_etf_Close_min
2018-04-08,0.4907805010587991,0.4907805010587991,0.4907805010587991,0.36634708734705845,0.36634708734705845,0.36634708734705845,0.645972715109246,0.645972715109246,0.645972715109246,0.5011234956451073,0.5011234956451073,0.5011234956451073
2018-04-15,-0.24602634804356363,-0.24602634804356363,-0.24602634804356363,-0.20496075682551584,-0.20496075682551584,-0.20496075682551584,-0.07190375659310219,-0.07190375659310219,-0.07190375659310219,-0.008128811763074941,-0.008128811763074941,-0.008128811763074941
2018-04-22,-0.38289185409795445,-0.38289185409795445,-0.38289185409795445,-0.4206201904721213,-0.4206201904721213,-0.4206201904721213,-0.17866799394100288,-0.17866799394100288,-0.17866799394100288,-0.39763974894667226,-0.39763974894667226,-0.39763974894667226
2018-04-29,-0.7318120887216788,-0.7318120887216788,-0.7318120887216788,-0.7672852945507925,-0.7672852945507925,-0.7672852945507925,-0.8404888512290128,-0.8404888512290128,-0.8404888512290128,-0.9252154336474855,-0.9252154336474855,-0.9252154336474855
2018-05-06,-1.797611670854626,-1.797611670854626,-1.797611670854626,-1.692794133031133,-1.692794133031133,-1.692794133031133,-1.7006408569013636,-1.7006408569013636,-1.7006408569013636,-1.630568456904168,-1.630568456904168,-1.630568456904168
2018-05-13,-1.6807965613352374,-1.6807965613352374,-1.6807965613352374,-1.5681570462165852,-1.5681570462165852,-1.5681570462165852,-1.5978528758643145,-1.5978528758643145,-1.5978528758643145,-1.4644340443948975,-1.4644340443948975,-1.4644340443948975
2018-05-20,-1.5455476153962229,-1.5455476153962229,-1.5455476153962229,-1.5167117744543683,-1.5167117744543683,-1.5167117744543683,-1.5961032849816226,-1.5961032849816226,-1.5961032849816226,-1.4420161890564376,-1.4420161890564376,-1.4420161890564376
2018-05-27,-1.1545912908343785,-1.1545912908343785,-1.1545912908343785,-1.1567662107314645,-1.1567662107314645,-1.1567662107314645,-1.1279100987267532,-1.1279100987267532,-1.1279100987267532,-1.04109646915278,-1.04109646915278,-1.04109646915278
2018-06-03,-1.3206575286372209,-1.3206575286372209,-1.3206575286372209,-1.2967536250430731,-1.2967536250430731,-1.2967536250430731,-1.410774468981408,-1.410774468981408,-1.410774468981408,-1.3684417418810602,-1.3684417418810602,-1.3684417418810602
2018-06-10,-1.3490598359851527,-1.3490598359851527,-1.3490598359851527,-1.266643824999589,-1.266643824999589,-1.266643824999589,-1.35106948572764,-1.35106948572764,-1.35106948572764,-1.3081885974122478,-1.3081885974122478,-1.3081885974122478
2018-06-17,-1.0097858155283503,-1.0097858155283503,-1.0097858155283503,-0.9699043277367482,-0.9699043277367482,-0.9699043277367482,-0.9829211959013658,-0.9829211959013658,-0.9829211959013658,-0.9367803567099341,-0.9367803567099341,-0.9367803567099341
2018-06-24,-0.28425746470332114,-0.28425746470332114,-0.28425746470332114,-0.3297359566109344,-0.3297359566109344,-0.3297359566109344,-0.3287252664111101,-0.3287252664111101,-0.3287252664111101,-0.20074629959896526,-0.20074629959896526,-0.20074629959896526
2018-07-01,-0.26668935765854385,-0.26668935765854385,-0.26668935765854385,-0.36099020910432567,-0.36099020910432567,-0.36099020910432567,-0.5536165657739767,-0.5536165657739767,-0.5536165657739767,-0.6165141312765338,-0.6165141312765338,-0.6165141312765338
2018-07-08,-1.1631078840618505,-1.1631078840618505,-1.1631078840618505,-1.133271681425627,-1.133271681425627,-1.133271681425627,-1.1821319351396764,-1.1821319351396764,-1.1821319351396764,-1.2135377409243497,-1.2135377409243497,-1.2135377409243497
2018-07-15,-1.1226710350700624,-1.1226710350700624,-1.1226710350700624,-1.157627235640381,-1.157627235640381,-1.157627235640381,-1.1539585004892072,-1.1539585004892072,-1.1539585004892072,-1.1426219542569795,-1.1426219542569795,-1.1426219542569795
