Date,iShares Asia 50Etf_Open_average,iShares Asia 50Etf_Open_max,iShares Asia 50Etf_Open_min,iShares Asia 50Etf_High_average,iShares Asia 50Etf_High_max,iShares Asia 50Etf_High_min,iShares Asia 50Etf_Low_average,iShares Asia 50Etf_Low_max,iShares Asia 50Etf_Low_min,iShares Asia 50Etf_Close_average,iShares Asia 50Etf_Close_max,iShares Asia 50Etf_Close_min
2018-05-27,-0.7712558102992423,-0.7712558102992423,-0.7712558102992423,-0.7526199300917835,-0.7526199300917835,-0.7526199300917835,-0.4613854263623023,-0.4613854263623023,-0.4613854263623023,-0.5739240166975407,-0.5739240166975407,-0.5739240166975407
2018-06-03,-0.19690001722605094,-0.19690001722605094,-0.19690001722605094,-0.23882716266266607,-0.23882716266266607,-0.23882716266266607,-0.022526922568636854,-0.022526922568636854,-0.022526922568636854,-0.04379167752167522,-0.04379167752167522,-0.04379167752167522
2018-06-10,-1.3625531776414705,-1.3625531776414705,-1.3625531776414705,-1.5063647387942793,-1.5063647387942793,-1.5063647387942793,-1.1012154686004767,-1.1012154686004767,-1.1012154686004767,-1.247939230787372,-1.247939230787372,-1.247939230787372
2018-06-17,-2.156241086399063,-2.156241086399063,-2.156241086399063,-2.3237461259581265,-2.3237461259581265,-2.3237461259581265,-1.8369387988134211,-1.8369387988134211,-1.8369387988134211,-2.255485369846071,-2.255485369846071,-2.255485369846071
2018-06-24,-2.5048421682195987,-2.5048421682195987,-2.5048421682195987,-2.4368099735710382,-2.4368099735710382,-2.4368099735710382,-2.258756814313837,-2.258756814313837,-2.258756814313837,-2.30485053476973,-2.30485053476973,-2.30485053476973
2018-07-01,-2.4545989293972514,-2.4545989293972514,-2.4545989293972514,-2.306755911433746,-2.306755911433746,-2.306755911433746,-2.361469563456882,-2.361469563456882,-2.361469563456882,-2.2278115614393057,-2.2278115614393057,-2.2278115614393057
2018-07-08,-1.8328905180078567,-1.8328905180078567,-1.8328905180078567,-1.8718821559869367,-1.8718821559869367,-1.8718821559869367,-1.7518644587611978,-1.7518644587611978,-1.7518644587611978,-1.743043549985184,-1.743043549985184,-1.743043549985184
2018-07-15,-1.5089793036483612,-1.5089793036483612,-1.5089793036483612,-1.462627858712277,-1.462627858712277,-1.462627858712277,-1.4128870841038361,-1.4128870841038361,-1.4128870841038361,-1.3666635133197598,-1.3666635133197598,-1.3666635133197598
2018-07-22,-0.9603356555978931,-0.9603356555978931,-0.9603356555978931,-1.1005854969923143,-1.1005854969923143,-1.1005854969923143,-1.0915565423572569,-1.0915565423572569,-1.0915565423572569,-1.1033848325264295,-1.1033848325264295,-1.1033848325264295
2018-07-29,-1.5526107989078808,-1.5526107989078808,-1.5526107989078808,-1.5694393325370106,-1.5694393325370106,-1.5694393325370106,-1.490809884839176,-1.490809884839176,-1.490809884839176,-1.529023712028457,-1.529023712028457,-1.529023712028457
2018-08-05,-1.2004825840350992,-1.2004825840350992,-1.2004825840350992,-1.3181608454498257,-1.3181608454498257,-1.3181608454498257,-1.2263048376046808,-1.2263048376046808,-1.2263048376046808,-1.3107869969084625,-1.3107869969084625,-1.3107869969084625
2018-08-12,-1.806659204345026,-1.806659204345026,-1.806659204345026,-1.6506768404623589,-1.6506768404623589,-1.6506768404623589,-1.8455831685339934,-1.8455831685339934,-1.8455831685339934,-1.6234969638917198,-1.6234969638917198,-1.6234969638917198
2018-08-19,-0.9456583338619072,-0.9456583338619072,-0.9456583338619072,-0.9258638469244314,-0.9258638469244314,-0.9258638469244314,-0.8891246451356463,-0.8891246451356463,-0.8891246451356463,-0.889436554152868,-0.889436554152868,-0.889436554152868
2018-08-26,-0.719862666983549,-0.719862666983549,-0.719862666983549,-0.7274402993323924,-0.7274402993323924,-0.7274402993323924,-0.7299594247550061,-0.7299594247550061,-0.7299594247550061,-0.7213888230037667,-0.7213888230037667,-0.7213888230037667
