Date,Cambria Emerging Shareholder YieldEtf_Open_average,Cambria Emerging Shareholder YieldEtf_Open_max,Cambria Emerging Shareholder YieldEtf_Open_min,Cambria Emerging Shareholder YieldEtf_High_average,Cambria Emerging Shareholder YieldEtf_High_max,Cambria Emerging Shareholder YieldEtf_High_min,Cambria Emerging Shareholder YieldEtf_Low_average,Cambria Emerging Shareholder YieldEtf_Low_max,Cambria Emerging Shareholder YieldEtf_Low_min,Cambria Emerging Shareholder YieldEtf_Close_average,Cambria Emerging Shareholder YieldEtf_Close_max,Cambria Emerging Shareholder YieldEtf_Close_min
2018-05-27,-0.9252516340989213,-0.9252516340989213,-0.9252516340989213,-0.7261924868969741,-0.7261924868969741,-0.7261924868969741,-0.9017372468883776,-0.9017372468883776,-0.9017372468883776,-1.089981946188022,-1.089981946188022,-1.089981946188022
2018-06-03,-1.3826859151334983,-1.3826859151334983,-1.3826859151334983,-1.5163454745513432,-1.5163454745513432,-1.5163454745513432,-1.4794397555518408,-1.4794397555518408,-1.4794397555518408,-1.7080084944191083,-1.7080084944191083,-1.7080084944191083
2018-06-10,-1.427597008618068,-1.427597008618068,-1.427597008618068,-1.570909483589075,-1.570909483589075,-1.570909483589075,-1.1475879217947662,-1.1475879217947662,-1.1475879217947662,-1.3992437473031907,-1.3992437473031907,-1.3992437473031907
2018-06-17,-1.9401735900535344,-1.9401735900535344,-1.9401735900535344,-2.0454488865168488,-2.0454488865168488,-2.0454488865168488,-1.8136418745871599,-1.8136418745871599,-1.8136418745871599,-2.0323275775346152,-2.0323275775346152,-2.0323275775346152
2018-06-24,-2.7041103223223972,-2.7041103223223972,-2.7041103223223972,-2.6556178156706594,-2.6556178156706594,-2.6556178156706594,-2.811521059606097,-2.811521059606097,-2.811521059606097,-2.657587804648023,-2.657587804648023,-2.657587804648023
2018-07-01,-2.369166715410413,-2.369166715410413,-2.369166715410413,-2.097885690571817,-2.097885690571817,-2.097885690571817,-2.407612417857173,-2.407612417857173,-2.407612417857173,-2.104898191704291,-2.104898191704291,-2.104898191704291
2018-07-08,-1.7399728180238285,-1.7399728180238285,-1.7399728180238285,-1.8838007097089164,-1.8838007097089164,-1.8838007097089164,-1.7515443981016452,-1.7515443981016452,-1.7515443981016452,-1.8948786204337777,-1.8948786204337777,-1.8948786204337777
2018-07-15,-1.6117337135580971,-1.6117337135580971,-1.6117337135580971,-1.7284760734401894,-1.7284760734401894,-1.7284760734401894,-1.6250926456561343,-1.6250926456561343,-1.6250926456561343,-1.7389951937870933,-1.7389951937870933,-1.7389951937870933
2018-07-22,-0.8505468895527697,-0.8505468895527697,-0.8505468895527697,-0.9366038818123842,-0.9366038818123842,-0.9366038818123842,-0.9882642901150498,-0.9882642901150498,-0.9882642901150498,-0.924362770967493,-0.924362770967493,-0.924362770967493
2018-07-29,-1.1570649979878758,-1.1570649979878758,-1.1570649979878758,-1.242481448110182,-1.242481448110182,-1.242481448110182,-1.1285358677059014,-1.1285358677059014,-1.1285358677059014,-1.2296377940549494,-1.2296377940549494,-1.2296377940549494
2018-08-05,-1.564451925846548,-1.564451925846548,-1.564451925846548,-1.4856875586650982,-1.4856875586650982,-1.4856875586650982,-1.6442140248559485,-1.6442140248559485,-1.6442140248559485,-1.5084154447710438,-1.5084154447710438,-1.5084154447710438
2018-08-12,-1.7201151810473483,-1.7201151810473483,-1.7201151810473483,-1.58356420225838,-1.58356420225838,-1.58356420225838,-1.8472683926085676,-1.8472683926085676,-1.8472683926085676,-1.5928561830708876,-1.5928561830708876,-1.5928561830708876
2018-08-19,-1.6266721569174167,-1.6266721569174167,-1.6266721569174167,-1.7317718508617863,-1.7317718508617863,-1.7317718508617863,-1.5686971110877035,-1.5686971110877035,-1.5686971110877035,-1.746112007307464,-1.746112007307464,-1.746112007307464
